placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Hillassistance+landscaping+LLC/data=!4m7!3m6!1s0x88e6dbb9f9b9ca63:0xfc0586027c962ff7!8m2!3d29.230225!4d-81.05354!16s%2Fg%2F11g_rm9qz_!19sChIJY8q5-bnb5ogR9y-WfAKGBfw,Hillassistance landscaping LLC,4.3,65,Landscape designer,"1328 N Nova Rd, Daytona Beach, FL 32117, United States","6WJW+3H Daytona Beach, Florida, USA",https://hillassistancelandscaping.com/,+1 386-843-2093,,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAX5ipJNRDAl3EcBEFM_W2ky1KyTwsUXMet-xhj38b4Gs8Une4K-_LqZJ6_VJyM3ninAGTx_sr7yd8OXAvGPrmwm5LCBH_I0utOAuSJ4L5XbgO-buZzupA_JR1p9h-clOMjpk=w426-h240-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–5 pm,7 am–5 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:04.498Z,,,
"https://www.google.com/maps/place/All+Seasons+Lawn+%26+Landscape,+LLC/data=!4m7!3m6!1s0x88e6d9bb0fcaf041:0x4c7c6310888354b4!8m2!3d29.1778666!4d-81.0181324!16s%2Fg%2F11f4mbqxrp!19sChIJQfDKD7vZ5ogRtFSDiBBjfEw","All Seasons Lawn & Landscape, LLC",4.9,19,Lawn care service,"708 Chicago Ave, South Daytona, FL 32119, United States","5XHJ+4P South Daytona, Florida, USA",,+1 386-675-2580,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5DfU-QJWHWs9jwatWLHnt3EKhrMdxG1otEhgRnlf9qkYEvkRqUoQPLVc2t7t1AQWITzZc_2M8HNqdPSEZQ0iO6pZHHl2hPQd1FUhHC21B1qLtKRm98hBpSxyIFI5HvRKcrMYk2Q=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:09.468Z,,,
https://www.google.com/maps/place/Daytona+Beach+Lawns/data=!4m7!3m6!1s0x88e6db26ce59a61d:0xb851ea156cd0cf18!8m2!3d29.2452174!4d-81.0655962!16s%2Fg%2F11fb0qkbws!19sChIJHaZZzibb5ogRGM_QbBXqUbg,Daytona Beach Lawns,4.9,60,Landscaper,"1838 N Nova Rd, Holly Hill, FL 32117, United States","6WWM+3Q Holly Hill, Florida, USA",http://www.daytonabeachlawns.com/,+1 386-679-5668,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXXIRcMp92kCQa_z4ZIqHmhQEXZjyROOktQOuz-czG-sWZmDWzBamu3GifQ589VHH0-fNS3wyssncOhLJ6IIXW4IyCEZP0f53lmJtHiYHC6dql7FwN46vF3ZTciqMdxZDaJYDqovIjYB4=w408-h883-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:13.847Z,,,
https://www.google.com/maps/place/Pura+Vida+Tropical+Gardens+LLC/data=!4m7!3m6!1s0x88e6db7ff1eb7819:0xd47198c4eddbbf6d!8m2!3d29.2373455!4d-81.0366971!16s%2Fg%2F11h52n37qx!19sChIJGXjr8X_b5ogRbb_b7cSYcdQ,Pura Vida Tropical Gardens LLC,4.7,74,Landscaper,"645 Ridgewood Ave, Daytona Beach, Holly Hill, FL 32117, United States","6XP7+W8 Holly Hill, Florida, USA",http://puravidatropicalgardens.com/,+1 386-453-3068,Open · Closes 10 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7WWmmCMfZVVG1FNAqF0RHMXiNBwg2Cn2lR-QSb57-Gbt2ujyggXiLJTgWkMp8t9uavYVeUvBSpQJVhieLnN525Fp1bJsWxgYnNt_zHenNVuo-A7QI0rb9yFrMflDzU6nA--1p4fI9atQ=w408-h544-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:18.285Z,,,
https://www.google.com/maps/place/Cole%27s+Landscaping+and+Property+Maintenance+LLC/data=!4m7!3m6!1s0x843ffd16ea7dba3:0x6e128ec766b35526!8m2!3d29.179248!4d-81.023818!16s%2Fg%2F11r_lhl77w!19sChIJo9unbtH_QwgRJlWzZseOEm4,Cole's Landscaping and Property Maintenance LLC,4.8,24,Landscaper,"1425 Ruthbern Rd, Daytona Beach, FL 32114, United States","5XHG+MF Daytona Beach, Florida, USA",http://coles-landscaping.com/,+1 386-299-8189,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHT7z63Df6rchVh9C8MnfmfbCEOLym5PfFODc1mF4FKyp0xiHTQjC7uuZ6kuqMuI8PZ20XaIJkIH6sdYqCCYrOjC5W8rqC6JvzN2Byn9V7yUliyqOy17fVVwb6ZUhnrJNxde9Zw=w427-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:22.723Z,,,
https://www.google.com/maps/place/Yellowstone+Landscape/data=!4m7!3m6!1s0x88e6dbedb1ef8799:0xdffc5e2deaa288c7!8m2!3d29.2348797!4d-81.0654182!16s%2Fg%2F11j9fwvdrd!19sChIJmYfvse3b5ogRx4ii6i1e_N8,Yellowstone Landscape,2.7,15,Landscaper,"1077 Derbyshire Rd, Daytona Beach, FL 32117, United States","6WMM+XR Daytona Beach, Florida, USA",http://yellowstonelandscape.com/,+1 386-248-3298,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWPbeyEeJ1XYwP2euR_y-fuMjuMJT6y1217DofYganhL-JwpLZvSquhRNLL-Em12BgV1VwGYZO2wJYk6tz0a6HhkQZmGsaj8rPOmAK0f_pOxujD5ojYeC6I52Rbg5NWD0KStXdFLB3cVY2=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:27.165Z,,,
https://www.google.com/maps/place/Lawn+Kingz+Lawn+and+Tree+Service+LLC/data=!4m7!3m6!1s0x88e6db6bb91a83a3:0x7c781acdd3b4267c!8m2!3d29.2364026!4d-81.1195414!16s%2Fg%2F11b90jp81l!19sChIJo4MauWvb5ogRfCa0080aeHw,Lawn Kingz Lawn and Tree Service LLC,4.9,43,Lawn care service,,,https://m.facebook.com/profile.php?id=516976151813452,+1 386-405-8402,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLCJBeq2i-JvVLr-JN80mTqk6SNnqOd2_FM2-lLd1SrfpgS99ElwlmkkBMpxXbcVK9sK-qxln61uIuXvTzzXWw5kRAlqsjWmkCkIc-nwfYL-mtUh-fyOI82g8Y54WutvQcfNAY=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:31.521Z,,,
"https://www.google.com/maps/place/Certified+Outdoor+Solutions,+LLC/data=!4m7!3m6!1s0x88e6d8c4de06f08b:0x2716179187667ce0!8m2!3d29.1909329!4d-81.0417358!16s%2Fg%2F1thl1pcz!19sChIJi_AG3sTY5ogR4Hxmh5EXFic","Certified Outdoor Solutions, LLC",4.8,50,Lawn sprinkler system contractor,"1110 Madrid Ave, Daytona Beach, FL 32114, United States","5XR5+98 Daytona Beach, Florida, USA",http://www.certifiedoutdoorsolutions.com/,+1 386-871-2114,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBLDMZMiXyy-fLTwi5QQSRxFfHID1kYlKPp63JH9Qlcqlh3B8EwcL79sLxRp6cwnby8a7xPyDalABeje82xP6jIr6StAs3TnO1OyLo1-C_9gn9akKVcOatUZk66OID7yDKM3hWlA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:35.916Z,,,
https://www.google.com/maps/place/Tri+County+Landscape+%26+Nursery/data=!4m7!3m6!1s0x88e6db8fcb0c2073:0x169a18005a076835!8m2!3d29.2139792!4d-81.0020304!16s%2Fg%2F11fkr3hk51!19sChIJcyAMy4_b5ogRNWgHWgAYmhY,Tri County Landscape & Nursery,5.0,4,Landscaper,"935 S Atlantic Ave #207, Daytona Beach, FL 32118, United States","6X7X+H5 Daytona Beach, Florida, USA",http://www.tricountylandscape.net/,+1 386-238-9925,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMyofJCdaMbwnh5OSbA6vtvLk06Fsri45mt21Ar6UhUVGGAObUBrQVqNGOznSUwjk0qrwmSh_6YIzDDsfCs0qhM_RVVJ7oqXOM4zuX8rSbk0zDWznXQKYqXf8uM_vQFxWBEDEC=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:40.383Z,,,
https://www.google.com/maps/place/Curb+Appeal+Hardscaping/data=!4m7!3m6!1s0x88e6d9cf5c16dae7:0xea35233fe09ae2d6!8m2!3d29.1727302!4d-81.003014!16s%2Fg%2F1hhwytgr1!19sChIJ59oWXM_Z5ogR1uKa4D8jNeo,Curb Appeal Hardscaping,4.4,36,Contractor,"2036 S Ridgewood Ave, South Daytona, FL 32119, United States","5XFW+3Q South Daytona, Florida, USA",http://www.curbappealdaytona.com/,+1 386-756-8400,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPzYdZ8WfnpkBDiIpG0pwPqyQFx0LTGBGpA6FHWQn9Ise1taZtZImbH1GFbyTm2-GYL4TBobnZHcONr7obwy_yu0Uz0aoR9Qy5yw9xWrQpt7TfDSgs2VKVC8wXfLVW2HQyyELT_Q=w408-h544-k-no,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-04-29T18:50:44.850Z,,,
