placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned
"https://www.google.com/maps/place/CLC+Landscaping,+LLC/data=!4m7!3m6!1s0x865ca6836bcd16a5:0xb4a18b82d89bdb2c!8m2!3d29.831459!4d-97.909728!16s%2Fg%2F1q62bd256!19sChIJpRbNa4OmXIYRLNub2IKLobQ","CLC Landscaping, LLC",4.4,267,Landscaper,"3012 FM 621 Ste F, San Marcos, TX 78666, United States","R3JR+H4 San Marcos, Texas, USA",https://clc-tx.com/,+1 830-515-2002,Closes soon · 4:30 pm · Opens 8 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ_IcZHLTI_uJjeZqFiODRpA50x4Xnr0vaM90vgJCWHODbbhcJqfjV3BfDAQ9zWnAeiB95vry4ifxhr_wJq9HsqBEcTgH72vCoFNmLxDRtXl6QsOcy1CsDJI24yi-eVwn8KYbOCg=w716-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:13.923Z,,
https://www.google.com/maps/place/Home+Roots+Lawn+%26+Landscape/data=!4m7!3m6!1s0x865ca95410fb5987:0x34fab917f4687ec4!8m2!3d29.8207842!4d-98.0079367!16s%2Fg%2F11hnqx5z3m!19sChIJh1n7EFSpXIYRxH5o9Be5-jQ,Home Roots Lawn & Landscape,5.0,93,Landscaper,"4105 Hunter Rd, San Marcos, TX 78666, United States","RXCR+8R San Marcos, Texas, USA",http://www.homerootslawnandlandscape.com/,+1 512-400-4202,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQUigJoocZ2nvkddAp3l_s7UzRX0j4riWbErww4VLvSHgXg9bchaxwX7kAs2o4V4OiIvVFLSfvXrsrOGvMxivoYucYeeOsICjf-VH_L_gU3GH-q2h5XKO_YxN-khocg4clDZaHh46XGlB-=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:20.055Z,,
https://www.google.com/maps/place/Corridor+Home+%26+Commercial/data=!4m7!3m6!1s0x865ca9d83b8097ab:0xeed02115875a452d!8m2!3d29.8582983!4d-97.9553725!16s%2Fg%2F11c5bsgq_y!19sChIJq5eAO9ipXIYRLUVahxUh0O4,Corridor Home & Commercial,4.4,34,Contractor,"500 Wonder World Dr, San Marcos, TX 78666, United States","V25V+8V San Marcos, Texas, USA",http://corridorscapes.com/,+1 512-214-8771,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjOMnPXVFxDEZRbcDUmoKUQe-zhRTqzhrcFm_mKv_XxVUB2pBW-YTa5r-wdyEsFBdoh10G_TGNIcpo8beModf5U4janY3jMKqjoIvMEE6Rgvh_NXI6ju9phLqC-WSAq4NUi-U=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:24.770Z,,
https://www.google.com/maps/place/Landscape+Junction/data=!4m7!3m6!1s0x865b5f2d80b5e993:0x36a91a64fea6f556!8m2!3d29.939579!4d-98.0850067!16s%2Fg%2F11f65j1hpr!19sChIJk-m1gC1fW4YRVvWm_mQaqTY,Landscape Junction,4.8,38,Landscaping supply store,"8989 Ranch Rd 12, San Marcos, TX 78666, United States","WWQ7+RX San Marcos, Texas, USA",https://www.landscapejunctiontx.com/,+1 512-618-0696,Closes soon · 4 pm · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELGLvsB5O0MTC39OFDHdpk_-LkkzR8rhCTWfPc9_FEXE63oANFPhyFjnuRbMP1H8mxGMZ-AP1bGbOPRymM5ErthAJksM0QlaMqmVF8rmIjUnW3iz0iD5nrxueXcSTf9BVNQN8=w408-h306-k-no,false,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:29.555Z,· Delivery,
https://www.google.com/maps/place/Swift+Grow+Company/data=!4m7!3m6!1s0x865b57ed08c1d747:0xca7f1f51fa577d7b!8m2!3d29.9396408!4d-97.9463263!16s%2Fg%2F11bw5zp3gt!19sChIJR9fBCO1XW4YRe31X-lEff8o,Swift Grow Company,4.3,10,Landscape designer,"450 Shadow Wood Dr, San Marcos, TX 78666, United States","W3Q3+VF San Marcos, Texas, USA",https://www.swiftgrow.org/,+1 512-361-1184,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5l2BiXRKr_OYXb3HaxCdN6NjBQ1QA4QBmiMTWQco08sp-KxKV_hWr_3kaVBV2vDquBJevB9HOfuZf41tvvRDLvKSk6e4FZKMcF1CSP5dudeG5gSlya7lnu-h-4yL1nPLhRgrlig=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:34.550Z,,
https://www.google.com/maps/place/Diamondback+Landscaping/data=!4m7!3m6!1s0x865caf0967731355:0x5a2f33d4b034fb3e!8m2!3d29.7850324!4d-97.9339609!16s%2Fg%2F1tcv1w8g!19sChIJVRNzZwmvXIYRPvs0sNQzL1o,Diamondback Landscaping,4.1,12,Landscape designer,"294 Hidden Farms Dr, San Marcos, TX 78666, United States","Q3P8+2C San Marcos, Texas, USA",http://www.diamondbacklandscaping.com/,+1 512-392-3808,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-lCFEVik-IjqOmKSOAvnNlOR6Udr-bLVOqP_jylmKWK5D49rwcq70EZp74TnRLP6yIjyhp4ir2iU_EoTClrFXY6vueYmvg6GGYMqQmnyrA5nFGVIdtTRUmpAo_1C6DvlcTRJs=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:39.543Z,,
https://www.google.com/maps/place/DMA+Landscaping+LLC/data=!4m7!3m6!1s0x865cafd692616b0b:0xce1bb9b9f56840c!8m2!3d29.8197841!4d-97.9390055!16s%2Fg%2F11fnwmnqdj!19sChIJC2thktavXIYRDIRWn5u74Qw,DMA Landscaping LLC,4.4,7,Landscaper,"129 Tallow Trl, San Marcos, TX 78666, United States","R396+W9 San Marcos, Texas, USA",http://www.dmalandscapingllc.com/,+1 512-665-2267,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYcf7UA7K7P2xZ0BJlt-qvG4pZByOhRCmHunHM8LAkKYJ5EFMXhrXtDDWrUEGPLP1FzhIu4m0M2HGOb7J4vwn9FDxSWcF44jZUNfLG03BGaA_3G4e3wIs7WyJYi4PQzOSR5IYt=w425-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:44.379Z,,
https://www.google.com/maps/place/Texas+County+Landscaping/data=!4m7!3m6!1s0x2c37b02178399c53:0x2c6db3b59300ae2a!8m2!3d29.8686434!4d-97.9304725!16s%2Fg%2F11mz86tq8q!19sChIJU5w5eCGwNywRKq4Ak7WzbSw,Texas County Landscaping,5.0,7,Landscaper,,,https://www.texascountylandscaping.com/,+1 737-335-4322,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4b9g56UwEYRUvhF3ad0aLudoRiMPCq9gGJ9Y5YLWrX3yPdv7hBU398Ya6_TMrO8p7AWY6SlIhx3kVkyqZKGr5lCoc6UgPrvxhwd1p0U709N6fPAPOFKCI1kxrGCb_aEZ62ZhsgY0lrS0=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:49.002Z,,
https://www.google.com/maps/place/Humble+Landscapes/data=!4m7!3m6!1s0x865cafcd65c23a1d:0x2038dd4e87b90b6!8m2!3d29.8443834!4d-97.9396562!16s%2Fg%2F11j614lmxm!19sChIJHTrCZc2vXIYRtpB76NSNAwI,Humble Landscapes,4.6,9,Lawn care service,"1720 Redwood Rd STE B, San Marcos, TX 78666, United States","R3V6+Q4 San Marcos, Texas, USA",,+1 512-574-3057,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFstq5VeEmTsrAQgxGZ7MyFQmkrF76entfFfztYY504sOPelo5wENWbW2asNh1KDYAluXtXnWb_ByFr6MSzWe_ZGreLkghdrwPsyrvrNO0y9gQiVRNe9dRfEnB6da0sbVpRyWdi=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,9 pm–12 am,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:53.578Z,,
https://www.google.com/maps/place/Grippe%27s+Excavating+%26+Landscape/data=!4m7!3m6!1s0x46e816b8799a123d:0x3c8e255734d2b8d!8m2!3d29.9002296!4d-97.9833587!16s%2Fg%2F11q852gn7z!19sChIJPRKaebgW6EYRjStNc1XiyAM,Grippe's Excavating & Landscape,5.0,6,Landscaper,"2801 Old Ranch Rd 12, San Marcos, TX 78666, United States","W228+3M San Marcos, Texas, USA",,+1 737-308-9296,Open · Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyFl05PvTJtKlSAjidMnCNYehf6sNmzZDY7s3tonQbBiR-SuySJrliPb0KDRkw2O_tFRkGOC2os9WMbFS8VO_7BcJYkRccQDw-R8dgLs35U8vukm9WKcsEXQY37hC-XeSjDKFXmA=w408-h306-k-no,true,6 am–8 pm,6 am–8 pm,6 am–5 pm,6 am–5 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-04-29T20:47:58.403Z,,
