placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Precision+Garage+Door+of+Greensboro/data=!4m7!3m6!1s0x885304b03f95ea97:0x484eec0dc08b38b6!8m2!3d36.0552796!4d-79.8738353!16s%2Fg%2F1v8l09fx!19sChIJl-qVP7AEU4gRtjiLwA3sTkg,Precision Garage Door of Greensboro,4.9,1134,Garage door supplier,"3707 Alliance Dr D, Greensboro, NC 27407, United States","344G+4F Greensboro, North Carolina, USA",https://www.precisiondoornc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=greensboro,+1 336-638-1000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNVkSsV4IQKAHzDoVwvqWNVYOavcQuTghUKUN_K=w478-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:27:44.650Z,,,,
https://www.google.com/maps/place/Original+Triad+Door/data=!4m7!3m6!1s0x885300c5e3bdec55:0x4020fac3508fa758!8m2!3d36.0620207!4d-79.9483422!16s%2Fg%2F1vtqwt4r!19sChIJVey948UAU4gRWKePUMP6IEA,Original Triad Door,5.0,1335,Garage door supplier,"4344 Federal Dr Ste 104, Greensboro, NC 27410, United States","3362+RM Greensboro, North Carolina, USA",https://originaltriaddoor.com/greensboro-nc/?utm_source=google&utm_medium=organic&utm_campaign=Greensboro%20GBP,+1 336-996-6547,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipO4sbYU4NFePsMkMNt4YPqt02-vmqqs5irg5kpL=w408-h272-k-no,true,8 am–8 pm,Closed,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:27:49.884Z,,,,
https://www.google.com/maps/place/JD+Garage+Door+Services/data=!4m7!3m6!1s0x88531bd3c68e69c7:0xde48381c36618e8f!8m2!3d35.7089615!4d-79.7401714!16s%2Fg%2F11jgv57gr_!19sChIJx2mOxtMbU4gRj45hNhw4SN4,JD Garage Door Services,5.0,151,Garage door supplier,,,http://jdgaragedoornc.com/,+1 336-518-0344,Closes soon ⋅ 7 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipNgPauDBKysAb0ysJN93Y8svBWAhxj70FVqpMVK=w426-h240-k-no,true,7 am–7 pm,8 am–12 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:27:55.024Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Galloni%27s+Triad+Door+Service/data=!4m7!3m6!1s0x88530fe911645adb:0x36740e0627a50bdc!8m2!3d35.9948023!4d-79.934274!16s%2Fg%2F11hcw4p7vs!19sChIJ21pkEekPU4gR3AulJwYOdDY,Galloni's Triad Door Service,5.0,339,Garage door supplier,"101 Depot St, Jamestown, NC 27282, United States","X3V8+W7 Jamestown, North Carolina, USA",https://www.gallonistriaddoor.com/,+1 336-887-1612,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM0lOIWFkeIksEVt3ihNSsb-nZ-bxSsrbfIWGs2=w408-h510-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:27:59.475Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Greensboro/data=!4m7!3m6!1s0x8853184bdd2c7551:0xe42c05627ee92a30!8m2!3d36.0287622!4d-79.7804981!16s%2Fg%2F1tk4rv_t!19sChIJUXUs3UsYU4gRMCrpfmIFLOQ,Overhead Door Company of Greensboro,4.9,390,Door supplier,"3001 Flagstone St, Greensboro, NC 27406, United States","26H9+GR Greensboro, North Carolina, USA",https://overheaddoorgreensboro.com/,+1 336-373-1481,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOHrxjQtDqbyVfXAOwMmRqGqagjhgvbBJMeBvEn=w571-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:28:04.027Z,,,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x88531944c9ad5dfd:0x13047f6bbe875774!8m2!3d36.1083395!4d-79.825874!16s%2Fg%2F11fnt9n87_!19sChIJ_V2tyUQZU4gRdFeHvmt_BBM,OGD Overhead Garage Door,4.6,138,Garage door supplier,"2307 W Cone Blvd #184, Greensboro, NC 27408, United States","455F+8M Greensboro, North Carolina, USA",https://ogd.com/nc/greensboro/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-gso-01&ogd_src=ogd-gso-01-google_business_profile,+1 336-900-9254,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO8ezGkNmRD8CtIZrYZ7XcYE97sL0u18a2-5XKb=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:28:08.579Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Neighborhood+Garage+Door+Service+Greensboro/data=!4m7!3m6!1s0x88530f9983cbffa3:0x29ef964d8fd7e830!8m2!3d36.06521!4d-79.9983986!16s%2Fg%2F11r3lzhkvb!19sChIJo__Lg5kPU4gRMOjXj02W7yk,Neighborhood Garage Door Service Greensboro,4.2,109,Garage door supplier,,,https://neighborhoodgaragedoorgreensboro.com/,+1 336-360-5599,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipPvRVeZ7vMiBwAUlLXdUuGLRJQ8Tm-lLQy8VCGS=w408-h408-k-no,true,5 am–11 pm,5 am–11 pm,6 am–10 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:28:13.042Z,,,,
https://www.google.com/maps/place/Carolina+Industrial+Systems/data=!4m7!3m6!1s0x8853193f19169dd5:0x4032e0a77560e969!8m2!3d36.01164!4d-79.83556!16s%2Fg%2F11h9hcjygr!19sChIJ1Z0WGT8ZU4gRaelgdafgMkA,Carolina Industrial Systems,,,Garage door supplier,"2606 Phoenix Dr #200, Greensboro, NC 27406, United States","2567+MQ Greensboro, North Carolina, USA",https://www.dhpace.com/brands/carolina-industrial-systems/,+1 336-852-5663,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MuP51UgyhfnDYmSR_so1Lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.47719&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:28:17.568Z,,,,
https://www.google.com/maps/place/Custom+Door+%26+Gate/data=!4m7!3m6!1s0x88531f83aa3d9c0f:0x2de8824a2cc179ae!8m2!3d36.1288829!4d-79.7482793!16s%2Fg%2F11bxdt5mxx!19sChIJD5w9qoMfU4gRrnnBLEqC6C0,Custom Door & Gate,3.6,5,Garage door supplier,"3518 Associate Dr, Greensboro, NC 27405, United States","47H2+HM Greensboro, North Carolina, USA",https://customoverheaddoors.net/?utm_source=google&utm_medium=organic&utm_campaign=listings,+1 336-691-7357,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP6Fw969SJ9ZBi50cf0tjXAFeuARQepV7jJe5Xj=w408-h306-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:28:21.980Z,,,,
https://www.google.com/maps/place/H%26L+Garage+Doors/data=!4m7!3m6!1s0x8853038569f9b855:0xeec019cf66c30e45!8m2!3d36.1182074!4d-80.0685275!16s%2Fg%2F11py1hpnr1!19sChIJVbj5aYUDU4gRRQ7DZs8ZwO4,H&L Garage Doors,5.0,525,Garage door supplier,"307 E Mountain St #107, Kernersville, NC 27284, United States","4W9J+7H Kernersville, North Carolina, USA",https://hlgaragedoor.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp_link_click,+1 336-269-3525,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipPeufx7TqaP8MrNptpa4i6rAzbWMstMrvuOwoU4=w408-h358-k-no,true,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-07T23:28:26.456Z,,,,
