placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,attributes
https://www.google.com/maps/place/Progressive+Tax/data=!4m7!3m6!1s0x880e61cdc8dd389b:0xe60a194d3560902f!8m2!3d41.5227378!4d-88.1121777!16s%2Fg%2F11ld88l37f!19sChIJmzjdyM1hDogRL5BgNU0ZCuY,Progressive Tax,5.0,119,Tax preparation,"1256 W Jefferson St SUITE 207, Joliet, IL 60435, United States","GVFQ+34 Joliet, Illinois, USA",https://www.myprogressivetax.com/,+1 773-360-8230,,https://lh3.googleusercontent.com/p/AF1QipMF5HJqsxQODxgN98Oda5StgIcpXXIKtTvyBR3V=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:27:29.471Z,,,,,,,,,,
https://www.google.com/maps/place/Meade+Accounting+%26+Wealth+Management/data=!4m7!3m6!1s0x880e66c71a2528c5:0xde37ce804f5d2045!8m2!3d41.5272396!4d-88.0768091!16s%2Fg%2F1hc8xsnxr!19sChIJxSglGsdmDogRRSBdT4DON94,Meade Accounting & Wealth Management,5.0,14,Tax preparation service,"205 E Clinton St, Joliet, IL 60432, United States","GWGF+V7 Joliet, Illinois, USA",https://meadecpa.com/,+1 815-726-9155,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMx52rwClpJ9Ka7knXrQ2dz7zYsAlp3n1jmKwff=w430-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:27:35.083Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/J%26R+Accounting+Group+LLC/data=!4m7!3m6!1s0x880e8b9f646e0787:0xf841bae544d4b681!8m2!3d41.526174!4d-88.1313883!16s%2Fg%2F11spm70v4q!19sChIJhwduZJ-LDogRgbbUROW6Qfg,J&R Accounting Group LLC,4.2,20,Certified public accountant,"210 N Hammes Ave #112, Joliet, IL 60435, United States","GVG9+FC Joliet, Illinois, USA",https://jracct.com/,+1 815-725-1280,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNwqXjc621JISQckK3QrKSFaGIjJg0x0gKCg7C3=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:27:40.089Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–2 pm,,,
https://www.google.com/maps/place/Jevic+CPA+Tax+Solutions+LLC/data=!4m7!3m6!1s0x880e61e6a9f2bf4b:0xc97c58eb6549dfd2!8m2!3d41.5397444!4d-88.1598714!16s%2Fg%2F11l6tqdrjf!19sChIJS7_yqeZhDogR0t9JZetYfMk,Jevic CPA Tax Solutions LLC,5.0,24,Certified public accountant,"1000 Essington Rd #158, Joliet, IL 60435, United States","GRQR+V3 Joliet, Illinois, USA",https://www.jeviccpa.com/,+1 815-214-9166,"Closed ⋅ Opens 9 am Mon

Confirmed by phone call 1 week ago",https://lh3.googleusercontent.com/p/AF1QipNLjxHhREISBX9WklLBja8bTdGmeRl1LM5xWu7O=w408-h408-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:27:45.050Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/JK+Tax+and+Accounting+Services/data=!4m7!3m6!1s0x880e616a5d3ae73f:0x4b6335cece1f18f0!8m2!3d41.5227271!4d-88.1109418!16s%2Fg%2F11vkr33q_t!19sChIJP-c6XWphDogR8Bgfzs41Y0s,JK Tax and Accounting Services,5.0,1,Accountant,"1204 W Jefferson St, Joliet, IL 60435, United States","GVFQ+3J Joliet, Illinois, USA",https://kecktax.com/contact-us,+1 815-919-5325,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jjDnyUOQP24yMRutJ3CBeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.00853&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:27:50.101Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Kelly+John+H+CPA/data=!4m7!3m6!1s0x880e61404a9642ed:0x7fbfaed87d445e3a!8m2!3d41.5233197!4d-88.1083637!16s%2Fg%2F1tjz3z90!19sChIJ7UKWSkBhDogROl5Efdiuv38,Kelly John H CPA,5.0,1,Accountant,"1107 W Jefferson St # 2, Joliet, IL 60435, United States","GVFR+8M Joliet, Illinois, USA",,+1 815-723-0008,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z3CUOhd2uqIjfhOz99hGSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.0033&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:27:55.160Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Acosta+Pablo+R+CPA/data=!4m7!3m6!1s0x880e614839e44179:0xe77f202ac9736bfc!8m2!3d41.5246831!4d-88.0980067!16s%2Fg%2F1262lmkkz!19sChIJeUHkOUhhDogR_GtzySogf-c,Acosta Pablo R CPA,5.0,1,Tax preparation service,"621 W Jefferson St, Joliet, IL 60435, United States","GWF2+VQ Joliet, Illinois, USA",,+1 815-724-0601,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IfRuwrO9taNo8vODvdRV9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.3385&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:27:58.165Z,,,,,,,,,,
https://www.google.com/maps/place/Joliet+Tax+Preparation+And+CPA+Services/data=!4m7!3m6!1s0x880e8a87c8e6420f:0xb1754cb965344177!8m2!3d41.5224957!4d-88.1221603!16s%2Fg%2F1tfrshyd!19sChIJD0LmyIeKDogRd0E0ZblMdbE,Joliet Tax Preparation And CPA Services,5.0,1,Tax preparation service,"1644 W Jefferson St #05, Joliet, IL 60435, United States","GVCH+X4 Joliet, Illinois, USA",,+1 815-374-7515,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HtaTFT-D5OEr9GsmemWJcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.19902&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:28:03.017Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,,,
https://www.google.com/maps/place/Assam+%26+Associates/data=!4m7!3m6!1s0x880e66c12be865b1:0xb6686f9532dbe732!8m2!3d41.5280741!4d-88.0751497!16s%2Fg%2F1tqpzvbc!19sChIJsWXoK8FmDogRMufbMpVvaLY,Assam & Associates,3.4,14,Tax preparation service,"251 E Cass St, Joliet, IL 60432, United States","GWHF+6W Joliet, Illinois, USA",,+1 815-723-2833,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0hu-dExbwOOYzwQtKFCNnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.5138&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:28:08.055Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,,,
"https://www.google.com/maps/place/Halstead+Carpenter+%26+Associates+Ltd:+Carpenter+M+CPA/@41.5261741,-88.1313883,17z/data=!3m1!4b1!4m6!3m5!1s0x880e60e343a1ee9f:0xd6a95ead9154411c!8m2!3d41.5261741!4d-88.1313883!16s%2Fg%2F1thghmgh",Halstead Carpenter & Associates Ltd: Carpenter M CPA,5.0,5,Accountant,"210 N Hammes Ave #208, Joliet, IL 60435, United States","GVG9+FC Joliet, Illinois, USA",https://www.halsteadcarpenter.com/,+1 815-729-1900,Closed ⋅ Opens 9 am Mon,,true,"https://www.google.com/maps/search/certified+public+accountant+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2025-10-19T15:28:15.091Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
