placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error
https://www.google.com/maps/place/Las+Palmas+Del+Sol+Infusion+Center/data=!4m7!3m6!1s0x86e759de9db0306f:0x634764aa650c2ba6!8m2!3d31.7697868!4d-106.49774!16s%2Fg%2F11s6j066l5!19sChIJbzCwnd5Z54YRpisMZapkR2M,Las Palmas Del Sol Infusion Center,5.0,3,Cancer treatment center,"1700 N Oregon St Suite G40, El Paso, TX 79902, United States","QG92+WW El Paso, Texas, USA",https://www.laspalmasdelsolhealthcare.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 915-264-6290,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOJWdcxFePCG03WT57dm6DLK7EhyCOd7PpRycuC=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:02:55.394Z,,
https://www.google.com/maps/place/Sun+City+Infusion+Center/data=!4m7!3m6!1s0x86e759ae375b6f07:0x7673267e243aaab0!8m2!3d31.7779835!4d-106.4793896!16s%2Fg%2F1tffzyxm!19sChIJB29bN65Z54YRsKo6JH4mc3Y,Sun City Infusion Center,,,Medical clinic,"1626 Medical Center St, El Paso, TX 79902, United States","QGHC+56 El Paso, Texas, USA",,+1 915-351-6102,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hqytYav_MAe6IfyGXMiudQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.40686&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:02:58.206Z,,
https://www.google.com/maps/place/Ketamine+Infusion+Clinic+of+El+Paso/data=!4m7!3m6!1s0x86e75852a4beaaab:0xae45068e04468ca0!8m2!3d31.7767992!4d-106.489173!16s%2Fg%2F11f63wy2zm!19sChIJq6q-pFJY54YRoIxGBI4GRa4,Ketamine Infusion Clinic of El Paso,,,Medical clinic,"1201 E Schuster Ave, El Paso, TX 79902, United States","QGG6+P8 El Paso, Texas, USA",,+1 915-238-6293,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hlcpjj3JxbnNiRBMXWM88w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.5914&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:03:00.468Z,,
https://www.google.com/maps/place/Paragon+El+Paso+West+Infusion+Center/data=!4m7!3m6!1s0x86ddf9cf99eaebcf:0xc44b50efb6a013c5!8m2!3d31.8826874!4d-106.5492537!16s%2Fg%2F11s_zw9k96!19sChIJz-vqmc_53YYRxROgtu9QS8Q,Paragon El Paso West Infusion Center,4.3,6,Specialized clinic,"6000 Northern Pass Dr Bldg. D, # C, El Paso, TX 79911, United States","VFM2+37 El Paso, Texas, USA",https://paragonhealthcare.com/,+1 915-289-8990,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM-HNbul1JDO5glpQYzvt-ZwZYdXjqSqnvsNHoS=w408-h544-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:03:04.831Z,,
https://www.google.com/maps/place/Siblante+%7C+Wellness+Center+El+Paso/data=!4m7!3m6!1s0x86e7575fd24c83a9:0xf10f2f90c7cbb99d!8m2!3d31.790063!4d-106.506508!16s%2Fg%2F11rxq38h32!19sChIJqYNM0l9X54YRnbnLx5AvD_E,Siblante | Wellness Center El Paso,5.0,117,Wellness center,"4026 N Mesa St STE C, El Paso, TX 79902, United States","QFRV+29 El Paso, Texas, USA",https://siblante.com/,+1 915-275-4130,,https://lh3.googleusercontent.com/p/AF1QipOmfKtidTLqIQPNA-dGvDQ8NczspichUGMlsiLc=w408-h313-k-no,true,Closed,10:30 am–6 pm,Closed,Closed,10:30 am–6 pm,Closed,10:30 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:03:09.683Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Texas+Oncology-El+Paso+Cancer+Treatment+Center+Grandview/data=!4m7!3m6!1s0x86e759aff79286d5:0x171ee8a813c88afc!8m2!3d31.7791533!4d-106.4761962!16s%2Fg%2F1xn_nv4m!19sChIJ1YaS969Z54YR_IrIE6joHhc,Texas Oncology-El Paso Cancer Treatment Center Grandview,2.9,43,Cancer treatment center,"1901 Grandview Ave, El Paso, TX 79902, United States","QGHF+MG El Paso, Texas, USA",https://www.texasoncology.com/cancer-centers/el-paso/el-paso-grandview/medical-oncology,+1 915-544-6750,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZRQjxIQ5ob5deotWhK1kvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.144005&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:03:14.167Z,,
https://www.google.com/maps/place/Sunrise+Infusion/data=!4m7!3m6!1s0x86e743eb642dd5f9:0x1184715081fef08a!8m2!3d31.7332513!4d-106.3023029!16s%2Fg%2F11v5vl3l2s!19sChIJ-dUtZOtD54YRivD-gVBxhBE,Sunrise Infusion,4.5,30,Medical clinic,"1397 George Dieter Dr Ste E, El Paso, TX 79936, United States","PMMX+83 El Paso, Texas, USA",https://sunriseinfusionrx.com/,+1 915-200-3825,"Closed ⋅ Opens 9 am Mon

Updated by others 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMNYBuFjNOlPTzmhpFiX3_cdjJfEzy6ETnMP3MF=w408-h882-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:03:18.599Z,,
https://www.google.com/maps/place/Paragon+El+Paso+East+Infusion+Center/data=!4m7!3m6!1s0x86e747e4b8f56273:0x3baf9d98eb7db8be!8m2!3d31.7958093!4d-106.246928!16s%2Fg%2F11t3h3z3ny!19sChIJc2L1uORH54YRvrh965idrzs,Paragon El Paso East Infusion Center,3.7,6,Specialized clinic,"12800 Edgemere Blvd Suite B, El Paso, TX 79938, United States","QQW3+86 El Paso, Texas, USA",https://paragonhealthcare.com/,+1 915-289-8988,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPTeMMsNUl3Az0F9u_jm-FzmIKl4DYq35lpiINg=w560-h240-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:03:23.004Z,,
https://www.google.com/maps/place/Olivia+Wellness+Centers/data=!4m7!3m6!1s0x86e75900183f7dff:0xa2040e17a7f3673a!8m2!3d31.7838849!4d-106.457206!16s%2Fg%2F11y27k8xdc!19sChIJ_30_GABZ54YROmfzpxcOBKI,Olivia Wellness Centers,4.7,15,Medical clinic,"3127 Montana Ave, El Paso, TX 79903, United States","QGMV+H4 El Paso, Texas, USA",http://www.livolivia.com/,+1 915-822-9995,"Closed ⋅ Opens 9 am Tue

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqo5R1aRoWViDD_7bNAcgPUxzS7sv1DzRsc61L5iLma5F7SlAM37TjaaCOyExslGS-dcpeifsXQISSybpn7b4F7ayZYW3cIsCrOh260gCPGUd1bM98aposX6uYQc2-qp1hiQ1A=w513-h240-k-no,true,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,10 am–4 pm,11 am–2 pm,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:03:27.427Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Precision+Infusion/data=!4m7!3m6!1s0x86e744b33f29e5b9:0xb372bc019c106af8!8m2!3d31.7564024!4d-106.3452484!16s%2Fg%2F11bt_8qgxf!19sChIJueUpP7NE54YR-GoQnAG8crM,Precision Infusion,,,Medical clinic,"10470 Vista Del Sol Dr #100, El Paso, TX 79925, United States","QM43+HW El Paso, Texas, USA",http://www.precisionhc.com/,+1 915-591-2080,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K_TApYRfbOUxJUHfaOgsXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.36755&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5:05 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-28T23:03:31.895Z,,
