placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x8841b15bb828ce25:0xb1972b7038599756!8m2!3d39.1016183!4d-84.5083716!16s%2Fg%2F1tjtjz1h!19sChIJJc4ouFuxQYgRVpdZOHArl7E,Roto-Rooter Plumbing & Water Cleanup,4.8,2228,Plumber,"255 E 5th St #2500, Cincinnati, OH 45202, United States","4F2R+JM Cincinnati, Ohio, USA",https://www.rotorooter.com/cincinnati/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 513-893-0026,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPrUFbSPBES5uQY_a_SrrTf3OfbWTPRLUQCjgWJ=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:11:22.990Z,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x8841ad6205ed14a1:0x6cf65532e7a11e7c!8m2!3d39.1588806!4d-84.5661151!16s%2Fg%2F1tdzm735!19sChIJoRTtBWKtQYgRfB6h5zJV9mw,Roto-Rooter Plumbing & Water Cleanup,4.8,5045,Plumber,"2125 Montana Ave, Cincinnati, OH 45211, United States","5C5M+HH Cincinnati, Ohio, USA",https://www.rotorooter.com/cincinnati/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 513-631-0595,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNfkbbfWxfhZt-QNzybEmPPdnKVDqADaF6IIUoQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:11:29.180Z,,,
https://www.google.com/maps/place/Hofmeyer+Max+Plumbing+Co+Inc/data=!4m7!3m6!1s0x8841b6163353abbb:0xc72baa170679b2d1!8m2!3d39.0932554!4d-84.5927365!16s%2Fg%2F1trvm396!19sChIJu6tTMxa2QYgR0bJ5BheqK8c,Hofmeyer Max Plumbing Co Inc,4.8,138,Plumber,"4279 Delhi Rd, Cincinnati, OH 45238, United States","3CV4+8W Cincinnati, Ohio, USA",http://www.hofmeyerplumbing.com/,+1 513-921-1133,Closed ⋅ Opens 7 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-2fNJu2TUAzgisTrNU9H5GHPUVp3oRgqzlXZTjX8E_RI23gRLh2jpgSsLVYVi-ZAhb5WhpSKFsyYgFxqtVYz1aL2woPd-jdbt4q-A3umj2cXRxIXT3tEYW3BiFFgDcK7VHcdy-g=w408-h725-k-no,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8–11 am,Closed,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:11:34.379Z,,,
https://www.google.com/maps/place/Tarvin+Plumbing/data=!4m7!3m6!1s0x8841adf8e154d4d9:0x389edaaf799faaeb!8m2!3d39.1117936!4d-84.4360692!16s%2Fg%2F1th2926d!19sChIJ2dRU4fitQYgR66qfea_anjg,Tarvin Plumbing,4.7,128,Plumber,"3749 Eastern Ave, Cincinnati, OH 45226, United States","4H67+PH Cincinnati, Ohio, USA",https://tarvinplumbing.com/,+1 513-321-5726,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOH8I62tdlb8aFt6vvgmpk4LUGOzns-ClU4fVgs=w408-h293-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:11:39.224Z,,,
"https://www.google.com/maps/place/Calla+Plumbing/@39.0865735,-84.6277096,17z/data=!3m1!4b1!4m6!3m5!1s0x8841c992241f3a15:0x241316dd1820d9a4!8m2!3d39.0865735!4d-84.6277096!16s%2Fg%2F1w9y1sl6",Calla Plumbing,4.8,129,Plumber,"223 Solarama Ct, Cincinnati, OH 45238, United States","39PC+JW Cincinnati, Ohio, USA",,+1 513-451-9361,Open 24 hours,,,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:11:46.496Z,,,
https://www.google.com/maps/place/Apollo+Home/data=!4m7!3m6!1s0x8841b2e80da6b2f3:0xd06f6994cf31c3ab!8m2!3d39.1592516!4d-84.4168728!16s%2Fg%2F1tdq1tlh!19sChIJ87KmDeiyQYgRq8Mxz5Rpb9A,Apollo Home,4.9,15306,HVAC contractor,"4538 Camberwell Rd, Cincinnati, OH 45209, United States","5H5M+P7 Cincinnati, Ohio, USA",https://apollohome.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+1 513-223-3957,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNKMFoIhBemCVLhioJiJKrog199JpXM2Q2qLJTY=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:11:51.846Z,,,
"https://www.google.com/maps/place/HELP+Plumbing,+Heating,+Cooling+and+Drains/data=!4m7!3m6!1s0x88404d83329f980d:0x34dfdc01bc5dec4b!8m2!3d39.2332617!4d-84.449125!16s%2Fg%2F1tfqm1g2!19sChIJDZifMoNNQIgRS-xdvAHc3zQ","HELP Plumbing, Heating, Cooling and Drains",4.8,8542,HVAC contractor,"6 N Commerce Park Dr, Cincinnati, OH 45215, United States","6HM2+89 Cincinnati, Ohio, USA",https://333help.com/?utm_source=GBP&utm_medium=organic,+1 513-973-4124,,,https://lh3.googleusercontent.com/p/AF1QipPmw9MFGcov545LZadMOKoFaQ0C8eZc4BIYKPty=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:11:57.570Z,,,
https://www.google.com/maps/place/24%2F7+Emergency+Plumber+Cincinnati/data=!4m7!3m6!1s0x8802e38452633529:0x7256f044dc4fb3f8!8m2!3d39.1374433!4d-84.4436675!16s%2Fg%2F11vpt8l7cf!19sChIJKTVjUoTjAogR-LNP3ETwVnI,24/7 Emergency Plumber Cincinnati,4.8,21,Plumber,"2651 Observatory Ave, Cincinnati, OH 45208, United States","4HP4+XG Cincinnati, Ohio, USA",,+1 513-960-4385,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k_km-859fNxxxOXo8obPvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.29234&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:12:02.598Z,,,
https://www.google.com/maps/place/Zins+Plumbing/data=!4m7!3m6!1s0x8841b15955555555:0xea0d2ccb29a1f0bb!8m2!3d39.1561453!4d-84.5412311!16s%2Fg%2F1tdlvz30!19sChIJVVVVVVmxQYgRu_ChKcssDeo,Zins Plumbing,4.5,152,Plumber,"3827 Spring Grove Ave, Cincinnati, OH 45223, United States","5F45+FG Cincinnati, Ohio, USA",http://www.zinsplumbing.com/,+1 513-681-2501,Closed ⋅ Opens 7:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyHyxn6Oe258xmjW_Kh3EHfRJBd2wXZiciCZh8zpC6z8yvi7J8P_Mt0rKhFPxx1Fyc-TjAIEQh2WL4hk2wOOIACxHmdR8MB6gouTNEAKlNMShEPHnte1dmbvJBdRiH6hReB8ja-=w408-h306-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:12:07.838Z,,,
https://www.google.com/maps/place/The+Drain+Smith/data=!4m7!3m6!1s0x43e974c114721011:0x1cfb972d0a90e698!8m2!3d39.1344182!4d-84.5348749!16s%2Fg%2F11txh7wscq!19sChIJERByFMF06UMRmOaQCi2X-xw,The Drain Smith,4.9,50,Plumber,"2861 Sidney Ave Suite #102, Cincinnati, OH 45225, United States","4FM8+Q3 Cincinnati, Ohio, USA",https://thedrainsmith.com/?utm_source=DigitAll&utm_medium=GBP,+1 513-402-0242,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMgV0iRExztFVzyBx7MUF4Zp2TTdHxTDZpe-RaD=w408-h349-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-11T03:12:12.923Z,,,
