placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/LongTerm+CPA/data=!4m7!3m6!1s0x80c2c3e12dc9180b:0x4a4eff75306863cc!8m2!3d34.0481642!4d-118.2585713!16s%2Fg%2F11p5g2d88p!19sChIJCxjJLeHDwoARzGNoMHX_Tko,LongTerm CPA,4.8,17,Certified public accountant,"700 Flower St Suite 1000, Los Angeles, CA 90017, United States","2PXR+7H Los Angeles, California, USA",https://www.longterm.cpa/,+1 626-322-5245,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNSPvBWXFM7qyMmSj7DXCQN028tWcuN4v3ERh9b=w426-h240-k-no,true,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:23:54.272Z,
https://www.google.com/maps/place/CHARLIE+KIM+CPA+%28%EC%B0%B0%EB%A6%AC%ED%82%B4+%EA%B3%B5%EC%9D%B8%ED%9A%8C%EA%B3%84%EC%82%AC%29/data=!4m7!3m6!1s0x80c2c776f70ca209:0xd45b4fc6a9791ce8!8m2!3d34.052068!4d-118.283532!16s%2Fg%2F11hzpnkdhd!19sChIJCaIM93bHwoAR6Bx5qcZPW9Q,CHARLIE KIM CPA (찰리킴 공인회계사),5.0,54,Certified public accountant,"2320 W Olympic Blvd #205, Los Angeles, CA 90006, United States","3P28+RH Los Angeles, California, USA",http://www.charliekimcpa.com/,+1 949-542-2181,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V2TywfMLny7-Jfpc8DN2ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=220.53659&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:00.206Z,
"https://www.google.com/maps/place/Abeye+Hailu,+CPA,+MBA/data=!4m7!3m6!1s0x80c2c7b6d98be28b:0x7f23ef40d8552b48!8m2!3d34.0475104!4d-118.2611223!16s%2Fg%2F1tjbsfk7!19sChIJi-KL2bbHwoARSCtV2EDvI38","Abeye Hailu, CPA, MBA",5.0,23,Accountant,"800 S Figueroa St #960, Los Angeles, CA 90017, United States","2PXQ+2H Los Angeles, California, USA",http://cpaiam.com/,+1 213-891-9124,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DBvQDGxpOC26BGjUHPQd7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.61151&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:05.484Z,
https://www.google.com/maps/place/Prestige+Tax+Group/data=!4m7!3m6!1s0x80c2c7bc42996e65:0x449ac1110a9c727f!8m2!3d34.0802594!4d-118.220453!16s%2Fg%2F11tc9__yh1!19sChIJZW6ZQrzHwoARf3KcChHBmkQ,Prestige Tax Group,5.0,21,Certified public accountant,"360 W Ave 26, Los Angeles, CA 90031, United States","3QJH+4R Los Angeles, California, USA",http://www.prestigetaxgroup.net/,+1 310-571-8703,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ILPLRlLILoEOzPoOIHs1-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.13753&pitch=0&thumbfov=100,true,Closed,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,11 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:10.472Z,
"https://www.google.com/maps/place/DTLACPA,+An+Accountancy+Corporation/data=!4m7!3m6!1s0x80c2c7b4a8255fd9:0xc4279384a16270c1!8m2!3d34.0449167!4d-118.2526731!16s%2Fg%2F11ffv2_d6l!19sChIJ2V8lqLTHwoARwXBioYSTJ8Q","DTLACPA, An Accountancy Corporation",5.0,8,Certified public accountant,"215 W 7th St APT 604, Los Angeles, CA 90014, United States","2PVW+XW Los Angeles, California, USA",http://www.dtlacpa.com/,+1 213-340-5689,Closed ⋅ Opens 8 am Mon,Identifies as Asian-owned,https://lh3.googleusercontent.com/p/AF1QipOyhyUq20aaqXChDI7DH5LtFJg9vqNlxzjGDOzB=w426-h240-k-no,true,Closed,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:15.819Z,
https://www.google.com/maps/place/Virtual+CPAs+Inc./data=!4m7!3m6!1s0x80c299073b30ae9b:0x8868060ea45670d8!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11hkp2l4h7!19sChIJm64wOweZwoAR2HBWpA4GaIg,Virtual CPAs Inc.,4.9,30,Certified public accountant,,,https://www.thevirtualcpas.com/,+1 310-750-1716,Closed ⋅ Opens 9 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOryM-qrzRBU2IJzAThf0VS19EPKCFlbk5V8loV=w408-h271-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:20.588Z,
https://www.google.com/maps/place/Providence+Accounting+Group/data=!4m7!3m6!1s0x80c2c7b36b100001:0xe54833736e628e32!8m2!3d34.0510801!4d-118.2543526!16s%2Fg%2F11dxd8jhhx!19sChIJAQAQa7PHwoARMo5ibnMzSOU,Providence Accounting Group,4.6,19,Bookkeeping service,"U.S. Bank Tower, 633 W 5th St #2614b, Los Angeles, CA 90071, United States","3P2W+C7 Los Angeles, California, USA",http://www.providenceaccounting.com/,+1 213-223-2248,Open ⋅ Closes 9 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YKMfRjy8FcLODb0oWUsjfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.3362&pitch=0&thumbfov=100,false,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:25.708Z,
https://www.google.com/maps/place/botaNIKA+Tax+%26+Financial+Services/data=!4m7!3m6!1s0x80c34dda256a4597:0xf41667a24be9d70b!8m2!3d34.0377982!4d-118.2763928!16s%2Fg%2F11fprbml5z!19sChIJl0VqJdpNw4ARC9fpS6JnFvQ,botaNIKA Tax & Financial Services,5.0,1,Tax preparation,"1818 Oak St #27, Los Angeles, CA 90015, United States","2PQF+4C Los Angeles, California, USA",,+1 310-846-1649,Open ⋅ Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP7jhNrMd3cgvsPlWYvohU4HKJRWuN8MCbAX53O=w488-h240-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:30.692Z,
https://www.google.com/maps/place/Kagabo+Consulting+-+Accounting+%26+Tax+Professionals/data=!4m7!3m6!1s0x80c2c7524214a48d:0x3a8e3131fa12a2c!8m2!3d34.0482582!4d-118.2570021!16s%2Fg%2F11q95_1j0y!19sChIJjaQUQlLHwoARLCqhHxPjqAM,Kagabo Consulting - Accounting & Tax Professionals,5.0,115,Accounting firm,"626 Wilshire Blvd Suite 410-C61, Los Angeles, CA 90017, United States","2PXV+85 Los Angeles, California, USA",http://kcatp.com/,+1 424-281-6954,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dyj6ga9TUQmSRtUBwAI7Xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.29675&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:35.760Z,
https://www.google.com/maps/place/Engel+%26+Engel+LLP/data=!4m7!3m6!1s0x80c2bbf3a6ee8aad:0x11054ef07bfe6763!8m2!3d34.051415!4d-118.251634!16s%2Fg%2F1tdd0yz_!19sChIJrYrupvO7woARY2f-e_BOBRE,Engel & Engel LLP,4.6,10,Certified public accountant,"350 S Grand Ave #3160, Los Angeles, CA 90071, United States","3P2X+H8 Los Angeles, California, USA",http://www.engelandengel.com/,+1 310-277-2220,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNScb5rV7xx3KF-oHdY1ZnyMQMO63w2JWt3eMVd=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-19T17:24:40.685Z,
