placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,isBlackOwned
"https://www.google.com/maps/place/George+Durst,+MD/data=!4m7!3m6!1s0x88fe71512692ce99:0xffc8999677acd964!8m2!3d32.7633445!4d-79.8361958!16s%2Fg%2F1th0nrvd!19sChIJmc6SJlFx_ogRZNmsd5aZyP8","George Durst, MD",4.8,193,Family practice physician,"306 Station 22 1/2 St, Sullivan's Island, SC 29482, United States","Q577+8G Sullivan's Island, South Carolina, USA",https://doctors.rsfh.com/provider/george-g-durst-jr/2933761,+1 843-883-3176,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN-JiKDI2wJumTdxSaUn8YuKMC69_O5BbkQQdZH=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:09.000Z,,,
https://www.google.com/maps/place/Roper+St.+Francis+Physician+Partners+Primary+Care+-+Durst+Family+Medicine/data=!4m7!3m6!1s0x88fe7121355154f3:0x20946024e4495559!8m2!3d32.7633445!4d-79.8361958!16s%2Fg%2F1tcz956_!19sChIJ81RRNSFx_ogRWVVJ5CRglCA,Roper St. Francis Physician Partners Primary Care - Durst Family Medicine,4.6,96,Family practice physician,"306 Station 22 1/2 St, Sullivan's Island, SC 29482, United States","Q577+8G Sullivan's Island, South Carolina, USA",https://www.rsfh.com/partners/primary-care/,+1 843-883-3176,,https://lh3.googleusercontent.com/p/AF1QipOziL8QX75bhWJV3D0QckbwL88FR9rHDOiNS-98=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:15.086Z,,,
"https://www.google.com/maps/place/Kay+Durst,+MD/data=!4m7!3m6!1s0x88fe715126f3d101:0x20796ad7f39c6769!8m2!3d32.7633445!4d-79.8361958!16s%2Fg%2F11cm3v4mcz!19sChIJAdHzJlFx_ogRaWec89dqeSA","Kay Durst, MD",4.8,145,Family practice physician,"306 Station 22 1/2 St, Sullivan's Island, SC 29482, United States","Q577+8G Sullivan's Island, South Carolina, USA",https://doctors.rsfh.com/provider/kay-durst/2934259,+1 843-883-3176,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oWn9GSAfRnK32jd_13BJyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.52572&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:19.940Z,,,
https://www.google.com/maps/place/Seaside+Pediatrics/data=!4m7!3m6!1s0x88fe705f72ba97e3:0xbbcffe7531ab8812!8m2!3d32.8060684!4d-79.8937606!16s%2Fg%2F1tmy5xq3!19sChIJ45e6cl9w_ogREoirMXX-z7s,Seaside Pediatrics,4.1,35,Pediatrician,"309 Wingo Way, Mt Pleasant, SC 29464, United States","R444+CF Mt Pleasant, South Carolina, USA",http://www.myseasidepediatrics.com/,+1 843-881-2484,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepJY1RVL6KIrWY1N49qkmhgsa7IrXa7xcq2Bub7okF8tu3pGCUsNVlY73j-yylnDe-4wd0qVGAGdaIXF7z-xoj0bEAiD6p-4N8P4Wuvvuw3ouXiMkw1rFisZFCDnGVI4TofDb3RrQ=w408-h280-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:24.713Z,,,
https://www.google.com/maps/place/Langley+W+John+MD/data=!4m7!3m6!1s0x88fe70e22c84c5a5:0x804cad7798400826!8m2!3d32.7868131!4d-79.8771664!16s%2Fg%2F1hc22lk_3!19sChIJpcWELOJw_ogRJghAmHetTIA,Langley W John MD,5.0,1,Pediatrician,"302 Bennett St, Mt Pleasant, SC 29464, United States","Q4PF+P4 Mt Pleasant, South Carolina, USA",,+1 843-884-1120,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rGqOV2kqqaU2uT0YhfZYvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.288116&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:27.180Z,,,
https://www.google.com/maps/place/LowCountry+Kids+Pediatric+Dentistry+LLC/data=!4m7!3m6!1s0x88fe7102d2587be1:0x97fd3952825d5c69!8m2!3d32.7916912!4d-79.8723747!16s%2Fg%2F11gfkj2p9s!19sChIJ4XtY0gJx_ogRaVxdglI5_Zc,LowCountry Kids Pediatric Dentistry LLC,4.9,56,Pediatric dentist,"652 Coleman Blvd Suite 100, Mt Pleasant, SC 29464, United States","Q4RH+M3 Mt Pleasant, South Carolina, USA",http://lowcountrykidspd.com/,+1 843-800-0361,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPzD5KAqhcrZpNRpq9vH5nrHK7uPteIq39Nbrcp=w408-h544-k-no,true,8 am–5 pm,8 am–3:30 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:31.893Z,,,
https://www.google.com/maps/place/Pelican+Pediatrics/data=!4m7!3m6!1s0x88fe797b1468474f:0x805e542830a97ec4!8m2!3d32.7557163!4d-79.9723375!16s%2Fg%2F1tf36tm4!19sChIJT0doFHt5_ogRxH6pMChUXoA,Pelican Pediatrics,4.6,153,Pediatrician,"452 Folly Rd, Charleston, SC 29412, United States","Q24H+73 Charleston, South Carolina, USA",http://www.pelicanpeds.com/,+1 843-795-3344,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqE5yT9xKGX1y5VNiWvfp-pEBfqaBEZ2CoUdtDAZGdmHZ0oAb562je5sCH_mcUG27REwWdRFXLzYvgf8jNh0fDCrUU5N93inLZ-TbR2Q-8axewEkoTTwC5dt9EuJAQymXT2JKhD=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–4 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:36.781Z,,,
https://www.google.com/maps/place/MUSC+Health+Primary+Care+-+Ben+Sawyer/data=!4m7!3m6!1s0x88fe71b664570ee9:0x2cef068b10e872ff!8m2!3d32.7929478!4d-79.8533164!16s%2Fg%2F11hcw7v9v4!19sChIJ6Q5XZLZx_ogR_3LoEIsG7yw,MUSC Health Primary Care - Ben Sawyer,3.4,16,Medical clinic,"1440 Ben Sawyer Blvd Suite 1109, Mt Pleasant, SC 29464, United States","Q4VW+5M Mt Pleasant, South Carolina, USA",https://www.getcare.muschealth.org/locations/sc/mount-pleasant/musc-health-primary-care-ben-sawyer-fac113?y_source=1_MTI2NTc3NjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 843-876-8333,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipP4fQy433Z7D9y7AIl_FRFY4Qq4eVD0twDTN63M=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:41.430Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/John+Rowe,+Jr.,+MD/data=!4m7!3m6!1s0x88fe70f55f316363:0x53133ebf5529c601!8m2!3d32.8027798!4d-79.898388!16s%2Fg%2F1vd725bg!19sChIJY2MxX_Vw_ogRAcYpVb8-E1M","John Rowe, Jr., MD",4.9,67,Family practice physician,"180 Wingo Way #207, Mt Pleasant, SC 29464, United States","R432+4J Mt Pleasant, South Carolina, USA",https://doctors.rsfh.com/provider/john-r-rowe-jr/2934081,+1 843-884-5101,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPx1-zFsI8uwcCaG0NDmwFAghqUw_NkSNCP2A5R=w408-h612-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:46.283Z,,,
https://www.google.com/maps/place/Coastal+Pediatric+Associates+Mt.+Pleasant/data=!4m7!3m6!1s0x88fe72178d3cf4fb:0x829b464ff0bc31e5!8m2!3d32.822275!4d-79.817852!16s%2Fg%2F1tf3_6tp!19sChIJ-_Q8jRdy_ogR5TG88E9Gm4I,Coastal Pediatric Associates Mt. Pleasant,3.1,101,Pediatrician,"1952 Long Grove Dr #202, Mt Pleasant, SC 29464, United States","R5CJ+WV Mt Pleasant, South Carolina, USA",http://www.cpakids.com/,+1 843-573-2535,Closes soon · 5 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipNDF7iGD6wigz0B1RxOKaqpZJpk6XWGmwb22-Zu=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-02-10T21:54:51.018Z,,,
