placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Precision+Overhead+Garage+Door+Service/data=!4m7!3m6!1s0x82c5efd49d78d399:0xe421e5c52351a32a!8m2!3d42.7152777!4d-73.8402038!16s%2Fg%2F11q99d6q_w!19sChIJmdN4ndTvxYIRKqNRI8XlIeQ,Precision Overhead Garage Door Service,4.9,561,Garage door supplier,"16 Walker Way Unit 5, Albany, NY 12205, United States","P585+4W Albany, New York, USA",https://precisiondoorcapitalregion.com/?utm_source=gmb&utm_medium=location_albany&utm_campaign=website,+1 518-400-5223,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPG8joKJPCqlCvgZTD5Ii0K_6Vg7nKHjYh5GX4u=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:10.043Z,,,,
https://www.google.com/maps/place/Capital+Overhead+Door+LLC/data=!4m7!3m6!1s0x89de75bfef4c3a31:0xa849104b1ec287c2!8m2!3d42.668276!4d-73.9113824!16s%2Fg%2F11hcy_j0q8!19sChIJMTpM77913okRwofCHksQSag,Capital Overhead Door LLC,4.9,61,Garage door supplier,"159 Wormer Rd, Slingerlands, NY 12159, United States","M39Q+8C Slingerlands, New York, USA",,+1 518-765-2716,Closed ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpXdrSU52qWFuZWgSnjt9TiXUmrOr9ON0Exvi-u3eM2FoERvOMlW1n0O3TlzQ_5mP_CJ4VYCMe5MJran0DHbNITUEv_sBMOgBFy-IqG4_pctFmY7IIkIldJE6zhmjaL7IE-qSM=w408-h306-k-no,true,7 am–4:30 pm,7 am–2 pm,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:15.752Z,,,,
https://www.google.com/maps/place/Murphy+Overhead+Doors/data=!4m7!3m6!1s0x89de0b72e04754d1:0x2a2fc2b41791924c!8m2!3d42.6915046!4d-73.8036957!16s%2Fg%2F1wbrysmr!19sChIJ0VRH4HIL3okRTJKRF7TCLyo,Murphy Overhead Doors,4.9,246,Garage door supplier,"1148 Central Ave, Albany, NY 12205, United States","M5RW+JG Albany, New York, USA",https://www.murphyohd.com/,+1 518-459-3610,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvD7APZuiDCuDx-PhIJcePri-XYy560_hvDG2UpU0fgQ-8i90OqzI_2DMZQY84XaZ8ww5W9J-N4lJy8wwwkJJV6aYIEv4hpn6qfwnzoIiJrsquqylRaMhXF7oQWGeF6deAxA-pGg=w408-h306-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:21.639Z,,,,
"https://www.google.com/maps/place/Empire+Overhead+Doors,+LLC/data=!4m7!3m6!1s0x89de6de955555555:0xb1bc1b7bb536ecdd!8m2!3d42.780988!4d-74.0420486!16s%2Fg%2F12hlds0j_!19sChIJVVVVVelt3okR3ew2tXsbvLE","Empire Overhead Doors, LLC",4.9,204,Door supplier,"1288B Pangburn Rd, Schenectady, NY 12306, United States","QXJ5+95 Schenectady, New York, USA",http://empireohd.com/?utm_campaign=gmb,+1 518-351-2249,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMXcZRicTZZ9TrpzbI_GjRc25dfeKENNT7q6qRT=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:26.867Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Albany/data=!4m7!3m6!1s0x89de13fa4f63f6bd:0x9f1d4f4ef42704b!8m2!3d42.8483162!4d-73.757156!16s%2Fg%2F1tf16wm9!19sChIJvfZjT_oT3okRS3BC7_TU8Qk,Overhead Door Company of Albany,4.7,114,Garage door supplier,"15 Corporate Dr, Clifton Park, NY 12065, United States","R6XV+84 Clifton Gardens, New York, USA",http://www.albanyohd.com/,+1 518-348-0444,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMEUg1piXPQK6aheHX46GVwxsJe15MXHSzzAVns=w408-h323-k-no,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:31.833Z,,,,
https://www.google.com/maps/place/Arts+Garage+Door+Service/data=!4m7!3m6!1s0x89de114fb9d9c70f:0x6f325b9feb3f5f2!8m2!3d42.7795567!4d-73.6735021!16s%2Fg%2F11pzygjnf0!19sChIJD8fZuU8R3okR8vWz_rkl8wY,Arts Garage Door Service,5.0,41,Door supplier,"706 3rd Ave, Troy, NY 12182, United States","Q8HG+RH Troy, New York, USA",,+1 518-491-5323,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKh4Sty2wJmiDvFvnHNxbs1UZClp91RaNWDVvRsa0cadEN89qxoyO4qIftj90gNmwYb3x3_-Xt1pSIdnKMSu3JnLYxe9CQxMwCfz-TDr802HRpozekA7Fxyti3WKQhsUyQgwOiLO7L_mli=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:37.100Z,,,,
https://www.google.com/maps/place/Koops+Overhead+Doors/data=!4m7!3m6!1s0x89de072886e5365b:0x58c269d55cfc247e!8m2!3d42.6346229!4d-73.5706978!16s%2Fg%2F11xg91mwj!19sChIJWzblhigH3okRfiT8XNVpwlg,Koops Overhead Doors,5.0,151,Garage door supplier,"117 Edgewood Dr, Averill Park, NY 12018, United States","JCMH+RP Averill Park, New York, USA",http://www.koopsoverheaddoors.com/,+1 518-376-7382,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOuchQirLBW3IQnLdqlSLsRUoIiLHW7wUS5KeXf=w408-h725-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:42.094Z,,,,
https://www.google.com/maps/place/Amarr+Garage+Doors/data=!4m7!3m6!1s0x89de73435ebba255:0x4c541b976d9e31ed!8m2!3d42.7275406!4d-73.859818!16s%2Fg%2F1q62mdclq!19sChIJVaK7XkNz3okR7TGebZcbVEw,Amarr Garage Doors,5.0,5,Garage door supplier,"4296 Albany St, Albany, NY 12205, United States","P4HR+23 Albany, New York, USA",http://www.amarr.com/,+1 518-452-3461,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSJprDOtcIopIW7DELDMRzAnmrd9DYy17YzkKAQome7qfMloPhMwFx2RhoXONjw54Mm3hdNfWqIjiHCpfcmJKZXuU0QCrjMr-uISFAWNIQdHTdamM8viSUlrmMja6o4U86b9XK5g=w478-h240-k-no,false,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:46.881Z,,,,
"https://www.google.com/maps/place/Northway+Garage+Doors,+LLC/data=!4m7!3m6!1s0x89de3f46e450652b:0xb9126251f91bf9ac!8m2!3d42.9785348!4d-73.7747672!16s%2Fg%2F11lgj7dyzs!19sChIJK2VQ5EY_3okRrPkb-VFiErk","Northway Garage Doors, LLC",4.9,38,Garage door supplier,"98 Wineberry Ln, Malta, NY 12020, United States","X6HG+C3 Malta, New York, USA",http://northwaygaragedoors.amarr.com/,+1 518-303-5676,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNX_ViGakUiozyIt4rV706xXsKMgbyKn2hKm2Ku=w408-h306-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:52.466Z,,,,
https://www.google.com/maps/place/Greene+Overhead+Door/data=!4m7!3m6!1s0x89de10c0353ab219:0x78603947870e155d!8m2!3d42.844081!4d-73.816252!16s%2Fg%2F1thl6fg6!19sChIJGbI6NcAQ3okRXRUOh0c5YHg,Greene Overhead Door,4.2,19,Garage door supplier,,,,+1 518-320-7258,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipMhWh-2IiGa0sHvDoe0WaiwDapeQAmQx8dcj1WA=w408-h306-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:44:57.540Z,,,,
