placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info
https://www.google.com/maps/place/Blue+Water+Pool+%26+Spa+Service+LLC/data=!4m7!3m6!1s0x54ea9355069e18a9:0x15a8f6e70e86330f!8m2!3d45.075202!4d-123.949365!16s%2Fg%2F11j03zzccm!19sChIJqRieBlWT6lQRDzOGDuf2qBU,Blue Water Pool & Spa Service LLC,4.6,11,Hot tub repair service,,,http://www.bluewateroregon.com/,+1 541-614-4531,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzY2lB86uHC4MTrHon4Wn9bB2COH1o6jkuYAVoTR7Uz-4kHwFb_Jzzh62wgx5njo_skjW0tsjnQXiUM4nk5QO2lIybSvtSW1Cc1IasSGClCyacq3Iaq8FpwOHleH0prW3Du5W8THf6JcEA=w408-h295-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:11:57.327Z,,
https://www.google.com/maps/place/Performance+Pools+%26+Spa/data=!4m7!3m6!1s0x8796bf8db3e1c795:0x7b16fe942ef86ef9!8m2!3d40.7969465!4d-96.7196454!16s%2Fg%2F12lkzgl3y!19sChIJlcfhs42_locR-W74LpT-Fns,Performance Pools & Spa,4.1,63,Swimming pool contractor,"1643 S 2nd St, Lincoln, NE 68502, United States","Q7WJ+Q4 Lincoln, Nebraska, USA",http://www.ppools.com/,+1 402-601-6906,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOI8W7SDpDnBiECFIumuN5-Xbr3lRvWb0VoR4hf=w408-h726-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:12:03.270Z,,
https://www.google.com/maps/place/Acapulco+Pool+%26+Spa+LLC/data=!4m7!3m6!1s0x4f54cdbfa470501b:0x8c89915a9f9ebabf!8m2!3d40.8717784!4d-96.6910468!16s%2Fg%2F11kpnjd0__!19sChIJG1BwpL_NVE8Rv7qen1qRiYw,Acapulco Pool & Spa LLC,5.0,18,Swimming pool contractor,"1941 Breckenridge Dr, Lincoln, NE 68521, United States","V8C5+PH Lincoln, Nebraska, USA",https://www.acapulcopoolsspa.com/,+1 402-821-0031,"Open ⋅ Closes 5 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNjixPocVHu9mUN_UKJUPbhW-tXwHCMtf-PXphm=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:12:08.924Z,,
https://www.google.com/maps/place/Clearwater+Pools/data=!4m7!3m6!1s0x879695845547aa5f:0xaefe11e056d934ef!8m2!3d40.7569436!4d-96.6985636!16s%2Fg%2F1tvw5fc7!19sChIJX6pHVYSVlocR7zTZVuAR_q4,Clearwater Pools,4.2,15,Swimming pool contractor,"1600 Normandy Ct # 112, Lincoln, NE 68512, United States","Q842+QH Lincoln, Nebraska, USA",http://clearwaterpoolslincoln.com/,+1 402-423-7665,"Open ⋅ Closes 3 pm

Updated by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IKlbONtQoZYHT4Ln_9E-0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.2853&pitch=0&thumbfov=100,true,9:30 am–3 pm,9:30 am–3 pm,9:30 am–3 pm,9:30 am–3 pm,9:30 am–3 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:12:14.067Z,,
https://www.google.com/maps/place/Seans+Pool+%26+Spa+service/data=!4m7!3m6!1s0x8796be51bedaf2b5:0xb30a9ea9cca6f08f!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11bvvwzssk!19sChIJtfLavlG-locRj_CmzKmeCrM,Seans Pool & Spa service,3.9,79,Hot tub repair service,,,,+1 402-217-7053,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTXg9ZcBDaii-6Y5hMPopLhMXrhsS8JaCprST57YXNn5leTKFqWMeT64926mhgRfjlegTbYkMI4nbBiTOh1IWoiffhNJ1jUH4vos0WqiK2i4_ZJZbyEFV8JXj6uQHfI3UNqYgIFA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:12:19.276Z,,
https://www.google.com/maps/place/Bonsall+Pool+%26+Spa/data=!4m7!3m6!1s0x8796be0337212f3b:0xab7b1ef37fcf8536!8m2!3d40.769452!4d-96.673991!16s%2Fg%2F1vfp43_4!19sChIJOy8hNwO-locRNoXPf_Mee6s,Bonsall Pool & Spa,4.8,312,Swimming pool supply store,"3201 Pioneers Blvd #30, Lincoln, NE 68502, United States","Q89G+QC Lincoln, Nebraska, USA",https://bonsallpool.com/?utm_source=googlemybusiness&utm_medium=organic&utm_term=loc-retail&utm_content=website,+1 402-488-0148,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPi_uEhSa8yaE33YvYIL85QpJAHX5hYXMTpBgM8=w426-h240-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:12:24.605Z,"Family-run operation offering custom pool & hot tub installation, plus chemicals & supplies. · In-store shopping · In-store pick-up · Delivery",
https://www.google.com/maps/place/Strawberry+Springs+Pool+%26+Spa+Inc./data=!4m7!3m6!1s0x8796bf15c3cfbf6b:0x35ca169137f99e4a!8m2!3d40.776848!4d-96.7133054!16s%2Fg%2F1vb9dkfy!19sChIJa7_PwxW_locRSp75N5EWyjU,Strawberry Springs Pool & Spa Inc.,3.5,34,Swimming pool contractor,"3601 S 6th St unit b, Lincoln, NE 68502, United States","Q7GP+PM Lincoln, Nebraska, USA",http://www.strawberrysprings.com/,+1 402-770-7946,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKmaHOgn1k6Uywt973l9yveDDvvuiPe2MnuDg4w4jihDGs0Pgfo24ClN2TVDsEfCyK-akNgJKwOALDqrhzFjgD6RSIibZAWFSlVgGywadMdG3kwX3qGYVwH1NsgHPRmm6VkxQn=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:12:30.045Z,,
https://www.google.com/maps/place/Supreme+Spa+%26+Pool/data=!4m7!3m6!1s0x8796967000000001:0x96ae53c34e192391!8m2!3d40.7562969!4d-96.6492364!16s%2Fg%2F1tk1zjz2!19sChIJAQAAAHCWlocRkSMZTsNTrpY,Supreme Spa & Pool,4.4,575,Hot tub store,"5046 Rentworth Ct, Lincoln, NE 68516, United States","Q942+G8 Lincoln, Nebraska, USA",https://www.supremespapool.com/,,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMCkRNMYiEjuKhBWdt8PP610_QSeKZbvgEt13sk=w408-h306-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:12:35.553Z,· In-store shopping · Kerbside pickup · Delivery,
https://www.google.com/maps/place/Clear+Water+Spa+Service/data=!4m7!3m6!1s0xa11705d6847b882f:0x53193709cc2af927!8m2!3d44.535754!4d-122.6640259!16s%2Fg%2F11q33jwbvm!19sChIJL4h7hNYFF6ERJ_kqzAk3GVM,Clear Water Spa Service,5.0,32,Hot tub repair service,,,https://clearwaterspaservice.com/,+1 541-961-4703,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNSyOgy8oTRIs_BNOP-_gRodN3kGGAF8ViWzUw9=w408-h543-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-10-27T18:12:41.035Z,,LGBTQ+ friendly
https://www.google.com/maps/place/Pool+Designs/data=!4m7!3m6!1s0x8796bde798d76c7b:0x1cf8a8ae8f67cf3e!8m2!3d40.7858884!4d-96.6552154!16s%2Fg%2F1tdz9xzb!19sChIJe2zXmOe9locRPs9nj66o-Bw,Pool Designs,4.9,8,Swimming pool contractor,"2642 Antelope Cir, Lincoln, NE 68506, United States","Q8PV+9W Lincoln, Nebraska, USA",http://pooldesigns.biz/,+1 402-326-0642,,https://lh3.googleusercontent.com/p/AF1QipMPn8DWh9FzGPCTyJjiA9HHGMAjJj1ey3juwkpE=w408-h273-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-10-27T18:12:54.840Z,,
