placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Ross+Restoration/data=!4m7!3m6!1s0x8815e4ce2b445c15:0x9fe7b67d51237f14!8m2!3d41.0674714!4d-85.1134499!16s%2Fg%2F1tgp1dqq!19sChIJFVxEK87kFYgRFH8jUX22558,Ross Restoration,4.9,480,Water damage restoration service,"2025 S Anthony Blvd, Fort Wayne, IN 46803, United States","3V8P+XJ Fort Wayne, Indiana, USA",http://www.rossrestoration.com/,+1 260-625-6677,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo2ri4s_T_M_bP8QyLrqN7hWkXjDgiYLZh5ZnfCRpdX_X6WdN7vA9nlUfZl5jecGVyXT295Tg1TTudmH5eB0BxMbF6psGTu0VEoc_4mR5uAwTWZ_kv7g0PqiuqjGQkur8m2xaK7=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:03.814Z,,,
https://www.google.com/maps/place/Paul+Davis+Restoration+%26+Remodeling+of+Northeast+Indiana+-+Fort+Wayne+Office/data=!4m7!3m6!1s0x8815e15376815edb:0xfcdb1f7314677d12!8m2!3d41.1024514!4d-85.1950181!16s%2Fg%2F1tfzbsz2!19sChIJ216BdlPhFYgREn1nFHMf2_w,Paul Davis Restoration & Remodeling of Northeast Indiana - Fort Wayne Office,4.7,773,Building restoration service,"3010 Butler Ridge Pkwy, Fort Wayne, IN 46808, United States","4R23+XX Fort Wayne, Indiana, USA",https://northeast-indiana.pauldavis.com/?utm_source=Local&utm_medium=Organic&utm_campaign=GBP,+1 260-230-8102,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_V_9XzPEvYmmC6pywzJOGZftgPprC4r2DeS75ImATRRVYKQ_zKHdjoUmJxtOeEywjrkY7WX2JkGHYqt2MDpxe_NJli7cPhT0LhsBSXn_0SISGu6uhIT-mrWEXZLpO5Hl3WH6gQvCzQP8=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:09.521Z,Identifies as women-owned,,
https://www.google.com/maps/place/Water+Out/data=!4m7!3m6!1s0x8816099c059bc587:0xc956b46b7f4072e5!8m2!3d41.215558!4d-85.17439!16s%2Fg%2F1tn4ys4z!19sChIJh8WbBZwJFogR5XJAf2u0Vsk,Water Out,4.7,146,Water damage restoration service,"2315 Southyard Ct, Fort Wayne, IN 46818, United States","6R8G+66 Fort Wayne, Indiana, USA",https://www.wateroutfortwayne.com/,+1 260-250-2793,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_ElE0SUXYRVaGviRfzoOxo1_tOzJ3N0vCcW7Hj4uBnPwhK2Z6HkUI5csp7d-zJ0pFfVzZpCHrAvhaufZCoNmzcVhrzrWCMMKDe8howG6TST9iKRoRnaUIRLFP0BWuJDXjOJHv=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:14.780Z,,,
https://www.google.com/maps/place/Restoration+1+of+Fort+Wayne/data=!4m7!3m6!1s0x8815e3df199f54dd:0xe9e72406bdb88254!8m2!3d41.0337709!4d-85.2236125!16s%2Fg%2F11jdgww71z!19sChIJ3VSfGd_jFYgRVIK4vQYk5-k,Restoration 1 of Fort Wayne,3.0,4,Water damage restoration service,,,https://restoration1.com/fort-wayne?utm_source=GBP&utm_medium=Google,+1 260-638-6810,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXdAli0u2P6J8n8njsFuzS5taI9H2z2PNSmBxRN3ltD0inCVKdbw8QLmm9s5nKjiFt5YlYvP6c9POkuDXftS4h9s7YN5tb6500lYB0XC0LXkTz5priwH_uRHcv5z3R9cza6S63pBXtI4TJ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:19.393Z,,,
https://www.google.com/maps/place/ServiceMaster+by+Crossroads+-+Fort+Wayne/data=!4m7!3m6!1s0x8815e5b4181ad6cf:0xb41bd6b9eb09b83b!8m2!3d41.1266153!4d-85.1664394!16s%2Fg%2F11vt6f0hs4!19sChIJz9YaGLTlFYgRO7gJ67nWG7Q,ServiceMaster by Crossroads - Fort Wayne,5.0,20,Water damage restoration service,"5109 Executive Blvd, Fort Wayne, IN 46808, United States","4RGM+JC Fort Wayne, Indiana, USA",http://www.servicemasterrestore.com/servicemaster-by-crossroads-fort-wayne,+1 260-264-0454,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerFyjBwcE9NDg-khPyR35V9ZwUZ7abwOsM3YkoQCV5kdSnnAHG3Vt5Q9nd8josWifvR6S_6XzO1UIFFbuwGfcU8XVKiSnXHuKLzgcUsM_hFNpDuW8xz9f80fe3b53E5n0TNNwUN=w408-h247-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:24.181Z,,,
https://www.google.com/maps/place/Distinctive+Cleaning+%26+Restoration/data=!4m7!3m6!1s0x8815fb1a45480b9d:0x7bd5329cd97cf0a4!8m2!3d41.0729085!4d-85.1064778!16s%2Fg%2F11jgxcd60m!19sChIJnQtIRRr7FYgRpPB82Zwy1Xs,Distinctive Cleaning & Restoration,5.0,315,Carpet cleaning service,"2401 Pennsylvania St, Fort Wayne, IN 46803, United States","3VFV+5C Fort Wayne, Indiana, USA",http://www.distinctivefw.com/,+1 260-250-4664,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweocve285cbi_h9udOsG_Ngf61tId7fX-q0YfZd4k5XRAXXP4trTyiSCnP7qRa9gHXq8naWal64OaVjIxmrM9npVYrpt0CCuXza29NTBBOfJZVqFRkx-Ac9Z4w-lO88PowFn_gXLiIsg5Qg7=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:29.271Z,,,
https://www.google.com/maps/place/RestoPros+of+Fort+Wayne/data=!4m7!3m6!1s0x23a80c92d425e829:0x7175019c0f1a2ed5!8m2!3d41.648156!4d-85.0113815!16s%2Fg%2F11w9j5fj3j!19sChIJKegl1JIMqCMR1S4aD5wBdXE,RestoPros of Fort Wayne,5.0,15,Water damage restoration service,,,https://www.restopros.co/in-fortwayne/,+1 260-203-0280,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqG8I9iibGzgy7V_OP4qi6K9iBBAx4xF0-5Mn0ZKBnQgTHCq33cT9zvPYrMN3Tx2L2Bkl678IEpRJC5OVgmwn6yTWL6fmHG-yEDJ7a5gywbqf3ZuVgf88TexS5ipP_hRuawg7lrAQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:33.939Z,,,
https://www.google.com/maps/place/Kustom+Restoration/data=!4m7!3m6!1s0x8815e5629b2108f9:0xaf57180383f210c2!8m2!3d41.0779497!4d-85.1988293!16s%2Fg%2F11vklhvxxn!19sChIJ-Qghm2LlFYgRwhDygwMYV68,Kustom Restoration,4.5,50,Water damage restoration service,"4310 Illinois Rd Unit 7104, Fort Wayne, IN 46804, United States","3RH2+5F Fort Wayne, Indiana, USA",https://kustom.us/,+1 260-458-4915,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1z3Fe2t0u2qsvY1Ir79ntuyQyJeRyNhmdc7OqQvxV3Pr7hNEAXFFFn2BpndOH6JY7W9QnNDMn_KWMKGwl0mpo93m5WjFSZhEtfMsYRbBmtQUP_IttzufnXH5NLqy0QQKa_SIb=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:38.819Z,,,
https://www.google.com/maps/place/ServiceMaster+Restore/data=!4m7!3m6!1s0x8815e591f1eefd53:0xab83ae0731e87a89!8m2!3d40.577453!4d-86.5870875!16s%2Fg%2F11t_jd8gr5!19sChIJU_3u8ZHlFYgRiXroMQeug6s,ServiceMaster Restore,5.0,9,Water damage restoration service,,,,+1 260-420-1502,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZtzC401P5vbWSW9Aah5u0Xn_EZyeeHzmTtTdT09A44WfTtR-ve1NQ3ATlps_YJYkqBEfz0lF22W9WfuQSHEsTE-ufWowynEzmvAP_FRs9YWq-u0th9IVg8xr0JFudJFNqRTA1=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:43.586Z,,,
https://www.google.com/maps/place/PuroClean+of+East+Fort+Wayne/data=!4m7!3m6!1s0x8815e569e053a66b:0x67c8e4420f4926d4!8m2!3d41.0727453!4d-85.1092005!16s%2Fg%2F11vsv52rtn!19sChIJa6ZT4GnlFYgR1CZJD0LkyGc,PuroClean of East Fort Wayne,5.0,7,Water damage restoration service,"1429 Dubois St unit 1a, Fort Wayne, IN 46803, United States","3VFR+38 Fort Wayne, Indiana, USA",https://puroclean.com/East-Fort-Wayne-IN/,+1 260-786-6256,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1UWq5t53MdlEIkeSeY5dht7YQfNsWCk1EZza7pLmtR822q3Vt0QOsApyEJKs8PFf0f2CQbBMHnPzzVuU7aknlJK437bEUw4jLB5za6adu2zM8ajM9butdZik1JVvcZKbt_KDaZw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-03-23T04:36:48.367Z,,,
