placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes
"https://www.google.com/maps/place/Plumbing+101,+LLC/data=!4m7!3m6!1s0x54ea8d9af242c00b:0xedf7867d550ff2de!8m2!3d44.9449055!4d-124.0194413!16s%2Fg%2F11mv_b486j!19sChIJC8BC8pqN6lQR3vIPVX2G9-0","Plumbing 101, LLC",4.9,31,Plumber,"3003 SE Hwy 101, Lincoln City, OR 97367, United States","WXVJ+X6 Lincoln City, Oregon, USA",http://plumbing101llc.com/,+1 541-614-1344,Closed ⋅ Opens 8:30 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipM6SIGfM9z2Xm_IvPsCv5EFF3o_OxyFtM0bdkfA=w426-h240-k-no,true,8:30 am–4 pm,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:10:40.186Z,
https://www.google.com/maps/place/Atlantis+Plumbing/data=!4m7!3m6!1s0x54ea8c325e3cc305:0xb1dbcf60c26676d5!8m2!3d44.931241!4d-124.0149832!16s%2Fg%2F11hy9pllmv!19sChIJBcM8XjKM6lQR1XZmwmDP27E,Atlantis Plumbing,4.4,7,Plumber,"1302 SE 48th Pl, Lincoln City, OR 97367, United States","WXJP+F2 Lincoln City, Oregon, USA",,+1 541-994-0179,Closed ⋅ Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZBNhaR0_p2eAfks3T9nSaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.16295&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:10:44.971Z,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x8796bb8f89a9a7df:0xc29f79db343c9fa5!8m2!3d40.8145201!4d-96.7768955!16s%2Fg%2F1tpbcg_j!19sChIJ36epiY-7locRpZ88NNt5n8I,Roto-Rooter Plumbing & Water Cleanup,4.8,853,Plumber,"3901 W Cavalry Ct, Lincoln, NE 68528, United States","R67F+R6 Lincoln, Nebraska, USA",https://www.rotorooter.com/lincoln/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 402-464-6354,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMcpoD8wGGkbNlKxUN5O9ri7U6_URfKgmyqnGia=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:10:49.320Z,
https://www.google.com/maps/place/Disaster+Master/data=!4m7!3m6!1s0x54ea92b47b490d63:0x9476766e426d02fa!8m2!3d44.9789892!4d-124.0102464!16s%2Fg%2F11dymn_d08!19sChIJYw1Je7SS6lQR-gJtQm52dpQ,Disaster Master,4.9,89,Water damage restoration service,"1954 NE Hwy 101, Lincoln City, OR 97367, United States","XXHQ+HW Lincoln City, Oregon, USA",https://coastdisastermaster.com/,+1 541-992-2080,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNzv5kGyH8bggGxLYwPnjdcP857U6mfDW1cPFvw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:10:54.013Z,
"https://www.google.com/maps/place/John+Henry%27s+Plumbing,+Heating,+Air,+and+Electrical/data=!4m7!3m6!1s0x8796beb166fe8103:0x199588c9e4d7fbcd!8m2!3d40.8409128!4d-96.6783643!16s%2Fg%2F1tjmf4p1!19sChIJA4H-ZrG-locRzfvX5MmIlRk","John Henry's Plumbing, Heating, Air, and Electrical",4.8,5379,Air conditioning repair service,"2949 Cornhusker Hwy, Lincoln, NE 68504, United States","R8RC+9M Lincoln, Nebraska, USA",https://www.jhlincoln.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Lincoln-NE,+1 402-809-1016,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMcC5PNokFhpkWbDgsS_1lzC5ClN94hoETqETG8=w408-h303-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:10:58.534Z,
"https://www.google.com/maps/place/Action+Plumbing,+Heating,+A%2FC+%26+Electrical/data=!4m7!3m6!1s0x8796bfd235e02c97:0x2049523e17f66b97!8m2!3d40.7719487!4d-96.7106825!16s%2Fg%2F1td_c5g8!19sChIJlyzgNdK_locRl2v2Fz5SSSA","Action Plumbing, Heating, A/C & Electrical",4.9,1168,HVAC contractor,"4101 S 8th St, Lincoln, NE 68502, United States","Q7CQ+QP Lincoln, Nebraska, USA",http://www.actionlincoln.com/,+1 402-423-6960,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPcLDwxEsIdWMdpCHYwSt89xU0pZde-6ulHymQ_=w408-h304-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:11:02.887Z,
https://www.google.com/maps/place/JC+Plus+Plumbing+L.L.C./data=!4m7!3m6!1s0x8796b8949c7b0145:0x985ac56a275c1fc3!8m2!3d40.8680957!4d-96.729754!16s%2Fg%2F1tdqc1_q!19sChIJRQF7nJS4locRwx9cJ2rFWpg,JC Plus Plumbing L.L.C.,4.7,61,Plumber,"531 W Keating Cir, Lincoln, NE 68521, United States","V79C+63 Lincoln, Nebraska, USA",http://www.jcplusplumbing.com/,+1 402-477-7587,Closed ⋅ Opens 8:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9GlSTUsFuYWqO_2w64cGVGHakoopktEcUH2O196xQqpUxCK5Li2vyH8T2G74C1lmIRjnRGL_jXSmKT8Q9auBzD65-2okImvHLScJHSxiOiMfAfKrhDwuXzW9uf8Y6EiVj2l5T3Q=w408-h544-k-no,true,9 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:11:07.231Z,
https://www.google.com/maps/place/Select+Plumbing/data=!4m7!3m6!1s0x8796bf0e9777851d:0xdf45101e5dab4c0e!8m2!3d40.8099494!4d-96.7218684!16s%2Fg%2F11gyxhgy5n!19sChIJHYV3lw6_locRDkyrXR4QRd8,Select Plumbing,4.7,103,Plumber,"425 SW 1st St, Lincoln, NE 68508, United States","R75H+X7 Lincoln, Nebraska, USA",https://www.selectplumbinginc.com/,+1 402-542-5319,Closed ⋅ Opens 7 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0ot7bnBQimWsTTmg9AKYBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.54044&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:11:11.563Z,
https://www.google.com/maps/place/Bethany+Repair+Plumbing+and+Rooter-The+Drain+Specialist/data=!4m7!3m6!1s0x8796bc65bc013997:0x23f35b6cc9d13385!8m2!3d40.7285532!4d-96.6896587!16s%2Fg%2F1hhm9jlxw!19sChIJlzkBvGW8locRhTPRyWxb8yM,Bethany Repair Plumbing and Rooter-The Drain Specialist,5.0,133,Plumber,"2310 Jenna Ln, Lincoln, NE 68512, United States","P8H6+C4 Lincoln, Nebraska, USA",,+1 402-304-9133,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPvQTPyR-NrnrpiB1zjI2CdNNPejhBSTna-xds6=w408-h329-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:11:16.017Z,
https://www.google.com/maps/place/Wellmann+Plumbing/data=!4m7!3m6!1s0x8796bfca2907c553:0x5f480dd9b8f37462!8m2!3d40.7826333!4d-96.7132535!16s%2Fg%2F1trc5gc5!19sChIJU8UHKcq_locRYnTzuNkNSF8,Wellmann Plumbing,4.5,39,Plumber,"3130 S 6th St STE 100, Lincoln, NE 68502, United States","Q7MP+3M Lincoln, Nebraska, USA",https://www.wellmannplumbing.com/,+1 402-434-2400,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPEEOX1TJIxUckJb0MIOF-u7JAAzCTVXZyxOi7P=w408-h243-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-11T05:11:20.336Z,
