placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Hales+Property+Management/data=!4m7!3m6!1s0x880fd2d4aaf696a1:0xbd581a89fccd39ed!8m2!3d41.8959561!4d-87.6629428!16s%2Fg%2F11g_v2l2t!19sChIJoZb2qtTSD4gR7TnN_IkaWL0,Hales Property Management,4.6,525,Property management company,"1411 W Chicago Ave #1, Chicago, IL 60642, United States","V8WP+9R Chicago, Illinois, USA",https://www.halespropertymanagement.com/,+1 312-666-0149,Open ⋅ Closes 5 pm,Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dsv1XNMaVTDLZUoJHj_BvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.0527&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–1 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:01:49.991Z,,,
https://www.google.com/maps/place/First+Community+Management/data=!4m7!3m6!1s0x880fd32b2cc90103:0xbd143dbe5f4b7379!8m2!3d41.895808!4d-87.655392!16s%2Fg%2F11_q63g1b!19sChIJAwHJLCvTD4gReXNLX749FL0,First Community Management,4.4,297,Property management company,"760 N Ogden Ave #2000, Chicago, IL 60642, United States","V8WV+8R Chicago, Illinois, USA",https://www.condomanagement.com/,+1 312-829-8900,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPO8HUfa5pmXMkg1aXEqtCckPz8Cilam2JPWMxB=w669-h240-k-no,true,9 am–5 pm,9 am–2 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:01:56.473Z,,,
https://www.google.com/maps/place/FirstService+Residential+Chicago/data=!4m7!3m6!1s0x880e290ad59e8c5b:0xaf51d9f296f9ed19!8m2!3d41.8873575!4d-87.6202281!16s%2Fg%2F12lr6tx3_!19sChIJW4ye1QopDogRGe35lvLZUa8,FirstService Residential Chicago,4.4,718,Property management company,"303 E Wacker Dr #1900, Chicago, IL 60601, United States","V9PH+WW Chicago, Illinois, USA",https://www.fsresidential.com/illinois/offices/chicago/,+1 312-335-1950,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNhqCrUjlMIps99AN3Z1UeRtXIgDikpT2QeI91P=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:02:01.949Z,,,
https://www.google.com/maps/place/Chicagoland+Community+Management/data=!4m7!3m6!1s0x880fd321ab3dcb2f:0x4e065c3686e5c47c!8m2!3d41.9122842!4d-87.6621952!16s%2Fg%2F11swcvj49w!19sChIJL8s9qyHTD4gRfMTlhjZcBk4,Chicagoland Community Management,4.4,133,Property management company,"1348 W Concord Pl #1, Chicago, IL 60642, United States","W86Q+W4 Chicago, Illinois, USA",https://www.chicagoland-inc.com/?UTM_source=GMB_listing&UTM_medium=organic,+1 312-729-1300,"Open ⋅ Closes 5 pm

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOXAsJWLAJz-F7qq0fU8rTkuCveP3UqHes2_5BN=w408-h420-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:02:07.130Z,,,
https://www.google.com/maps/place/Sudler+Property+Management/data=!4m7!3m6!1s0x880fd356a1eca9f1:0xf3091a90ae5721c3!8m2!3d41.8993794!4d-87.6223253!16s%2Fg%2F1tfp319q!19sChIJ8ansoVbTD4gRwyFXrpAaCfM,Sudler Property Management,4.1,250,Property management company,"875 N Michigan Ave #3980, Chicago, IL 60611, United States","V9XH+Q3 Chicago, Illinois, USA",http://sudlerchicago.com/,+1 312-751-0900,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipORN_y08jqgznS6rPEeq28MFCLsxDt3diGwRZom=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:02:12.464Z,,,
https://www.google.com/maps/place/Gold+Coast+Property+Management/data=!4m7!3m6!1s0x880fd34f949c26d5:0x8321c3239d999dca!8m2!3d41.9042579!4d-87.6296803!16s%2Fg%2F1tfqrjx9!19sChIJ1SaclE_TD4gRyp2ZnSPDIYM,Gold Coast Property Management,3.0,2,Property management company,"1205 N Dearborn St, Chicago, IL 60611, United States","W93C+P4 Chicago, Illinois, USA",,+1 312-485-9868,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMQbxdYPOk9dTJG1v4me6DWzV_v0ki6knZAA1lM=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:02:18.000Z,,,
https://www.google.com/maps/place/Westward360/data=!4m7!3m6!1s0x880fd23ea35fa751:0x638b8d6ba1ff5f86!8m2!3d41.921834!4d-87.6657457!16s%2Fg%2F1v8y4mhv!19sChIJUadfoz7SD4gRhl__oWuNi2M,Westward360,4.4,2562,Property management company,"1464 W Webster Ave, Chicago, IL 60614, United States","W8CM+PP Chicago, Illinois, USA",https://www.westward360.com/,+1 773-572-0880,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPrmWFtohCDXkWXLA4mHUpRHs2ICTOfK1oPKJZP=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–4 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:02:23.596Z,,,
https://www.google.com/maps/place/Associa+Chicagoland/data=!4m7!3m6!1s0x880e2cb56eaaeeab:0x324bf70104fe25f9!8m2!3d41.8936468!4d-87.6375236!16s%2Fg%2F1tvymc00!19sChIJq-6qbrUsDogR-SX-BAH3SzI,Associa Chicagoland,2.9,122,Property management company,"343 W Erie St, Chicago, IL 60654, United States","V9V6+FX Chicago, Illinois, USA",https://www.associachicagoland.com/?utm_source=gmb&utm_medium=Yext&y_source=1_Mjc2NjU4NjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 312-944-2611,"Open ⋅ Closes 5 pm

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGGpqhA-8zxpF0DSIX8Vkih9LjOWp74WcWCt4LbYRk8WMPuTa5I-UDNOhVxn_qqE_tS45MIFjdufPHVlyG0GEWQAt7okCKfO4FBXk_dkDTHsUZWcd7DDRjgWVsFuENeCEGH783NoxVvUG4=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:02:28.681Z,,,
https://www.google.com/maps/place/High+Fidelity+Property+Management/data=!4m7!3m6!1s0x880fd340af48c959:0xdd681d755018ad4c!8m2!3d41.9277727!4d-87.6486173!16s%2Fg%2F1thkxw3h!19sChIJWclIr0DTD4gRTK0YUHUdaN0,High Fidelity Property Management,3.4,212,Property management company,"2513 N Halsted St, Chicago, IL 60614, United States","W9H2+4H Chicago, Illinois, USA",http://www.highfidelityrealty.com/,+1 773-697-4112,Open ⋅ Closes 5 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNPIpc6FXa4lkmG6b35QNFijFv3Cme1QSUhHgkY=w408-h291-k-no,true,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:02:34.013Z,,,
"https://www.google.com/maps/place/Kass+Management+Services,+Inc./data=!4m7!3m6!1s0x880fd2e1d4b9bfcd:0x9bc39b70813b217f!8m2!3d41.9181473!4d-87.6585964!16s%2Fg%2F1vvdvtkc!19sChIJzb-51OHSD4gRfyE7gXCbw5s","Kass Management Services, Inc.",2.3,546,Property management company,"2000 N Racine Ave #4400, Chicago, IL 60614, United States","W89R+7H Chicago, Illinois, USA",http://www.kassmanagement.com/,+1 773-975-7234,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPSuu1AFAt-qRX0TR1AvYUAMzdQjjO0YY9RZ2Dt=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,10 am–3 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-25T17:02:39.743Z,,,
