placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/UPP+Global/data=!4m7!3m6!1s0x4cb29c14604e662b:0xc4d72dd5ff15da58!8m2!3d43.6564512!4d-70.2601594!16s%2Fg%2F11bxdzmhks!19sChIJK2ZOYBScskwRWNoV_9Ut18Q,UPP Global,2.7,289,Parking lot,"496 Congress St Ste 3, Portland, ME 04101, United States","MP4Q+HW Portland, Maine, USA",http://www.uppglobal.com/,+1 207-747-4230,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxCsGNPYHom5fpxM3vlyzxIClxOEX2BQ3yXYrc51CNl9aXS78wzn8X50vXRw6k9yqqVJPnCZIld2gfFftGlQQEZZJSNSq2JYcMhSvBYGBWrQbt0oE39M8TXKLs36Ua1gtBjhkPGg=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:02.844Z,,,
https://www.google.com/maps/place/Old+Port+Square+Garage/data=!4m7!3m6!1s0x4cb29c3fd0460585:0x6f11d6ef103333ee!8m2!3d43.6562776!4d-70.2540124!16s%2Fg%2F1tm1266d!19sChIJhQVG0D-cskwR7jMzEO_WEW8,Old Port Square Garage,2.6,78,Parking garage,"427 Fore St, Portland, ME 04101, United States","MP4W+G9 Portland, Maine, USA",https://www.oldportsquare.com/park,+1 207-871-1290,"Open 24 hours

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMWksTkdf8iTHxTeYfyn0Yhl-9fY2wyXVPZ2K4_=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:09.338Z,,,
https://www.google.com/maps/place/Parking+Collect/data=!4m7!3m6!1s0x4cb29d20ce38b167:0x4e96fbbba2e3cd8e!8m2!3d43.6631106!4d-70.2642734!16s%2Fg%2F11v5g5dlrx!19sChIJZ7E4ziCdskwRjs3jorv7lk4,Parking Collect,1.0,1,Business to business service,"110 Marginal Way, Portland, ME 04101, United States","MP7P+67 Portland, Maine, USA",http://parkingcollect.com/,+1 207-436-8951,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NpMEYWVUUsXcgLdWXd-hrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.57813&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:14.136Z,,,
https://www.google.com/maps/place/MaineHealth+Maine+Medical+Center+Parking+Garage/data=!4m7!3m6!1s0x4cb29c0ed76fc509:0x323b98604e503cb0!8m2!3d43.6542783!4d-70.2762143!16s%2Fg%2F11b88y6fdy!19sChIJCcVv1w6cskwRsDxQTmCYOzI,MaineHealth Maine Medical Center Parking Garage,4.2,120,Parking garage,"880 Congress St, Portland, ME 04102, United States","MP3F+PG Portland, Maine, USA",https://mainehealth.org/maine-medical-center/locations/brighton-campus?utm_source=google&utm_medium=local,,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwg6baekSpgVfO7bRAzzzcx5tSOJJ5bY1GmGgeWJEC6DubN_jUxHksAygtcvniQWRFklblT4j9mnSkhsdv_cQRtQfS9u5oQPHOYAPsS19sq_HIIm89p4Pqs6wnAw5Xdau1bz2RGuw=w408-h544-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:19.108Z,,,
https://www.google.com/maps/place/Portland+Parking+Division/data=!4m7!3m6!1s0x4cb29c3d4c5bc2df:0x8ded677c92f85bb5!8m2!3d43.659267!4d-70.2568171!16s%2Fg%2F11b8txd10x!19sChIJ38JbTD2cskwRtVv4knxn7Y0,Portland Parking Division,4.4,19,Parking lot,"389 Congress St, Portland, ME 04101, United States","MP5V+P7 Portland, Maine, USA",https://www.portlandmaine.gov/296/Parking,+1 207-874-8443,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1B9Yl91Td57kBewHAgwZ54BDtFdcKv24uc1RGHAgTANYca5fBf9mj7zcz_BUo52cXeqMBjIUkK-cFh8OttXIeRS37htGwfNKFMEyHlWsQ7dBGVuwk0h-QUOy7A-BVc_mUZE-tZA=w408-h306-k-no,false,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:24.062Z,,,
https://www.google.com/maps/place/MMC+Employee+Parking+Garage/data=!4m7!3m6!1s0x4cb29d8f78d74a25:0xb0bd49e4e99b0871!8m2!3d43.649613!4d-70.2792682!16s%2Fg%2F11p5p0457f!19sChIJJUrXeI-dskwRcQib6eRJvbA,MMC Employee Parking Garage,4.3,15,Parking garage,"190 St John St, Portland, ME 04102, United States","JPXC+R7 Portland, Maine, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BDYYf2uy0efS5Em8cDiBkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.18057&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:29.188Z,,,
https://www.google.com/maps/place/Park%27N+Jet/data=!4m7!3m6!1s0x4cb29be74115fdeb:0x334045ae2961209d!8m2!3d43.6492962!4d-70.3098487!16s%2Fg%2F1ptw03spd!19sChIJ6_0VQeebskwRnSBhKa5FQDM,Park'N Jet,4.4,24,Parking lot,"1000 Westbrook St, Portland, ME 04102, United States","JMXR+P3 Portland, Maine, USA",https://portlandjetport.org/node/577,+1 207-747-5650,Open ⋅ Closes 1 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zk8bq4L3q4Axr96ZDTx0Rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.35995&pitch=0&thumbfov=100,true,4 am–1 am,4 am–1 am,4 am–1 am,4 am–1 am,4 am–1 am,4 am–1 am,4 am–1 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:34.599Z,,,
https://www.google.com/maps/place/Casco+Bay+Parking+Garage/data=!4m7!3m6!1s0x4cb29c4081538dbb:0x9bff44cba835e337!8m2!3d43.6574787!4d-70.2492723!16s%2Fg%2F1tx14znx!19sChIJu41TgUCcskwRN-M1qMtE_5s,Casco Bay Parking Garage,3.2,43,Parking garage,"54 Commercial St, Portland, ME 04101, United States","MQ42+X7 Portland, Maine, USA",https://www.mhrmanagement.com/portland-maine-parking/casco-bay-parking-garage/,+1 207-774-8653,Open ⋅ Closes 11:45 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyB7wL2dWiSTBC0CDbETeOYqswNSn3g5GCqKeheCnkZuQXvsOA5UiJfQduc3SOcwhYfBWUkKKYyElg1WDh7iHHmZW1cJn_aOj8RxviLGyoVn25Lf4wvA0Toh1PtMHRKInGyBXh2=w408-h544-k-no,false,4:30 am–11:45 pm,4:30 am–11:45 pm,4:30 am–11:45 pm,4:30 am–11:45 pm,4:30 am–11:45 pm,4:30 am–11:45 pm,4:30 am–11:45 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:39.638Z,,,
https://www.google.com/maps/place/Holiday+Inn+Portland-By+The+Bay+Parking/data=!4m7!3m6!1s0x4cb29d5ff7a3d6cd:0x8b73ca8eb0690c57!8m2!3d43.654108!4d-70.2598372!16s%2Fg%2F11fn04z_xn!19sChIJzdaj91-dskwRVwxpsI7Kc4s,Holiday Inn Portland-By The Bay Parking,4.7,12,Parking garage,"Portland, ME 04101, United States","MP3R+J3 Portland, Maine, USA",https://www.ihg.com/holidayinn/hotels/us/en/portland/pwmdt/hoteldetail/directions,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKVYTm-ul2s_T4k0OfuucyJLXaKZNHD5rQQQhhD4CCOI6LnzxB2hLMOd_oPDXEzjuu0xLPs3K4RF84yJXH25Hh0bxS8KtIsK1pZlDac6vrQT3y-Aaa4_woFJA7epJaKksK_9WpdQ=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:45.529Z,,,
https://www.google.com/maps/place/Spring+Street+Parking+Garage/data=!4m7!3m6!1s0x4cb29c143228f899:0xf4622a9eb2265362!8m2!3d43.6547926!4d-70.2598424!16s%2Fg%2F1tf753dz!19sChIJmfgoMhScskwRYlMmsp4qYvQ,Spring Street Parking Garage,3.8,96,Parking garage,"45 Spring St, Portland, ME 04101, United States","MP3R+W3 Portland, Maine, USA",https://www.portlandmaine.gov/313/City-Owned-Garages,+1 207-874-2842,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxObAFx7s5v_LHFcD8X4aKBDf8kYNjoMXcl2F-3yi3Np1_uictUoF3RWgXYWHg4T2b36uC5RKa8QI4MXmLCnDQ_NjRKsTsNmPV6HEkNId64AaMvXPajnZ7txAlU44LroPVj6wxxX7YkjcLL=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portland+ME/@43.670822,-70.2843825,14z",2025-10-28T19:17:48.863Z,,,
