placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,error
https://www.google.com/maps/place/Trades+District+Parking+Garage/data=!4m7!3m6!1s0x886c670c655d5083:0x6fb70c0f716a0a2c!8m2!3d39.1711409!4d-86.5380023!16s%2Fg%2F11k4zrkkmm!19sChIJg1BdZQxnbIgRLApqcQ8Mt28,Trades District Parking Garage,5.0,2,Parking garage,"Bloomington, IN 47404, United States","5FC6+FQ Bloomington, Indiana, USA",https://bloomington.in.gov/transportation/parking/trades,+1 812-349-3410,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLiwX_aK11pju9GCDTqZOGrQ_YZDBt7uhZ8XjtP06F1VkQoM7OK_Si-NmRAkvCovifvgEOzqTDCNJyuXiMhVw21t6pKl-SwXw_sT8ERm65PyTN3FSxBA0lHuboEXYxuwChMBHuIQ=w408-h307-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-28T18:31:19.049Z,,,,,,,,,,
https://www.google.com/maps/place/Poplars+Parking+Garage/data=!4m7!3m6!1s0x886c66c2dfeaaaab:0x281b9c5762fff68b!8m2!3d39.1677521!4d-86.5287835!16s%2Fg%2F11gfnf8hfx!19sChIJq6rq38JmbIgRi_b_YlecGyg,Poplars Parking Garage,3.7,24,Parking garage,"415 E 6th St, Bloomington, IN 47408, United States","5F9C+4F Bloomington, Indiana, USA",https://parking.indiana.edu/facilities/parking-garages.html,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMnz1hjoJhJmGbJX0XMZardUM_12WQvS-_CNrFNlr3500fYi6jAP2OBQxg3h_nwhp2MugqMqlFDJXQXtLhPNvX7JP4J2gUSRIA_hLLO1tajtODP2NlCqYPg2EzNca6UMaCWNgD=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-28T18:31:24.729Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/IU+Office+of+Parking+Operations/data=!4m7!3m6!1s0x886c66e9bc2a9a3b:0xbba48f63da60cad8!8m2!3d39.1635755!4d-86.5262763!16s%2Fg%2F11bwpz0wfd!19sChIJO5oqvOlmbIgR2Mpg2mOPpLs,IU Office of Parking Operations,1.9,112,Academic department,"Henderson Parking Garage, 310 S Fess Ave, Bloomington, IN 47401, United States","5F7F+CF Bloomington, Indiana, USA",http://parking.indiana.edu/,+1 812-855-9848,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzF5ExMER2blNUDAJqX0iLqagZEBYcRIbk229Q5vHDJ9MiPyvlE_EgGZcraWBIXlJgRN5SGZekeYZjkddU-gwy7_lozCGgPF9ka1Qm3EotzXU5jPszLYQR6WYzIehFkjQYnbY3PmA=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-28T18:31:29.810Z,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Downtown+Bloomington/data=!4m7!3m6!1s0x886c66e0b73cb149:0x5cbe7b1ce5c87335!8m2!3d39.1644025!4d-86.5355643!16s%2Fg%2F11c1vj6l2m!19sChIJSbE8t-BmbIgRNXPI5Rx7vlw,Downtown Bloomington,4.5,2,Government office,"302 S College Ave, Bloomington, IN 47403, United States","5F77+QQ Bloomington, Indiana, USA",https://www.downtownbloomington.com/,+1 812-336-3681,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCudvTI-n8qvITi_TggROipB2JWWLHHqy0OkPJlJJKZuzSOe-QtvqNsgCtSeeyxOCiC6srois7qZ0V4MAVBMPHxHuOODpfGXEkctLcOUKuL5eGLYvyHATzCoUChQJ23sHP1RRG-w=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-28T18:31:33.189Z,,,,,,,,,,
https://www.google.com/maps/place/Bloomington+Public+Works+Department/data=!4m7!3m6!1s0x886c66debfa9602f:0xf8ac10c979d11ce1!8m2!3d39.1703229!4d-86.5369639!16s%2Fg%2F1tgdd4rv!19sChIJL2Cpv95mbIgR4RzReckQrPg,Bloomington Public Works Department,1.7,3,City government office,"401 N Morton St #120, Bloomington, IN 47404, United States","5FC7+46 Bloomington, Indiana, USA",https://bloomington.in.gov/publicworks,+1 812-349-3410,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOU0HALg304LjmpELSJUwBSbk5iQWVNIB6LoOAS=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-28T18:31:38.343Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Cardinal+Spirits/data=!4m7!3m6!1s0x886c66e33c2ea6b7:0x8d4dcc17df6c90f4!8m2!3d39.1561994!4d-86.5366519!16s%2Fg%2F11b75qg84q!19sChIJt6YuPONmbIgR9JBs3xfMTY0,Cardinal Spirits,4.6,376,Distillery,"922 S Morton St, Bloomington, IN 47403, United States","5F47+F8 Bloomington, Indiana, USA",http://cardinalspirits.com/,+1 812-202-6789,,https://lh3.googleusercontent.com/p/AF1QipPIRov-Ot3082hFwDXIADtt8kaPPjzvqwj-uc9E=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-28T18:31:43.537Z,,,,,,,,Stylish boutique distillery & tasting room offering craft cocktails & elevated New American bites. · Dine-in · Kerbside pickup · Delivery,LGBTQ+ friendly,
https://www.google.com/maps/place/Bloomington+Employee+Services+Department/data=!4m7!3m6!1s0x886c6f0e98068777:0xebf84aaf7db9e23f!8m2!3d39.1703229!4d-86.5369639!16s%2Fg%2F1tdskjg7!19sChIJd4cGmA5vbIgRP-K5fa9K-Os,Bloomington Employee Services Department,,,City government office,"401 N Morton St, Bloomington, IN 47404, United States","5FC7+46 Bloomington, Indiana, USA",https://bloomington.in.gov/directory/,+1 812-349-3404,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BK-AB_zMcBqL6e5TGsxf0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.7224&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-28T18:31:47.659Z,,,,,,,,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bloomington+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-28T18:31:57.881Z,,,,,,,,,,No new results found
"https://www.google.com/maps/place/IU+Office+of+Parking+Operations/@38.9592201,-85.8902547,14z/data=!4m6!3m5!1s0x886c66e9bc2a9a3b:0xbba48f63da60cad8!8m2!3d39.1635755!4d-86.5262763!16s%2Fg%2F11bwpz0wfd",IU Office of Parking Operations,1.9,112,Academic department,"Henderson Parking Garage, 310 S Fess Ave, Bloomington, IN 47401, United States","5F7F+CF Bloomington, Indiana, USA",http://parking.indiana.edu/,+1 812-855-9848,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzF5ExMER2blNUDAJqX0iLqagZEBYcRIbk229Q5vHDJ9MiPyvlE_EgGZcraWBIXlJgRN5SGZekeYZjkddU-gwy7_lozCGgPF9ka1Qm3EotzXU5jPszLYQR6WYzIehFkjQYnbY3PmA=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-10-28T18:32:06.635Z,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,Already found
"https://www.google.com/maps/place/IU+Office+of+Parking+Operations/@42.4906231,-71.2760089,14z/data=!4m6!3m5!1s0x886c66e9bc2a9a3b:0xbba48f63da60cad8!8m2!3d39.1635755!4d-86.5262763!16s%2Fg%2F11bwpz0wfd",IU Office of Parking Operations,1.9,112,Academic department,"Henderson Parking Garage, 310 S Fess Ave, Bloomington, IN 47401, United States","5F7F+CF Bloomington, Indiana, USA",http://parking.indiana.edu/,+1 812-855-9848,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzF5ExMER2blNUDAJqX0iLqagZEBYcRIbk229Q5vHDJ9MiPyvlE_EgGZcraWBIXlJgRN5SGZekeYZjkddU-gwy7_lozCGgPF9ka1Qm3EotzXU5jPszLYQR6WYzIehFkjQYnbY3PmA=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bedford+Bloomington+IN/@42.4906231,-71.2760089,14z",2025-10-28T18:32:15.621Z,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,Already found
