placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Jireh+Tires/data=!4m7!3m6!1s0x80c8d6c86f9e8165:0x13a1b99def06bf94!8m2!3d36.0437597!4d-114.9881961!16s%2Fg%2F11bz_4k98q!19sChIJZYGeb8jWyIARlL8G7525oRM,Jireh Tires,4.8,684,Tire shop,"471 N Boulder Hwy #100, Henderson, NV 89015, United States","22V6+GP Henderson, Nevada, USA",,+1 725-214-7032,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2G7GmDujhsdOTfnrmRWOxzSu_5HvewNMCZlS99J2whsaFww5UPRmf1CGa9YWFovAgREA1GxsK7urZxKn1fc8Crjw7irc7DRSi4hJ1A69ULy3L3w5QAoYt6ppcR2c87jmlxZjKoQ=w408-h307-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:51:59.243Z,,,
https://www.google.com/maps/place/Jireh+Tire+Shop/data=!4m7!3m6!1s0x80c8d12b30ce633f:0xb44e96c6a6f69f0!8m2!3d36.0562607!4d-114.9997564!16s%2Fg%2F11f_nml_c9!19sChIJP2POMCvRyIAR8GlvamzpRAs,Jireh Tire Shop,4.6,134,Tire shop,"1234 N Boulder Hwy suite b, Henderson, NV 89011, United States","3242+G3 Henderson, Nevada, USA",,+1 702-583-8946,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGB4KgcxNe3WZxIRznyTc9mg3z7bHTLnrPffOfvV74zYU5slBiDhllpTWVveyKhH_zhE8IRxCelf0L8O1nDtWKXPcjrXTFoA12bjwvYi6iZr-VlHz7XVH0BpuR84qhRtkOpBp8=w408-h725-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:06.682Z,,,
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x80c8d430cd9b4315:0x8660d4531019ee37!8m2!3d36.0123933!4d-114.9614176!16s%2Fg%2F1tx479_m!19sChIJFUObzTDUyIARN-4ZEFPUYIY,Pep Boys Auto Service & Tires,4.6,613,Tire shop,"750 E Horizon Dr, Henderson, NV 89015, United States","226Q+XC Henderson, Nevada, USA",https://www.pepboys.com/stores/nv/henderson/750-e-horizon-drive?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 702-514-1962,"Open · Closes 7 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq9bvAvc_xyfminwAARNfZC9whpR2wDfIO-lt3HA34C5FsUhi9dGbnJFnXC7J5c4Lpzbqu6Nyn3QUa3TfH0kH7NCY8vCA3X02i7LZoc_Jrx9D8X9A9ZUKB51guIYBtnT8KXEDtOStYGPyOj=w531-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:13.857Z,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Tire+Choice+Auto+Service+Centers/data=!4m7!3m6!1s0x80c8d437334d8313:0x2dafa3c04f619d48!8m2!3d36.0120438!4d-114.9615946!16s%2Fg%2F11c1n8l2xy!19sChIJE4NNMzfUyIARSJ1hT8Cjry0,Tire Choice Auto Service Centers,4.4,292,Tire shop,"740 E Horizon Dr, Henderson, NV 89015, United States","226Q+R9 Henderson, Nevada, USA",https://locations.thetirechoice.com/nv/henderson/740-e-horizon-drive?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_1678,+1 702-623-2000,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovv6D4rSXpmhflYFoSSoJfaHJqnGBk8vK6HJbNT09oNKXVJeSAliKbP5WeyppNNZh8meR2dqHAzgwCsYx_rF5SMuu1gq1qrvml6cy0g55QbCB5cN-3IK6f9qY9VL4IJPu0S_CGWg=w408-h306-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:20.867Z,· In-store shopping · In-store pick-up,LGBTQ+ friendly,
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x80c8d697ffa8d8d5:0x9c7e1979110e233f!8m2!3d36.034822!4d-114.975517!16s%2Fg%2F1vn_z74k!19sChIJ1dio_5fWyIARPyMOEXkZfpw,Pep Boys Auto Service & Tires,4.1,633,Tire shop,"408 S Boulder Hwy, Henderson, NV 89015, United States","22MF+WQ Henderson, Nevada, USA",https://www.pepboys.com/stores/nv/henderson/408-s-boulder-hwy?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 702-509-6786,"Open · Closes 7 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_-_uNN8MRJPmf4t00G0FOAyQe9w48o3i5ec12CDD3eB2lBdnvpZLwV1fm0bMz_5n_0EfSLX38roozDbKoBCn4zPG3m9F0Izq7onwQAvZgg9TaAO5p3wAQG_w4lsYobvWjPMC_lwcde0s=w531-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:27.489Z,· In-store shopping · Kerbside pickup,,
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x80c8d69d7935b347:0x77ee4c0377831d1e!8m2!3d36.0266514!4d-114.9662149!16s%2Fg%2F11b8083d8_!19sChIJR7M1eZ3WyIARHh2DdwNM7nc,Big O Tires,4.2,511,Auto repair shop,"828 S Boulder Hwy, Henderson, NV 89015, United States","22GM+MG Henderson, Nevada, USA",https://www.bigotires.com/location/nv/henderson/828-s-boulder-hwy-89015/028903?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_OTkyNzQ5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 702-763-7606,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfIhIgWbwzyJ15EModzTDYsALGtKWO0NQEF2YPHMNRqblu0PCPOIbXq8dvfSLs9KVB9617_cwSPLwhuz6-_cVkLYEk_JCRb_BLxeqeaeLV1Q72pnOCRMVyKmvr4ttr1rlKLp1t=w420-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:32.998Z,,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x80c8d6b495c660d3:0x6f71e7893b745ff6!8m2!3d36.0366889!4d-114.9971476!16s%2Fg%2F1tdyfxvb!19sChIJ02DGlbTWyIAR9l90O4nncW8,Discount Tire,4.4,763,Tire shop,"432 W Lake Mead Pkwy, Henderson, NV 89015, United States","22P3+M4 Henderson, Nevada, USA",https://www.discounttire.com/store/nv/henderson/s/1847,+1 702-558-1673,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqTBCTbvcFTi0gmUYQMC9W4-zK29Y_3vQ8U0ly8d4r-nfH_uCHNkKwmrUxCUD2t6sVXXbKTfs7EG1q87gd4SQ5xki5Dnb6q5-wLzLWNZc2w8PQhS4ohMo5hMLTBVHOQOFrn27tcFiZJxp_z=w408-h413-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:38.976Z,· In-store shopping · Kerbside pickup,,
https://www.google.com/maps/place/Master+Tech+Automotive+Repair/data=!4m7!3m6!1s0x80c8d12b21da0893:0xa1a548845ffc47e2!8m2!3d36.0566743!4d-115.0004213!16s%2Fg%2F1vhkkv03!19sChIJkwjaISvRyIAR4kf8X4RIpaE,Master Tech Automotive Repair,4.7,293,Auto repair shop,"1300 N Boulder Hwy Suite B, Henderson, NV 89011, United States","3X4X+MR Henderson, Nevada, USA",https://www.hendersonautomobilerepairshop.com/?y_source=1_NjMzOTg2MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 702-641-9389,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKd697Y32Tx7h7cVVP81xY5F-_rTj1fN0dsU5DtAeNZwCF6I-es-0r_CbIrDNj5vg9h_1JOVGMb3-3boC6pKr9eywCj7E5FOCuYsWhTwkmOdNzlYOXIwi_6Oj0fUMp7ByRKy4AsA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:44.511Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Brake+Masters+%23242/data=!4m7!3m6!1s0x80c8d7b96da7c4a3:0x156a1f08038d7b90!8m2!3d36.0362486!4d-114.9965608!16s%2Fg%2F11y3s59c2d!19sChIJo8SnbbnXyIARkHuNAwgfahU,Brake Masters #242,4.9,100,Auto repair shop,"440 W Lake Mead Pkwy, Henderson, NV 89015, United States","22P3+F9 Henderson, Nevada, USA",https://www.brakemasters.com/stores/store-242/,+1 725-465-8059,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoIgjBd8qGgdfusR-yonAyiG6ySc6AG8g9m8VQd491gplD9Az-hD3GQO8BOspw5uYhS5_JkD_-bOjFuygZJ9_T-MRseZeehNFxwS5AbfhgB9sTjdiusOEB-buNeb8lbu3ZmEogr9JDxLrg=w412-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:50.243Z,,,
https://www.google.com/maps/place/Tire+Works/data=!4m7!3m6!1s0x80c8d170bc2224d9:0x571632b1ddd13170!8m2!3d36.0358952!4d-115.0475692!16s%2Fg%2F11h7c6xxsx!19sChIJ2SQivHDRyIARcDHR3bEyFlc,Tire Works,4.6,1058,Tire shop,"145 N Stephanie St, Henderson, NV 89074, United States","2XP2+9X Henderson, Nevada, USA",https://www.tireworks.net/locations/nv/henderson/auto-repair-145-n-stephanie-street?utm_source=local_listing&utm_medium=organic&utm_campaign=store_2017,+1 702-766-9849,"Open · Closes 6 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepnDeC8_R7c89IISe4IvZBcAfz1_7d1xeOuKQOVePTtqrxqoTOF6UJT1cwGC51tqd-IF-kBbbILgCEnAr2WdSYLdcnvtm_ZI7kfv4N-XIxnV4ryE1ww7irhDxYnc3fYQdspLvTUaPcWBF3b=w426-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-03-23T15:52:56.285Z,· In-store shopping · In-store pick-up,,
