placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Chase+Healthcare/data=!4m7!3m6!1s0x862697d0c4b0ec4b:0x6d050775a6c6c626!8m2!3d30.5307683!4d-91.0297293!16s%2Fg%2F1263tzcsz!19sChIJS-ywxNCXJoYRJsbGpnUHBW0,Chase Healthcare,1.0,2,Home health care service,"8755 Sullivan Rd, Baton Rouge, LA 70818, United States","GXJC+84 Baton Rouge, Louisiana, USA",,+1 225-274-1444,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QCl1Vm5yeY2xkIb59Su6ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.29554&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:49:40.072Z,,,,,,,,,,,
"https://www.google.com/maps/place/Nursing+Prn/@30.5304343,-91.0287703,17z/data=!3m1!4b1!4m6!3m5!1s0x862697d0c4b0ec4b:0x99e9a28ae5522656!8m2!3d30.5304343!4d-91.0287703!16s%2Fg%2F125_sqm_x",Nursing Prn,3.0,2,Home health care service,"8755 Sullivan Rd # 2D, Baton Rouge, LA 70818, United States","GXJC+5F Baton Rouge, Louisiana, USA",,+1 225-273-0051,,,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:49:45.161Z,,,,,,,,,,,
https://www.google.com/maps/place/Leading+Home+Care+-+Baton+Rouge/data=!4m7!3m6!1s0x8626a6a89483ea41:0xbbc62e9fc2ba9a32!8m2!3d30.4060119!4d-91.0819106!16s%2Fg%2F1tdq6cq_!19sChIJQeqDlKimJoYRMpq6wp8uxrs,Leading Home Care - Baton Rouge,4.7,76,Home health care service,"4740 Bluebonnet Blvd ste a, Baton Rouge, LA 70809, United States","CW49+C6 Baton Rouge, Louisiana, USA",https://lhcla.com/,+1 225-930-0213,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipO1Fx9MfiQ0WBqwHUWCArSdmi1g-PSzoSkcwaTk=w408-h306-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:49:50.223Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,,,,
"https://www.google.com/maps/place/RMS+Healthcare+Inc/@30.5302633,-91.0287742,17z/data=!3m1!4b1!4m6!3m5!1s0x8626bd37243cbf01:0x2441b1a1f8de9fa0!8m2!3d30.5302633!4d-91.0287742!16s%2Fg%2F1tdnfmd2",RMS Healthcare Inc,,,Home health care service,"8755 Sullivan Rd, Baton Rouge, LA 70818, United States","GXJC+4F Baton Rouge, Louisiana, USA",,+1 225-273-0075,,,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:49:54.477Z,,,,,,,,,,,
https://www.google.com/maps/place/At+Home+Care+of+Louisiana/data=!4m7!3m6!1s0x8626a54d49f3e8f3:0x1c020ccf53eebb0d!8m2!3d30.417988!4d-91.0551257!16s%2Fg%2F11jxt8n27x!19sChIJ8-jzSU2lJoYRDbvuU88MAhw,At Home Care of Louisiana,4.9,57,Home health care service,"11410 Lake Sherwood Ave N suite b, Baton Rouge, LA 70816, United States","CW9V+5W Baton Rouge, Louisiana, USA",https://homecarelouisiana.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,+1 225-256-7804,,https://lh3.googleusercontent.com/p/AF1QipPT8akmOLRNDP2yDu3o37C9NL8j4cKCH-jukZdf=w408-h408-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:49:58.933Z,,,,,,,,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Alpha+Medical+Home+Care+Inc./data=!4m7!3m6!1s0x8626a31d91111411:0x81867b1176e35d25!8m2!3d30.4764022!4d-91.0841742!16s%2Fg%2F1q5bpf_bb!19sChIJERQRkR2jJoYRJV3jdhF7hoE,Alpha Medical Home Care Inc.,3.7,3,Home health care service,"3009 Monterrey Dr Suite B, Baton Rouge, LA 70814, United States","FWG8+H8 Baton Rouge, Louisiana, USA",https://ldh.la.gov/index.cfm/directory/detail/6997/catid/336,+1 225-925-3412,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sG-WyH34vMNDDFGi-e94Fg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.478874&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:50:03.577Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,,,,
https://www.google.com/maps/place/Always+Best+Care+Senior+Services+-+Home+Care+Services+in+Baton+Rouge/data=!4m7!3m6!1s0x8626a4441b208a61:0xa371c2dbfee1c867!8m2!3d30.409048!4d-91.0664825!16s%2Fg%2F1hc18hwxj!19sChIJYYogG0SkJoYRZ8jh_tvCcaM,Always Best Care Senior Services - Home Care Services in Baton Rouge,4.8,125,Home health care service,"10455 Jefferson Hwy Suite 110, Baton Rouge, LA 70809, United States","CW5M+JC Baton Rouge, Louisiana, USA",https://alwaysbestcare.com/baton-rouge/?utm_campaign=gmb,+1 225-771-8605,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM2s-YzxZbbyp1CaLLKuxSiPTkqt28Pw-vSgEFC=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:50:08.222Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Baton+Rouge+General+Home+Health/data=!4m7!3m6!1s0x8626a163d5d96bc5:0xd1e7a8eaeca48d58!8m2!3d30.4127366!4d-91.0961451!16s%2Fg%2F11glg16j2d!19sChIJxWvZ1WOhJoYRWI2k7Oqo59E,Baton Rouge General Home Health,3.6,5,Home health care service,"8545 United Plaza Blvd Suite 380, Baton Rouge, LA 70809, United States","CW73+3G Baton Rouge, Louisiana, USA",https://lhcgroup.com/locations/baton-rouge-general-home-health/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Baton_Rouge_General_Home_Health_Baton_Rouge_LA_70806,+1 225-376-6157,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U3lVjStT5dRQmPYbgrqqXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.8351&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:50:12.783Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Griswold+Home+Care+for+Baton+Rouge/data=!4m7!3m6!1s0x8626a6a85f699e6b:0x816594d12f0562a6!8m2!3d30.4214379!4d-91.1374288!16s%2Fg%2F12hm63sr8!19sChIJa55pX6imJoYRpmIFL9GUZYE,Griswold Home Care for Baton Rouge,4.9,90,Home health care service,"4637 Jamestown Ave Suite D, Baton Rouge, LA 70808, United States","CVC7+H2 Baton Rouge, Louisiana, USA",https://www.griswoldcare.com/baton-rouge/,+1 225-372-5807,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMDJHE5Yf8ZbNck1VdNohjgxqiSADHxik2ECOT4=w408-h306-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:50:17.449Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Superior+Home+Health+Care+Inc/data=!4m7!3m6!1s0x8626a4953bdb6e4d:0x3cba7fb5a32f4aa5!8m2!3d30.4094958!4d-91.0790076!16s%2Fg%2F1tlmnpkp!19sChIJTW7bO5WkJoYRpUovo7V_ujw,Superior Home Health Care Inc,4.3,16,Home health care service,"4301 Bluebonnet Blvd, Baton Rouge, LA 70809, United States","CW5C+Q9 Baton Rouge, Louisiana, USA",http://www.superiorhhc.com/,+1 225-766-8097,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mjxrnvdKNKAxFoa3TQyBxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.06747&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-10T17:50:22.036Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
