placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info
https://www.google.com/maps/place/Pathways+of+Northern+Colorado/data=!4m7!3m6!1s0x87694d05df5761a5:0x41b98dd4eef5301f!8m2!3d40.479653!4d-105.07306!16s%2Fg%2F1tcyljbz!19sChIJpWFX3wVNaYcRHzD17tSNuUE,Pathways of Northern Colorado,3.9,52,Hospice,"305 Carpenter Rd, Fort Collins, CO 80525, United States","FWHG+VQ Fort Collins, Colorado, USA",https://pathways-care.org/,+1 970-663-3500,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipN4UVLpM5lU4rwtX0Ix8DM7y2Q4ikPY8hl_ta5Z=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:02.648Z,
https://www.google.com/maps/place/Pathways+Inpatient+Care+Center/data=!4m7!3m6!1s0x87694d1fbe4711e5:0x520d4d14f2c1548!8m2!3d40.479601!4d-105.0722795!16s%2Fg%2F11w_v9472d!19sChIJ5RFHvh9NaYcRSBUsT9HUIAU,Pathways Inpatient Care Center,4.3,6,Hospice,"317 Carpenter Rd, Fort Collins, CO 80525, United States","FWHH+R3 Fort Collins, Colorado, USA",https://pathways-care.org/inpatient-care-center/,+1 970-663-3500,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rPIFGY1mtAfv3Si9AhNEbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.76192&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:07.435Z,
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x87694b7a0c82c6b5:0xc94d6a60b4bf41a!8m2!3d40.531804!4d-105.0740516!16s%2Fg%2F1td18b5t!19sChIJtcaCDHpLaYcRGvRLC6bWlAw,Home Instead,4.7,66,Home health care service,"251 Boardwalk Dr, Fort Collins, CO 80525, United States","GWJG+P9 Fort Collins, Colorado, USA",https://www.homeinstead.com/home-care/usa/co/fort-collins/365/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 970-999-7610,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN0twSS4pAMmbdbCXOVW9QD5etFR3Bpnpus5_Oj=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:11.812Z,LGBTQ+ friendly
"https://www.google.com/maps/place/Tricia+Goshey,+FNP:+Palliative+Medicine/data=!4m7!3m6!1s0x876eb3418c252d23:0xb40a92ba7e464dd8!8m2!3d40.5212402!4d-105.0086548!16s%2Fg%2F11c5zx41xb!19sChIJIy0ljEGzbocR2E1GfrqSCrQ","Tricia Goshey, FNP: Palliative Medicine",,,Hospice,"4700 Lady Moon Dr, Fort Collins, CO 80528, United States","GXCR+FG Fort Collins, Colorado, USA",http://doctors.bannerhealth.com/,+1 970-821-4500,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bc_uj8k3Xc6sfhX3e9AvCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.22903&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:16.561Z,
https://www.google.com/maps/place/Home+To+Heaven/data=!4m7!3m6!1s0x87694b7600318d2d:0xc57b7f58059a2f88!8m2!3d40.5217397!4d-105.059796!16s%2Fg%2F1hc0r76mk!19sChIJLY0xAHZLaYcRiC-aBVh_e8U,Home To Heaven,4.9,156,Veterinarian,"1001a E Harmony Rd, Fort Collins, CO 80525, United States","GWCR+M3 Fort Collins, Colorado, USA",http://www.hometoheaven.net/,+1 970-412-6212,Closes soon ⋅ 6 pm ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nriMoLmzco5UFmIg7ANPD4-XTXz9k1QJDTjIhuTYKnZ1UCMgeuc1kXRZgdXknLUvJyFHbgjP7GfSSo0ZteAnAwaEZx6xcnvHxXhwaWZz8gN0XXsVfsAU5qFytM4qw6aHzu1NER8rQ=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–4 pm,8 am–2 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:21.085Z,
https://www.google.com/maps/place/Poudre+Canyon+Health+and+Rehablitation/data=!4m7!3m6!1s0x87694ae0c1a6f269:0x4152881653400357!8m2!3d40.5737101!4d-105.0573619!16s%2Fg%2F1tpf7m4h!19sChIJafKmweBKaYcRVwNAUxaIUkE,Poudre Canyon Health and Rehablitation,3.6,45,Assisted living facility,"1000 S Lemay Ave, Fort Collins, CO 80524, United States","HWFV+F3 Fort Collins, Colorado, USA",,+1 970-482-7925,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMreP-gqmhCW4Qpp8ARzRdaifbPHGsK2U8slIQ=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:25.408Z,
"https://www.google.com/maps/place/Janeva+Pankey,+MD:+Palliative+Medicine/data=!4m7!3m6!1s0x876eb3418c252d23:0x630c7c1ee4f0d658!8m2!3d40.5213368!4d-105.0086216!16s%2Fg%2F11c5_1_67g!19sChIJIy0ljEGzbocRWNbw5B58DGM","Janeva Pankey, MD: Palliative Medicine",,,Hospice,"4700 Lady Moon Dr, Fort Collins, CO 80528, United States","GXCR+GH Fort Collins, Colorado, USA",http://doctors.bannerhealth.com/,+1 970-821-4500,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bc_uj8k3Xc6sfhX3e9AvCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.0233&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:29.789Z,
https://www.google.com/maps/place/Columbine+Health+Systems/data=!4m7!3m6!1s0x87694bbad6f3c549:0xba539e3edabf481c!8m2!3d40.5539992!4d-105.0912676!16s%2Fg%2F1tggt_rj!19sChIJScXz1rpLaYcRHEi_2j6eU7o,Columbine Health Systems,3.0,22,Nursing home,"802 W Drake Rd, Fort Collins, CO 80526, United States","HW35+HF Fort Collins, Colorado, USA",http://www.columbinehealth.com/,+1 970-482-0198,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMuxI1at0SH516UzwUX7z4yL-HIL7C7sK03pnGB=w456-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:34.289Z,
"https://www.google.com/maps/place/UCHealth+-+Meghan+Reusser+RN,+MSN,+FNP-BC/data=!4m7!3m6!1s0x87694b6e5fc6afb1:0x71d9ab71e2eceb7e!8m2!3d40.5716484!4d-105.0566547!16s%2Fg%2F11gtbfwdkh!19sChIJsa_GX25LaYcRfuvs4nGr2XE","UCHealth - Meghan Reusser RN, MSN, FNP-BC",,,Nurse practitioner,"1024 S Lemay Ave, Fort Collins, CO 80524, United States","HWCV+M8 Fort Collins, Colorado, USA",https://www.uchealth.org/provider/meghan-reusser/?utm_source=GMBSocialClimb&utm_medium=UCHealth-MeghanReusserRN%2CMSN%2CFNP-BC,+1 970-495-7000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WZW6izYeR8dQZFX2Z8fm0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.91&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:36.628Z,
https://www.google.com/maps/place/UCHealth+Palliative+Care+-+Poudre+Valley+Hospital/data=!4m7!3m6!1s0x87694ae068a6669b:0x250a74114430df51!8m2!3d40.5716484!4d-105.0566547!16s%2Fg%2F11b75glvkr!19sChIJm2amaOBKaYcRUd8wRBF0CiU,UCHealth Palliative Care - Poudre Valley Hospital,,,,"1024 S Lemay Ave, Fort Collins, CO 80524, United States","HWCV+M8 Fort Collins, Colorado, USA",https://www.uchealth.org/locations/uchealth-palliative-care-poudre-valley-hospital/,+1 970-624-1900,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WZW6izYeR8dQZFX2Z8fm0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.91&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-17T23:49:40.848Z,
