placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Tucson+CPA,+Thomas+E+Scott,+Business+Tax+Services,+Tucson+Accountant,+Bookkeeping,+Tax+Returns+Firm/data=!4m7!3m6!1s0x86d6711984176433:0x3800e99c4c6fab54!8m2!3d32.2319134!4d-110.9689857!16s%2Fg%2F11c0w0pkfq!19sChIJM2QXhBlx1oYRVKtvTJzpADg","Tucson CPA, Thomas E Scott, Business Tax Services, Tucson Accountant, Bookkeeping, Tax Returns Firm",4.5,25,Certified public accountant,"145 E University Blvd, Tucson, AZ 85705, United States","62JJ+QC Tucson, Arizona, USA",https://www.tescottcpa.com/,+1 800-272-4005,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNA0lENYkKMsOHDEVac33RVMdUYkdxhNREPmt51=w408-h315-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:04.887Z,,,
https://www.google.com/maps/place/Michael+Salomon+CPA/data=!4m7!3m6!1s0x86d67048fd83c889:0xfaff736870b0eef9!8m2!3d32.2217987!4d-110.9303343!16s%2Fg%2F11ckbccsg8!19sChIJiciD_Uhw1oYR-e6wcGhz__o,Michael Salomon CPA,4.9,28,Certified public accountant,"2813 E Broadway Blvd, Tucson, AZ 85716, United States","63C9+PV Tucson, Arizona, USA",http://msalomoncpa.com/,+1 520-589-7000,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYliX_vWY1n6QHKDGknFaxRaf5pfOUvkQIEyCWekRleMi-Niy3kRyErZFOrtISIm9_OHQ6cePTfceZqw5DYW3LY6sGcQkhhl8mdqZp1CBTSgyZo205RAL-vq-80-sy5Ac7qaQ_=w408-h306-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:10.727Z,,,
"https://www.google.com/maps/place/Keegan+Linscott+%26+Associates,+PC/data=!4m7!3m6!1s0x86d670e02b34ff33:0x535e24d645085ec0!8m2!3d32.2691959!4d-110.944253!16s%2Fg%2F1v_s69x5!19sChIJM_80K-Bw1oYRwF4IRdYkXlM","Keegan Linscott & Associates, PC",4.6,19,Accountant,"3443 N Campbell Ave #115, Tucson, AZ 85719, United States","7394+M7 Tucson, Arizona, USA",https://www.keeganlinscott.com/,+1 520-884-0176,"Closed ⋅ Opens 8 am Mon

Confirmed by phone call 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM9NBzFhst-LwxrVwYVmwgq8IqTeifI2islC5bq=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:15.867Z,,,
"https://www.google.com/maps/place/J+Michale+Haubert,+CPA+PC/data=!4m7!3m6!1s0x86d66e180f1b9625:0xcf7ba8c6531707ee!8m2!3d32.289371!4d-110.959206!16s%2Fg%2F1tfvtcwv!19sChIJJZYbDxhu1oYR7gcXU8aoe88","J Michale Haubert, CPA PC",4.7,48,Certified public accountant,"4566 N 1st Ave STE 140, Tucson, AZ 85718, United States","72QR+P8 Tucson, Arizona, USA",http://www.jmhcpa.biz/,+1 520-318-1040,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNVb9O1QkfQb6CJQHSWYOY8uRzTlExemBDU812L=w408-h272-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:21.213Z,,,
https://www.google.com/maps/place/Desert+Rose+Tax+%26+Accounting/data=!4m7!3m6!1s0x86d66f8e36010de5:0xdfb0b604b248fdd8!8m2!3d32.2063642!4d-110.8705387!16s%2Fg%2F1vppszf8!19sChIJ5Q0BNo5v1oYR2P1IsgS2sN8,Desert Rose Tax & Accounting,4.9,314,Certified public accountant,"5702 E 22nd St, Tucson, AZ 85711, United States","644H+GQ Tucson, Arizona, USA",https://www.desertrosetax.com/,+1 520-747-4964,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipN5npxLdXjC14RxRWTpmVY2_MAC7hiLX2ff6ji5=w408-h270-k-no,true,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:26.348Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Professional+Tax+%26+Accounting/data=!4m7!3m6!1s0x86d676c583869eab:0x9b2f3440b5415fca!8m2!3d32.2299944!4d-111.0108032!16s%2Fg%2F1th49vcf!19sChIJq56Gg8V21oYRyl9BtUA0L5s,Professional Tax & Accounting,3.9,28,Tax preparation service,"2036 W Calle Armenta, Tucson, AZ 85745, United States","6XHQ+XM Tucson, Arizona, USA",,+1 520-622-8339,"Open ⋅ Closes 8 pm

Updated by phone call 1 week ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uZ0FKSrvBc0fsk5sXoeMDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.96515&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:31.630Z,,,
https://www.google.com/maps/place/JTC+CPA/data=!4m7!3m6!1s0x86d670484a7256b7:0x4c6686787e6a29c7!8m2!3d32.2514038!4d-110.8624038!16s%2Fg%2F1thhkz21!19sChIJt1ZySkhw1oYRxylqfniGZkw,JTC CPA,4.9,36,Certified public accountant,"6125 E Grant Rd, Tucson, AZ 85712, United States","742Q+H2 Tucson, Arizona, USA",https://www.jtccpas.com/locations/tucson-cpa/,+1 520-327-8706,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOksnBinzcPNKKrIr35aR04DMoeB4hEDyIIFHpx=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:36.636Z,,,
"https://www.google.com/maps/place/Alan+Berg,+CPA,+PLLC/data=!4m7!3m6!1s0x86d671f353e275a5:0xaa7f2b4f65cf9049!8m2!3d32.271252!4d-110.907162!16s%2Fg%2F11xxm99z6!19sChIJpXXiU_Nx1oYRSZDPZU8rf6o","Alan Berg, CPA, PLLC",5.0,107,Certified public accountant,"4007 E Paradise Falls Dr #210, Tucson, AZ 85712, United States","73CV+G4 Tucson, Arizona, USA",,+1 520-870-8225,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOJPYpSB-DQ7L7QoZYcq7ds91nMbKzEHBG3eNI2=w408-h544-k-no,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:41.806Z,,,
"https://www.google.com/maps/place/Sandra+L.+Reed,+CPA/data=!4m7!3m6!1s0x86d66faa3bc0585f:0xa9111e795c3296f7!8m2!3d32.2245331!4d-110.8585222!16s%2Fg%2F1tw_nptn!19sChIJX1jAO6pv1oYR95YyXHkeEak","Sandra L. Reed, CPA",4.9,36,Certified public accountant,"333 N Wilmot Rd #340, Tucson, AZ 85711, United States","64FR+RH Tucson, Arizona, USA",http://cpa-tucson.com/,+1 520-760-9400,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOLgkjLgpxyCaLp4SlyaMLvjImaEqhjQ0vRW76J=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:47.168Z,,,
"https://www.google.com/maps/place/Alan+C+Sears,+CPA+-+Accounting+and+Tax+Services/data=!4m7!3m6!1s0x86d66e19a39025c3:0x5d374a60b9d417e4!8m2!3d32.2364618!4d-110.939173!16s%2Fg%2F1pw3yfqn4!19sChIJwyWQoxlu1oYR5BfUuWBKN10","Alan C Sears, CPA - Accounting and Tax Services",5.0,4,Certified public accountant,"2211 E Speedway Blvd, Tucson, AZ 85719, United States","63P6+H8 Tucson, Arizona, USA",https://www.taxpreptucson.com/,+1 520-885-1040,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipO77rAEVCzuNZbRQ73t1STFD8ZcMN9d0BwcJzwR=w408-h449-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:52.330Z,,,
https://www.google.com/maps/place/DeBenedetti+%26+Co./data=!4m7!3m6!1s0x86d66fab2ea3418b:0x2e8761ba75a0b1b1!8m2!3d32.242411!4d-110.9349801!16s%2Fg%2F1tdcb7j9!19sChIJi0GjLqtv1oYRsbGgdbphhy4,DeBenedetti & Co.,4.3,6,Certified public accountant,"2504 E Elm St #100, Tucson, AZ 85716, United States","63R8+X2 Tucson, Arizona, USA",https://dbcofinancial.com/,+1 520-320-1332,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN-UYiwqBV2Gy6iJ65NMPiKk_xzTPup0vRsxp24=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:53:57.346Z,,,
"https://www.google.com/maps/place/David+Oase,+CPA/data=!4m7!3m6!1s0x86d665c6af2f8d91:0x9991a5beedfc74f4!8m2!3d32.1769182!4d-110.8259785!16s%2Fg%2F1tp1z7t4!19sChIJkY0vr8Zl1oYR9HT87b6lkZk","David Oase, CPA",4.7,114,Certified public accountant,"7802 E Escalante Rd, Tucson, AZ 85730, United States","55GF+QJ Tucson, Arizona, USA",https://tucsoncpa.com/,+1 520-790-2738,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMC3VdNL5g6ZSz7ScxFUrTwpWodzJ3D45H2eXxm=w408-h306-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:54:02.555Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Martin+Zeldin,+CPA+PC/data=!4m7!3m6!1s0x86d6719b4d0c8a85:0x7160bb087bc5450b!8m2!3d32.2602572!4d-110.9447369!16s%2Fg%2F1tdbr9kf!19sChIJhYoMTZtx1oYRC0XFewi7YHE","Martin Zeldin, CPA PC",5.0,2,Tax preparation service,"2927 N Campbell Ave, Tucson, AZ 85719, United States","7364+44 Tucson, Arizona, USA",,+1 520-327-1866,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3okdUWZv2qsk-XRIMh5DVVAAnjs5HNeIf_ba_Iviz1Fjc1zLWkNjx8m-gPJCyuZKAndyKpQLcCirCieJ1L7wyYgfwW-HjsVLJ_mw3SqB7RszYyvOHO1cc4rpQQa2WEUtl-NRuHA=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2025-10-19T15:54:05.459Z,,,
