placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,attributes,isBlackOwned
https://www.google.com/maps/place/Onus+iV+Therapy+%2B+Longevity:+Boulder/data=!4m7!3m6!1s0x876bec2a326788cb:0xb5a2213bd31d688e!8m2!3d40.016703!4d-105.281401!16s%2Fg%2F11gdkq563h!19sChIJy4hnMirsa4cRjmgd0zshorU,Onus iV Therapy + Longevity: Boulder,5.0,175,Health spa,"1035 Walnut St, Boulder, CO 80302, United States","2P89+MC Boulder, Colorado, USA",https://www.onusiv.com/locations/boulder,+1 720-582-0738,"Closed ⋅ Opens 10 am Mon

Updated by this business 12 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPpddlcLm4HgaBhhgWHku_5jPIlk9gptO9pgfmH=w408-h269-k-no,true,10 am–4 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:14.754Z,,,
https://www.google.com/maps/place/IV+Boulder/data=!4m7!3m6!1s0x876beda213e95ac5:0xff1d51e93f1d2124!8m2!3d40.0219199!4d-105.2614116!16s%2Fg%2F11pbg044l3!19sChIJxVrpE6Lta4cRJCEdP-lRHf8,IV Boulder,5.0,43,Medical clinic,"2575 Pearl St STE 1B, Boulder, CO 80302, United States","2PCQ+QC Boulder, Colorado, USA",https://www.ivboulder.com/,+1 720-388-1688,Closed ⋅ Opens 11 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOYl9drRS6-zkvnztZScKz4G4-yk7mCgw1DDXst=w408-h306-k-no,true,Closed,11 am–7 pm,Closed,10 am–2 pm,Closed,10 am–2 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:20.486Z,,,
https://www.google.com/maps/place/Bodhi+Ketamine+Infusion+Center/data=!4m7!3m6!1s0x876bef7850c214c9:0x31ae0e4666ca6b7d!8m2!3d40.0279255!4d-105.2552455!16s%2Fg%2F11vyd21wds!19sChIJyRTCUHjva4cRfWvKZkYOrjE,Bodhi Ketamine Infusion Center,5.0,3,Mental health clinic,"2760 29th St #1C, Boulder, CO 80301, United States","2PHV+5W Boulder, Colorado, USA",https://bodhiinfusions.com/,+1 720-545-8487,"Closed ⋅ Opens 9 am Mon

Updated by this business 11 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMUSubDTm8fwqSWXgWxP7AvvhB-lZpPUg69l5s7=w408-h544-k-no,true,Closed,9 am–5 pm,Closed,9 am–5 pm,Closed,9 am–5 pm,8 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:25.940Z,,,
https://www.google.com/maps/place/Vivo+Infusion+Boulder/data=!4m7!3m6!1s0x876bed7ad5d6c78f:0x79d06604ab330579!8m2!3d40.0180053!4d-105.2627223!16s%2Fg%2F11vhd7rwg1!19sChIJj8fW1Xrta4cReQUzqwRm0Hk,Vivo Infusion Boulder,5.0,3,Medical clinic,"2425 Canyon Blvd F, Boulder, CO 80302, United States","2P9P+6W Boulder, Colorado, USA",https://vivoinfusion.com/locations/boulder/,+1 720-983-1066,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNB7CIqOY6ojGPfLpwrMg7xNyCMQrufxgSP2zoo=w408-h378-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:30.802Z,,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x876bed510fa3c531:0xa2bc05ae79d70df3!8m2!3d40.0231533!4d-105.2570594!16s%2Fg%2F11nrs2_bp1!19sChIJMcWjD1Hta4cR8w3Xea4FvKI,Restore Hyper Wellness,4.9,211,Medical spa,"2835 Pearl St ste d, Boulder, CO 80301, United States","2PFV+75 Boulder, Colorado, USA",https://www.restore.com/locations/co-boulder-co006?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4MzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 720-269-4934,"Closed ⋅ Opens 10 am Mon

Confirmed by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPNJraWJwUrr0x_c-QmOO8xrI9gg5sgCMO70s0N=w408-h272-k-no,true,11 am–5 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:35.704Z,,,
https://www.google.com/maps/place/Naturopathic+Womens+Wellness/data=!4m7!3m6!1s0x876beee25e1e6b21:0x16bdd50419fcdfeb!8m2!3d40.0597577!4d-105.2813491!16s%2Fg%2F1vn_zfwk!19sChIJIWseXuLua4cR69_8GQTVvRY,Naturopathic Womens Wellness,5.0,109,Medical clinic,"1295 Yellow Pine Ave, Boulder, CO 80304, United States","3P59+WF Boulder, Colorado, USA",http://www.naturopathicwomenswellness.com/,+1 303-545-2021,"Closed ⋅ Opens 9:30 am Tue

Updated by others 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipM_rnRN-I_hsKh-Xy8Xhw4hvqEbxzp2LmBDi3-E=w408-h306-k-no,true,Closed,Closed,9:30 am–4:30 pm,9:30 am–4 pm,9:30 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:40.714Z,,,
https://www.google.com/maps/place/Rocky+Mountain+Cancer+Centers+-+Boulder/data=!4m7!3m6!1s0x876bedef32801c6f:0x1c266981352f94a8!8m2!3d40.0151267!4d-105.2369451!16s%2Fg%2F1tdylpyh!19sChIJbxyAMu_ta4cRqJQvNYFpJhw,Rocky Mountain Cancer Centers - Boulder,4.5,168,Cancer treatment center,"4715 Arapahoe Ave, Boulder, CO 80303, United States","2Q87+36 Boulder, Colorado, USA",https://www.rockymountaincancercenters.com/locations/boulder?utm_source=local-listings&utm_medium=google-bing&utm_campaign=pg,+1 303-385-2000,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPIraMQ5D5YKgsCuk3vR4b_336QpKfh1ex924pl=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:45.604Z,,,
https://www.google.com/maps/place/Evolution+Dermatology+%2B+Wellness/data=!4m7!3m6!1s0x876befd29f1d054f:0x153894188b697f09!8m2!3d40.0584309!4d-105.2791553!16s%2Fg%2F11s4_gvg0x!19sChIJTwUdn9Lva4cRCX9pixiUOBU,Evolution Dermatology + Wellness,4.9,147,Dermatologist,"1455 Yarmouth Ave STE 112, Boulder, CO 80304, United States","3P5C+98 Boulder, Colorado, USA",https://www.evolutiondermatology.com/,+1 720-738-7770,"Closed ⋅ Opens 8 am Mon

Updated by this business 3 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMZtQkgXHQ7tnwKOLcq-i_RqSCt83o4q8rC5Vle=w408-h288-k-no,true,Closed,8 am–5 pm,8 am–5 pm,9 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:50.669Z,,,
https://www.google.com/maps/place/Hydrate+IV+Bar/data=!4m7!3m6!1s0x876bedcfc9b0b19b:0xcf20515b0832cbda!8m2!3d40.0159397!4d-105.2634503!16s%2Fg%2F11fn00my9j!19sChIJm7Gwyc_ta4cR2ssyCFtRIM8,Hydrate IV Bar,5.0,168,Wellness center,"1655 Folsom St, Boulder, CO 80302, United States","2P8P+9J Boulder, Colorado, USA",https://hydrateivbar.com/locations/boulder/,+1 720-729-3955,Closed ⋅ Opens 10 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMZ4Z_V25kvqez27ZIDb40nDIB3b6HwqsVFacR_=w408-h306-k-no,true,10 am–4 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:02:55.603Z,,,
https://www.google.com/maps/place/Yellow+Mountain+Clinic/data=!4m7!3m6!1s0x876bef1b1c022fe7:0x13e746d5d73b86d9!8m2!3d40.0470869!4d-105.2875497!16s%2Fg%2F11jnxb1th0!19sChIJ5y8CHBvva4cR2YY719VG5xM,Yellow Mountain Clinic,5.0,2,Medical clinic,"shared space with Jade Mountain Health, 745 Poplar Ave, Boulder, CO 80304, United States","2PW6+RX Boulder, Colorado, USA",http://yellowmountainclinic.com/,+1 303-956-8543,"Closes soon ⋅ 5:30 pm ⋅ Opens 9 am Mon

Updated by this business 8 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ckA-wY3-wYadgWp1RwyjKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.116566&pitch=0&thumbfov=100,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5 pm,Closed,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:03:00.479Z,,,
