placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/The+Vein+Clinic+of+Dallas/data=!4m7!3m6!1s0x864c2de4873630bb:0xee70ebb5f4c6f7b3!8m2!3d33.0344322!4d-97.0760162!16s%2Fg%2F11rhr08bz3!19sChIJuzA2h-QtTIYRs_fG9LXrcO4,The Vein Clinic of Dallas,5.0,327,Medical clinic,"3051 Churchill Dr #116, Flower Mound, TX 75022, United States","2WMF+QH Flower Mound, Texas, USA",https://veinclinicofdallas.com/,+1 469-846-8346,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMvRMByAefXlKVz9yJKPYffVnJXqKIoopMrqTDd=w408-h291-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-12-16T21:58:48.134Z,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Flower+Mound/data=!4m7!3m6!1s0x864c2d6a6fd158b9:0x4fe921ce991e8fb3!8m2!3d33.0394255!4d-97.0712736!16s%2Fg%2F11b6ytslyq!19sChIJuVjRb2otTIYRs48emc4h6U8,USA Vein Clinics - Flower Mound,4.5,148,Medical clinic,"4001 Long Prairie Rd STE 105, Flower Mound, TX 75028, United States","2WQH+QF Flower Mound, Texas, USA",https://www.usaveinclinics.com/company/locations/texas/office/flower-mound/,+1 972-338-4961,,,https://lh3.googleusercontent.com/p/AF1QipM50SrJ0D3rcmIRoo7PfhBLioCL9L6ueRbf9B1n=w436-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-12-16T21:58:53.511Z,,,
https://www.google.com/maps/place/StrideCare+Vascular/data=!4m7!3m6!1s0x864c2d9d2672ae7b:0xf2ca63fa4d933f67!8m2!3d33.0460196!4d-97.0701031!16s%2Fg%2F11kk8rlprn!19sChIJe65yJp0tTIYRZz-TTfpjyvI,StrideCare Vascular,4.9,200,Vascular surgeon,"4421 Long Prairie Rd Suite 200, Flower Mound, TX 75028, United States","2WWH+CX Flower Mound, Texas, USA",https://www.stridecare.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,+1 866-552-4866,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMqzENkvkwtq-ki8N_qg4jS9lbkeyLPRtgOAaZN=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-12-16T21:58:58.704Z,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Plano/data=!4m7!3m6!1s0x864c23bbf053d60f:0xca6260aaa1bfc1ce!8m2!3d33.0563546!4d-96.751094!16s%2Fg%2F11v4srlp34!19sChIJD9ZT8LsjTIYRzsG_oapgYso,USA Vein Clinics - Plano,3.8,10,Medical clinic,"5501 Independence Pkwy #107a, Plano, TX 75023, United States","364X+GH Plano, Texas, USA",https://www.usaveinclinics.com/company/locations/texas/office/plano/,+1 972-881-1320,,,https://lh3.googleusercontent.com/p/AF1QipOYmnELY7hD9QGTek_B9HDbQtQw9768yQIprxtZ=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:14.224Z,,,
"https://www.google.com/maps/place/Texas+Vascular+Institute+-+Plano,+TX/data=!4m7!3m6!1s0x864c239af8c86ad9:0xc0629677b8f15a9c!8m2!3d33.0141071!4d-96.7926156!16s%2Fg%2F11vynwqz47!19sChIJ2WrI-JojTIYRnFrxuHeWYsA","Texas Vascular Institute - Plano, TX",5.0,81,Medical clinic,"4716 Alliance Blvd Suite 180, Plano, TX 75093, United States","2674+JX Plano, Texas, USA",https://texasvascular.com/,+1 972-646-8346,Closes soon · 4 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMq-8aaND0Gcsff2r318qp7d9RP9KWeVlaWay9O=w408-h720-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:19.271Z,,,
https://www.google.com/maps/place/Vein+Centers+of+Texas/data=!4m7!3m6!1s0x864c226717120981:0xf0fa71c97c0ba8c6!8m2!3d33.0232504!4d-96.7689513!16s%2Fg%2F1263ws_0r!19sChIJgQkSF2ciTIYRxqgLfMlx-vA,Vein Centers of Texas,5.0,1,Doctor,"1700 Coit Rd # 260, Plano, TX 75075, United States","26FJ+8C Plano, Texas, USA",,+1 972-612-8340,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iM4SzNQlljYbxYahsSzgkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.862213&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:22.192Z,,,
https://www.google.com/maps/place/StrideCare+Vascular/data=!4m7!3m6!1s0x864c23311a6bbb13:0xb2d3edbc192017bb!8m2!3d33.0557987!4d-96.8326586!16s%2Fg%2F11trwywdym!19sChIJE7trGjEjTIYRuxcgGbzt07I,StrideCare Vascular,4.8,147,Vascular surgeon,"6149 Windhaven Pkwy Suite 130, Plano, TX 75093, United States","3548+8W Plano, Texas, USA",https://www.stridecare.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,+1 866-552-4866,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipN252dGbuLE5jI49ImZ3nsAC0De3Z12OB3dD6JK=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:27.026Z,,,
https://www.google.com/maps/place/Vascular+Care+of+Texas+-+Plano/data=!4m7!3m6!1s0x864c23782a994cd9:0xf83a066ee9f1b2cd!8m2!3d33.0223527!4d-96.787129!16s%2Fg%2F11t2ffvrpg!19sChIJ2UyZKngjTIYRzbLx6W4GOvg,Vascular Care of Texas - Plano,4.9,35,Vascular surgeon,"1705 Ohio Dr #300, Plano, TX 75093, United States","26C7+W4 Plano, Texas, USA",https://www.vcaretexas.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 972-426-9900,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7kR0czRpX6FAOragbprFsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.27704&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:31.907Z,,,
https://www.google.com/maps/place/Metro+Vein+Centers+%7C+Allen/data=!4m7!3m6!1s0x864c178d5e742b03:0x36073a68c3b594c4!8m2!3d33.1162711!4d-96.6739946!16s%2Fg%2F11kq70hf12!19sChIJAyt0Xo0XTIYRxJS1w2g6BzY,Metro Vein Centers | Allen,4.8,210,Vascular surgeon,"1105 N Central Expy # 2240, Allen, TX 75013, United States","488G+GC Allen, Texas, USA",https://www.metroveincenters.com/locations/texas-dallas-allen?utm_source=google&utm_medium=Yext,+1 469-871-5504,"Open · Closes 7 pm

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipP64PSW9CsEs3fPZ4GPnu4ic_NaDjzjtJVLG5l9=w408-h408-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,8 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:36.974Z,,,
https://www.google.com/maps/place/Texas+Vascular+Institute/data=!4m7!3m6!1s0x864e9ece50137e59:0x8f0b280e162b37a9!8m2!3d32.8864186!4d-96.7614529!16s%2Fg%2F11f1zl5vh6!19sChIJWX4TUM6eToYRqTcrFg4oC48,Texas Vascular Institute,4.9,406,Medical clinic,"8330 Meadow Rd Suite 100, Dallas, TX 75231, United States","V6PQ+HC Dallas, Texas, USA",https://www.dallasvi.com/,+1 972-646-8346,Closes soon · 4 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPCK6eAuNT-XMeAcc4nEKDIJLCBvp1juI7gFzY-=w408-h272-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:42.668Z,,,
https://www.google.com/maps/place/Texas+Vein+Experts+-+Frisco/data=!4m7!3m6!1s0x864c3d379353a03d:0x797f35b7d502dc76!8m2!3d33.1171121!4d-96.7710006!16s%2Fg%2F11fmxqpjvk!19sChIJPaBTkzc9TIYRdtwC1bc1f3k,Texas Vein Experts - Frisco,4.9,149,Vascular surgeon,"12530 Lebanon Rd Suite 207, Frisco, TX 75035, United States","468H+RH Frisco, Texas, USA",https://www.txveinexperts.com/locations/varicose-veins-frisco/?utm_campaign=gmb,+1 817-476-7626,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMkGny2DH_IglxHzjiste48FR8KDlOewmSesbsz=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:48.296Z,,,
https://www.google.com/maps/place/Dallas+Laser+%26+Vein+Clinic+-+Dallas+Vein+Center+-+Dr.+Ammar+Jarrous/data=!4m7!3m6!1s0x864c21932abc0d4d:0x9d982305a3085d44!8m2!3d32.9139615!4d-96.7738598!16s%2Fg%2F11x0hw36ws!19sChIJTQ28KpMhTIYRRF0IowUjmJ0,Dallas Laser & Vein Clinic - Dallas Vein Center - Dr. Ammar Jarrous,5.0,116,Vascular surgeon,"12201 Merit Dr #630, Dallas, TX 75251, United States","W67G+HF Dallas, Texas, USA",https://dallaslaserandvein.com/,+1 214-251-4669,"Open · Closes 5 pm

Confirmed by this business 2 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPWVs_UnmGJO-dPzuBvQgoS7qT5lsKOr07RKRtm=w408-h430-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:53.738Z,,,
https://www.google.com/maps/place/Peak+Vein/data=!4m7!3m6!1s0x864c217798d24817:0x42496d596f8c6b1!8m2!3d32.9583564!4d-96.7680356!16s%2Fg%2F11t6rq201r!19sChIJF0jSmHchTIYRscb4ltWWJAQ,Peak Vein,5.0,2,Medical clinic,"610 N Coit Rd Ste 2120, Richardson, TX 75080, United States","X65J+8Q Richardson, Texas, USA",https://peakveinvascular.com/,+1 972-203-6947,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNs4cE9kgz1jYvvavaFeu21LjoBcJDHh_u10iiw=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T21:59:58.655Z,,,
https://www.google.com/maps/place/Total+Vein+Treatment+Centers/data=!4m7!3m6!1s0x864c249e8f662929:0x1433c00e40397ba2!8m2!3d33.1000581!4d-96.8013131!16s%2Fg%2F1ptx6c9z9!19sChIJKSlmj54kTIYRons5QA7AMxQ,Total Vein Treatment Centers,4.3,16,Surgical center,"9456 State Hwy 121 Suite 100, Frisco, TX 75035, United States","452X+2F Frisco, Texas, USA",,+1 214-471-5909,Open · Closes 5 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KhnIgU1-9Zy9pHgV52SBfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.14542&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–1 pm,9 am–1 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-12-16T22:00:03.587Z,,,
