placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday
https://www.google.com/maps/place/Island+Coast+Pediatrics/data=!4m7!3m6!1s0x88db41478e7029c9:0x85c38a413d2ace0c!8m2!3d26.6648671!4d-81.9416413!16s%2Fg%2F1thghv9y!19sChIJySlwjkdB24gRDM4qPUGKw4U,Island Coast Pediatrics,3.7,,Pediatrician,"632 Del Prado Blvd N #301, Cape Coral, FL 33909, United States","M375+W8 Cape Coral, Florida, USA",https://www.icpeds.com/Contact-Us/Locations/Cape-Coral-Office,+1 239-768-2111,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNWnsps2cXP1KDoxTO-FTstu80y1Fp09wmsNgLS=w408-h278-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:33:48.520Z,,,,,,,
https://www.google.com/maps/place/Mackoul+Pediatrics/data=!4m7!3m6!1s0x88db414504b32103:0x6d1573f35c45e4f8!8m2!3d26.648417!4d-81.940268!16s%2Fg%2F1tcy53g6!19sChIJAyGzBEVB24gR-ORFXPNzFW0,Mackoul Pediatrics,4.0,,Pediatrician,"206 SE 16th Pl, Cape Coral, FL 33990, United States","J3X5+9V Cape Coral, Florida, USA",http://www.mackoulpediatrics.com/,+1 239-573-2001,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNNdyGz4i2ONEMwbiHmw5M9S4vUo4_jXZefYAfB=w480-h240-k-no,true,"8 am–12 pm, 1:15–5 pm","https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:33:54.335Z,,,,,,,
https://www.google.com/maps/place/Physicians%27+Primary+Care+of+SWFL+Cape+Coral+Pediatrics/data=!4m7!3m6!1s0x88db4136636ac3eb:0x9080a4e207392fb2!8m2!3d26.63645!4d-81.9472521!16s%2Fg%2F11bv2fr1gn!19sChIJ68NqYzZB24gRsi85B-KkgJA,Physicians' Primary Care of SWFL Cape Coral Pediatrics,3.4,,Pediatrician,"1261 Viscaya Pkwy #101, Cape Coral, FL 33990, United States","J3P3+H3 Cape Coral, Florida, USA",http://ppcswfl.com/,+1 239-573-7337,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNB8nX2YI_bip4eEpPoTYD-6AnEge5je2gIWij2=w408-h544-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:33:58.945Z,,,,,,,
"https://www.google.com/maps/place/Pediatric+Primary+Care+%7C+Thomas+Schiller,+MD/data=!4m7!3m6!1s0x88db41478e704829:0x6d137d7013751a6b!8m2!3d26.6389207!4d-81.943191!16s%2Fg%2F1tkc2xsl!19sChIJKUhwjkdB24gRaxp1E3B9E20","Pediatric Primary Care | Thomas Schiller, MD",3.6,,Pediatrician,"650 Del Prado Blvd S #107, Cape Coral, FL 33990, United States","J3Q4+HP Cape Coral, Florida, USA",https://www.leehealth.org/find-a-doctor/thomas-schiller,+1 239-343-9888,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-eDayukQvmsTfPpWAvjWnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.0095&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:01.458Z,,,,,,,
https://www.google.com/maps/place/Physicians+Primary+Care+of+SWFL+Pediatrics+and+Laboratory/data=!4m7!3m6!1s0x88db41365e72ead1:0x85a77ee869e48f93!8m2!3d26.6366567!4d-81.9465528!16s%2Fg%2F1w97w5lz!19sChIJ0epyXjZB24gRk4_kaeh-p4U,Physicians Primary Care of SWFL Pediatrics and Laboratory,4.5,,Pediatrician,"1265 Viscaya Pkwy, Cape Coral, FL 33990, United States","J3P3+M9 Cape Coral, Florida, USA",http://www.ppcswfl.com/,+1 239-574-2229,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6J6sTj866bKWQhyePUUQ0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.439617&pitch=0&thumbfov=100,false,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:06.119Z,,,,,,,
https://www.google.com/maps/place/Golisano+Pediatrics+-+Cape+Coral+Hospital/data=!4m7!3m6!1s0x88db41478e704829:0x89b92c1afc7007!8m2!3d26.639016!4d-81.9433049!16s%2Fg%2F1tnplthr!19sChIJKUhwjkdB24gRB3D8Giy5iQA,Golisano Pediatrics - Cape Coral Hospital,3.4,,Pediatrician,"650 Del Prado Blvd S #107, Cape Coral, FL 33990, United States","J3Q4+JM Cape Coral, Florida, USA",https://www.leehealth.org/our-services/pediatric-primary-care?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 239-343-9888,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipNkWSg4beT2ENWgdgz2_HkABefHur1DuiFmKY6r=w426-h240-k-no,true,7 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:10.743Z,,,,,,,
https://www.google.com/maps/place/Little+Goose+Pediatrics/data=!4m7!3m6!1s0x216142c5ad7535cf:0xaf6d0298375ceafc!8m2!3d26.6447909!4d-81.8642748!16s%2Fg%2F11zkhtzg5k!19sChIJzzV1rcVCYSER_OpcN5gCba8,Little Goose Pediatrics,5.0,,Pediatric clinic,"2506 Second St #108, Fort Myers, FL 33901, United States","J4VP+W7 Fort Myers, Florida, USA",https://littlegoosepediatrics.com/,+1 239-933-4956,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipML0uXZdKTSlkRia8j618kqzkbbEeyHXOYvJ212=w408-h272-k-no,true,9 am–3 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:15.409Z,,,,,,,
https://www.google.com/maps/place/Mac+Koul+Pediatrics:+Mac+Koul+David+A+MD/data=!4m7!3m6!1s0x88db41451d04d645:0xe14ca49e5cb45fb7!8m2!3d26.6483303!4d-81.9403109!16s%2Fg%2F1tgtg99b!19sChIJRdYEHUVB24gRt1-0XJ6kTOE,Mac Koul Pediatrics: Mac Koul David A MD,4.0,,Pediatrician,"206 SE 16th Pl #2, Cape Coral, FL 33990, United States","J3X5+8V Cape Coral, Florida, USA",http://mackoulpediatrics.com/,+1 239-573-2001,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5YxmhaTqfsP8apX7HsKf2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.40637&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:17.940Z,,,,,,,
"https://www.google.com/maps/place/Ananthalakshmi+Krishnan,+MD/data=!4m7!3m6!1s0x88db415a43ad1ad1:0x107970f570eeda6b!8m2!3d26.6556686!4d-81.9414618!16s%2Fg%2F1thtqd9j!19sChIJ0RqtQ1pB24gRa9rucPVweRA","Ananthalakshmi Krishnan, MD",4.6,,Pediatrician,"126 Del Prado Blvd N, Cape Coral, FL 33909, United States","M345+7C Cape Coral, Florida, USA",https://millenniumphysician.com/doctor/ananthalakshmi-krishnan-m-d/,+1 239-772-3295,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipN38Su0vl8wYeOdCrA4MjH5f94m_dggitXhkfe3=w426-h240-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:22.402Z,,,,,,,
https://www.google.com/maps/place/Amber+Loyson/data=!4m7!3m6!1s0x88db414504c55555:0x816578668aa62a34!8m2!3d26.6483303!4d-81.9403109!16s%2Fg%2F11qgb77c1j!19sChIJVVXFBEVB24gRNCqmimZ4ZYE,Amber Loyson,5.0,,Pediatrician,"206 SE 16th Pl #2, Cape Coral, FL 33990, United States","J3X5+8V Cape Coral, Florida, USA",https://www.mackoulpediatrics.com/MeetDrAmber,+1 239-573-2001,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5YxmhaTqfsP8apX7HsKf2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.40637&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:24.855Z,,,,,,,
