placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error
https://www.google.com/maps/place/White+Orchid+Hospice/data=!4m7!3m6!1s0x86685fc15a9ddbb1:0x5b3c95713cfa29be!8m2!3d27.791828!4d-97.393454!16s%2Fg%2F11jb4_vr0z!19sChIJsdudWsFfaIYRvin6PHGVPFs,White Orchid Hospice,4.9,11,Hospice,"101 N Shoreline Blvd Suite 318, Corpus Christi, TX 78401, United States","QJR4+PJ Central City, Corpus Christi, TX, USA",https://www.whiteorchidhospice.com/,+1 361-605-0100,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOwku8GWFsAaSoZ9MSBRKAr2HXgvcwZVRY2VQ9K=w408-h342-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:07.865Z,,
https://www.google.com/maps/place/AAdi+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x86685f72bd769373:0xf2d0f2c78be19e53!8m2!3d27.7825346!4d-97.3969618!16s%2Fg%2F1xpwk6j8!19sChIJc5N2vXJfaIYRU57hi8fy0PI,AAdi Home Health & Hospice,4.8,92,Home health care service,"1001 2nd St, Corpus Christi, TX 78404, United States","QJM3+26 Central City, Corpus Christi, TX, USA",https://www.aadihomehealth.com/,+1 361-452-3384,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNN6avws3F5HE71lkp55OaxWCuyrbJNhq1wIeRX=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:13.545Z,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x8668f5c040d23e33:0x6ecfb0a8189f0446!8m2!3d27.7915674!4d-97.3972665!16s%2Fg%2F11b6b4rhzr!19sChIJMz7SQMD1aIYRRgSfGKiwz24,Gentiva Hospice,4.7,28,Hospice,"210 S Carancahua St #303, Corpus Christi, TX 78401, United States","QJR3+J3 Central City, Corpus Christi, TX, USA",https://www.gentivahs.com/,+1 361-992-2700,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNV8QmKIBkUstfik_rdFkH7LW0AY1V64kAo01oA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:19.074Z,,
"https://www.google.com/maps/place/Nurses+On+Wheels,+Inc./data=!4m7!3m6!1s0x86685e56f41b6bc7:0x9dcb46a0218c6bdb!8m2!3d27.7814766!4d-97.3979198!16s%2Fg%2F1tq8j_41!19sChIJx2sb9FZeaIYR22uMIaBGy50","Nurses On Wheels, Inc.",4.8,13,Hospice,"1101 3rd St, Corpus Christi, TX 78404, United States","QJJ2+HR Central City, Corpus Christi, TX, USA",https://nursesonwheelshhh.com/,+1 361-733-4009,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMyQj9vyXHXvKhp1GZ-_ICGWo1helVkBwKpR7_x=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:24.056Z,,
https://www.google.com/maps/place/Corpus+Christi+Hospice/data=!4m7!3m6!1s0x8668f5c02a78c109:0xb7c4e04a9db3b274!8m2!3d27.7145481!4d-97.3920764!16s%2Fg%2F11cn6htvhn!19sChIJCcF4KsD1aIYRdLKznUrgxLc,Corpus Christi Hospice,4.8,59,Hospice,"4444 Corona Dr #131, Corpus Christi, TX 78411, United States","PJ75+R5 South Side, Corpus Christi, TX, USA",http://www.corpushospice.com/,+1 361-645-7999,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipMOP5GzObmjAlba3JVsc1axiy0CxGDyO_EMCLlR=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:33.928Z,,
https://www.google.com/maps/place/Angel+Bright+Hospice/data=!4m7!3m6!1s0x8668f55dbe7ec5d1:0x43eea33448e830b8!8m2!3d27.71848!4d-97.418089!16s%2Fg%2F1yg4d0r57!19sChIJ0cV-vl31aIYRuDDoSDSj7kM,Angel Bright Hospice,4.3,70,Hospice,"3213 Holly Rd, Corpus Christi, TX 78415, United States","PH9J+9Q South Side, Corpus Christi, TX, USA",https://angelbrighthospiceinc.com/,+1 361-853-4300,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOXLWXhCQVWq_tvRVCMifTT05IStF1CTQiQuoWF=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:38.865Z,,
https://www.google.com/maps/place/Harbor+Hospice+Corpus+Christi/data=!4m7!3m6!1s0x8668f58edcbbbb83:0x45806879c0da8e6f!8m2!3d27.715996!4d-97.3930789!16s%2Fg%2F1tdz0d42!19sChIJg7u73I71aIYRb47awHlogEU,Harbor Hospice Corpus Christi,4.9,30,Hospice,"5151 Flynn Pkwy #406, Corpus Christi, TX 78411, United States","PJ84+9Q South Side, Corpus Christi, TX, USA",http://www.harborhospice.com/,+1 361-452-3592,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO6poG6M7yfmX6eSXWKjDbQV-cKSr24igE315n8=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:43.887Z,,
https://www.google.com/maps/place/CHRISTUS+Hospice+and+Palliative+Care/data=!4m7!3m6!1s0x8668f56bdfb6fd3d:0xce4c7f939c3f1c7e!8m2!3d27.7163818!4d-97.3930669!16s%2Fg%2F11ghnnc_dj!19sChIJPf2232v1aIYRfhw_nJN_TM4,CHRISTUS Hospice and Palliative Care,4.2,13,Hospice,"5151 Flynn Pkwy Suite 608, Corpus Christi, TX 78411, United States","PJ84+HQ South Side, Corpus Christi, TX, USA",https://lhcgroup.com/locations/christus-hospice-and-palliative-care-spohn/?utm_source=google&utm_medium=GMB&utm_campaign=google_my_business,+1 361-994-3450,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tVjutQwdHFOBMh2l1az4KA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.31602&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:48.853Z,,
https://www.google.com/maps/place/Holy+Savior+Hospice+Corpus+Christi/data=!4m7!3m6!1s0x86685fc24797bf7f:0xc437e0b045265a1!8m2!3d27.7739999!4d-97.39546!16s%2Fg%2F11mwhkr75b!19sChIJf7-XR8JfaIYRoWVSBAt-Qww,Holy Savior Hospice Corpus Christi,4.0,12,Hospice,"1752 Santa Fe St, Corpus Christi, TX 78404, United States","QJF3+HR Bay Area, Corpus Christi, TX, USA",http://www.holysaviorhospice.com/,+1 361-444-6888,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yOtyj0bBwrpgdKD8WRGVkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.47287&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:53.822Z,,
https://www.google.com/maps/place/Compassus/data=!4m7!3m6!1s0x866861128b82aa95:0x66558d996569f607!8m2!3d27.7609457!4d-97.4592298!16s%2Fg%2F11kfbz9_v0!19sChIJlaqCixJhaIYRB_ZpZZmNVWY,Compassus,5.0,5,Medical clinic,"326 S Enterprize Pkwy Suite A, Corpus Christi, TX 78405, United States","QG6R+98 Central City, Corpus Christi, TX, USA",https://www.compassus.com/locations/texas/corpus-christi/?utm_source=google?utm_medium=gbp,+1 361-203-7093,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMzYhqEyKZzrQBTCZXxdNDO7aiS3YWBsAOHgbsv=w408-h365-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-17T23:27:58.778Z,,
