placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,thursday,friday,saturday,sunday,monday,tuesday,wednesday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/FirstService+Residential+Daytona/data=!4m7!3m6!1s0x88e6d9810534055b:0x1bae2b25e981e76f!8m2!3d29.2081699!4d-81.0185259!16s%2Fg%2F11vspg3sr3!19sChIJWwU0BYHZ5ogRb-eB6SUrrhs,FirstService Residential Daytona,5.0,99,Property management company,"128 Orange Ave, Daytona Beach, FL 32114, United States","6X5J+7H Daytona Beach, Florida, USA",https://www.fsresidential.com/florida/offices/daytona/,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9hcnSlkMxnzQB4iJoOkLngqfG8wrbjFlJO06NdZhpq4COOR2BqSAaLWmjfbduitaCKzXszE-XHzl0lkPBa79aVXbBWW_zJvm8KGy55kteeju8UBaH0gBvp0Ik3vxFXhajjITV5HHKqUeO=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:12.635Z,,,,,,,,,,,
https://www.google.com/maps/place/South+Atlantic+Communities/data=!4m7!3m6!1s0x88e6d9e17fbe463b:0x6b4770341ae20710!8m2!3d29.1894069!4d-80.9899596!16s%2Fg%2F11g6p05sx_!19sChIJO0a-f-HZ5ogREAfiGjRwR2s,South Atlantic Communities,4.0,20,Property management company,"2422 S Atlantic Ave, Daytona Beach Shores, FL 32118, United States","52Q6+Q2 Daytona Beach Shores, Florida, USA",http://www.sac-cam.com/,+1 386-236-0474,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nryiLqzAVXD5tBby8YOsWoVTXgnwAPs2qKfj1UGYDlqIOTADddPM3_NJ8S46y4C3WQI6tlT0rvVM_x0nSKlBvuOekcfO4diofC6v4HUHvqSSyBBcu0dYgGAK0VzAjpWKlnztCg=w408-h544-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:19.346Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,,
https://www.google.com/maps/place/Blue+Palm+Property+Management+LLC/data=!4m7!3m6!1s0x88e6d78ae4d1aaad:0x51e198e8ac2cbcfc!8m2!3d29.1996384!4d-81.0661789!16s%2Fg%2F11gsbnz3sm!19sChIJrarR5IrX5ogR_LwsrOiY4VE,Blue Palm Property Management LLC,4.9,136,Property management company,"365 Bill France Blvd Suite B, Daytona Beach, FL 32114, United States","5WXM+VG Daytona Beach, Florida, USA",http://www.bluepalmrentals.com/,+1 386-238-9193,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOlaY93y5FhCjpk8wdO0qVFmo4M9085xoj5N0ho=w426-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:24.264Z,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,,,,
https://www.google.com/maps/place/Real+Property+Management+Volusia-Flagler/data=!4m7!3m6!1s0x88e6d9822032faab:0x77c33ba63551bcfd!8m2!3d29.1806345!4d-81.0071687!16s%2Fg%2F113h97djn!19sChIJq_oyIILZ5ogR_bxRNaY7w3c,Real Property Management Volusia-Flagler,4.3,106,Property management company,"1700 S Ridgewood Ave, South Daytona, FL 32119, United States","5XJV+74 South Daytona, Florida, USA",https://www.rentmevf.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 386-227-5777,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqRvryKvEjIumtCyIGmDZhgUhXWtRtujS4LwYwylPdvaaGq7tWs6xYKJwlkJoBoDP4dnLwIh-_8a0BMWDwH-C7Dki-9u00U84R1ijwivMojWp7LVM5YUc_nP-D1LYk3LkhqJx_WjpOJdAox=w408-h542-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:29.306Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,,
"https://www.google.com/maps/place/Clifton+Management/@29.187484,-81.0111391,17z/data=!3m1!4b1!4m6!3m5!1s0x88e6d994e00e2ee9:0xa4bf14d6f8131348!8m2!3d29.187484!4d-81.0111391!16s%2Fg%2F11cnrd98b_",Clifton Management,2.9,31,Property management company,"1326 S Ridgewood Ave STE 14, Daytona Beach, FL 32114, United States","5XPQ+XG Daytona Beach, Florida, USA",https://www.toutmanagement.com/,+1 386-767-5575,Open ⋅ Closes 5 pm,,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:36.236Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,,
https://www.google.com/maps/place/Daytona+Realty+%26+Property+Management/data=!4m7!3m6!1s0x88e6d9a5de1a4ea7:0x5fecb7970ebd506c!8m2!3d29.1876338!4d-81.0107029!16s%2Fg%2F1td3mdry!19sChIJp04a3qXZ5ogRbFC9Dpe37F8,Daytona Realty & Property Management,2.8,32,Property management company,"1326 1/1, 1326 S Ridgewood Ave STE 6, Daytona Beach, FL 32114, United States","5XQQ+3P Daytona Beach, Florida, USA",http://www.daytonapm.com/,+1 386-310-7893,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPRHR6UnqBBu6JJ_oo4ONziQtd87cZGB9a1mCGG=w567-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:41.570Z,"9 am–12 pm, 1–5 pm",Closed,Closed,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",,,,
https://www.google.com/maps/place/Brinkerhoff+Property+Management+Inc/data=!4m7!3m6!1s0x88e6da3d10caa7bd:0x64f7be2101b18f8c!8m2!3d29.221533!4d-81.0112328!16s%2Fg%2F1td0h9xl!19sChIJvafKED3a5ogRjI-xASG-92Q,Brinkerhoff Property Management Inc,2.8,51,Property management company,"154 S Peninsula Dr, Daytona Beach, FL 32118, United States","6XCQ+JG Daytona Beach, Florida, USA",http://www.brinkerhoff.info/,+1 386-258-3802,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMPL2AE6dtgNzEmfqHNiPyoHyDVkQ-Sap8akdAk2CS1mnYxs7Vq6igZFjvithHdUX5pUuhVUwso9kbuL7yXkKOfLZ5oeCwR1UZWW-TtDaBPcKDDqt1UVB-UjCjkSN4BPaA0alS=w513-h240-k-no,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:46.960Z,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",Closed,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",,,,
https://www.google.com/maps/place/Newberry+Realty+%26+Property+Management/data=!4m7!3m6!1s0x88e6d783e1b7685b:0xa9cc9e438be77d56!8m2!3d29.1983772!4d-81.0157606!16s%2Fg%2F11h110lzzm!19sChIJW2i34YPX5ogRVn3ni0OezKk,Newberry Realty & Property Management,3.3,12,Contractor,"747 S Ridgewood Ave Unit 102, Daytona Beach, FL 32114, United States","5XXM+9M Daytona Beach, Florida, USA",http://www.mynewberry.com/,+1 386-852-8757,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO36zNBRKX5tL6N9fMliaVSncCkJNK5VvJ2Fjn-=w578-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:52.417Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/PMI+Daytona+Beach/data=!4m7!3m6!1s0xa30be4e6ac42dd35:0x95eec22af77f5fd3!8m2!3d29.06104!4d-81.172182!16s%2Fg%2F11xclbp_zq!19sChIJNd1CrObkC6MR019_9yrC7pU,PMI Daytona Beach,5.0,8,Property management company,,,https://www.pmidaytonabeach.com/,+1 386-308-0355,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNnpNLhAO0UW8ZSSfkksesIJdq_ymAJs0Mhh8B7=w457-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:02:57.359Z,8 am–6 pm,8 am–6 pm,9 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,,,,
https://www.google.com/maps/place/Sisi+Property+Management/data=!4m7!3m6!1s0x88e6daf95e2349df:0x92b779c15c057e0c!8m2!3d29.2613515!4d-81.0290703!16s%2Fg%2F11h9rfy6yr!19sChIJ30kjXvna5ogRDH4FXMF5t5I,Sisi Property Management,4.8,62,Property management company,"2417 N Oleander Ave #5, Daytona Beach, FL 32118, United States","7X6C+G9 Daytona Beach, Florida, USA",http://www.sisirealty.com/,+1 386-843-7368,"Open ⋅ Closes 6:30 pm

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npDAZvrAkq-X2V48DCRhb7-ZcXF0VJZdBtvbLR2jeLvjqavyn4AE44Ro-KkZmWstKKLo6GOKO-i8pHwmc8Rpl-ekdfmwQ5JQp4vf_prqtNNjaPXTdx73MOfnIYVMb9DWk7A4GgW0g=w408-h544-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-09-25T17:03:02.500Z,9 am–6:30 pm,9 am–6:30 pm,9 am–5 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,LGBTQ+ friendly,,,
