placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Kansas+City+Vascular+and+General+Surgery+-+Independence/data=!4m7!3m6!1s0x87c11d9fdf23a0fd:0x4c410bd48f29378e!8m2!3d39.049484!4d-94.3500957!16s%2Fg%2F11q2525kd6!19sChIJ_aAj358dwYcRjjcpj9QLQUw,Kansas City Vascular and General Surgery - Independence,5.0,8,Vascular surgeon,"19550 East 39th St S Ste 205, Independence, MO 64057, United States","2JXX+QX Independence, Missouri, USA",https://mymidwestphysician.com/locations/kansas-city-vascular-and-general-surgery/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 816-607-2940,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPSU6MUC_qRXQhf-CaghigrN-kxy7BzEypM8oab=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:46:59.018Z,,,,
https://www.google.com/maps/place/MIVA+Medical/data=!4m7!3m6!1s0x87c11d6d6c82e77d:0x51dd373afc222f55!8m2!3d39.0375007!4d-94.3423397!16s%2Fg%2F11sr01jrd7!19sChIJfeeCbG0dwYcRVS8i_Do33VE,MIVA Medical,4.9,28,Medical Center,"4200 Little Blue Pkwy # 350, Independence, MO 64057, United States","2MQ5+23 Independence, Missouri, USA",https://miva-medical.com/?utm_source=gmb&utm_id=local,+1 816-648-6482,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOKzBKYZ1s73mYjELx4BtrMmUT6QFIbAx9kii0s=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:03.697Z,,,,
"https://www.google.com/maps/place/James+Foster+III,+MD/data=!4m7!3m6!1s0x87c0e9f75b47c301:0xbd11e87691996efa!8m2!3d39.0494651!4d-94.3500724!16s%2Fg%2F11jcqr1762!19sChIJAcNHW_fpwIcR-m6ZkXboEb0","James Foster III, MD",4.8,31,Vascular surgeon,"19550 East 39th St S Ste 205, Independence, MO 64057, United States","2JXX+QX Independence, Missouri, USA",https://mymidwestphysician.com/physicians/profile/Dr-James-F-Foster-III-MD?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 913-754-2800,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPr0ntyjy3Pj8ssJe_huFyh4glDd3NxySYm3i37=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:08.025Z,,,,
https://www.google.com/maps/place/Summit+Vein+Care/data=!4m7!3m6!1s0x87c11e6238a87651:0x89b49a591bb63f53!8m2!3d38.9758643!4d-94.3577221!16s%2Fg%2F1tggbhfw!19sChIJUXaoOGIewYcRUz-2G1matIk,Summit Vein Care,4.9,196,Medical clinic,"3521 NE Ralph Powell Rd, Lee's Summit, MO 64064, United States","XJGR+8W Lee's Summit, Missouri, USA",https://www.summitveincare.com/?utm_source=google&utm_medium=organic&utm_campaign=gbpwebsite,+1 816-533-4398,Closes soon · 5 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipN_BSwSeI6gBPO9Nl_KLy1-NBjAb_sOP5VphVl5=w408-h243-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:12.782Z,,,,
https://www.google.com/maps/place/Midwest+Heart+and+Vascular+Specialists+-+CT+Surgery+-+Independence/data=!4m7!3m6!1s0x87c11df21170bde3:0x35399dc77110007e!8m2!3d39.049484!4d-94.3500957!16s%2Fg%2F11swpdxjjf!19sChIJ471wEfIdwYcRfgAQccedOTU,Midwest Heart and Vascular Specialists - CT Surgery - Independence,5.0,2,Cardiovascular and thoracic surgeon,"19550 East 39th St S #225, Independence, MO 64057, United States","2JXX+QX Independence, Missouri, USA",https://midwestheartandvascular.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 816-833-0381,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOgvsjPa_p3EVWPLOpLAufMc5BHJB5EiqIERudc=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:17.249Z,,,,
"https://www.google.com/maps/place/Dr.+Mike+L.+Waldschmidt,+MD/data=!4m7!3m6!1s0x87c11ce69ccbf081:0x8addfbf84f78e074!8m2!3d39.0494374!4d-94.3488139!16s%2Fg%2F1hcb1vx11!19sChIJgfDLnOYcwYcRdOB4T_j73Yo","Dr. Mike L. Waldschmidt, MD",,,Vascular surgeon,"19600 East 39th St S, Independence, MO 64057, United States","2MX2+QF Independence, Missouri, USA",,+1 816-698-7000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzngWFAOqxTZVr5Q_zL_aWKGtdtlmAXl-NO8qBdfKc9PFFtvvQBfWFoQNg6bDZeHrKIO6tsQphm4y4O3oDO1vfKO3qez57qg3wx7DcGE6KRGSZZEdocqGNz4umFj1eC1fsP5yC-=w512-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:19.491Z,,,,
https://www.google.com/maps/place/Midwest+Heart+and+Vascular+Specialists+-+Independence/data=!4m7!3m6!1s0x87c11ce6d69eaf47:0xc7fa64f6ae70babd!8m2!3d39.049484!4d-94.3500957!16s%2Fg%2F1tcts5pn!19sChIJR6-e1uYcwYcRvbpwrvZk-sc,Midwest Heart and Vascular Specialists - Independence,4.7,159,Cardiologist,"19550 East 39th St S Ste 215, Independence, MO 64057, United States","2JXX+QX Independence, Missouri, USA",https://midwestheartandvascular.com/locations/independence?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 816-461-6837,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMZHVpeUG94N6MrlEpA1wFvMaAISCClSeKdzf8=w427-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:23.851Z,,,,
https://www.google.com/maps/place/Saint+Luke%E2%80%99s+Hospital+Vascular+%26+Vein+Center/data=!4m7!3m6!1s0x87c0ef974099dafd:0xfbb6d7a8c00f8236!8m2!3d39.0485117!4d-94.5905158!16s%2Fg%2F11jl14l3qp!19sChIJ_dqZQJfvwIcRNoIPwKjXtvs,Saint Luke’s Hospital Vascular & Vein Center,4.3,3,Specialized clinic,"4320 Wornall Rd Ste 620, Kansas City, MO 64111, United States","2CX5+CQ Kansas City, Missouri, USA",http://www.www.saintlukeskc.org/vascular-center?utm_source=yext&utm_medium=local_listing&utm_campaign=yext_listing,+1 816-932-2585,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNafT_U9Ph8gAygkOFAfGdGn6ATFmFL-ZFY6Q0Y=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:28.248Z,,,,
https://www.google.com/maps/place/CareNow+Urgent+Care+-+Independence/data=!4m7!3m6!1s0x87c11d168eb5a775:0xceaa716b2c4bfdde!8m2!3d39.0490796!4d-94.3708461!16s%2Fg%2F11hbr3mh7t!19sChIJdae1jhYdwYcR3v1LLGtxqs4,CareNow Urgent Care - Independence,4.3,2160,Urgent care center,"17700 East 39th St S, Independence, MO 64055, United States","2JXH+JM Independence, Missouri, USA",https://www.carenow.com/locations/kansas-city/independence?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 816-393-0250,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipM5-7UUFkJvNQcnxvEZ-yxCFjaYnFDV_FklUfgU=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:32.644Z,,,,
https://www.google.com/maps/place/Premier+Vein+%26+Body+by+Schwartz/data=!4m7!3m6!1s0x87c0ea20d400d733:0x8e8708c3613c2885!8m2!3d38.9390209!4d-94.5758946!16s%2Fg%2F1tfrmw2n!19sChIJM9cA1CDqwIcRhSg8YcMIh44,Premier Vein & Body by Schwartz,4.4,119,Cosmetic surgeon,"1300 E 104 St #150, Kansas City, MO 64131, United States","WCQF+JJ Kansas City, Missouri, USA",https://www.premierveinandbody.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 913-451-8346,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMW5xfDgH4jFU3kBP_-rBqn1dsBP2jpwysUhZjb=w425-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-12-16T22:47:37.134Z,,,,
