placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Public+Parking+-+ParkPoolr/data=!4m7!3m6!1s0x87b269483f43d721:0xbf5c81876778b54!8m2!3d35.2022855!4d-97.447648!16s%2Fg%2F11tnr80mjl!19sChIJIddDP0hpsocRVIt3dhjI9Qs,Public Parking - ParkPoolr,,,Parking lot,"1017 Elm Ave, Norman, OK 73072, United States","6H22+WW Norman, Oklahoma, USA",http://www.parkpoolr.io/cbf,+1 833-432-0888,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QZbUq43YsYCgFUVtrJ4sPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.5119&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OK/@35.2215893,-97.4446151,14z",2025-10-28T18:43:13.634Z,,,,
https://www.google.com/maps/place/OU+Parking+and+Transportation/data=!4m7!3m6!1s0x87b2682dde9bf743:0x42fd40236b595ba6!8m2!3d35.2013636!4d-97.4419757!16s%2Fg%2F11byyq6d8s!19sChIJQ_eb3i1osocRpltZayNA_UI,OU Parking and Transportation,1.2,204,Academic department,"1332 S Jenkins Ave, Norman, OK 73019, United States","6H25+G6 Norman, Oklahoma, USA",http://ou.edu/parking,+1 405-325-3311,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvMSPZuHHZxgal0T4tE9Ub7NY0hKwiV1xrnB1mhmDGCFV5hsD59ftqS_1VOzgSPklvsdYX7VE5G_2ecTuxGdkN0uFJOlvUZeXC_Q1gdIHmYsME0_GrH7qL1b1rBEbN-bsfk_uf=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OK/@35.2215893,-97.4446151,14z",2025-10-28T18:43:19.507Z,,,,
https://www.google.com/maps/place/Sooner+Valet/data=!4m7!3m6!1s0x87b269a3d54d2c0f:0xd5d98239efcc084!8m2!3d35.2131299!4d-97.4453592!16s%2Fg%2F11gybk77y1!19sChIJDyxN1aNpsocRhMD8niOYXQ0,Sooner Valet,3.0,2,Valet parking service,"541 S University Blvd, Norman, OK 73069, United States","6H73+7V Norman, Oklahoma, USA",http://www.soonervalet.com/,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMiGayw2xQjcXMWi6OpoJRA-Kj_N9tGHDYReEIA=w484-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OK/@35.2215893,-97.4446151,14z",2025-10-28T18:43:25.315Z,,,,
"https://www.google.com/maps/place/A+G+Equipment+Co+-+Employee+Parking+II/@36.060949,-95.7974526,14z/data=!4m6!3m5!1s0x87b68b66fe6790d9:0x7491af5a7a4f5850!8m2!3d36.060949!4d-95.7974526!16s%2Fg%2F11k9lhtn7j",A G Equipment Co - Employee Parking II,,,Parking lot,"Broken Arrow, OK 74012, United States","3663+92 Broken Arrow, Oklahoma, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IKtt15enJxw_wLEmoCE6Ug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.47534&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Broken+Arrow+OK/@36.060949,-95.7974526,14z",2025-10-28T18:43:34.568Z,,,,
https://www.google.com/maps/place/Lawton+Public+Safety/data=!4m7!3m6!1s0x87ad19795252882d:0x3f702a83f4f64c59!8m2!3d34.6079216!4d-98.3867492!16s%2Fg%2F11ngstcq5c!19sChIJLYhSUnkZrYcRWUz29IMqcD8,Lawton Public Safety,4.1,45,Association / Organization,"100 SW Railroad St, Lawton, OK 73501, United States","JJ57+58 Lawton, Oklahoma, USA",http://lawtonok.gov/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwH2Q9tDOBZvSrhMpwWbFlKxsFVcX_EnTODLam8ElvDxSTc8jpcAHBPFynxPM2e27gMsbBCWklMPyelswrpR5waw4LzOoe9uBWCyIsr5VnzamzpWM03eMx5lWzSFdYOJ6ytaB55ww=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lawton+OK/@34.6075126,-98.3920462,14z",2025-10-28T18:43:47.923Z,,,,
https://www.google.com/maps/place/Pigg+Towing+Service/data=!4m7!3m6!1s0x87ace12f6b48c725:0xb0ab19ddcf0f5213!8m2!3d34.596956!4d-98.380697!16s%2Fg%2F11y353p0dd!19sChIJJcdIay_hrIcRE1IPz90Zq7A,Pigg Towing Service,4.9,90,Towing service,"223 SE J Ave, Lawton, OK 73501, United States","HJW9+QP Lawton, Oklahoma, USA",https://www.piggtowing.com/,+1 580-919-0392,"Open 24 hours

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysEAfNrrx8zU80GjeVNeh_oZOjfdxPpfAsiyRlOlQXIbc0HuE6YkTC2kAluYUXsrxI2kFzJsSIJ_qqnPNexeTpG6pwAlN48OwO9UQkXfokdj0C6-Gmh-Eupn1WkTfNzqX-FKtRfFf6GhPh=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lawton+OK/@34.6075126,-98.3920462,14z",2025-10-28T18:43:53.711Z,,,,
https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x87ad1ee44ad080ed:0x33e6303520f60381!8m2!3d34.6237892!4d-98.4255992!16s%2Fg%2F1tdd5s3q!19sChIJ7YDQSuQerYcRgQP2IDUw5jM,Chick-fil-A,4.5,3016,Fast food restaurant,"2301 NW Cache Rd, Lawton, OK 73505, United States","JHFF+GQ Lawton, Oklahoma, USA",https://www.chick-fil-a.com/locations/ok/cache-road?utm_source=yext&utm_medium=link,+1 580-353-7766,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQ-je87ypSOgtWaFcNY1LrPehJ9JyDOAJLY02GIJrUo3lo1ovHFG-pHgXQvTdBFEtH6k3d8eQLjx-JHxLg1wAa6stKGk0BnxaQVBP1CwUjmN1yyZNRfpdzm4nESSdxScUecUJn=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,Closed,7 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lawton+OK/@34.6075126,-98.3920462,14z",2025-10-28T18:43:58.878Z,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides. · Dine-in · Drive-through · Delivery,,,
https://www.google.com/maps/place/Hampton+Inn+%26+Suites+Lawton/data=!4m7!3m6!1s0x87ad1ee4bfea415b:0x49f6cced2db8fc53!8m2!3d34.6216185!4d-98.4280667!16s%2Fg%2F1tfwd_jt!19sChIJW0Hqv-QerYcRU_y4Le3M9kk,Hampton Inn & Suites Lawton,3.5,1037,,"2610 NW Cache Rd, Lawton, OK 73505, United States","JHCC+JQ Lawton, Oklahoma, USA",https://www.hilton.com/en/hotels/lawokhx-hampton-suites-lawton/?SEO_id=GMB-AMER-HX-LAWOKHX&y_source=1_MjA4MzM2My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 580-355-8200,,https://lh3.googleusercontent.com/p/AF1QipP25D6ZbrUlLFdbJmpcCyzIdLkui-oNjqbS0a0y=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lawton+OK/@34.6075126,-98.3920462,14z",2025-10-28T18:44:02.043Z,,,,
https://www.google.com/maps/place/Checker+Wrecker+%26+Auto+Salvage/data=!4m7!3m6!1s0x87ad18b6c0dc5f6b:0xf8a0947c1bd5b3c9!8m2!3d34.5892673!4d-98.39343!16s%2Fg%2F1tgcykqs!19sChIJa1_cwLYYrYcRybPVG3yUoPg,Checker Wrecker & Auto Salvage,4.2,417,Auto wrecker,"313 SW McKinley Ave, Lawton, OK 73501, United States","HJQ4+PJ Lawton, Oklahoma, USA",http://www.checkerwrecker.com/,+1 580-355-7675,,https://lh3.googleusercontent.com/p/AF1QipPPYmexTIXkF8s9dnv_xwDDN9sMQnyBm8gJWlRe=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–2 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lawton+OK/@34.6075126,-98.3920462,14z",2025-10-28T18:44:07.379Z,,,,
"https://www.google.com/maps/place/Emergency+Management/@34.604582,-98.3961936,17z/data=!3m1!4b1!4m6!3m5!1s0x87ad18cd313a2931:0xd2604e48eb992958!8m2!3d34.604582!4d-98.3961936!16s%2Fg%2F1tnl1xk7",Emergency Management,4.0,1,Public safety office,"315 SW 5th St # 107, Lawton, OK 73501, United States","JJ33+RG Lawton, Oklahoma, USA",https://www.comanchecounty.us/emergency-management,+1 580-355-0535,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lawton+OK/@34.6075126,-98.3920462,14z",2025-10-28T18:44:12.242Z,,,,
