placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error
https://www.google.com/maps/place/CHRISTUS+Hospice+Shreveport-Bossier/data=!4m7!3m6!1s0x8636cd9f83fcb7f9:0xa601862a32531e62!8m2!3d32.448474!4d-93.7198842!16s%2Fg%2F1v3lq9zw!19sChIJ-bf8g5_NNoYRYh5TMiqGAaY,CHRISTUS Hospice Shreveport-Bossier,4.6,10,Hospice,"6425 Youree Dr #580, Shreveport, LA 71105, United States","C7XJ+92 Shreveport, Louisiana, USA",https://lhcgroup.com/locations/christus-hospice-and-palliative-care-shreveport-bossier/?utm_source=google&utm_medium=GMB&utm_campaign=google_my_business,+1 318-383-6748,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNnty3A38pdyoFZbe6gZ-PlCS5Iv_0pX76WKOBy=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:04.033Z,,
https://www.google.com/maps/place/Bristol+Hospice+-+NW+Louisiana+-+Shreveport/data=!4m7!3m6!1s0x86312ce852500da3:0x802fb61e862aa16e!8m2!3d32.3961406!4d-93.7380741!16s%2Fg%2F11dfj1ss0w!19sChIJow1QUugsMYYRbqEqhh62L4A,Bristol Hospice - NW Louisiana - Shreveport,4.6,24,Hospice,"9301 Wallace Lake Rd, Shreveport, LA 71106, United States","97W6+FQ Shreveport, Louisiana, USA",https://bristolhospice.com/,+1 318-524-1046,"Open 24 hours

Confirmed by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mjHeEEBebwHbKxIYO3XV7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.794174&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:09.728Z,,
https://www.google.com/maps/place/Nightingale+Hospice/data=!4m7!3m6!1s0x86312de4379f9605:0x1fb192ed9fc11a11!8m2!3d32.4683205!4d-93.6690588!16s%2Fg%2F1pp2tjvf3!19sChIJBZafN-QtMYYRERrBn-2SsR8,Nightingale Hospice,3.9,15,Hospice,"4530 Barksdale Blvd, Bossier City, LA 71112, United States","F89J+89 Bossier City, Louisiana, USA",https://www.nghospice.com/,+1 318-402-2300,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HPYQH4I9mLL7ALnoNqZj9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.21391&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:15.118Z,,
https://www.google.com/maps/place/LifePath+Hospice+Care+Services/data=!4m7!3m6!1s0x86312ce9b846766b:0xb0785145aa848723!8m2!3d32.4213131!4d-93.7271228!16s%2Fg%2F1vc6dscy!19sChIJa3ZGuOksMYYRI4eEqkVReLA,LifePath Hospice Care Services,4.7,14,Hospice,"8720 Quimper Pl #100, Shreveport, LA 71105, United States","C7CF+G5 Shreveport, Louisiana, USA",https://www.lifepathhospicecare.com/,+1 318-222-5711,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BR3PxfLNFJo07ZnKAaXCZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.90286&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:20.138Z,,
https://www.google.com/maps/place/Pilgrim+Manor+Skilled+Nursing+and+Rehabilitation/data=!4m7!3m6!1s0x8631330443292bf5:0x18877242f61557b4!8m2!3d32.5358728!4d-93.709079!16s%2Fg%2F1wyc4q0y!19sChIJ9SspQwQzMYYRtFcV9kJyhxg,Pilgrim Manor Skilled Nursing and Rehabilitation,2.7,33,Nursing home,"1524 Doctors Dr, Bossier City, LA 71111, United States","G7PR+89 Bossier City, Louisiana, USA",https://pilgrimmanornursinghome.com/,+1 318-742-1623,"Open 24 hours

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNlp10zOyQMyY7rNzutn_F11JED8V7TY6qoGPdW=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:24.964Z,,
https://www.google.com/maps/place/Amedisys+Hospice+Care/data=!4m7!3m6!1s0x86312cc91862c3fb:0x95b0d81c5c3d3769!8m2!3d32.4159119!4d-93.7343926!16s%2Fg%2F11bx1htl79!19sChIJ-8NiGMksMYYRaTc9XBzYsJU,Amedisys Hospice Care,5.0,7,Hospice,"425 Ashley Ridge Blvd Suite 240, Shreveport, LA 71106, United States","C788+96 Shreveport, Louisiana, USA",https://locations.amedisys.com/la/shreveport/hospice-1211/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 318-868-8788,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMUYF7BIT4DjedaDCCaI4kO0T3HvzDMfRH5Op9I=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:29.857Z,,
https://www.google.com/maps/place/Willis+Knighton+Hospice+of+Louisiana/data=!4m7!3m6!1s0x8636d361ddce49b9:0xef756c03692005f3!8m2!3d32.4013552!4d-93.7023553!16s%2Fg%2F1thl5t93!19sChIJuUnO3WHTNoYR8wUgaQNsde8,Willis Knighton Hospice of Louisiana,5.0,9,Hospice,"616 E Flournoy Lucas Rd, Shreveport, LA 71115, United States","C72X+G3 Shreveport, Louisiana, USA",http://www.wkhs.com/Hospice/Home.aspx,+1 318-212-2170,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B4sP0xp1WX2qfhY769V1bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.5721521&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:34.935Z,,
https://www.google.com/maps/place/The+Carpenter+House/data=!4m7!3m6!1s0x86312dffe8908cc1:0xf3e5d41330f78165!8m2!3d32.4218892!4d-93.6946953!16s%2Fg%2F11j4lqdx2m!19sChIJwYyQ6P8tMYYRZYH3MBPU5fM,The Carpenter House,3.9,18,Hospice,"8950 E Kings Hwy, Shreveport, LA 71115, United States","C8C4+Q4 Shreveport, Louisiana, USA",https://www.thecarpenterhealthnetwork.com/about-us/carpenter-house/,+1 318-656-4218,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPTJ3mS-c50S2O14ck7yrt4cPw3wROugILDfiv5=w408-h275-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:40.335Z,,
"https://www.google.com/maps/place/Community+Hospices+of+America/@32.4552404,-93.7488662,17z/data=!3m1!4b1!4m6!3m5!1s0x8636d2cbdb90c671:0x845b4867c839a9b2!8m2!3d32.4552404!4d-93.7488662!16s%2Fg%2F1263cygmv",Community Hospices of America,,,Hospice,"920 Pierremont Rd, Shreveport, LA 71106, United States","F742+3F Shreveport, Louisiana, USA",,+1 318-868-6550,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:45.048Z,,
https://www.google.com/maps/place/Shreveport+Manor+Skilled+Nursing+and+Rehabilitation/data=!4m7!3m6!1s0x8636d29d40a95fbf:0xc65d255f08320756!8m2!3d32.4795863!4d-93.7730129!16s%2Fg%2F1thn5wwq!19sChIJv1-pQJ3SNoYRVgcyCF8lXcY,Shreveport Manor Skilled Nursing and Rehabilitation,2.7,12,Nursing home,"3302 Mansfield Rd, Shreveport, LA 71103, United States","F6HG+RQ Shreveport, Louisiana, USA",https://shreveportmanornursinghome.com/,+1 318-222-9482,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zzx980-q284HZr96omoYGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.3979&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-18T00:15:50.072Z,,
