placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Parkville+Management/data=!4m7!3m6!1s0x89e7accbb339452b:0x95148dce3987c174!8m2!3d41.7565555!4d-72.7136185!16s%2Fg%2F11c6ff_g8j!19sChIJK0U5s8us54kRdMGHOc6NFJU,Parkville Management,4.3,6,Property management company,"2074 Park St Suite F, Hartford, CT 06106, United States","Q74P+JH Hartford, Connecticut, USA",http://parkvillemanagement.com/,+1 860-522-8000,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipN3lNjew9ebQoM-TN-j0MxtV2F02qptQaH4uap_=w408-h272-k-no,true,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:44:41.329Z,,,
https://www.google.com/maps/place/Stanton+Management/data=!4m7!3m6!1s0x89e6536a4ed20035:0xbba0b3f3b0b02f08!8m2!3d41.75779!4d-72.6836224!16s%2Fg%2F11l5tm70ww!19sChIJNQDSTmpT5okRCC-wsPOzoLs,Stanton Management,4.6,23,Property management company,"421 Park St, Hartford, CT 06106, United States","Q858+4H Hartford, Connecticut, USA",https://www.stantonpm.com/,+1 860-993-3401,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqXXb_dMNx3zr4AEQJ_foY3MYkgvVfQtKEduboV3y14CRkiIu9q7a22eaytk-KO5Y9xWl8qfMH0fqQaq9MAjW8VNewPSwI2mbrvi_vKa-J95KJjtTB06Uqu1zdZjuCgdhln0koU0ueADN7q=w408-h544-k-no,true,9 am–6 pm,9 am–3:30 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:44:47.575Z,,,
https://www.google.com/maps/place/Imagineers+LLC/data=!4m7!3m6!1s0x89e7ad41b687c7ab:0xfdef936c35f425e2!8m2!3d41.7654997!4d-72.7143413!16s%2Fg%2F1ts1np31!19sChIJq8eHtkGt54kR4iX0NWyT7_0,Imagineers LLC,3.0,292,Property management company,"635 Farmington Ave, Hartford, CT 06105, United States","Q78P+57 Hartford, Connecticut, USA",http://www.imagineersllc.com/,+1 860-768-3300,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMDT9nXZz9el4BslI8JeU1dxJuPUY6OAkuoc3g3=w426-h240-k-no,true,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:44:52.645Z,,,
https://www.google.com/maps/place/Maple+Group+Management/data=!4m7!3m6!1s0x89e7ad1381a7b125:0x6161ff96d36c4d10!8m2!3d41.7701684!4d-72.6945571!16s%2Fg%2F11ssx84dsj!19sChIJJbGngROt54kREE1s05b_YWE,Maple Group Management,3.6,39,Property management company,"887 Asylum Ave # 1, Hartford, CT 06105, United States","Q8C4+35 Hartford, Connecticut, USA",https://www.maplegroupmanagement.com/,+1 860-488-9020,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NCFgNoGj2vQGVm8YaiyXCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.04797&pitch=0&thumbfov=100,true,8:30 am–5 pm,8 am–4:30 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:44:57.687Z,,,
https://www.google.com/maps/place/Nova+Realty+Management+LLC/data=!4m7!3m6!1s0x89e6530f8ba2dbed:0x14da2e424991aab9!8m2!3d41.7644555!4d-72.7000188!16s%2Fg%2F11j2g1sg23!19sChIJ7duiiw9T5okRuaqRSUIu2hQ,Nova Realty Management LLC,3.3,135,Property management company,"36 Forest St, Hartford, CT 06105, United States","Q77X+QX Hartford, Connecticut, USA",http://novamanage.com/,+1 860-256-8000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr80vq0E8PhSPWoBKqvByCnxfL0QJbS699ZQths91ibRze-fDuSygPkCIsEm3h2LwSoZoXvxKo1UqR2mxDnfP60kzXN9JiYsT_Sofm2YT4mI1w5zq4n-hpN1zBCIz8xdKWkWyCt9g=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:45:02.782Z,,,
https://www.google.com/maps/place/Davisified+Property+Management/data=!4m7!3m6!1s0x89e653682fe66e7f:0xef16e27d2b5e2b4d!8m2!3d41.7624524!4d-72.6851339!16s%2Fg%2F1w347myd!19sChIJf27mL2hT5okRTSteK33iFu8,Davisified Property Management,3.3,6,Property management company,"30 Hungerford St, Hartford, CT 06106, United States","Q867+XW Hartford, Connecticut, USA",,+1 860-547-1142,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_dSnz3J_FOEnXjxW3OxYVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.537125&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:45:08.077Z,,,
https://www.google.com/maps/place/Demarco+Management+Corporation/data=!4m7!3m6!1s0x89e653af743c662d:0x8f04216e1e0e8290!8m2!3d41.7410018!4d-72.6553613!16s%2Fg%2F1hc86hj11!19sChIJLWY8dK9T5okRkIIOHm4hBI8,Demarco Management Corporation,3.0,14,Property management company,"117 Murphy Rd #2, Hartford, CT 06114, United States","P8RV+CV Hartford, Connecticut, USA",https://www.demarcomc.com/,+1 860-951-9411,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgKNTvP5sX_8hS7QQ7dHpYnxccNr1XGRn7aBk01fJBWYxt1DELgjp5A4mggFdofIGaedEO5nWpp9vx6wAnTU1oOOeAwqBABtSfl-ZSy5I_f8BXD06oghTCIXtT5wUa51cAhGAU9g=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:45:13.070Z,,,
"https://www.google.com/maps/place/R%26M+Property+Management+Solutions,+LLC/data=!4m7!3m6!1s0x89e7acc3b38bb6bb:0xff56389352d5c0aa!8m2!3d41.7644987!4d-72.7285856!16s%2Fg%2F1hm5g87rs!19sChIJu7aLs8Os54kRqsDVUpM4Vv8","R&M Property Management Solutions, LLC",4.2,25,Property management company,"801 Farmington Ave, West Hartford, CT 06119, United States","Q77C+QH West Hartford, Connecticut, USA",http://www.bushre.com/,+1 860-924-6610,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOGzUm4fsPbBC3J2EB4SQgDdi8ZxXaIG_Nhjz3V=w420-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:45:17.937Z,,,
https://www.google.com/maps/place/Red+Oak+Management/data=!4m7!3m6!1s0x89e7ad3dbde84005:0x255dbb125fe8b128!8m2!3d41.7462803!4d-72.7141513!16s%2Fg%2F11t0r3zccy!19sChIJBUDovT2t54kRKLHoXxK7XSU,Red Oak Management,1.8,25,Property management company,"361 New Park Ave, Hartford, CT 06106, United States","P7WP+G8 Hartford, Connecticut, USA",,+1 860-937-5835,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RDhg9CP-3rxS5oZ6kw6pHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.40836&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:45:22.905Z,,,
https://www.google.com/maps/place/Joyland+Management/data=!4m7!3m6!1s0x89e653a61f39fa6d:0x31f137e7f42683aa!8m2!3d41.7555039!4d-72.6755313!16s%2Fg%2F11h71hx1z4!19sChIJbfo5H6ZT5okRqoMm9Oc38TE,Joyland Management,1.7,6,Property management company,"9 Wyllys St, Hartford, CT 06106, United States","Q84F+6Q Hartford, Connecticut, USA",http://www.joylandmgmt.com/,+1 718-360-5902,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmoN0Jn7HozJC_XWkAusKf3xiu72HWZfgqs99DYjsbY21OO3mExRfIvCEB2u4dVHyOwwcAK4kQg2tbD5vCNii_DzuaKxs2KleQc9Z_XbPy1WoEENnkziGsP7K0OplLunL8uRG5TQ=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-25T18:45:27.909Z,Identifies as women-owned,,
