placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Local+Garage+Door+Repair+Dublin+Ohio+LLC/data=!4m7!3m6!1s0x88389377a6df086d:0xf1827da4050c3e28!8m2!3d40.0645336!4d-83.0927401!16s%2Fg%2F11pkjcr0_t!19sChIJbQjfpneTOIgRKD4MBaR9gvE,Local Garage Door Repair Dublin Ohio LLC,4.8,37,Garage door supplier,"2829 Bethel Rd #1001, Columbus, OH 43220, United States","3W74+RW Columbus, Ohio, USA",http://localgaragedoorsrepairdublinohiollc.com/,+1 614-683-3132,Open ⋅ Closes 11 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPP1k72lOPlyvsLEFFKYSUl02hFu8BAyTu0P6e7=w408-h244-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:45:23.518Z,,,
https://www.google.com/maps/place/Overhead+Garage+Door+Repair+Dublin+Ohio+LLC/data=!4m7!3m6!1s0x8838936180c1b5c9:0x7972b3e5b074a8cc!8m2!3d40.0996751!4d-83.1254892!16s%2Fg%2F11w1q2k61j!19sChIJybXBgGGTOIgRzKh0sOWzcnk,Overhead Garage Door Repair Dublin Ohio LLC,5.0,24,Garage door supplier,"5035 Post Rd #1007, Dublin, OH 43017, United States","3VXF+VR Dublin, Ohio, USA",https://overheadgaragedoorrepairdublinohiollc.com/,+1 380-205-9449,Open ⋅ Closes 11 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOs1z1Qft7CQJSP3UV86jWE_BtRKD4yGo-Rp4yD=w408-h306-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:45:29.303Z,,,
https://www.google.com/maps/place/Don%27s+Garage+Door+Repair/data=!4m7!3m6!1s0x8838ed048698a427:0xe80cfdfa815e477!8m2!3d40.1128402!4d-83.0854804!16s%2Fg%2F11xfjqr78n!19sChIJJ6SYhgTtOIgRd-QVqN_PgA4,Don's Garage Door Repair,4.9,350,Garage door supplier,"2600 Billingsley Rd, Columbus, OH 43235, United States","4W77+4R Columbus, Ohio, USA",https://donsgaragedoors.com/columbus-oh-garage-door-repair-installation-near-you/?utm_source=google&utm_medium=organic&utm_campaign=gbpwebsite[columbus-west],+1 614-254-6036,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN-im6BOlBrnjPbCmw5ZpyRWzKeeWYYesKmgThN=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:45:35.399Z,,,
https://www.google.com/maps/place/AF+Garage+Door+Repair-Residential+%26+Commercial/data=!4m7!3m6!1s0x8838f39d1e7bf925:0x18534edf1cd302bd!8m2!3d40.0649585!4d-83.131731!16s%2Fg%2F11jfs2jxkb!19sChIJJfl7Hp3zOIgRvQLTHN9OUxg,AF Garage Door Repair-Residential & Commercial,5.0,31,Garage door supplier,"5467 Hayden Station Way, Dublin, OH 43016, United States","3V79+X8 Dublin, Ohio, USA",https://afgaragedoor.com/,+1 614-410-9059,Closed ⋅ Opens 12 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPx4sKsXpj6AeBR37SocbCrE9TmDk7PgYXsCj-c=w408-h544-k-no,true,Closed,Closed,Closed,Open 24 hours,Open 24 hours,Open 24 hours,6 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:45:40.706Z,,,
https://www.google.com/maps/place/A1+Garage+Repair+LLC/data=!4m7!3m6!1s0x883893dcb8ffbec9:0xfdc3965cc7560e96!8m2!3d40.1175092!4d-83.1887218!16s%2Fg%2F1tjpr4x1!19sChIJyb7_uNyTOIgRlg5Wx1yWw_0,A1 Garage Repair LLC,5.0,870,Garage door supplier,"7350 Industrial Pkwy, Plain City, OH 43064, United States","4R96+2G Plain City, Ohio, USA",http://www.a1garagerepair.com/,+1 614-500-4377,Closes soon ⋅ 6 pm ⋅ Opens 8:30 am Sat,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMejzo4mLNmayWCXkjVUtJzKccDr3-KFGfrnvW6=w408-h306-k-no,true,8 am–6 pm,8:30 am–12:30 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:45:45.792Z,,,
https://www.google.com/maps/place/Doorvana+Garage+Door+Service+LLC/data=!4m7!3m6!1s0x8838ebf5c9367431:0xd5d9e552fff302fd!8m2!3d40.1269817!4d-83.1906838!16s%2Fg%2F11xmftg0lh!19sChIJMXQ2yfXrOIgR_QLz_1Ll2dU,Doorvana Garage Door Service LLC,5.0,53,Garage builder,"7780 Corporate Blvd, Plain City, OH 43064, United States","4RG5+QP Plain City, Ohio, USA",http://dgdgarge.com/,+1 614-323-5829,Open ⋅ Closes 12 am,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWN27jimHoENksyKVOZgOhyVuDQPEHmp4Y95MG6EhRUJ6Hy795VexFx_PwEJKl04DLyzeeqnPAm4bMy5T6WBw8jJKRQIu9n6XzIXYP3pgMe1EnqDiF89eyexlf8urzLkMwHknjtKM7dL59=w408-h306-k-no,true,Open 24 hours,9 am–9:30 pm,9 am–9:30 pm,9 am–9:30 pm,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:45:50.864Z,,,
https://www.google.com/maps/place/Blue+Line+Garage+Door+Repair+Columbus+Ohio+LLC/data=!4m7!3m6!1s0x88388d46fa8637b5:0xe466c5743ffe160d!8m2!3d40.0619583!4d-82.9950354!16s%2Fg%2F11jyz06b_j!19sChIJtTeG-kaNOIgRDRb-P3TFZuQ,Blue Line Garage Door Repair Columbus Ohio LLC,5.0,104,Garage door supplier,"916 Morse Rd #1007, Columbus, OH 43229, United States","3263+QX Columbus, Ohio, USA",https://www.bluelinegaragedoorrepaircolumbusohiollc.com/,+1 614-992-7979,Open ⋅ Closes 11 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPUnxwfwAxdPe2dskTz7Nl2DwqOZDtfFvn8ue5c=w408-h272-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:45:56.084Z,,,
https://www.google.com/maps/place/Garage+Door+Repair+Lewis+Center+LLC/data=!4m7!3m6!1s0x8838f3643d582d0b:0x4de1eca1fb0cee3a!8m2!3d40.1381303!4d-83.0176298!16s%2Fg%2F11pd0cv8dv!19sChIJCy1YPWTzOIgROu4M-6Hs4U0,Garage Door Repair Lewis Center LLC,4.9,54,Garage door supplier,"8595 N High St #1000, Columbus, OH 43235, United States","4XQJ+7W Columbus, Ohio, USA",https://garagedoorrepairlewiscenterllc.com/,+1 614-820-8880,Open ⋅ Closes 11 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMkaozxApI4YDvSU2_356GSt7zbaGagyTUMCRKX=w423-h240-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:46:01.189Z,,,
https://www.google.com/maps/place/Apex+Garage+Door+Services/data=!4m7!3m6!1s0x88388b0280f95c6f:0x4de416c3455737fe!8m2!3d40.0595233!4d-82.9307993!16s%2Fg%2F11g0g8js03!19sChIJb1z5gAKLOIgR_jdXRcMW5E0,Apex Garage Door Services,4.8,595,Garage door supplier,"3310 Morse Rd #114, Columbus, OH 43231, United States","3359+RM Columbus, Ohio, USA",https://www.apexgaragedoor.com/,+1 614-698-9234,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNKWO0_Lqwui2gLVWEoGHcjYzgWXBTKuaRe5pg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:46:06.268Z,,,
https://www.google.com/maps/place/Nofziger+Door+Sales+Inc/data=!4m7!3m6!1s0x8838eb2101e8d72d:0x7fbfa932f6cab48b!8m2!3d40.1276892!4d-83.2052307!16s%2Fg%2F1tfb76ws!19sChIJLdfoASHrOIgRi7TK9jKpv38,Nofziger Door Sales Inc,4.8,44,Garage door supplier,"8280 Estates Pkwy, Plain City, OH 43064, United States","4QHV+3W Plain City, Ohio, USA",http://www.dublinohiogaragedoors.com/,+1 614-873-3905,Closed ⋅ Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN8dk_T4Qer96RK_F5faAJj6v2yB_KGW430kksD=w408-h306-k-no,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-11-07T22:46:12.917Z,,,
