placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes
https://www.google.com/maps/place/UTRGV+Parking+and+Transportation+Services/data=!4m7!3m6!1s0x866f9565fd3a941b:0xc34e2cc43979151!8m2!3d25.8954397!4d-97.479894!16s%2Fg%2F11h5_twd1t!19sChIJG5Q6_WWVb4YRUZGXQ8ziNAw,UTRGV Parking and Transportation Services,3.8,4,University,"2701 E Tyler St, Brownsville, TX 78520, United States","VGWC+52 Brownsville, Texas, USA",https://www.utrgv.edu/parking-and-transportation-services/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xl6-U56osC1DKL6Cq9RtfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.583626&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-10-28T18:40:06.228Z,,
https://www.google.com/maps/place/CDS+PARKING+LLC/data=!4m7!3m6!1s0x866f9519db87e5d7:0x919590e9437ff65f!8m2!3d25.9027135!4d-97.4939796!16s%2Fg%2F11pvdpg1zd!19sChIJ1-WH2xmVb4YRX_Z_Q-mQlZE,CDS PARKING LLC,,,Automation company,"1325 E Madison St, Brownsville, TX 78520, United States","WG34+3C Brownsville, Texas, USA",https://www.cdsautomatico.com/,+1 956-338-0856,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXl84BbEKewz93ak1_AVgozcWiawwRb3xNKJ37c11CQg-OKhcz82b9M2ajr0i8aSKlk0T8hnstGmMqf375M5mg5rXkKKMHO-BYvItjrm9QHen64s0YNaanbso0gLyM5RKJm6g=w408-h544-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-10-28T18:40:13.384Z,,
https://www.google.com/maps/place/Short+Term+Daily+Passenger+Parking/data=!4m7!3m6!1s0x866fbe292d7fd5b7:0x95ce5947bf5a3d6e!8m2!3d25.9056875!4d-97.4337825!16s%2Fg%2F11f_p34xn5!19sChIJt9V_LSm-b4YRbj1av0dZzpU,Short Term Daily Passenger Parking,5.0,2,Parking lot,"700 Amelia Earhart Dr, Brownsville, TX 78521, United States","WH48+7F Brownsville, Texas, USA",,+1 956-459-1808,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaEOgLJNk3ijMHK5zvjgs0KZqhd42Wc3Kexd_dPZwax9-TQcgZpAYub0ixrDhtPmaMi2ruJW0DDnsO9Eor6Wooajb2EC7fcbYMnbhoa4vgYWrzXMkdJoE-ucMy9gMrDkNbb-sAtA=w408-h725-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-10-28T18:40:20.592Z,,
https://www.google.com/maps/place/Parking+Log+Maintenance/data=!4m7!3m6!1s0x8639334c00000001:0xb03ef724b812eeb1!8m2!3d30.0988666!4d-94.166734!16s%2Fg%2F1tnct8bd!19sChIJAQAAAEwzOYYRse4SuCT3PrA,Parking Log Maintenance,,,Construction company,"Beaumont, TX 77706, United States",,,+1 409-866-7750,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MOcNjVTR4F0mOAYRNSAuJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.7131276&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Beaumont+TX/@30.080174,-94.1265562,14z",2025-10-28T18:40:35.585Z,,
https://www.google.com/maps/place/Contractor+Parking+-+ExxonMobil/data=!4m7!3m6!1s0x863eca99d7a99d33:0xe500ab9bfa297bce!8m2!3d30.0693091!4d-94.0796171!16s%2Fg%2F11c5fcbqr5!19sChIJM52p15nKPoYRznsp-purAOU,Contractor Parking - ExxonMobil,3.5,20,Parking lot,"1900-1998 Carroll St, Beaumont, TX 77701, United States","3W9C+P5 Beaumont, Texas, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SY3ql87YhckCUOYybG_xGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.42404&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Beaumont+TX/@30.080174,-94.1265562,14z",2025-10-28T18:40:42.471Z,,
https://www.google.com/maps/place/Beaumont+TX+Parking+Lot+Striping/data=!4m7!3m6!1s0x8ad28506016fed29:0xf964a47a9f15fe9!8m2!3d30.0850708!4d-94.1278581!16s%2Fg%2F11vpqwyy9f!19sChIJKe1vAQaF0ooR6V_xqUdKlg8,Beaumont TX Parking Lot Striping,5.0,14,Asphalt contractor,"2615 Calder Ave, Beaumont, TX 77702, United States","3VPC+2V Beaumont, Texas, USA",https://www.beaumonttxparkinglotstriping.com/,+1 936-274-8391,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOuySbt4lGi6ACT56VE3JBruiyn9Pf9P5x9Kco=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Beaumont+TX/@30.080174,-94.1265562,14z",2025-10-28T18:40:49.002Z,,
https://www.google.com/maps/place/Lone+Star+Valet/data=!4m7!3m6!1s0x864c212eeff49e5b:0x6b3a9ff35a37af24!8m2!3d32.9682367!4d-96.8434046!16s%2Fg%2F1hc83xrx3!19sChIJW5707y4hTIYRJK83WvOfOms,Lone Star Valet,4.4,442,Valet parking service,"3330 Keller Springs Rd Apt 210, Carrollton, TX 75006, United States","X594+7J Carrollton, Texas, USA",http://www.lonestarvalet.com/,+1 972-406-8400,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPYzLq09KoU0XRAaHxPVm31ZB0Ckzcgy97UZIR4=w456-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carrollton+TX/@32.9756415,-96.8899636,14z",2025-10-28T18:41:04.746Z,,
https://www.google.com/maps/place/StripingLot/data=!4m7!3m6!1s0x864c25afed3fffff:0x6e0e3d613d5ef554!8m2!3d32.9851867!4d-96.9319735!16s%2Fg%2F11fx7x4f1y!19sChIJ__8_7a8lTIYRVPVePWE9Dm4,StripingLot,4.7,47,Parking lot,"2630 N Interstate 35E, Carrollton, TX 75007, United States","X3P9+36 Carrollton, Texas, USA",http://www.stripinglot.com/,+1 972-370-4786,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMUe8evCupe1uCudn8TkfeuyI0964lSL0LFlmjA=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carrollton+TX/@32.9756415,-96.8899636,14z",2025-10-28T18:41:09.913Z,,
https://www.google.com/maps/place/The+Parking+Company+Worldwide+LLC+%28The+Parking+Guys%29/data=!4m7!3m6!1s0x864c27c2ea0a72e7:0xe939102164a4a049!8m2!3d32.9393675!4d-96.9190546!16s%2Fg%2F11lz4tccwd!19sChIJ53IK6sInTIYRSaCkZCEQOek,The Parking Company Worldwide LLC (The Parking Guys),,,Valet parking service,"1420 Valwood Pkwy #120, Carrollton, TX 75006, United States","W3QJ+P9 Carrollton, Texas, USA",https://www.theparkingguys.com/,+1 888-608-2538,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipNxgTZy-BxbPND6VwX71s0pnqBWMpP7kZNc7F9I=w408-h408-k-no,true,7 am–12 am,7 am–12 am,7 am–12 am,6 am–12 am,9 am–12 am,9 am–12 am,6 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carrollton+TX/@32.9756415,-96.8899636,14z",2025-10-28T18:41:15.649Z,,
"https://www.google.com/maps/place/West+Texas+Valet/@31.8456816,-102.3676431,14z/data=!4m6!3m5!1s0x86fbc90d0ec6d433:0xd61ec0f896cbdfad!8m2!3d31.8630879!4d-102.3441952!16s%2Fg%2F11j7h16nrp",West Texas Valet,5.0,3,Valet parking service,"855 Central Dr Suite 6, Odessa, TX 79761, United States","VM74+68 Odessa, Texas, USA",http://westtexasvalet.com/,+1 432-803-8331,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNNkXcxtsre_DeSg8Zp4F3lEVu1PHteBEPHXTLE=w408-h407-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Odessa+TX/@31.8456816,-102.3676431,14z",2025-10-28T18:41:24.685Z,,
