placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error
"https://www.google.com/maps/place/Uk+Accountant+-+Taxe,Presettle,Universitate,Acte,Rezidenta,Universal+Credit/data=!4m7!3m6!1s0x487931a42c29a287:0xf6665c56337dca28!8m2!3d53.958387!4d-1.0854824!16s%2Fg%2F11svghz99m!19sChIJh6IpLKQxeUgRKMp9M1ZcZvY","Uk Accountant - Taxe,Presettle,Universitate,Acte,Rezidenta,Universal Credit",4.8,39,Accountant,"2, York YO1 0SB, United Kingdom","XW57+9R York, UK",http://www.contabil-online.com/,+44 7877 261377,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMWrBYY3D8SY3-2_VZBmfUBXZjbjAa2rt8pftzh=w408-h406-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:43:32.052Z,,
https://www.google.com/maps/place/HPH+Chartered+Accountants/data=!4m7!3m6!1s0x48793109dfe9bcaf:0x5c97f3430782c10a!8m2!3d53.9640934!4d-1.0879904!16s%2Fg%2F1tczvg03!19sChIJr7zp3wkxeUgRCsGCB0Pzl1w,HPH Chartered Accountants,4.0,5,Certified public accountant,"54 Bootham, York YO30 7XZ, United Kingdom","XW76+JR York, UK",http://www.hphonline.co.uk/,+44 1904 611164,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noK6y9YYcqKq03rAa_OGtI_G9O4RyGCs9xKcNz1OqYsLO7awPPz_4hC_khDHnOKXHe03z0iKV9aXqGndicGRuK-divi86JE9aJhEhgNXawxFJC-jCAmkHjTi2dEV8sY3xU1Axctrw=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:43:36.842Z,,
https://www.google.com/maps/place/Henderson+%26+Co+Accountants/data=!4m7!3m6!1s0x4878cf0a6ab8aa67:0x45933ac2bafd9b90!8m2!3d53.9605109!4d-1.0846792!16s%2Fg%2F11hmspp9rx!19sChIJZ6q4agrPeEgRkJv9usI6k0U,Henderson & Co Accountants,5.0,18,Accounting firm,"18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",http://www.hendersonaccountants.co.uk/,+44 28 3044 1333,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kh0v5o8UEZyFciVx-_bYHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.93515&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:43:41.726Z,,
https://www.google.com/maps/place/360+Chartered+Accountants/data=!4m7!3m6!1s0x487931938d383bb3:0xef5a56acb9bc7c33!8m2!3d53.9605109!4d-1.0846792!16s%2Fg%2F11spmy94cp!19sChIJszs4jZMxeUgRM3y8uaxWWu8,360 Chartered Accountants,5.0,3,Accountant,"Blake House, 18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",https://www.360accountants.co.uk/,+44 1904 217360,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kh0v5o8UEZyFciVx-_bYHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.93515&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:43:46.122Z,,
https://www.google.com/maps/place/The+Accounting+Room+Ltd/data=!4m7!3m6!1s0x487933ee7d56207b:0x8463357a3cf48c7d!8m2!3d53.9490488!4d-1.0473835!16s%2Fg%2F11rv3jzqms!19sChIJeyBWfe4zeUgRfYz0PHo1Y4Q,The Accounting Room Ltd,5.0,53,Chartered accountant,"Innovation Centre, Innovation Way, Heslington, York YO10 5NY, United Kingdom","WXX3+J2 Heslington, York, UK",http://accounting-room.com/,+44 7938 644938,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOAQZ8dcKVlpJTnmKDW5nInmfPuc0E-L6LTWWsK=w408-h271-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:43:50.578Z,,
https://www.google.com/maps/place/S.J.+Perry+Accountants/data=!4m7!3m6!1s0x487931244f0c7107:0xed9901fc1237d556!8m2!3d53.9571286!4d-1.087457!16s%2Fg%2F11y06scsn!19sChIJB3EMTyQxeUgRVtU3EvwBme0,S.J. Perry Accountants,5.0,1,Chartered accountant,"Blake House, 2a St Martin's Ln, York YO1 6LN, United Kingdom","XW47+V2 York, UK",https://sjperryaccountants.co.uk/,+44 1904 404560,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JLGnPECITnOdnK0sJsLWwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.17719&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:43:55.070Z,,
https://www.google.com/maps/place/TaxAssist+Accountants/data=!4m7!3m6!1s0x487931c0c775bfe9:0x584158ba5c0c76bf!8m2!3d53.9668039!4d-1.0600585!16s%2Fg%2F1tfg2lv8!19sChIJ6b91x8AxeUgRv3YMXLpYQVg,TaxAssist Accountants,4.9,27,Accountant,"63-65 Heworth Rd, Heworth, York YO31 0AA, United Kingdom","XW8Q+PX York, UK",https://www.taxassist.co.uk/accountants/york/?utm_source=google&utm_medium=google_my_business&utm_campaign=local,+44 1904 414411,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrHkdRQe5jZ9r3bKBAeEdLkwwNixvdyqsjHw7UD4d26tNwux06AFQiExpeNNf-UP9RKOuGEXQ7MX-ZKIfNSTrb3foHWEHmCOYjNfHEFwbKJ0M7xOU2mtCN6pCKqUmNAEcwMCgXu=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:43:59.521Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Equilibrium+Accountants/data=!4m7!3m6!1s0x487931a7d2c28035:0x6699d353847f3671!8m2!3d53.961389!4d-1.0799525!16s%2Fg%2F11b5vtcth9!19sChIJNYDC0qcxeUgRcTZ_hFPTmWY,Equilibrium Accountants,4.2,5,Chartered accountant,"48 Goodramgate, York YO1 7LF, United Kingdom","XW6C+H2 York, UK",http://www.equilaccs.co.uk/,+44 1904 656889,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U1kWWFzRUa_FMLEARrdToA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.73502&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:04.078Z,Identifies as women-owned,
https://www.google.com/maps/place/Hunter+Gee+Holroyd+York/data=!4m7!3m6!1s0x487931a7c2f2a2a5:0x2adfb6201029c41f!8m2!3d53.9605561!4d-1.0862904!16s%2Fg%2F1v5_8yx0!19sChIJpaLywqcxeUgRH8QpECC23yo,Hunter Gee Holroyd York,5.0,4,Accountant,"Club Chambers, Museum St, York YO1 7DN, United Kingdom","XW67+6F York, UK",https://huntergeeholroyd.co.uk/our-offices/york-accountants/,+44 1904 655202,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_Du9lkEojhzhhiws7WUXO7NOsQimiFxugat5AnPLGOXLzm2sIgI6Wy2zQTsfK3b6ljJpR1iKgDzPQQ78wAwE8D6TZ_aRuEzn7O9v5z6IYLM5CeVfG9cjGEVark0UE0NzXIF6V=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:08.560Z,,
https://www.google.com/maps/place/Expat+Tax+Online/data=!4m7!3m6!1s0x487931e07ffa9e57:0x2eddec4f9efddb16!8m2!3d53.9605109!4d-1.0846792!16s%2Fg%2F11p150dzlq!19sChIJV576f-AxeUgRFtv9nk_s3S4,Expat Tax Online,4.9,113,Tax preparation service,"18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",https://www.expattaxonline.com/,+44 1904 211005,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kh0v5o8UEZyFciVx-_bYHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.93515&pitch=0&thumbfov=100,true,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:13.128Z,,
