placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error,isBlackOwned
"https://www.google.com/maps/place/D.L.+Brown+Plumbing+Contractor,+Inc./data=!4m7!3m6!1s0x886d638adf9aa853:0xb6d80b2bad53c385!8m2!3d39.5448075!4d-87.2841196!16s%2Fg%2F11ckvlnlcy!19sChIJU6ia34pjbYgRhcNTrSsL2LY","D.L. Brown Plumbing Contractor, Inc.",3.9,51,Plumber,,,,+1 812-232-4655,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPxrCiY9YmF6oLo-3GRrSdHqqYSPWTucqGnH54e=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:10.851Z,,,,
https://www.google.com/maps/place/Rogers+Sewer+%26+Drain+Cleaning+Service/data=!4m7!3m6!1s0x886d6f0d505d601f:0xae03c99cb7a58087!8m2!3d39.4300315!4d-87.256086!16s%2Fg%2F11j8z1m1nb!19sChIJH2BdUA1vbYgRh4Clt5zJA64,Rogers Sewer & Drain Cleaning Service,3.8,52,Plumber,,,https://www.facebook.com/profile.php?id=100063496960849&mibextid=LQQJ4d,+1 812-241-3188,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOOFCzRgwSsLrJv0UkalgImcLGDhLa_NdhLw0f6=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:15.512Z,,,,
"https://www.google.com/maps/place/Supreme+Plumbing,+Heating+%26+Cooling/data=!4m7!3m6!1s0x886d7a9685d76e0f:0xa116cf6a9cc48c31!8m2!3d39.4332567!4d-87.3957592!16s%2Fg%2F1tg8269v!19sChIJD27XhZZ6bYgRMYzEnGrPFqE","Supreme Plumbing, Heating & Cooling",4.3,194,HVAC contractor,"1399 E Margaret Ave, Terre Haute, IN 47802, United States","CJM3+8M Terre Haute, Indiana, USA",https://supremephc.com/?utm_source=GMB&utm_medium=Link,+1 812-234-4845,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPBVQZjw7W_q3wqI60_swBw_l4iYkaJ0nkBtcB7=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:20.399Z,,,,
https://www.google.com/maps/place/Jim+Marshall+Plumbing+%26+Drain/data=!4m7!3m6!1s0x886d657c33b863ed:0x27c424b5e9ee1585!8m2!3d39.4924909!4d-87.3837612!16s%2Fg%2F1tgp1k7f!19sChIJ7WO4M3xlbYgRhRXu6bUkxCc,Jim Marshall Plumbing & Drain,3.8,44,Plumber,"2225 N 23rd St, Terre Haute, IN 47804, United States","FJR8+XF Terre Haute, Indiana, USA",,+1 812-232-8348,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gwTCKNwWqhldMsq0rNGJzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.684654&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:22.641Z,,,,
https://www.google.com/maps/place/McCalister+Dick+%26+Sons/data=!4m7!3m6!1s0x886d64b77e12f36d:0x6dade8b96274f3cb!8m2!3d39.4686288!4d-87.4424027!16s%2Fg%2F1v6wq1wk!19sChIJbfMSfrdkbYgRy_N0YrnorW0,McCalister Dick & Sons,4.4,38,Septic system service,"114 E Johnson Ave, West Terre Haute, IN 47885, United States","FH95+F2 West Terre Haute, Indiana, USA",https://www.dickmccalisterandsonsllc.com/,+1 812-533-9370,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMZOOkXvPfiasfHPEtjBg3Dx2ILdJU8XfJtr_en=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:27.128Z,,,,
https://www.google.com/maps/place/Steve%27s+Plumbing+and+Services/data=!4m7!3m6!1s0x886d71ffefb38559:0xf85d7f15f46c4422!8m2!3d39.464482!4d-87.3733194!16s%2Fg%2F11ph6sc4gc!19sChIJWYWz7_9xbYgRIkRs9BV_Xfg,Steve's Plumbing and Services,3.5,11,Plumber,,,https://www.stevesplumbingth.com/,+1 812-505-4460,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPrUQToDbH9EXHp5rnY2EAMX_T6ZuuGzk82l23x=w427-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:31.475Z,,,,
https://www.google.com/maps/place/B+%26+S+Plumbing+Heating+%26+Cooling/data=!4m7!3m6!1s0x886d7b0f72b489ff:0xa483b7e36166c03b!8m2!3d39.4240485!4d-87.4315721!16s%2Fg%2F11fxcgjzdh!19sChIJ_4m0cg97bYgRO8BmYeO3g6Q,B & S Plumbing Heating & Cooling,3.4,28,Septic system service,"889 W Johnson Dr, Terre Haute, IN 47802, United States","CHF9+J9 Terre Haute, Indiana, USA",https://www.bandsplumbing.com/,+1 812-234-1152,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vu_HdRjcUgzXK8oq99GDtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.7135835&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:35.796Z,,,,
https://www.google.com/maps/place/McCalister+Bros/data=!4m7!3m6!1s0x886d656c0a893197:0x783dba57a7059cf6!8m2!3d39.4833662!4d-87.397153!16s%2Fg%2F1tj7x3kw!19sChIJlzGJCmxlbYgR9pwFp1e6PXg,McCalister Bros,4.6,20,Excavating contractor,"1401 N 13th St, Terre Haute, IN 47807, United States","FJM3+84 Terre Haute, Indiana, USA",https://www.mccalisterbrosin.com/,+1 812-232-8870,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YtMcOZnSwhGIhRqV9sW1bQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.34475&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:40.082Z,,,,
https://www.google.com/maps/place/Terre+Haute+Plumbing+Services/data=!4m7!3m6!1s0x886d6fe894fea1a3:0x19d2ec2a1846f64c!8m2!3d39.3866605!4d-87.3733194!16s%2Fg%2F11nx7xh082!19sChIJo6H-lOhvbYgRTPZGGCrs0hk,Terre Haute Plumbing Services,4.7,28,Plumber,,,http://www.terrehauteplumbingservices.com/,+1 812-558-5838,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPiZ8ed6KgpeNeeLCJWvsiKwblz7PQA-_wXh7Wb=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:44.884Z,,,,
https://www.google.com/maps/place/Northern+Comfort+Systems/data=!4m7!3m6!1s0x886d657bf5490c05:0xf8afdfe7960bf5bb!8m2!3d39.4920496!4d-87.3858256!16s%2Fg%2F1tgcytbx!19sChIJBQxJ9XtlbYgRu_ULluffr_g,Northern Comfort Systems,4.8,158,HVAC contractor,"2105 Maple Ave, Terre Haute, IN 47804, United States","FJR7+RM Terre Haute, Indiana, USA",https://northerncomfortsystems.com/terrehaute/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*379*northern-comfort-systems-terre-haute,+1 812-645-3208,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOCet6tifCvU_OiSJmwbN9MDtEFY3oQQQ03lsQJ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-11T03:44:49.278Z,,,,
