placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error
https://www.google.com/maps/place/Islander+Pools+and+Spas+Inc./data=!4m7!3m6!1s0x89de733c04a1d923:0xd8fb246a4af6bf2e!8m2!3d42.7421415!4d-73.8600593!16s%2Fg%2F1tfjm3l_!19sChIJI9mhBDxz3okRLr_2Smok-9g,Islander Pools and Spas Inc.,4.8,866,Hot tub store,· In-store shopping · In-store pick-up · Delivery,"1967 Central Ave, Albany, NY 12205, United States","P4RQ+VX Albany, New York, USA",http://www.islanderpools.com/,+1 518-456-0958,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO7tXMM8US83qayaocUXf35V3I1PXhzZb0wUr6v=w426-h240-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–4 pm,10 am–3 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:00.027Z,,
"https://www.google.com/maps/place/Jay%27s+Precision+Pool+Service,+LLC/data=!4m7!3m6!1s0x89de694fc106b4a3:0x4366f133477dd002!8m2!3d42.8608359!4d-73.9356866!16s%2Fg%2F11c6w3010j!19sChIJo7QGwU9p3okRAtB9RzPxZkM","Jay's Precision Pool Service, LLC",4.6,26,Pool cleaning service,,,,http://jaysprecisionpools.com/,+1 518-312-6000,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMDipojjpCP4yog9SrM9wUPWIhSJcuVzTF2yDyP=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:05.945Z,,
"https://www.google.com/maps/place/Blue+Waters+Pool+Maintenance,+Inc./data=!4m7!3m6!1s0x89de0bf91195a243:0x1d48e9f0b206240a!8m2!3d42.6988404!4d-73.7564741!16s%2Fg%2F1tgptm99!19sChIJQ6KVEfkL3okRCiQGsvDpSB0","Blue Waters Pool Maintenance, Inc.",4.1,8,Pool cleaning service,,"10 Imperial Dr, Albany, NY 12211, United States","M6XV+GC Albany, New York, USA",,+1 518-432-7845,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMg1OD__7aY-C_CYesTpSFdqqserzQzORgC9ExM=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:11.511Z,,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Capital+District/data=!4m7!3m6!1s0x89de0fbd0e06ddeb:0x50b5cb70469a7a7b!8m2!3d42.8123314!4d-73.800527!16s%2Fg%2F11h75zj8h4!19sChIJ690GDr0P3okRe3qaRnDLtVA,ASP - America's Swimming Pool Company of Capital District,4.8,63,Swimming pool contractor,,,,https://www.asppoolco.com/capital-district/,+1 518-417-1515,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8wWpF6KyyV_LwK0BuAHNmima0jOwA2BCCSboSkA8vpusnssZSZZHa-MEh7FrMdDpWmKg1Rv3_EPx7OcWNUqmCKBRZihONx2YyTvVcO_yUR9zao0v-1JQmWpVCAU5dY3vB1-s=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:17.305Z,,
https://www.google.com/maps/place/Cypress+Pools+%26+Spas/data=!4m7!3m6!1s0x89de0d4518b75645:0xdfba23c94677fd8f!8m2!3d42.7472414!4d-73.7862357!16s%2Fg%2F11s2nt4jgd!19sChIJRVa3GEUN3okRj_13Rskjut8,Cypress Pools & Spas,4.4,104,Swimming pool contractor,,"115 Wade Rd, Latham, NY 12110, United States","P6W7+VG Latham, New York, USA",https://cypresspoolsandspas.com/,+1 518-783-5232,"Open ⋅ Closes 5 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzo04CCDCKChfMJwEvrLc_E47h8-izTaHGVCV80b4jR9cKmpXUOVdUaMYAJVPidpCrERXxWc0zNrhjN57YpkzIEMf5lAWk-UEfDTFVB8ljxjMWb6o6yHg36mL-LZNG-Ca8JQ3g7RA=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:23.353Z,,
https://www.google.com/maps/place/Tri-City+Pools/data=!4m7!3m6!1s0x89de0b34acf470b5:0x4d0b2dab00d74c49!8m2!3d42.833347!4d-74.058017!16s%2Fg%2F11fk18tzq5!19sChIJtXD0rDQL3okRSUzXAKstC00,Tri-City Pools,4.2,19,Swimming pool contractor,,,,https://tricitypools.org/,+1 518-810-3681,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMBElZUfmeRHYWVU1wuC_3yrxfP4eYGexjgqsEQ=w408-h271-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:28.833Z,,
https://www.google.com/maps/place/Empire+Pools+%26+Billiards/data=!4m7!3m6!1s0x89de6ef737452999:0x3356f5751a6b76c9!8m2!3d42.7287436!4d-73.8479735!16s%2Fg%2F11bwyxff19!19sChIJmSlFN_du3okRyXZrGnX1VjM,Empire Pools & Billiards,4.5,84,Swimming pool contractor,,,,https://empirepoolsandbilliard.com/,+1 518-469-1589,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOf_dJ1DapJwww9DzZsZp2LEWvLzh6nRnnJEAlN=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:34.533Z,,
https://www.google.com/maps/place/Wolfe+Pools/data=!4m7!3m6!1s0x89dddf3f5297faab:0x7f2819bcfb691adf!8m2!3d42.6695516!4d-73.7859127!16s%2Fg%2F11jm7bcmt9!19sChIJq_qXUj_f3YkR3xpp-7wZKH8,Wolfe Pools,4.2,10,Swimming pool repair service,,"808 Washington Ave, Albany, NY 12203, United States","M697+RJ Albany, New York, USA",http://facebook.com/wolfepoolsalbany,+1 518-776-7185,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPSKhXdZfgVNUkaQTteqEHyoUey1UvIFqzjzAxW=w427-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:41.520Z,,
https://www.google.com/maps/place/Quality+Pool+Store+Inc/data=!4m7!3m6!1s0x89de0c9c77ab1643:0x5b3b6e8be7bd8927!8m2!3d42.7148852!4d-73.8108902!16s%2Fg%2F1tnssy3q!19sChIJQxard5wM3okRJ4m954tuO1s,Quality Pool Store Inc,4.5,17,Swimming pool supply store,,"456 Sand Creek Rd, Albany, NY 12205, United States","P57Q+XJ Albany, New York, USA",http://qualitypoolsny.com/,+1 518-454-0001,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=27c7ocVdeQqZqNeOzqDcvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.81357&pitch=0&thumbfov=100,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:47.461Z,,
https://www.google.com/maps/place/Cool+River+Pools/data=!4m7!3m6!1s0x89de7195856ebf93:0xe60117c95ff71942!8m2!3d42.746618!4d-74.8107256!16s%2Fg%2F12hmbcxp1!19sChIJk79uhZVx3okRQhn3X8kXAeY,Cool River Pools,3.8,6,Pool cleaning service,,,,,+1 518-729-4807,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyt8tpV6yvpvRp3Fiedcq_z8cjCRRxaBGnJ4OYrXlD2EYWKXiUreFB864xbEjQFzX7vukyYPXraHObmA9eTWxiTdH9br95zjqOMXtUv1KdAl6HMVdIzkiaTqIMNvqEschQkrJ-u=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-27T17:38:52.930Z,,
