placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Lenz+Electric+Inc/data=!4m7!3m6!1s0x871345d18c23b8a5:0xe44824231652661!8m2!3d38.8386699!4d-104.7620434!16s%2Fg%2F1t_kg_1y!19sChIJpbgjjNFFE4cRYSZlMUKCRA4,Lenz Electric Inc,4.7,62,Electrician,"3514 E St Vrain St Ste A, Colorado Springs, CO 80909, United States","R6QQ+F5 Colorado Springs, Colorado, USA",http://lenzelectricinc.com/,+1 719-573-2700,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP0v3HWMIfZ7etba8btrBPQUCe_A_sYhVDoC5Wg=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:12.981Z,,,
https://www.google.com/maps/place/American+Electrician/data=!4m7!3m6!1s0x871344c949fdce25:0xb0644809bc3ce51c!8m2!3d38.8832281!4d-104.8105501!16s%2Fg%2F12j6cc71r!19sChIJJc79SclEE4cRHOU8vAlIZLA,American Electrician,4.6,640,Electrician,"3407 N Prospect St, Colorado Springs, CO 80907, United States","V5MQ+7Q Colorado Springs, Colorado, USA",https://theamericanelectrician.com/,+1 719-642-6987,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNCE5VRQMqxXgUTNFy44HWTreDJPlfgQ6jPJdss=w408-h315-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:18.970Z,,,
https://www.google.com/maps/place/Front+Range+Electric/data=!4m7!3m6!1s0x87134f1afb2ad77d:0xa8f642d73dca1a69!8m2!3d38.919915!4d-104.7889694!16s%2Fg%2F11jp95h18n!19sChIJfdcq-xpPE4cRaRrKPddC9qg,Front Range Electric,4.9,421,Electrician,"6189 Lehman Dr #200, Colorado Springs, CO 80918, United States","W696+XC Colorado Springs, Colorado, USA",https://www.frontrangeelectric.com/,+1 719-321-4413,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMekZnaGyhij7yssRr9m0VViIp7aiotrE2j2FVo=w408-h271-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:23.795Z,,,
https://www.google.com/maps/place/WHITE+RHINO+ELECTRIC/data=!4m7!3m6!1s0x871333343108f3db:0x473c0d3e3a607df8!8m2!3d38.851963!4d-104.7133757!16s%2Fg%2F1261xywlg!19sChIJ2_MIMTQzE4cR-H1gOj4NPEc,WHITE RHINO ELECTRIC,4.8,145,Electrician,"1425 Valley St Suite C, Colorado Springs, CO 80915, United States","V72P+QJ Colorado Springs, Colorado, USA",https://www.whiterhinoelectric.com/,+1 719-632-3232,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMzWCOZ20WGQ18oO0ZqC5ALimsGy4kanLX3GM_F=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:29.015Z,,,
https://www.google.com/maps/place/Gaddie+Electric/data=!4m7!3m6!1s0x87134ee36e24a767:0x2451887c57a3d1a0!8m2!3d38.9159652!4d-104.7849379!16s%2Fg%2F11c52rnvdl!19sChIJZ6ckbuNOE4cRoNGjV3yIUSQ,Gaddie Electric,4.9,287,Electrician,"5855 N Academy Blvd #255, Colorado Springs, CO 80918, United States","W688+92 Colorado Springs, Colorado, USA",https://www.gaddieelectric.com/,+1 719-268-9433,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMvqZ4iWEH77VQ-ZSBsNjoe3SAl8Vtd2E1PBNrn=w408-h541-k-no,true,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:34.018Z,Identifies as women-owned,,
https://www.google.com/maps/place/Alternative+Power+Solutions/data=!4m7!3m6!1s0x8a93bc6319e72f09:0x9bff62b6ebcaa4cc!8m2!3d38.8453704!4d-104.8649586!16s%2Fg%2F11wqpy743n!19sChIJCS_nGWO8k4oRzKTK67Zi_5s,Alternative Power Solutions,,,Electric generator shop,"312 S 25th St, Colorado Springs, CO 80904, United States","R4WP+42 Colorado Springs, Colorado, USA",https://www.altpower.biz/,+1 719-896-5154,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNgutG5CjNLF3swvedUYd8Tth61P8tHnaJDrgwJ=w426-h240-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:38.963Z,,,
https://www.google.com/maps/place/Faith+Enterprises+Inc/data=!4m7!3m6!1s0x8713451c003feea1:0x4ad42b2d1c769a5a!8m2!3d38.8279251!4d-104.8430649!16s%2Fg%2F1tdy4y1h!19sChIJoe4_ABxFE4cRWpp2HC0r1Eo,Faith Enterprises Inc,3.0,3,Electrician,"919 W Costilla St, Colorado Springs, CO 80905, United States","R5H4+5Q Colorado Springs, Colorado, USA",http://www.faithenterprisesinc.com/,+1 719-578-8281,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HTxSrmjaPjLAH0mnxy6U1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.1515&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:41.616Z,,,
"https://www.google.com/maps/place/Apache+Electric+%26+Maintenance,+Inc./data=!4m7!3m6!1s0x8713456b016295d1:0x79f00f3efae41338!8m2!3d38.8264517!4d-104.8136937!16s%2Fg%2F11qlxvdsfy!19sChIJ0ZViAWtFE4cROBPk-j4P8Hk","Apache Electric & Maintenance, Inc.",4.7,104,Electrician,"553 E Cimarron St, Colorado Springs, CO 80903, United States","R5GP+HG Colorado Springs, Colorado, USA",http://www.apacheelec.com/,+1 719-208-4161,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXnX01PbU3sLS_CmT9qWHhnF4vGa1ZO1Ul0Q_5WPUl9ZI_CQXQHGhk7tEvPbVy-aRGJcNOo5CG7yCru6KjNVImWMYuanYSI57eiErn7H7phgIILYap0JNPPqEBKCzM6nso0xycLA=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:46.422Z,,,
"https://www.google.com/maps/place/Rockhill+Electrical+Systems+Inc+%7C+Residential+Electrician+in+Colorado+Springs,+CO/data=!4m7!3m6!1s0x87135acc7aef1583:0x4a03fa3506d09168!8m2!3d38.875789!4d-104.752089!16s%2Fg%2F1tg35p5g!19sChIJgxXvesxaE4cRaJHQBjX6A0o","Rockhill Electrical Systems Inc | Residential Electrician in Colorado Springs, CO",4.7,95,Electrician,,,http://rockhillelectrical.net/,+1 719-634-2276,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYGLPfW2kfaIWh10PFKuFKt5qZgRgyd8JQ_7_XigdyujtS7PvHcWKY0p2wgOdUcrBYkoPD7QT22OUkr4WqY16ac2V3UHRnPDhQmnKHdwwYk8e8c8_pJE7P2trSZYgDbwep184i=w408-h353-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:51.310Z,Identifies as women-owned,,
https://www.google.com/maps/place/Craig%27s+Power+Equipment/data=!4m7!3m6!1s0x871345a95da5154f:0xd18493287075c8ce!8m2!3d38.8293466!4d-104.817802!16s%2Fg%2F1tj9tsr7!19sChIJTxWlXalFE4cRzsh1cCiThNE,Craig's Power Equipment,4.7,300,Lawn mower store,"301 S Wahsatch Ave, Colorado Springs, CO 80903, United States","R5HJ+PV Colorado Springs, Colorado, USA",http://www.craigspower.com/,+1 719-635-9201,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxdUSn1Or4BDymypVpB7sD60o9aoaj7qxcFRJr_21Wvn3AOMwZNtTiadAHGa7-5YXop_EEH5ZfT-Ri1x5JuD6F_UU2sBZ7F69jajPw-uO07LTQceVydzr4sl8x9LvGO2VVldLA0A=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-01-10T21:24:56.372Z,,· In-store shopping · In-store pick-up · Delivery,
