placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,tuesday,thursday,friday,saturday,sunday,monday,info,attributes
"https://www.google.com/maps/place/Granger+Medical+Clinic+-+Pediatrics,+West+Valley/data=!4m7!3m6!1s0x87528cf45f3d5c4f:0xc5092cd07f5287e5!8m2!3d40.6962306!4d-111.962929!16s%2Fg%2F1vl5h7zr!19sChIJT1w9X_SMUocR5YdSf9AsCcU","Granger Medical Clinic - Pediatrics, West Valley",4.4,,Pediatric clinic,"2965 W 3500 S, West Valley City, UT 84119, United States","M2WP+FR West Valley City, Utah, USA",http://www.grangermedical.com/our-locations/,+1 801-965-3448,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNFpdovKXmyEAY2yQy82e8nyDtYJm2jPT7fnmET=w408-h272-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-10T23:59:37.392Z,,,,,,,,
"https://www.google.com/maps/place/Alyson+Eyre,+MD+-+Granger+Medical+Clinic/data=!4m7!3m6!1s0x87528cf45f3d5c4f:0x3890a2a1ae958752!8m2!3d40.6963018!4d-111.9628524!16s%2Fg%2F1tc_rhfr!19sChIJT1w9X_SMUocRUoeVrqGikDg","Alyson Eyre, MD - Granger Medical Clinic",4.9,,Pediatrician,"2965 W 3500 S, West Valley City, UT 84119, United States","M2WP+GV West Valley City, Utah, USA",http://www.grangermedical.com/provider/alyson-eyre-md/,+1 801-965-3448,,https://lh3.googleusercontent.com/p/AF1QipPV7X6vG88p5ElhBAbzSFAvXKmOhGxxCbWG6nrd=w408-h409-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-10T23:59:39.832Z,,,,,,,,
"https://www.google.com/maps/place/Katherine+G.+Griffin,+CPNP+-+Granger+Medical+Clinic/data=!4m7!3m6!1s0x87528cf45f3d5c4f:0xd960b2921d8e1cfb!8m2!3d40.6963018!4d-111.9628524!16s%2Fg%2F1tq8k0qn!19sChIJT1w9X_SMUocR-xyOHZKyYNk","Katherine G. Griffin, CPNP - Granger Medical Clinic",4.7,,Doctor,"2965 W 3500 S, West Valley City, UT 84119, United States","M2WP+GV West Valley City, Utah, USA",http://www.grangermedical.com/provider/katherine-g-griffin-cpnp/,+1 801-965-3600,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rCar_wcXf2QhUu5aebI3mQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.5694&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-10T23:59:42.003Z,,,,,,,,
"https://www.google.com/maps/place/Julie+Wilkerson,+MD+-+Granger+Medical+Clinic/data=!4m7!3m6!1s0x87528cf45f3d5b35:0x10d4f4a085a85b46!8m2!3d40.6963018!4d-111.9628524!16s%2Fg%2F125_v_x7s!19sChIJNVs9X_SMUocRRluohaD01BA","Julie Wilkerson, MD - Granger Medical Clinic",4.6,,Pediatrician,"2965 W 3500 S, West Valley City, UT 84119, United States","M2WP+GV West Valley City, Utah, USA",http://www.grangermedical.com/provider/julie-wilkerson-md/,+1 801-965-3448,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rCar_wcXf2QhUu5aebI3mQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.5694&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-10T23:59:44.955Z,,,,,,,,
"https://www.google.com/maps/place/Alexandra+Twitchell,+MD+-+Granger+Medical+Clinic/data=!4m7!3m6!1s0x87528dc51a114ce3:0xe3d81f608517adf8!8m2!3d40.6963207!4d-111.9629233!16s%2Fg%2F11vf873tjm!19sChIJ40wRGsWNUocR-K0XhWAf2OM","Alexandra Twitchell, MD - Granger Medical Clinic",5.0,,Pediatrician,"2965 W 3500 S, West Valley City, UT 84119, United States","M2WP+GR West Valley City, Utah, USA",https://grangermedical.com/,+1 801-965-3448,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rCar_wcXf2QhUu5aebI3mQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.11774&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-10T23:59:47.087Z,,,,,,,,
https://www.google.com/maps/place/Planet+Tooth+Pediatric+Dentistry/data=!4m7!3m6!1s0x8752f2b4264ffe0d:0x3d9837229ef70922!8m2!3d40.7115207!4d-112.0280895!16s%2Fg%2F12m93q069!19sChIJDf5PJrTyUocRIgn3niI3mD0,Planet Tooth Pediatric Dentistry,4.9,,Dentist,"2682 Anna Caroline Dr, West Valley City, UT 84128, United States","PX6C+JQ West Valley City, Utah, USA",http://www.planettooth.com/,+1 801-974-5437,Closes soon · 5:30 pm · Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipNgYdynzgRZnZqQuBpSh8m5a3Yd9pB5coGXUacm=w408-h306-k-no,true,Closed,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-10T23:59:51.473Z,,,,,,,,
"https://www.google.com/maps/place/Emily+Lewis,+FNP-C+-+Granger+Medical+Clinic/data=!4m7!3m6!1s0x87528d9945f5aebf:0xbadd68f4b6e4acdf!8m2!3d40.6964458!4d-111.9636634!16s%2Fg%2F11ty4hxq90!19sChIJv671RZmNUocR36zktvRo3bo","Emily Lewis, FNP-C - Granger Medical Clinic",5.0,,Pediatrician,"2965 W 3500 S, West Valley City, UT 84119, United States","M2WP+HG West Valley City, Utah, USA",https://www.grangermedical.com/providers/?fwp_providers_name=emily%20lewis,+1 801-965-3448,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ku0K3etZWZyc_5YKmS3ncg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.21295&pitch=0&thumbfov=100,false,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-10T23:59:55.876Z,,,,,,,,
"https://www.google.com/maps/place/Vanessa+M.+Galli,+MD/data=!4m7!3m6!1s0x8752f3a90fedfe43:0xcec972da371e889c!8m2!3d40.7118982!4d-112.0200213!16s%2Fg%2F11g073k940!19sChIJQ_7tD6nzUocRnIgeN9pyyc4","Vanessa M. Galli, MD",4.8,,Family practice physician,"5373 Lake Park Blvd, West Valley City, UT 84120, United States","PX6H+QX West Valley City, Utah, USA",https://doctors.intermountainhealth.org/provider/Vanessa%20M.%20Galli/2556504?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-902-8080,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipMwCDz_2mikAS4Tjca3HHFDNd4ywlbaUiCEVxD6=w408-h408-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-11T00:00:00.319Z,,,,,,,,
https://www.google.com/maps/place/Jennifer+E.+Vogt/data=!4m7!3m6!1s0x87528c5cdaeadab1:0xd828dd57a233c4ef!8m2!3d40.6684185!4d-111.9797205!16s%2Fg%2F11tg6hvw2x!19sChIJsdrq2lyMUocR78QzolfdKNg,Jennifer E. Vogt,5.0,,Pediatrician,"3730 W 4700 S, West Valley City, UT 84118, United States","M29C+94 West Valley City, Utah, USA",http://healthcare.utah.edu/find-a-doctor/jennifer-e-vogt,+1 801-213-9200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f3M0z44nBba9q7rYElHACw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.86728&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-11T00:00:02.516Z,,,,,,,,
"https://www.google.com/maps/place/Harris+David+A+MD/@40.6813284,-111.9802224,17z/data=!3m1!4b1!4m6!3m5!1s0x87528cf45f3d5c4f:0x2eb24172351bc3e!8m2!3d40.6813284!4d-111.9802224!16s%2Fg%2F1tdywvlr",Harris David A MD,5.0,,Pediatrician,"3715 4100 S, West Valley City, UT 84120, United States","M2J9+GW West Valley City, Utah, USA",,+1 801-965-3448,,,false,,"https://www.google.com/maps/search/pediatrician+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-02-11T00:00:06.726Z,,,,,,,,
