placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,error
"https://www.google.com/maps/place/Dr.+Lewis+Lyons/@30.5185768,-87.8889416,17z/data=!3m1!4b1!4m6!3m5!1s0x889a407b8ee896d7:0xd622704693f142a8!8m2!3d30.5185768!4d-87.8889416!16s%2Fg%2F11sd2xpbgr",Dr. Lewis Lyons,5.0,2,Vascular surgeon,"188 Hospital Dr Suite 202, Fairhope, AL 36532, United States","G496+CC Fairhope, Alabama, USA",,+1 251-471-3544,,,false,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:24:54.204Z,,,,,,,,,
"https://www.google.com/maps/place/Cardio-Thoracic+%26+Vascular+Surgical+Associates+%7C+Fairhope/@30.5185768,-87.8889416,17z/data=!3m1!4b1!4m6!3m5!1s0x889a41f156670a61:0x2bc04798b8a3b590!8m2!3d30.5185768!4d-87.8889416!16s%2Fg%2F11h8r59qt_",Cardio-Thoracic & Vascular Surgical Associates | Fairhope,4.5,2,Cardiologist,"188 Hospital Dr Suite 305, Fairhope, AL 36532, United States","G496+CC Fairhope, Alabama, USA",http://ctvsa.org/,+1 251-471-3544,Closes soon · 5 pm · Opens 8 am Wed,,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:01.244Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Vascular+Center+of+Mobile/data=!4m7!3m6!1s0x889a4e1d4f2589e5:0xc4d4f41da99b7c4c!8m2!3d30.6872378!4d-88.0627439!16s%2Fg%2F1hc1fkbwz!19sChIJ5YklTx1OmogRTHybqR301MQ,Vascular Center of Mobile,4.6,20,Vascular surgeon,"1151 Dauphin St, Mobile, AL 36604, United States","MWPP+VW Mobile, Alabama, USA",http://www.mobilevascular.com/,+1 251-445-0075,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOo_o28GKXQvjkfn9ZAHswu0rFkGYWlJtCs4ywV=w408-h261-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:06.806Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Coastal+Medical+Group+%7C+East/data=!4m7!3m6!1s0x889a407a34a78337:0x998604ecd53a97cd!8m2!3d30.5178668!4d-87.8869476!16s%2Fg%2F11hcz37qw6!19sChIJN4OnNHpAmogRzZc61ewEhpk,Coastal Medical Group | East,3.2,17,Medical clinic,"300 S Greeno Rd Suite B, Fairhope, AL 36532, United States","G497+46 Fairhope, Alabama, USA",https://www.infirmaryhealth.org/coastal,+1 251-929-3424,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fJtyPoxC3bw7KwbLOHHqhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.02664&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:11.892Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Eastern+Shore+Cosmetic+Surgery/data=!4m7!3m6!1s0x889a40ff81cc8591:0xe558a993eec8fddc!8m2!3d30.5543888!4d-87.8941385!16s%2Fg%2F1tcy9pdc!19sChIJkYXMgf9AmogR3P3I7pOpWOU,Eastern Shore Cosmetic Surgery,4.9,97,Plastic surgeon,"7541 Cipriano Ct, Fairhope, AL 36532, United States","H434+Q8 Fairhope, Alabama, USA",https://www.easternshoreplasticsurgery.com/,+1 251-929-8290,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOTiw8fVoxaEkc-Tt-9hU9FDuXjOh_fepoK9QDZ=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:16.936Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
https://www.google.com/maps/place/Baldwin+Health+Wound+Care+and+Hyperbaric+Medicine+-+Fairhope/data=!4m7!3m6!1s0x889a408d120c7a8f:0xa7958524cd6a1b9b!8m2!3d30.5317374!4d-87.9025012!16s%2Fg%2F11bwpz73sh!19sChIJj3oMEo1AmogRmxtqzSSFlac,Baldwin Health Wound Care and Hyperbaric Medicine - Fairhope,4.5,10,Medical Center,"411 N Section St #1, Fairhope, AL 36532, United States","G3JW+MX Fairhope, Alabama, USA",https://www.baldwinhealth.com/wound-care-service?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings,+1 251-928-9090,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNwkQBHuuk0x_iqvSzStP9uOAUp14GkogcOz6Rd=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:21.857Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Dr.+James+Koehler/data=!4m7!3m6!1s0x87b68e0754b5d70d:0x2a98b8ba843decc5!8m2!3d30.5541717!4d-87.8939921!16s%2Fg%2F1tdhfhzg!19sChIJDde1VAeOtocRxew9hLq4mCo,Dr. James Koehler,5.0,184,Plastic surgeon,"7541 Cipriano Ct, Fairhope, AL 36532, United States","H434+MC Fairhope, Alabama, USA",https://www.easternshoreplasticsurgery.com/,+1 251-929-8290,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMaDIKzYULAt6EN2JhYWljHg-sLI-rMH3DqqJxB=w413-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:27.061Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
https://www.google.com/maps/place/Violet+Aesthetic+Centre/data=!4m7!3m6!1s0x889a1583d1f08343:0xd167be5844496b0f!8m2!3d30.500949!4d-87.8516155!16s%2Fg%2F11h1j39b07!19sChIJQ4Pw0YMVmogRD2tJRFi-Z9E,Violet Aesthetic Centre,5.0,10,Skin care clinic,"880 Holcomb Blvd #5, Fairhope, AL 36532, United States","G42X+99 Fairhope, Alabama, USA",http://www.violetaestheticcentre.com/,+1 251-929-0004,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPcu0XTFu6ZlMo6NI7Vg_VW0XSwIyRnn1bkUj9X=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:31.953Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,,
https://www.google.com/maps/place/Bayside+Regenerative+Medicine/data=!4m7!3m6!1s0x889a408e5537fc67:0xe6132131ea2e0a4c!8m2!3d30.525527!4d-87.9016819!16s%2Fg%2F11ddyj24vq!19sChIJZ_w3VY5AmogRTAou6jEhE-Y,Bayside Regenerative Medicine,3.9,14,Doctor,"100 N Bancroft St, Fairhope, AL 36532, United States","G3GX+68 Fairhope, Alabama, USA",https://www.baysideregenerativemedicine.com/,+1 251-517-1050,Closes soon · 4:30 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cKYZo_ukfXjgNh_KsJc3JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.80455&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:37.076Z,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,,
https://www.google.com/maps/place/MD+Aesthetics+of+Mobile+Bay/data=!4m7!3m6!1s0x889a3fecc57f7851:0x9ef0888dcd5fd51!8m2!3d30.5259763!4d-87.9017123!16s%2Fg%2F11nzrdf3p9!19sChIJUXh_xew_mogRUf3V3IgI7wk,MD Aesthetics of Mobile Bay,4.7,20,Medical spa,"106 N Bancroft St, Fairhope, AL 36532, United States","G3GX+98 Fairhope, Alabama, USA",https://mdaestheticsmobilebay.com/,+1 251-281-8776,Closes soon · 4:30 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNEe33VTkmZj6AmloqEBAsEKugiAxoSryT-n3X8=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:42.114Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,,
https://www.google.com/maps/place/Fairhope+Surgery+Center/data=!4m7!3m6!1s0x889a4177acdaf9a3:0x997ec3d13e4ded8!8m2!3d30.5317537!4d-87.902419!16s%2Fg%2F11tcknk0dg!19sChIJo_narHdBmogR2N7kEz3slwk,Fairhope Surgery Center,5.0,8,Surgical center,"411 N Section St, Fairhope, AL 36532, United States","G3JX+P2 Fairhope, Alabama, USA",https://www.infirmaryhealth.org/,+1 251-517-5020,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPzjDiqmwuttyihY_VXIjU0V4V0tqenMHHN66kX=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:47.040Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Fountain+of+Youth+Med+Spa/data=!4m7!3m6!1s0x889a4317cf611cb1:0xb2b62007b7b1dc8!8m2!3d30.4896212!4d-87.8881876!16s%2Fg%2F11dyx83lqr!19sChIJsRxhzxdDmogRyB17ewBiKws,Fountain of Youth Med Spa,4.8,22,Medical spa,"18165 Wright Blvd, Fairhope, AL 36532, United States","F4Q6+RP Fairhope, Alabama, USA",https://www.foywellness.com/,+1 251-525-8446,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipM-tm4kGfHnsDuK4Vv5hVW6hNYxn_H062ABbH6w=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:51.925Z,9 am–5 pm,9 am–5 pm,9 am–6 pm,9 am–2 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Fairhope+Aesthetic+Medicine/data=!4m7!3m6!1s0x889a407c51328797:0x93b0d1907251f973!8m2!3d30.5184815!4d-87.8918686!16s%2Fg%2F11cmn2rlb2!19sChIJl4cyUXxAmogRc_lRcpDRsJM,Fairhope Aesthetic Medicine,,,Medical clinic,"150 South Ingleside Street, Medical Park #4, Fairhope, AL 36532, United States","G495+97 Fairhope, Alabama, USA",http://www.fairhopeaestheticmedicine.com/,+1 251-459-3881,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMUj78YQMtcr1FW5N4kiT14T91tHCg0Bx8dQvGC=w500-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T22:25:56.787Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
