placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,isBlackOwned,error
https://www.google.com/maps/place/West+Alabama+Pediatrics/data=!4m7!3m6!1s0x88861d4dea91dcdf:0xd0c4260854de5bb3!8m2!3d33.2393709!4d-87.5507287!16s%2Fg%2F1v26mwhx!19sChIJ39yR6k0dhogRs1veVAgmxNA,West Alabama Pediatrics,4.7,206,Pediatrician,"1060 Fairfax Park, Tuscaloosa, AL 35406, United States","6CQX+PP Tuscaloosa, Alabama, USA",https://www.westalabamapeds.com/,+1 205-752-7337,,https://lh3.googleusercontent.com/p/AF1QipPdoyBnECNWQgwplr_Qd07Cms0NJL_CklHdjU0=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:07.149Z,,,,,,,,,,
https://www.google.com/maps/place/Bama+Pediatrics/data=!4m7!3m6!1s0x888602cd9f080991:0xfd99802532d0e4ed!8m2!3d33.2344468!4d-87.5773724!16s%2Fg%2F1vzg2_kq!19sChIJkQkIn80ChogR7eTQMiWAmf0,Bama Pediatrics,4.0,86,Pediatrician,"2701 20th Ave, Northport, AL 35476, United States","6CMF+Q3 Northport, Alabama, USA",http://www.bamapeds.com/,+1 205-333-5900,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOmU13Nbb4qgbRthQEoEZgt_1aBnFW_7UOLn_zy=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:13.354Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,,
"https://www.google.com/maps/place/Crimson+Pediatrics+-+Lena+Bedri,+MD/data=!4m7!3m6!1s0x88861d4dea91dcdf:0x44e4ddeb82d4fb9f!8m2!3d33.2188599!4d-87.5296975!16s%2Fg%2F1tdbrmsg!19sChIJ39yR6k0dhogRn_vUguvd5EQ","Crimson Pediatrics - Lena Bedri, MD",2.0,46,Pediatrician,"535 Jack Warner Pkwy STE K, Tuscaloosa, AL 35404, United States","6F9C+G4 Tuscaloosa, Alabama, USA",https://www.crimsonpediatrics.com/about-me,+1 205-758-6471,Closes soon · 4 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipORoWaUM-MAAHWsxwmtMPO5Oa_wtQYiH2sXfPEn=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:18.123Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,,,
https://www.google.com/maps/place/Crimson+Pediatrics/data=!4m7!3m6!1s0x8888a81a0e79ba0b:0xf63612b623719324!8m2!3d33.2188599!4d-87.5296975!16s%2Fg%2F11dzw7xdvp!19sChIJC7p5DhqoiIgRJJNxI7YSNvY,Crimson Pediatrics,1.0,2,Pediatrician,"535 Jack Warner Pkwy, Tuscaloosa, AL 35404, United States","6F9C+G4 Tuscaloosa, Alabama, USA",,+1 205-758-6471,Closes soon · 4 pm · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KQvxTElYugGh9kEcJDbmBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.12701&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:22.990Z,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 pm–12 am,12 am–12 pm,Closed,8:30 am–4 pm,,,
https://www.google.com/maps/place/Tuscaloosa+Pediatrics+PC/data=!4m7!3m6!1s0x8888a83fc3aa0237:0x1c66271e4bbc33da!8m2!3d33.2619705!4d-87.5170745!16s%2Fg%2F1tghqbtc!19sChIJNwKqwz-oiIgR2jO8Sx4nZhw,Tuscaloosa Pediatrics PC,3.8,38,Pediatrician,"4880 Harkey Ln, Tuscaloosa, AL 35406, United States","7F6M+Q5 Tuscaloosa, Alabama, USA",https://www.tuscaloosapeds.com/,+1 205-333-8222,Closes soon · 4 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNm3bMxLMcmG_5clOl_3hzjAGFF7XGYIa3JxCm8=w720-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:27.780Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
https://www.google.com/maps/place/Urgent+Care+for+Children/data=!4m7!3m6!1s0x8888a70e72f737af:0x7fc41663e04206df!8m2!3d33.2604633!4d-87.5155389!16s%2Fg%2F11h_xh5dy9!19sChIJrzf3cg6niIgR3wZC4GMWxH8,Urgent Care for Children,4.6,1479,Urgent care center,"4700 Rice Mine Rd NE, Tuscaloosa, AL 35406, United States","7F6M+5Q Tuscaloosa, Alabama, USA",https://www.childrensurgent.com/locations/alabama/tuscaloosa/,+1 205-614-5628,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMpRrsVjoJO9rtr1HoEE7gD7T1Rk9K9hXPBeQMB=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:32.713Z,12–8 pm,12–8 pm,12–8 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,12–8 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/FirstKids+Urgent+Care/data=!4m7!3m6!1s0x8888a9b9a300fe67:0x40d3d77683082c2f!8m2!3d33.230042!4d-87.533248!16s%2Fg%2F11nn3tgh9t!19sChIJZ_4Ao7mpiIgRLywIg3bX00A,FirstKids Urgent Care,3.5,114,Urgent care center,"1251 McFarland Blvd NE, Tuscaloosa, AL 35406, United States","6FJ8+2P Tuscaloosa, Alabama, USA",https://firstkidsmd.com/,+1 205-374-8899,,https://lh3.googleusercontent.com/p/AF1QipNzRztGFBF5RHsrHs5FgrhweF1aXmJ50NkWy8PW=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:37.660Z,6–7 pm,6–7 pm,6–7 pm,6–7 pm,Closed,Closed,6–7 pm,Identifies as women-owned,,
"https://www.google.com/maps/place/Dr.+Sudha+S.+Bennuri,+MD/data=!4m7!3m6!1s0x888602cd9f080991:0x3a7aab19882e16c1!8m2!3d33.2344468!4d-87.5773724!16s%2Fg%2F1tg9nx8r!19sChIJkQkIn80ChogRwRYuiBmrejo","Dr. Sudha S. Bennuri, MD",4.2,10,Pediatrician,"2701 20th Ave, Northport, AL 35476, United States","6CMF+Q3 Northport, Alabama, USA",https://bamapeds.com/,+1 205-333-5900,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JwCEvh1OnK9kW8tAZfXIbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.88664&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:42.442Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,,
https://www.google.com/maps/place/Children%27s+Medical+Center/data=!4m7!3m6!1s0x888602c7c74eb195:0x384b1178ff39a5a8!8m2!3d33.2224274!4d-87.5609277!16s%2Fg%2F1tfln5zs!19sChIJlbFOx8cChogRqKU5_3gRSzg,Children's Medical Center,2.6,10,Medical clinic,"1800 Rice Mine Rd N, Tuscaloosa, AL 35406, United States","6CCQ+XJ Tuscaloosa, Alabama, USA",,+1 205-345-2677,Closes soon · 4 pm · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vaEMeMSC_kPAmAytLxO4HA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.94913&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:47.125Z,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,Closed,8:30 am–4 pm,,,
"https://www.google.com/maps/place/Verquita+Scott-Conl%E2%80%8Bey,+M.D./data=!4m7!3m6!1s0x88861d526b3312db:0x57f832e21dd27a60!8m2!3d33.2392635!4d-87.5486094!16s%2Fg%2F1tdvqhrj!19sChIJ2xIza1IdhogRYHrSHeIy-Fc","Verquita Scott-Conl​ey, M.D.",4.3,3,Pediatrician,"Multi-Specialty Group, P.C, 922 Fairfax Park, Tuscaloosa, AL 35406, United States","6FQ2+PH Tuscaloosa, Alabama, USA",http://www.amsgpc.org/,+1 205-391-9300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HFb3u9vX3joXnPV55zlA0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.14752&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:49.961Z,,,,,,,,,,
https://www.google.com/maps/place/Mc+Giffert+Megan+W+MD/data=!4m7!3m6!1s0x8888a83fc3aa0237:0xd7dd084df7c09741!8m2!3d33.2104891!4d-87.5208753!16s%2Fg%2F1thx4tx2!19sChIJNwKqwz-oiIgRQZfA900I3dc,Mc Giffert Megan W MD,4.0,1,Pediatrician,"657 Helen Keller Blvd, Tuscaloosa, AL 35404, United States","6F6H+5J Tuscaloosa, Alabama, USA",http://tuscaloosapeds.com/,+1 205-333-8222,Closes soon · 4:30 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s8jTm7HIswV41D9qC3Q7OQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.28528&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:54.717Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,
https://www.google.com/maps/place/Crimson+Care/data=!4m7!3m6!1s0x8888a84f31d50999:0x977eb94120dbac58!8m2!3d33.198!4d-87.514252!16s%2Fg%2F1tpc8r33!19sChIJmQnVMU-oiIgRWKzbIEG5fpc,Crimson Care,4.3,894,Urgent care center,"1718 Veterans Memorial Pkwy Suite A, Tuscaloosa, AL 35404, United States","5FXP+67 Tuscaloosa, Alabama, USA",https://www.crimsoncare.com/?utm_source=GMBlisting&utm_medium=organic,+1 205-507-1100,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipORY8av4sLxosPLyZ9knFq_B9eFVNPlXSax0DHv=w408-h275-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:53:59.932Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Identifies as women-owned,,
https://www.google.com/maps/place/FirstKids+Urgent+Care/data=!4m7!3m6!1s0x8888a9b39916f2ab:0xa82f03ecbe554276!8m2!3d33.1979572!4d-87.5142738!16s%2Fg%2F11y3sl6xv1!19sChIJq_IWmbOpiIgRdkJVvuwDL6g,FirstKids Urgent Care,4.3,6,Urgent care center,"1718 Veterans Memorial Pkwy, Tuscaloosa, AL 35404, United States","5FXP+57 Tuscaloosa, Alabama, USA",http://firstkidsmd.com/,+1 205-507-1100,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tZM9srN4t0qfov-zTQFMdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.34055&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:04.693Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Identifies as women-owned,,
https://www.google.com/maps/place/Petitt+Bruce+A+MD/data=!4m7!3m6!1s0x88861d4dea91dcdf:0x678a3ab3be5e4c85!8m2!3d33.2393077!4d-87.5506855!16s%2Fg%2F1tmqmk2x!19sChIJ39yR6k0dhogRhUxevrM6imc,Petitt Bruce A MD,5.0,2,Pediatrician,"1060 Fairfax Park, Tuscaloosa, AL 35406, United States","6CQX+PP Tuscaloosa, Alabama, USA",http://westalabamapeds.com/,+1 205-752-7337,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L3LSU0m-GOG74G6JaxMwSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.86368&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:07.298Z,,,,,,,,,,
https://www.google.com/maps/place/Phillips+Philip+M+MD/data=!4m7!3m6!1s0x888602c7c74eb195:0xe4d90afe5acabd04!8m2!3d33.2224313!4d-87.5609824!16s%2Fg%2F1tgkj14q!19sChIJlbFOx8cChogRBL3KWv4K2eQ,Phillips Philip M MD,2.5,8,Pediatrician,"1800 Rice Mine Rd N, Tuscaloosa, AL 35406, United States","6CCQ+XJ Tuscaloosa, Alabama, USA",,+1 205-345-2677,Closes soon · 4 pm · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vaEMeMSC_kPAmAytLxO4HA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.61322&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:12.009Z,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–12 pm,Closed,Closed,8:30 am–4 pm,,,
https://www.google.com/maps/place/Burgess+Karen+MD/data=!4m7!3m6!1s0x8888a82373620d89:0xca76da1b990c4080!8m2!3d33.2080914!4d-87.5312089!16s%2Fg%2F1td017km!19sChIJiQ1icyOoiIgRgEAMmRvadso,Burgess Karen MD,3.0,4,Pediatrician,"850 5th E Ave, Tuscaloosa, AL 35401, United States","6F59+6G Tuscaloosa, Alabama, USA",https://umc.ua.edu/,+1 205-348-1220,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZUUkWYxze7Z7L9XHUO67qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.26732&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:14.904Z,,,,,,,,,,
https://www.google.com/maps/place/Tuscaloosa+Pediatric+Dentistry/data=!4m7!3m6!1s0x8888a851192ebab7:0x688f22f8fba94668!8m2!3d33.1971157!4d-87.5065495!16s%2Fg%2F1tx8tzt2!19sChIJt7ouGVGoiIgRaEap-_gij2g,Tuscaloosa Pediatric Dentistry,4.9,979,Dental clinic,"2415 Veterans Memorial Pkwy, Tuscaloosa, AL 35404, United States","5FWV+R9 Tuscaloosa, Alabama, USA",https://www.tuscaloosapediatricdentistry.xyz/,+1 205-556-6100,Closes soon · 4 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNLOXP7wAdc0QySP7j2nmbQgXVam7El31d0ZG4o=w408-h544-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:19.536Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
https://www.google.com/maps/place/Children+and+Teen+Dental+of+Alabama+-+Tuscaloosa+%28Mcfarland+Blvd.%29/data=!4m7!3m6!1s0x88861d4d65cc013f:0x6b077eaae31cd5c0!8m2!3d33.2366376!4d-87.5498262!16s%2Fg%2F1tfg8fkw!19sChIJPwHMZU0dhogRwNUc46p-B2s,Children and Teen Dental of Alabama - Tuscaloosa (Mcfarland Blvd.),4.8,976,Pediatric dentist,"1825 McFarland N Blvd Suite D, Tuscaloosa, AL 35406, United States","6FP2+M3 Tuscaloosa, Alabama, USA",https://childrenandteendentalal.com/mcfarland/?utm_campaign=gmb,+1 205-539-9845,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNeRDD8tXBcRLJ6EpzWDEAIPJqheb3B4GaAUx-5=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:24.306Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,,,
