placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Modern+Community+Management/data=!4m7!3m6!1s0x80c2c7164febea13:0xdeae1bc131ddca3c!8m2!3d34.0525135!4d-118.2572427!16s%2Fg%2F11lf3vtvfl!19sChIJE-rrTxbHwoARPMrdMcEbrt4,Modern Community Management,5.0,27,Property management company,"515 Flower St Suite 1800, Los Angeles, CA 90071, United States","3P3V+24 Los Angeles, California, USA",https://www.moderncm.org/,+1 213-205-5009,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fv8aWBvF_dbv3yuccpLjAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.78535&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:12.344Z,,,
https://www.google.com/maps/place/Action+Property+Management/data=!4m7!3m6!1s0x80c2c7b442679887:0xb505ee6a965bbf0b!8m2!3d34.0493113!4d-118.2569736!16s%2Fg%2F1tp0dyj_!19sChIJh5hnQrTHwoARC79blmruBbU,Action Property Management,4.7,162,Property management company,"707 Wilshire Blvd suite 1475, Los Angeles, CA 90017, United States","2PXV+P6 Los Angeles, California, USA",https://www.actionlife.com/,+1 800-400-2284,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipONY_LmadYqJGvCWSB8qc4ZRWJ3aZgg7zRDhn9N=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:18.005Z,,,
"https://www.google.com/maps/place/PMP+Management+-+Los+Angeles,+CA/data=!4m7!3m6!1s0x80c2c74ca72c15d3:0x27a6c6c6cdc916b8!8m2!3d34.053191!4d-118.2571656!16s%2Fg%2F11v9c2qm83!19sChIJ0xUsp0zHwoARuBbJzcbGpic","PMP Management - Los Angeles, CA",4.7,99,Property management company,"445 S Figueroa St #2310, Los Angeles, CA 90071, United States","3P3V+74 Los Angeles, California, USA",https://pmpmanage.com/,+1 310-694-0600,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOtG_XlYXpwDWxwhaBmDlwMlXbr14XzFfa9BnI=w408-h272-k-no,true,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:22.923Z,,,
https://www.google.com/maps/place/TGN+Los+Angeles+Property+Management/data=!4m7!3m6!1s0x837593927ad95473:0xd5c6c79a1d6a7157!8m2!3d34.020479!4d-118.4117326!16s%2Fg%2F11vbz6j_rp!19sChIJc1TZepKTdYMRV3FqHZrHxtU,TGN Los Angeles Property Management,5.0,22,Property management company,,,https://tgnlosangelespropertymanagement.com/,+1 310-623-2704,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPLM-n9bgA866-u4KR3u8FBoX9RkL5aMfpbZsAm=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:27.798Z,,,
https://www.google.com/maps/place/Allstate+HOA+Management/data=!4m7!3m6!1s0x80c2bb7798d124fd:0xb3ddd41cd45a4deb!8m2!3d34.0478314!4d-118.4422538!16s%2Fg%2F1v44f6zz!19sChIJ_STRmHe7woAR601a1BzU3bM,Allstate HOA Management,4.7,219,Property management company,"11030 Santa Monica Blvd suite 100, Los Angeles, CA 90025, United States","2HX5+43 Los Angeles, California, USA",http://www.hoamgmt.com/,+1 310-444-7444,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMTVPKZBOufzjcksZkBes9xhsHyd9ML8lrUzzC0=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:32.886Z,,,
https://www.google.com/maps/place/DTLA+Property+Management+and+Connect+DTLA/data=!4m7!3m6!1s0x80c2c7587df3942f:0x7a20a6b6eab3596a!8m2!3d34.0440256!4d-118.2567192!16s%2Fg%2F11h5wq3s3_!19sChIJL5TzfVjHwoARalmz6ramIHo,DTLA Property Management and Connect DTLA,5.0,49,Property management company,"825 S Hill St, Los Angeles, CA 90014, United States","2PVV+J8 Los Angeles, California, USA",http://connectdtla.com/,+1 213-421-3852,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPbddCvaaMyIP1T3ZXqKBsQzFMvZUUf0nDF2iHu=w425-h240-k-no,true,9 am–7 pm,9 am–7 pm,12–6 pm,11 am–4 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:37.945Z,,,
https://www.google.com/maps/place/Real+Property+Management+Simplified/data=!4m7!3m6!1s0x80c2c7b6d3972b31:0x495ad616a0be2a8f!8m2!3d34.033736!4d-118.2414884!16s%2Fg%2F11ldyqv8qq!19sChIJMSuX07bHwoARjyq-oBbWWkk,Real Property Management Simplified,5.0,25,Property management company,"777 S Alameda St 2nd floor, Los Angeles, CA 90021, United States","2QM5+FC Los Angeles, California, USA",https://www.rpmsimplified.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 213-408-0500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO5O9kSP1BoqFsnFt_6sCJ-FMcaYBLV2flOM3OD=w408-h509-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:42.752Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Ziprent/data=!4m7!3m6!1s0x80c2c7f3f53e9863:0xbc14b72090e50976!8m2!3d34.0395852!4d-118.2618041!16s%2Fg%2F11s38x8m34!19sChIJY5g-9fPHwoARdgnlkCC3FLw,Ziprent,4.8,58,Property management company,"1150 S Olive St 10th Floor, Los Angeles, CA 90015, United States","2PQQ+R7 Los Angeles, California, USA",http://www.ziprent.com/?utm_source=google_profile&utm_medium=leads&utm_content=california&utm_campaign=los_angeles&utm_id=gbp7,+1 213-722-6030,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNxWUHv3CmuJifisExgETcSydiyVKv0J_nL_rDg=w408-h271-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:47.515Z,,,
https://www.google.com/maps/place/PMI+Los+Angeles/data=!4m7!3m6!1s0x80c2c987010aed41:0xabaf4b2d7bb3aaa4!8m2!3d34.0176298!4d-118.2735054!16s%2Fg%2F11qn6tr0g6!19sChIJQe0KAYfJwoARpKqzey1Lr6s,PMI Los Angeles,4.9,85,Property management company,"3495 Main St, Los Angeles, CA 90007, United States","2P9G+3H Los Angeles, California, USA",https://www.losangelespmi.com/,+1 323-342-5479,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNFtNEy7ns9EDdiLIyPfmCY7SMhBIHBQws2AQX0=w457-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:52.515Z,,,
https://www.google.com/maps/place/Guestable/data=!4m7!3m6!1s0x80c2c760f95595b5:0x9033ee03156e8fb4!8m2!3d34.0501575!4d-118.2532567!16s%2Fg%2F11h2738hs4!19sChIJtZVV-WDHwoARtI9uFQPuM5A,Guestable,4.9,113,Property management company,"555 W 5th St, Los Angeles, CA 90013, United States","3P2W+3M Los Angeles, California, USA",https://www.guestable.com/los-angeles-vacation-rental-property-management/,+1 323-844-8841,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP10fQcgDJA1tEnaZpta-_zNmOjaU7MRL0GzuE5=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-25T18:58:57.650Z,,,
