placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Schwan%27s+Tree+Care/data=!4m7!3m6!1s0x89e37eca06c1e93d:0x9ba0947e3dd0b6df!8m2!3d42.326381!4d-71.092444!16s%2Fg%2F11b5ylzcc8!19sChIJPenBBsp-44kR37bQPX6UoJs,Schwan's Tree Care,5.0,12,Tree service,"88 Cedar St #7, Roxbury, MA 02119, United States","8WG5+H2 Roxbury, Boston, MA, USA",http://www.schwanstreecare.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6583425235805459278,+1 315-244-5787,Closed · Opens 6:45 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcTpGE9bXsbRnFBIywDxGXo1YIgEarZqdVUCF5DTzJgIEXaR9V3YThs199tIHkPToCYJS6UzX2df7KeOS4u7Qms_fKymj4JbZynEl7r_wn6shHz3Qn43ycbBgf1WVZK6zh0ccd=w408-h306-k-no,true,6:45 am–5 pm,6:45 am–5 pm,6:45 am–5 pm,Closed,Closed,6:45 am–5 pm,6:45 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:07.737Z,,,,
https://www.google.com/maps/place/Stump+Pros/data=!4m7!3m6!1s0x89e3709ba2f21d6b:0x2b1b26e15d414ef4!8m2!3d42.3593947!4d-71.0651994!16s%2Fg%2F11bw6806q_!19sChIJax3yoptw44kR9E5BXeEmGys,Stump Pros,5.0,5,Tree service,"17 Myrtle St, Boston, MA 02114, United States","9W5M+QW Boston, Massachusetts, USA",https://www.stumppros.com/,+1 508-400-6429,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGDoY3kzF6f5oFchYbQCBcAAbDGFHe4K-Wd02TwthPoXzel0yhL8e008W0eUn7XgqigB9riUj0c5FeFseg_VlvPJENeHi42X3g-QLZU503nMLI_3ZJsCE78cOVcYMoDoo-I-fd=w408-h314-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:12.440Z,,,,
https://www.google.com/maps/place/Chop+Chop+Tree/data=!4m7!3m6!1s0x89e371cb111a66f7:0x2ba58dd9560870e6!8m2!3d42.3576074!4d-71.0597362!16s%2Fg%2F11ght1nd31!19sChIJ92YaEctx44kR5nAIVtmNpSs,Chop Chop Tree,,,Tree service,"44 School St, Boston, MA 02108, United States","9W5R+24 Boston, Massachusetts, USA",https://www.treeservicesinboston.com/,+1 617-401-9282,Closed · Opens 7 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F7Fx3EWnupjm8jcJChohAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.89072&pitch=0&thumbfov=100,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:17.009Z,,,,
https://www.google.com/maps/place/Tree+service+Boston+ma/data=!4m7!3m6!1s0x89e3719a454e18e5:0x769feabb2efa7d1f!8m2!3d42.3626442!4d-71.0592109!16s%2Fg%2F11ngph9kng!19sChIJ5RhORZpx44kRH336Lrvqn3Y,Tree service Boston ma,,,Tree service,"1 Congress St, Boston, MA 02114, United States","9W7R+38 Boston, Massachusetts, USA",https://www.enterprise.com/en/car-rental/locations/us/ma/downtown-boston-government-center-10af.html,+1 617-723-8077,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UXboJT9r6yjE804aO-B8BQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.71043&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:21.180Z,,,,
https://www.google.com/maps/place/JNJ+Crew+Landscaping+%26+Tree+service/data=!4m7!3m6!1s0x89e36da1cec63645:0x91d90164ce829303!8m2!3d42.5638501!4d-70.9943219!16s%2Fg%2F11z0h6jg74!19sChIJRTbGzqFt44kRA5OCzmQB2ZE,JNJ Crew Landscaping & Tree service,5.0,1,Landscaper,,,https://www.tiktok.com/@jnjcrewtreeservice?_r=1&_t=ZT-942Psc3ZFpV,+1 781-731-2595,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH73slHCfXK_hOcik4qrCYDMcQtQfbNsWpaEEXKsknXQ8CNMhVT45w39qncplIku81G0VOvBTbzAWSEiwc950Eo3MMc1W_bXrJQRjr1lLc-ZguofaANGVuTzOyTG2xYzR3531fVNC0HuXWU=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:25.441Z,,,,
https://www.google.com/maps/place/Patriot+Tree+Service+Inc/data=!4m7!3m6!1s0x4069f050beb07ed3:0xa1fa853ca7e83e73!8m2!3d42.0369155!4d-71.6835355!16s%2Fg%2F11s_z272yt!19sChIJ036wvlDwaUARcz7opzyF-qE,Patriot Tree Service Inc,4.6,28,Tree service,,,https://www.patriottreeinc.com/,+1 617-417-7478,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8FqfNAU46VhbQ2aRzvoZAwtPTxFKVGBzrXTQJohShR1uazbDkJNx9cnlQLK5td2F6JfRbxqqOHWs4IyI4eG6bztpQ0XNnykWcmoET8g2zBlSeNI2E1U4eoQk0rICkDNGA1_v3=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:27.821Z,,,,
https://www.google.com/maps/place/Tree+Service+Of+Metro+Boston/data=!4m7!3m6!1s0x89e377918e2e6a41:0x59a3253ed3c27128!8m2!3d42.403144!4d-71.1396267!16s%2Fg%2F11mv12qlkh!19sChIJQWoujpF344kRKHHC0z4lo1k,Tree Service Of Metro Boston,5.0,89,Tree service,"35 Magnolia St, Arlington, MA 02474, United States","CV36+74 Arlington, Massachusetts, USA",https://www.treeservicesofmetroboston.com/,+1 617-460-9309,"Closed · Opens 7 am

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXxaKwNgluwVbzK1b72AZrq6PvWZE48RlziRAKRHA2zF72wtIyyDt71ZCm_TWIAXOyQX5r1dNwaPIqtYQEa5CeDLFW-_3Jv4Tz9xszCfT4kZSPcz_Lfs4RAy7Y9Pp9M2YZxXK7MQ=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:32.105Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Greenstar+Tree/data=!4m7!3m6!1s0x89e379c9d6144817:0x27f1e3cb0d0b0a53!8m2!3d42.3390144!4d-70.9196595!16s%2Fg%2F11h5rmsdml!19sChIJF0gU1sl544kRUwoLDcvj8Sc,Greenstar Tree,5.0,52,Tree service,,,https://treeservicejamaicaplainma.com/,+1 617-224-8442,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESREJP8cfIXJUVhEPASOwlmbW_QuVqkNOFhKkHgB4-pYuDFKg9XVrWTITVjvGfFaNt9XujBcP6w_bC64MefmA6c26pTrNZvBeqJ3Dy6GMohAMtq2wLXMDEP4JgM8K773QB7Pkt=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:36.306Z,,,,
https://www.google.com/maps/place/Kelly%E2%80%99s+Christmas+Trees/data=!4m7!3m6!1s0x89e37ba25066ae01:0x5c3a30e9e310b95!8m2!3d42.3257473!4d-71.0973044!16s%2Fg%2F11rk4k5v_b!19sChIJAa5mUKJ744kRlQsxng6jwwU,Kelly’s Christmas Trees,4.8,30,Christmas tree farm,"167 Centre St, Roxbury, MA 02119, United States","8WG3+73 Roxbury, Boston, MA, USA",,+1 857-891-0180,Closed · Opens 9:30 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF4aj5sbu4y-V1htts8Fd2RYK9VIuHHHJ9uywDCGPdFUevBoMEaxzC42fqupB-JPGPi81GFOa-lXs5sn2tOs_1_m54CQab22RUpsIObUcy9SCryXxHr-UhS7HOLuG8QDZco44A=w408-h544-k-no,false,9:30 am–9:30 pm,9:30 am–9:30 pm,9:30 am–10 pm,9:30 am–10 pm,9:30 am–9:30 pm,9:30 am–9:30 pm,9:30 am–9:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:41.021Z,,,,
https://www.google.com/maps/place/Christmas+Tree+For+Me/data=!4m7!3m6!1s0x89e37bcae23d7d21:0xa164a92066973cd4!8m2!3d42.3506986!4d-71.0458605!16s%2Fg%2F11gw1mkgx0!19sChIJIX094sp744kR1DyXZiCpZKE,Christmas Tree For Me,5.0,63,Christmas tree farm,"99 Autumn Ln, Boston, MA 02210, United States","9X23+7M Boston, Massachusetts, USA",https://www.christmastree4me.com/,+1 774-249-8496,Closed · Opens 11 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6D4070oCBG1R2fS7UDVSaV-mqJCE4iR9gY5_GO35uDZYk-LxYSjlwrtb11iqAckFeLwtvk_f7XVxGpS5MmGeIHtnhaweqsooC7Kjbh9GlhG3Z3rSWWADRphb1oEW-fQhgudw=w408-h408-k-no,true,11 am–8 pm,11 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,11 am–8 pm,11 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2026-04-29T04:33:45.454Z,LGBTQ+ friendly,,,
