placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info
https://www.google.com/maps/place/Caitlyn+Anglin/data=!4m7!3m6!1s0x54ea929853e55555:0x2b4e0a45b842613e!8m2!3d44.9862577!4d-123.9962512!16s%2Fg%2F11ty7v1q_l!19sChIJVVXlU5iS6lQRPmFCuEUKTis,Caitlyn Anglin,5.0,2,Pediatrician,"2870 NE West Devils Lake Rd, Lincoln City, OR 97367, United States","X2P3+GF Lincoln City, Oregon, USA",https://samhealth.org/patients-visitors/find-a-doctor/anglin-caitlyn-1407218589/,+1 541-994-9191,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2lbkpG-JNzzO6prZtZnYTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.6629024&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-02-10T22:29:54.093Z,,,,,,,,
https://www.google.com/maps/place/Samaritan+Lincoln+City+Medical+Center/data=!4m7!3m6!1s0x54ea9298fed4675d:0x1f670db8d764ff6f!8m2!3d44.9862612!4d-123.9961277!16s%2Fg%2F1tgqj4g8!19sChIJXWfU_piS6lQRb_9k17gNZx8,Samaritan Lincoln City Medical Center,3.1,26,Medical Center,"2870 NE West Devils Lake Rd, Lincoln City, OR 97367, United States","X2P3+GG Lincoln City, Oregon, USA",https://samhealth.org/find-a-location/samaritan-lincoln-city-medical-center/,+1 541-994-9191,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweov8P4yyTd95pVJk9TttfhCPJKw4TpRYJ6HAGeeuKvMkNOYzZhZVm-ij-zVGsf1VcbhvS0KeibNw1CbO858bQpKYIEm_kZWqqRurqgMte2hBfpezTUg3K54LStC6-lLY66vIw6u=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-02-10T22:29:59.732Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
"https://www.google.com/maps/place/Pediatrics,+P.C./data=!4m7!3m6!1s0x8796bda63a9307ff:0x1627026ebdb62e7b!8m2!3d40.7983093!4d-96.6246823!16s%2Fg%2F1tmcmr5t!19sChIJ_weTOqa9locRey62vW4CJxY","Pediatrics, P.C.",4.9,143,Medical clinic,"7001 A St #110, Lincoln, NE 68510, United States","Q9XG+84 Lincoln, Nebraska, USA",http://www.pediatricspc.com/,+1 402-489-0800,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipODFGZCEbBqHoYW5qL9SnNAaNsUCKzoT4IpCcfB=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-02-10T22:30:04.719Z,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,8 am–5:30 pm,LGBTQ+ friendly
https://www.google.com/maps/place/Dr.+Seth+Arrow/data=!4m7!3m6!1s0x54ea9299b3c00001:0xf809e9393bc64c60!8m2!3d44.9857065!4d-123.9943215!16s%2Fg%2F11rwxg8m_g!19sChIJAQDAs5mS6lQRYEzGOznpCfg,Dr. Seth Arrow,,,Pediatrician,"3043 NE 28th St, Lincoln City, OR 97367, United States","X2P4+77 Lincoln City, Oregon, USA",https://samhealth.org/patients-visitors/find-a-doctor/arrow-seth-1487729778/,+1 541-994-3661,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LSBvY-8iNiHC1gapDnp5pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.894203&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-02-10T22:30:07.863Z,,,,,,,,
https://www.google.com/maps/place/Lincoln+Pediatric+Group/data=!4m7!3m6!1s0x87969629f564539d:0xb21682a0b829e5ef!8m2!3d40.7560677!4d-96.6372857!16s%2Fg%2F1tdcmghx!19sChIJnVNk9SmWlocR7-UpuKCCFrI,Lincoln Pediatric Group,4.7,440,Pediatrician,"5625 S 62nd St Suite 100, Lincoln, NE 68516, United States","Q947+C3 Lincoln, Nebraska, USA",https://lincolnpediatricgroup.com/,+1 402-489-3834,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMbn3GMJWxK0xxpmO-Lad_vmAIAbE11F5EXdl1L=w408-h541-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-02-10T22:30:21.966Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–4:30 pm,8 am–12 pm,12:30–4:30 pm,8 am–7 pm,
https://www.google.com/maps/place/Complete+Children%27s+Health/data=!4m7!3m6!1s0x879695d894a0ce35:0xbaa94b58d67e6441!8m2!3d40.723983!4d-96.6627453!16s%2Fg%2F1tcw43j9!19sChIJNc6glNiVlocRQWR-1lhLqbo,Complete Children's Health,4.4,74,Pediatric clinic,"4020 Hohensee Dr, Lincoln, NE 68516, United States","P8FP+HW Lincoln, Nebraska, USA",https://www.completechildrenshealth.com/,+1 402-465-5600,Closes soon · 5:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFz3zFoZSBCcUzrjFb9536RMH18ac3Ow67a7UZcLUI5bYrKbZcEj_HFbE-5hLozecaCwD_p1bOlUrDeW240x9WHoEFrs45zs_M0ZDp6yf2pnfk6pXXW0DJMROXKgYSpXdwqjWriw=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-02-10T22:30:26.814Z,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5 pm,9 am–4 pm,9 am–1 pm,8 am–5:30 pm,
https://www.google.com/maps/place/Children+First+Pediatrics/data=!4m7!3m6!1s0x8796bd7fec157cc1:0x7014e1026f218efc!8m2!3d40.7395769!4d-96.6642906!16s%2Fg%2F1x6q27t3!19sChIJwXwV7H-9locR_I4hbwLhFHA,Children First Pediatrics,4.4,36,Pediatrician,"3901 Pine Lake Rd Suite 210 (Entrance B, Lincoln, NE 68516, United States","P8QP+R7 Lincoln, Nebraska, USA",http://childrenfirstdocs.com/,+1 402-488-7337,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tpzrBIokCB2j5UA-raQYzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.28757&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-02-10T22:30:32.004Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8–10:30 am,Closed,8 am–5 pm,
"https://www.google.com/maps/place/Danielle+Saner,+DO,+FAAP/data=!4m7!3m6!1s0x87969723e96be807:0xd56763f94729c1fb!8m2!3d40.7560677!4d-96.6372857!16s%2Fg%2F11k3z4rfmk!19sChIJB-hr6SOXlocR-8EpR_ljZ9U","Danielle Saner, DO, FAAP",5.0,74,Pediatrician,"5625 S 62nd St Suite 100, Lincoln, NE 68516, United States","Q947+C3 Lincoln, Nebraska, USA",https://lincolnpediatricgroup.com/About-Us/Meet-Our-Team,+1 402-489-3834,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipO7LAGQ4EV_oSkkKQgwROxaxP_P6OGKSy1HLyCG=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-02-10T22:30:36.725Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–12 pm,12:30–4:30 pm,8 am–7 pm,
"https://www.google.com/maps/place/Shelley+K+Nelson,+MD,+FAAP/data=!4m7!3m6!1s0x879697e4153de413:0x2ae1925f5816aba!8m2!3d40.7560677!4d-96.6372857!16s%2Fg%2F11ghn6t3bc!19sChIJE-Q9FeSXlocRumqB9SUZrgI","Shelley K Nelson, MD, FAAP",4.9,71,Pediatrician,"5625 S 62nd St Suite 100, Lincoln, NE 68516, United States","Q947+C3 Lincoln, Nebraska, USA",https://lincolnpediatricgroup.com/About-Us/Meet-Our-Team,+1 402-489-3834,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOswdzfJM-g9leFUipE4j2HgeYPDX1xAu9UGvTO=w408-h408-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-02-10T22:30:41.525Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–4:30 pm,8 am–12 pm,12:30–4:30 pm,8 am–7 pm,
"https://www.google.com/maps/place/Amanda+Knapp,+MD/data=!4m7!3m6!1s0x8796962a20ee057f:0xf25d5a290860c837!8m2!3d40.7560677!4d-96.6372857!16s%2Fg%2F11f4043b50!19sChIJfwXuICqWlocRN8hgCClaXfI","Amanda Knapp, MD",4.9,50,Pediatrician,"5625 S 62nd St Suite 100, Lincoln, NE 68516, United States","Q947+C3 Lincoln, Nebraska, USA",https://lincolnpediatricgroup.com/About-Us/Meet-Our-Team,+1 402-489-3834,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPyRR7-wU2fCmsF5GbXODjNl89FQ3KShgyCYNg=w408-h408-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-02-10T22:30:46.459Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–4:30 pm,8 am–12 pm,12:30–4:30 pm,8 am–7 pm,
