placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Lababidi+Tony+DO/data=!4m7!3m6!1s0x88312bc2fc65cde1:0x88645e99cbe95635!8m2!3d41.0330612!4d-81.4522885!16s%2Fg%2F1tlz_v4x!19sChIJ4c1l_MIrMYgRNVbpy5leZIg,Lababidi Tony DO,4.3,13,Pain management physician,"2215 E Waterloo Rd #313, Akron, OH 44312, United States","2GMX+63 Akron, Ohio, USA",http://www.comprehensivepainmanagementspecialists.com/,+1 330-208-2720,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgBrBng9KrntX7lszs9sIezj9bMvj-rJHwlYYuEaJEZSJ3pLoiVprKyNuUOsfItp1rjvFPewjDcjeChA3CjF_Yb1NAfaMuPXlNi2GbSIbhsp2V-La8S5cKNl7sCWby9x5ftCJw=w408-h306-k-no,false,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:35:47.472Z,,,,,,,,,,,
"https://www.google.com/maps/place/Travis+Cleland,+D.O./data=!4m7!3m6!1s0x88312b3141a6d193:0x3460a40ca04e2e1a!8m2!3d40.9730848!4d-81.4653916!16s%2Fg%2F11k3d1d3ld!19sChIJk9GmQTErMYgRGi5OoAykYDQ","Travis Cleland, D.O.",4.9,45,Sports medicine physician,"1622 East Turkeyfoot Lake Road Suite 200, Akron, OH 44312, United States","XGFM+6R Akron, Ohio, USA",https://www.crystalclinic.com/physicians/detail/cleland-travis?utm_source=GMBSocialClimb&utm_medium=TravisCleland%2CD.O.,+1 330-644-7436,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNbbk3ns0i2wHZercDoLWibDGPcDVZAsHYjUCeF=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:35:53.422Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Comprehensive+Pain+Management+Specialists/data=!4m7!3m6!1s0x8830d09f9e5d6c57:0x1e226d7b69c53d46!8m2!3d41.1343984!4d-81.6263273!16s%2Fg%2F1260mqydk!19sChIJV2xdnp_QMIgRRj3FaXttIh4,Comprehensive Pain Management Specialists,2.7,51,Pain management physician,"3535 S Smith Rd Ste A, Fairlawn, OH 44333, United States","49MF+QF Fairlawn, Ohio, USA",https://comprehensivepainmanagementspecialists.com/locations/fairlawn-location/,+1 330-208-2720,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMJmCwa-1bC_NCRFWet5K8dRrOhpNGMRzAQHTh8=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:35:58.263Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Summa+Health+Center+for+Pain+Medicine+-+Akron/data=!4m7!3m6!1s0x8830d717bf75ef6f:0x70db807168d3dd61!8m2!3d41.0685265!4d-81.5684968!16s%2Fg%2F11fj2px_xd!19sChIJb-91vxfXMIgRYd3TaHGA23A,Summa Health Center for Pain Medicine - Akron,1.7,10,Pain management physician,"Summa Center at New Seasons, 1493 S Hawkins Ave, Akron, OH 44320, United States","3C9J+CJ Akron, Ohio, USA",https://www.summahealth.org/medicalservices/pain-management?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 330-865-5333,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iyS0Ryt9hwcNDTodAILY9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.04342&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:36:01.013Z,,,,,,,,,,,
https://www.google.com/maps/place/Pamer+Chiropractic+Health+Center/data=!4m7!3m6!1s0x8830d58e8c8707bb:0xbef5c3a69539cc12!8m2!3d40.9760963!4d-81.4878641!16s%2Fg%2F1thd79_2!19sChIJuweHjI7VMIgREsw5labD9b4,Pamer Chiropractic Health Center,4.9,58,Chiropractor,"3485 Fortuna Dr #300, Akron, OH 44312, United States","XGG6+CV Akron, Ohio, USA",https://www.pamerchiro.com/,+1 330-724-9331,Opens soon · 2 pm,https://lh3.googleusercontent.com/p/AF1QipPKPnMspsQkYqBHTVYPlSRjGcURomjz6AsgH98P=w408-h306-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:36:05.755Z,"9 am–12 pm, 2–6 pm",2–6 pm,9 am–12 pm,Closed,Closed,"9 am–12 pm, 2–6 pm",2–6 pm,,,,
"https://www.google.com/maps/place/Timothy+Y.T.+Ko,+M.D./data=!4m7!3m6!1s0x8830dbbf39961d6f:0x3038f57af56407dd!8m2!3d41.1410194!4d-81.6527722!16s%2Fg%2F11tp6t_v7q!19sChIJbx2WOb_bMIgR3Qdk9Xr1ODA","Timothy Y.T. Ko, M.D.",4.9,407,Pain management physician,"3975 Embassy Pkwy Suite 202, Akron, OH 44333, United States","48RW+CV Akron, Ohio, USA",https://www.crystalclinic.com/physicians/detail/ko-timothy-y-t?utm_source=GMBSocialClimb&utm_medium=TimothyY.T.Ko%2CM.D.,+1 330-668-4085,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipObPcz7TkqjZq4sfQ0lIYKW7Zdsb7BJwSLcIUYP=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:36:10.571Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Dr.+Ali+Shakir,+MD/data=!4m7!3m6!1s0x8830d48c1f6a1c77:0x4b44fe67986197ee!8m2!3d41.0076272!4d-81.5868034!16s%2Fg%2F113gwzdds!19sChIJdxxqH4zUMIgR7pdhmGf-REs","Dr. Ali Shakir, MD",5.0,1,Pain management physician,"Parking lot, 103 5th St SE, Barberton, OH 44203, United States","2C57+37 Barberton, Ohio, USA",,+1 330-753-3232,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nGeQkS0K71H2BzJuLn2Hqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.69622&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:36:13.322Z,,,,,,,,,,,
"https://www.google.com/maps/place/Donald+C+Perrine+III,+MD/data=!4m7!3m6!1s0x8830d7d5586c1837:0xcd951d177a3cac25!8m2!3d41.0685265!4d-81.5684968!16s%2Fg%2F11pc1z9r7f!19sChIJNxhsWNXXMIgRJaw8ehcdlc0","Donald C Perrine III, MD",4.4,21,Pain management physician,"1493 S Hawkins Ave, Akron, OH 44320, United States","3C9J+CJ Akron, Ohio, USA",https://mychart.summahealth.org/mychart/app/providers/DonaldPerrineMD/WP-24PoJo3tng80-2BWxlvDjs7kxw-3D-3D-24fseokljfK-2BaLF8zZ4NFHZ5nZGaHRm2la-2FTEB76hRPBg-3D?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-865-5333,,https://lh3.googleusercontent.com/p/AF1QipNd1zkaKWCrAVO2vJ_nRMmELjpRB-bfgZzlk4Pu=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:36:15.828Z,,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Terence+J.+Ross,+DO/@40.973109,-81.4926488,17z/data=!3m1!4b1!4m6!3m5!1s0x88312ac9d33e6a09:0xb2da0b7aa311e6e9!8m2!3d40.973109!4d-81.4926488!16s%2Fg%2F1v_snwlh","Dr. Terence J. Ross, DO",,,Pain management physician,"3593 S Arlington Rd A, Akron, OH 44312, United States","XGF4+6W Akron, Ohio, USA",http://www.comprehensivepainmanagementspecialists.com/,+1 330-208-2720,,,false,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:36:20.460Z,,,,,,,,,,,
https://www.google.com/maps/place/Integrated+Medicine+of+Ohio/data=!4m7!3m6!1s0x88312b7e6614ff4d:0x168b9c4b04cab023!8m2!3d40.9958238!4d-81.4927445!16s%2Fg%2F11gk6z24h1!19sChIJTf8UZn4rMYgRI7DKBEucixY,Integrated Medicine of Ohio,5.0,13,Medical clinic,"2780 S Arlington Rd # 202, Akron, OH 44312, United States","XGW4+8W Akron, Ohio, USA",https://integratedmedicineofohio.com/,+1 330-644-5488,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNS2KwkD6b9KormXiXxIE9HnIxv0DXZpRS6CBxY=w408-h306-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-01-28T18:36:25.182Z,9 am–5:30 pm,9 am–5:30 pm,9 am–2 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,,,,
