placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Redding+Pain+Medicine:+Theodore+Workman+MD/data=!4m7!3m6!1s0x54d2ed1cfa1a86b9:0xbda7854d84768dcf!8m2!3d40.5750027!4d-122.404247!16s%2Fg%2F1tf0266y!19sChIJuYYa-hzt0lQRz412hE2Fp70,Redding Pain Medicine: Theodore Workman MD,4.2,52,Pain management physician,"2111 Airpark Dr, Redding, CA 96001, United States","HHGW+28 Redding, California, USA",http://reddingpainmedicine.com/,+1 530-247-3733,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cNVOjaMfIQDznsh5iSYtCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.81289&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,Closed,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:10.876Z,,,,
https://www.google.com/maps/place/Interventional+Pain+Solutions+Redding/data=!4m7!3m6!1s0x54d2ed1c0dc55555:0xd51bb61ab2adc94d!8m2!3d40.5727761!4d-122.4026194!16s%2Fg%2F11hcx6xqtr!19sChIJVVXFDRzt0lQRTcmtshq2G9U,Interventional Pain Solutions Redding,3.5,20,Medical office,"2439 Sonoma St, Redding, CA 96001, United States","HHFW+4X Redding, California, USA",http://norcalpaindocs.com/,+1 530-768-1722,"Open · Closes 5 pm

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipONUDuhdouuS3q-9wbBWmgSYtT4gVsm5_OLskz6=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:16.444Z,,,,
https://www.google.com/maps/place/Align+Pain+Management/data=!4m7!3m6!1s0x54d2ece107d179ad:0x734eddd870a5af84!8m2!3d40.581338!4d-122.3930382!16s%2Fg%2F11c58q9pcl!19sChIJrXnRB-Hs0lQRhK-lcNjdTnM,Align Pain Management,5.0,90,Gym,"1615 Placer St, Redding, CA 96001, United States","HJJ4+GQ Redding, California, USA",https://experiencealign.com/,+1 530-205-3202,Open · Closes 1:30 pm · Reopens 2 pm,https://lh3.googleusercontent.com/p/AF1QipPMoKM1SqvP34WU6xFPqcRcyKgmbhSSnsFlAJAQ=w408-h272-k-no,true,"7 am–1:30 pm, 2–6:30 pm","7 am–1 pm, 2–6:30 pm",8 am–12:30 pm,Closed,Closed,"7 am–1:30 pm, 2–6:30 pm","7 am–1 pm, 2–6:30 pm","https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:21.671Z,,,,
"https://www.google.com/maps/place/Forrest+Monroe,+MD/data=!4m7!3m6!1s0x54d2edc0846f18a7:0x93746216566ee088!8m2!3d40.5877547!4d-122.3874687!16s%2Fg%2F11jctm8m95!19sChIJpxhvhMDt0lQRiOBuVhZidJM","Forrest Monroe, MD",5.0,3,Pain management physician,"1255 Liberty St, Redding, CA 96001, United States","HJQ7+42 Redding, California, USA",https://shastaortho.com/our-team/forrest-monroe/,+1 530-246-2467,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xpqFbi1kH5ouQ506s9CVwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.09381&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:24.346Z,,,,
https://www.google.com/maps/place/Gasman+Michael+MD/data=!4m7!3m6!1s0x54d2ecf6e1175347:0xcc538370cc22730d!8m2!3d40.5831386!4d-122.3850403!16s%2Fg%2F1tfdd5rz!19sChIJR1MX4fbs0lQRDXMizHCDU8w,Gasman Michael MD,4.4,7,Pain management physician,"1035 Placer St, Redding, CA 96001, United States","HJM7+7X Redding, California, USA",,+1 530-246-5710,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NXtxCriEGQrkOpDANvrkvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.77531&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:27.184Z,,,,
https://www.google.com/maps/place/Lifespan:+The+Center+for+Anti-Aging+%26+Regenerative+Medicine/data=!4m7!3m6!1s0x54d2ec6ff4767563:0x35a3104642d37741!8m2!3d40.5560825!4d-122.3972725!16s%2Fg%2F11bxgbmz72!19sChIJY3V29G_s0lQRQXfTQkYQozU,Lifespan: The Center for Anti-Aging & Regenerative Medicine,4.9,31,Medical clinic,"1832 Buenaventura Blvd suite b, Redding, CA 96001, United States","HJ43+C3 Redding, California, USA",https://increasedlifespan.com/,+1 530-605-4557,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipP2IE1lP2ljvKGu9chk4MG6WKpFbIx14ueIpaxF=w426-h240-k-no,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed,Closed,10 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:31.875Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Farzad+H.+Sabet,+MD/data=!4m7!3m6!1s0x54d2ed2030e1b595:0xa6caa5a41d11cc60!8m2!3d40.5879372!4d-122.3874412!16s%2Fg%2F1263flw12!19sChIJlbXhMCDt0lQRYMwRHaSlyqY","Farzad H. Sabet, MD",4.2,13,Sports medicine physician,"1255 Liberty St, Redding, CA 96001, United States","HJQ7+52 Redding, California, USA",http://shastaortho.com/,+1 530-246-2467,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WGK89Z21KJiG96YBfSmp8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.49199&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:34.621Z,,,,
https://www.google.com/maps/place/Shasta+Spine+Specialists/data=!4m7!3m6!1s0x54d2ec942ad74b17:0x50f93cd27da39a56!8m2!3d40.578178!4d-122.3569313!16s%2Fg%2F1q6j206zf!19sChIJF0vXKpTs0lQRVpqjfdI8-VA,Shasta Spine Specialists,4.6,43,Chiropractor,"833 Mistletoe Ln #104, Redding, CA 96002, United States","HJHV+76 Redding, California, USA",https://www.shastaspine.com/,+1 530-243-2300,Closes soon · 12 pm · Reopens 2 pm,https://lh3.googleusercontent.com/p/AF1QipO2bsQ0fF_3tgwLyBXMw2k2dKbk9Vjs54CAi1Yp=w408-h612-k-no,true,"8:30 am–12 pm, 2–5 pm","8:30 am–12 pm, 2–5 pm",8:30 am–1 pm,Closed,Closed,"8:30 am–12 pm, 2–5 pm",2–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:39.395Z,,,,
"https://www.google.com/maps/place/Moore+Michael+R+MD/@40.5846694,-122.4118583,17z/data=!3m1!4b1!4m6!3m5!1s0x54d2ed065eabf961:0xf66413d45b2756bf!8m2!3d40.5846694!4d-122.4118583!16s%2Fg%2F1tdvd9ph",Moore Michael R MD,,,Pain management physician,"1135 Whiskeytown Ct, Redding, CA 96001, United States","HHMQ+V7 Redding, California, USA",,+1 530-245-0742,,,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:44.176Z,,,,
https://www.google.com/maps/place/Shasta+Orthopaedics/data=!4m7!3m6!1s0x80828487ef1a20e7:0x4d8c3ba02bd5e39b!8m2!3d40.5879149!4d-122.3877212!16s%2Fg%2F1tdk4xrm!19sChIJ5yAa74eEgoARm-PVK6A7jE0,Shasta Orthopaedics,4.5,1037,Orthopedic surgeon,"1255 Liberty St, Redding, CA 96001, United States","HJQ6+5W Redding, California, USA",http://shastaortho.com/?utm_source=gmb_listing&utm_medium=organic,+1 530-246-2467,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMS7Nl82wv-GYcoJ0-84PBHEVeNdKyyd4nkMhcT=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-28T19:29:48.984Z,,,,
