placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,error
https://www.google.com/maps/place/The+Center+Public+Parking/data=!4m7!3m6!1s0x8814adb0a8158133:0xd6e197000e69ca50!8m2!3d39.9683552!4d-86.1309696!16s%2Fg%2F11j4h59hxd!19sChIJM4EVqLCtFIgRUMppDgCX4dY,The Center Public Parking,4.3,17,Parking garage,"819 3rd Ave SW, Carmel, IN 46032, United States","XV99+8J Carmel, Indiana, USA",https://thecenterpresents.org/visit/directions-parking/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SWaxk4NiBZcbOc1CWPkQLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.75157&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:35:54.398Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking+at+Indiana+Design+Center/data=!4m7!3m6!1s0x8814adb6386b52e9:0x319af367ac6f8c3b!8m2!3d39.9767889!4d-86.1275496!16s%2Fg%2F1tmqmc_r!19sChIJ6VJrOLatFIgRO4xvrGfzmjE,Public Parking at Indiana Design Center,4.3,3,Parking garage,"200 S Rangeline Rd, Carmel, IN 46032, United States","XVGC+PX Carmel, Indiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dzJEP5Y5fuNwKZQmE2wEfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.30386&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:35:58.517Z,,,,,,,,,,
https://www.google.com/maps/place/Pedcor+Homes+Corporation/data=!4m7!3m6!1s0x8814adb270b4317b:0xab6045d3b0b3c995!8m2!3d39.9701687!4d-86.132337!16s%2Fg%2F1pv5_2c2t!19sChIJezG0cLKtFIgRlcmzsNNFYKs,Pedcor Homes Corporation,2.7,35,Property management company,"355 City Center Dr, Carmel, IN 46032, United States","XVC9+33 Carmel, Indiana, USA",https://pedcorhomes.com/,+1 317-587-0320,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO7KODbHK9P41sbQ4Yi8iR8xw6Fq_ufMkGR2Fcu=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:36:03.530Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Hotel+Carmichael,+Autograph+Collection/data=!4m10!3m9!1s0x8814ad3e6c496f1f:0xf26c653dd1bf5e1e!5m2!4m1!1i2!8m2!3d39.9701007!4d-86.12918!16s%2Fg%2F11j975fjw7!19sChIJH29JbD6tFIgRHl6_0T1lbPI","Hotel Carmichael, Autograph Collection",4.6,456,,"1 Carmichael Square, Carmel, IN 46032, United States","XVCC+28 Carmel, Indiana, USA",https://www.marriott.com/en-us/hotels/indak-hotel-carmichael-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 317-688-1700,,https://lh3.googleusercontent.com/p/AF1QipPKCkTk-F8Dr1fcR9QRG8cwEw-z_1KNeO_I-Fru=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:36:06.874Z,,,,,,,,,,
https://www.google.com/maps/place/Allied+Solutions+Center+for+the+Performing+Arts/data=!4m7!3m6!1s0x8814adb248f11035:0x634cc3a0e73846c1!8m2!3d39.969549!4d-86.1304182!16s%2Fm%2F0gg5lnh!19sChIJNRDxSLKtFIgRwUY456DDTGM,Allied Solutions Center for the Performing Arts,4.7,1960,Performing arts theater,"1 Carter Green, Carmel, IN 46032, United States","XV99+RR Carmel, Indiana, USA",https://thecenterpresents.org/,+1 317-843-3800,,https://lh3.googleusercontent.com/p/AF1QipPaOtmqyyETo3kItAjYXzENQirKxaqks0Vb-88y=w408-h280-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:36:09.876Z,,,,,,,,,"Grand 3-theater complex stages a variety of performances & hosts workshops, plus a cafe & gallery.",
https://www.google.com/maps/place/Carmel+Farmers+Market/data=!4m7!3m6!1s0x8814adb2119d60fd:0x6d40e36160f0d873!8m2!3d39.9691366!4d-86.1303286!16s%2Fg%2F11bv2l2y33!19sChIJ_WCdEbKtFIgRc9jwYGHjQG0,Carmel Farmers Market,4.6,379,Farmers' market,"2 Carter Green, Carmel, IN 46032, United States","XV99+MV Carmel, Indiana, USA",http://carmelfarmersmarket.com/,+1 317-694-1643,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwldBcMiFEZkaPZ73MuqngduHd43UlHbH2baWuezkcOJ_ERRaxrpKWaBoDDxXL-2tqIJg5pCK6r6KCxmPowpXrjeKIvpAkBvmzs_eOlJrDoneiXbFnlii1hol8aDTb_ynXzUXH7=w457-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:36:14.926Z,Closed,Closed,Closed,Closed,8–11:30 am,Closed,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/1933+Lounge+by+St.+Elmo+-+Carmel/data=!4m7!3m6!1s0x8814adb7b4989677:0xd9978aa3678f08b9!8m2!3d39.9770413!4d-86.126877!16s%2Fg%2F11x1tn_kv6!19sChIJd5aYtLetFIgRuQiPZ6OKl9k,1933 Lounge by St. Elmo - Carmel,4.2,220,Restaurant,"175 S Rangeline Rd Suite 100, Carmel, IN 46032, United States","XVGF+R6 Carmel, Indiana, USA",https://www.1933lounge.com/,+1 317-751-1933,,https://lh3.googleusercontent.com/p/AF1QipOnolE4DpTxMEU9RWZPnZ2ePYKjTYeyfGpRsR1T=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:36:20.204Z,,,,,,,,,· Dine-in,
https://www.google.com/maps/place/Prime+47+Carmel/data=!4m7!3m6!1s0x8814add43307b345:0x6eed4e9895ac69b3!8m2!3d39.9961187!4d-86.1303805!16s%2Fg%2F12qgknfx0!19sChIJRbMHM9StFIgRs2mslZhO7W4,Prime 47 Carmel,4.6,1032,Steak house,"14300 Clay Terrace Blvd, Carmel, IN 46032, United States","XVW9+CR Carmel, Indiana, USA",http://prime47carmel.com/,+1 317-660-0720,Closed ⋅ Opens 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrGQnNW2DM9SAovJylACL4NxwimgpSaWuUjpM6HFDtsQlWhRMZpDEnDyqa4z3pFxJ6meZEva1g9XgD2wFDyKnaXjic0V9CrG8N1h8dYOY6pH4uih2a1C6W77UyshF18wphJu2J=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:36:25.589Z,4:30–10 pm,4:30–10 pm,4:30–10 pm,4:30–11 pm,4:30–11 pm,4–8 pm,4:30–10 pm,,Upscale restaurant offering high-end steaks & seafood dishes in a sophisticated atmosphere. · Dine-in · Takeaway · Delivery,
https://www.google.com/maps/place/Hilton+Garden+Inn+Indianapolis%2FCarmel/data=!4m10!3m9!1s0x8814ac6af3176537:0xd41326a2560d5e6b!5m2!4m1!1i2!8m2!3d39.9770717!4d-86.1565277!16s%2Fg%2F1thn638s!19sChIJN2UX82qsFIgRa14NVqImE9Q,Hilton Garden Inn Indianapolis/Carmel,4.3,619,,"13090 N Pennsylvania St, Carmel, IN 46032, United States","XRGV+R9 Carmel, Indiana, USA",https://www.hilton.com/en/hotels/indcagi-hilton-garden-inn-indianapolis-carmel/?SEO_id=GMB-AMER-GI-INDCAGI&y_source=1_MjA4MjI2Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 317-581-9400,,https://lh3.googleusercontent.com/p/AF1QipNY0DUdAS-Jm2rmbuuAzfTk3ilVK9NatWz7L5Gq=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:36:28.874Z,,,,,,,,,,
https://www.google.com/maps/place/Park+Lane+Apartments+%26+Townhomes/data=!4m7!3m6!1s0x8814adef7caa696d:0x3596cffb33059d33!8m2!3d39.9776899!4d-86.1241021!16s%2Fg%2F1hc2hklh3!19sChIJbWmqfO-tFIgRM50FM_vPljU,Park Lane Apartments & Townhomes,3.0,28,Apartment complex,"221 E Main St, Carmel, IN 46032, United States","XVHG+39 Carmel, Indiana, USA",https://www.liveparklaneapartments.com/,+1 317-588-3397,"Open ⋅ Closes 6 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN1VLrOl9ehK9W0g_2lU_QdjUOD9M65pc_Qkahg=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-28T18:36:33.860Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,LGBTQ+ friendly,· Dogs allowed,
