placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Ramon%E2%80%99s+Tree+Service/data=!4m7!3m6!1s0x4b4bdbd0d8dd3685:0xf5a338e12c2a4838!8m2!3d34.3172049!4d-78.2482875!16s%2Fg%2F11vrhbwf_n!19sChIJhTbd2NDbS0sROEgqLOE4o_U,Ramon’s Tree Service,5.0,96,Tree service,,,http://ramonstreesnc.com/,+1 910-431-6750,Open 24 hours,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGg7kYAW8Zn6zb4asWZcZgv3QT0gfkpPK9bekiCx6ovcmEmcz_sW3KLqdtN7Y_b2IZz4YyJVV4mPO5TEo1u0fJBr02Mu176ZaAXyUVCEt4eIvAAG9FW8Hxh9jztzz_7Mhflx1tuAA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:02.464Z,,,
https://www.google.com/maps/place/Wilmington+Tree+Service/data=!4m7!3m6!1s0x89a98dc44a4f9e71:0x12d2f09efd5e16b8!8m2!3d34.3016527!4d-77.7729992!16s%2Fg%2F11zk53gsnk!19sChIJcZ5PSsSNqYkRuBZe_Z7w0hI,Wilmington Tree Service,5.0,9,Tree service,"822 Lambrook Dr, Wilmington, NC 28411, United States","862G+MR Wilmington, North Carolina, USA",https://www.wilmingtontreeservice.net/,+1 910-776-1969,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDnxGSDcawT-qIbwjRx8l8qiLio-1XwdEQDPBPKdgJt8-AryFQwlnlI-b4aSEmTxL2Dp1DSiAj4_ekonpvtSwSzkU9XrumSFr1l1RH6c7U58uaqG-UbcK7u7XcT8CgcMGLSbStBRbc_dI=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:09.139Z,,,
https://www.google.com/maps/place/A+Cut+Above+Tree+Experts/data=!4m7!3m6!1s0x89a9f51aea68f8af:0x90aacd17f64ecb83!8m2!3d34.2287786!4d-77.892249!16s%2Fg%2F1262fkk4m!19sChIJr_ho6hr1qYkRg8tO9hfNqpA,A Cut Above Tree Experts,4.9,164,Tree service,"5312 Villa Ct, Wilmington, NC 28409, United States","64H5+G4 Wilmington, North Carolina, USA",https://www.acutabovenc.com/,+1 910-232-2000,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEERlRSAwn_a8NY4HBvcCjyQJnhprNhnnmtLK16Rs3nsNwjduTOwd7TqrDCV1S5_h7V7tmL65zJ9-xgpR_Bf3w281GsSiVOOT6LG_bYi6zirqyTgOZlZFA1IaML97edixfcmu0=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:14.450Z,,,
https://www.google.com/maps/place/Seagate+Tree+Service/data=!4m7!3m6!1s0x89a9f3626ec8349f:0xd1cdf04c8734bdee!8m2!3d34.2139516!4d-77.8445676!16s%2Fg%2F11c55z4wsy!19sChIJnzTIbmLzqYkR7r00h0zwzdE,Seagate Tree Service,4.6,201,Tree service,"238 White Ave, Wilmington, NC 28403, United States","6574+H5 Wilmington, North Carolina, USA",https://seagatetreeservicewilmingtonnc.com/,+1 910-617-0169,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCtcHcNKRilKl7L5kNN6YhTNc9hVECWI1R5nL-LM0LydZM5jF4AuLx-XyVQ-qiSJWcWlEp4MRuzTpPOuydTgQUHKomuRE47QtwsAEffgFzBCKtKgkGnHryz9QQLafPYpaA1RCK=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:19.391Z,,,
https://www.google.com/maps/place/Coastal+Tree+Trimmers/data=!4m7!3m6!1s0x89a9f577b70a06f9:0xca09f5fd2168a5b2!8m2!3d34.2200107!4d-77.9320194!16s%2Fg%2F11hr_2jtfd!19sChIJ-QYKt3f1qYkRsqVoIf31Cco,Coastal Tree Trimmers,4.9,136,Tree service,"1301 S 12th St, Wilmington, NC 28401, United States","63C9+25 Wilmington, North Carolina, USA",http://www.coastaltreetrimmers.com/,+1 910-431-5731,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmWwsP50YqxUCCapmQp_EQeKmt62huNYOdh0SbNhTKIJuFXQBMek6nJA459rFD7ywgm1kZMEER0e1tswK8xIAV2_7ugs31bNsCR-pIBIrlQ2tmnY7DCQzIEw7_iUBFgX2XNWE-=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:24.166Z,,,
https://www.google.com/maps/place/A-1+Tree+Solutions/data=!4m7!3m6!1s0x89a9f354d3549f2b:0x3f6acfe99df5685a!8m2!3d34.0913135!4d-77.8975685!16s%2Fg%2F1tdmqy12!19sChIJK59U01TzqYkRWmj1nenPaj8,A-1 Tree Solutions,4.9,227,Tree service,,,https://www.a-1treesolutions.com/,+1 910-338-9472,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpMdYsCaKkCRu1R0_g2CteLxOExOt40nJHiKKsq6JGe6TGkO6isL2tYhsuuMWwCiIvuFhOIQG-9jw_fhNzy3MqGIWG3qeEaA66cDD4Zxf9W27v27DKiGz8Q89PR_WQLNX0Ng17UCsCSYEX=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:29.022Z,,,
https://www.google.com/maps/place/Arbor+X+Tree+Service/data=!4m7!3m6!1s0x89a9f51c795c0bd3:0x8473d20be20598a9!8m2!3d34.215259!4d-77.8393639!16s%2Fg%2F11h22t48br!19sChIJ0wtceRz1qYkRqZgF4gvSc4Q,Arbor X Tree Service,4.5,55,Tree service,"137 Gaddy Dr, Wilmington, NC 28403, United States","6586+47 Wilmington, North Carolina, USA",https://arborx.com/tree-service-wilmington-nc/,+1 910-617-4207,Closed · Opens 7 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLGCkDoHE4u3CaWd8iiNeVWHOOCU8QxQ9xjUpprsW5tU1tPewPa5Jg_75os6gPYXdOhqdNTOKyzwKVtEZ8rOpOrNcCS4KbcdQDnIXjtQ2QLNU1KSsczZ-Wihe2mkkv8zWmYerq=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–5 pm,Closed,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:33.718Z,,,
https://www.google.com/maps/place/Rocksteady+Tree+Care/data=!4m7!3m6!1s0x89a9f56f2c504259:0x99a2fb0eafe562ec!8m2!3d34.209965!4d-77.8584986!16s%2Fg%2F11whyr2yjp!19sChIJWUJQLG_1qYkR7GLlrw77opk,Rocksteady Tree Care,5.0,42,Tree service,"5418 1/2, Park Ave, Wilmington, NC 28403, United States","645R+XJ Wilmington, North Carolina, USA",https://www.rocksteadytreecare.com/,+1 910-906-6802,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHveZF1em03LImGnIYOx9vyWrU11QHvyvPt1H8Vh3hDkPMjYRlg8F8aJ3PHZ5E5qavLDGq_nxutZOfljnoXT5E4a7QscC_mOc2TsQkiAQNut-9is0Ly3qs2XO3yA0PmgOax_LEPVpHPcAzE=w408-h610-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:38.761Z,,,
https://www.google.com/maps/place/Noe+C.+Gonzalez+Tree+Service+LLC/data=!4m7!3m6!1s0x89aa1ff3b6155bcf:0x25b016859792e156!8m2!3d34.1824035!4d-77.8938781!16s%2Fg%2F11fhxw7yjv!19sChIJz1sVtvMfqokRVuGSl4UWsCU,Noe C. Gonzalez Tree Service LLC,4.9,257,Tree service,"Pine Valley Dr, Wilmington, NC 28412, United States","54J4+XC Wilmington, North Carolina, USA",http://noegonzaleztreeservice.com/,+1 910-782-9298,Closed · Opens 7 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3CVce9gcK-Xb3m7RMDAKIycwyhTOWRfwgvOubN78bipDv2XajASBIlrNwXSuhN7ofi9xhlMDcBEXl9pU-Tbhr_6uZu8uNkg3b0HePGkQ9xF5kSQgCnBboUIjqI1plgAwrapNxXB0USjbY=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–2:30 pm,9 am–5 pm,7 am–7:30 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:43.732Z,,,
https://www.google.com/maps/place/Paul+Bunyan%27s+Tree+Service+Inc/data=!4m7!3m6!1s0x89a9f51517aa65ed:0x4ade9f6ab7219ec4!8m2!3d34.2376203!4d-77.9036592!16s%2Fg%2F1tdvqlz2!19sChIJ7WWqFxX1qYkRxJ4ht2qf3ko,Paul Bunyan's Tree Service Inc,4.9,70,Tree service,"103 Covil Ave, Wilmington, NC 28403, United States","63QW+2G Wilmington, North Carolina, USA",https://www.bunyantree.com/,+1 910-799-6524,Closed · Opens 7:30 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFebkUvmcucha6MtkFhzb37i6tyV1jKshw6tAuXPLqBu5JzEea1U_P52iRQLr4Qb1Sqzrd69xOXdKEP0O5EX6VjQLCXgZHK5ZMdkqETBTlHZrEU7mcp0GArZ5oZqd6cFNzWDOsCww=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–2 am,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2026-04-29T06:46:48.628Z,,,
