placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/West+End+Management+%26+Leasing+Services/data=!4m7!3m6!1s0x87df3341f8659a2f:0x9cb921e10f4f4452!8m2!3d38.6386298!4d-90.3470151!16s%2Fg%2F1td4f2r6!19sChIJL5pl-EEz34cRUkRPD-EhuZw,West End Management & Leasing Services,4.4,189,Property management company,"8151 Clayton Rd Ste. 301, Clayton, MO 63117, United States","JMQ3+F5 Clayton, Missouri, USA",https://www.westendmgt.com/,+1 314-900-2001,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNxzlKDs0JXZdhHVu_bCP2F8-AQYiWuuqMqktt8=w408-h316-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:14:57.205Z,,,
https://www.google.com/maps/place/Credence+Corporate+Property+Management+LLC/data=!4m7!3m6!1s0x87d8cb3e6c93547d:0xb959d45daf431c06!8m2!3d38.6505215!4d-90.3354411!16s%2Fg%2F11qb6c7tcl!19sChIJfVSTbD7L2IcRBhxDr13UWbk,Credence Corporate Property Management LLC,5.0,6,Property management company,"7733 Forsyth Blvd #1100, Clayton, MO 63105, United States","MM27+6R Clayton, Missouri, USA",http://credenceliving.com/,+1 833-314-7275,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP7VwDwwnTbcL7oVPmSSeqx29bVQwxNUzBLq-lk=w438-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:02.709Z,,,
https://www.google.com/maps/place/Cypress+Management/data=!4m7!3m6!1s0x87d8cb29679f9421:0x3e2cf3119550c88!8m2!3d38.6388379!4d-90.3446973!16s%2Fg%2F11b66hhps4!19sChIJIZSfZynL2IcRiAxVGTHP4gM,Cypress Management,2.3,9,Property management company,"950 Francis Pl #107, Clayton, MO 63105, United States","JMQ4+G4 Clayton, Missouri, USA",http://www.cypressmgmtstl.com/,+1 314-881-3990,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DlVo64ixsKqs9rv7-KRJwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.334816&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:07.474Z,,,
https://www.google.com/maps/place/UE+Property+Management/data=!4m7!3m6!1s0x87d8cb419e395a69:0xb8019cfe2d2523db!8m2!3d38.6386298!4d-90.3470151!16s%2Fg%2F11lll7jf7q!19sChIJaVo5nkHL2IcR2yMlLf6cAbg,UE Property Management,2.4,10,Property management company,"8151 Clayton Rd Ste. 301, Clayton, MO 63117, United States","JMQ3+F5 Clayton, Missouri, USA",http://uemstl.com/,+1 314-900-2099,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN-HYTEjc2JnWTCC2yLy_Nng9NXEbT-I2AEBeUp=w549-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:11.981Z,,,
"https://www.google.com/maps/place/Sentry+Management,+Inc./data=!4m7!3m6!1s0x87df3341f8659a2f:0xefeb2895c3947c4!8m2!3d38.6727578!4d-90.3889493!16s%2Fg%2F11b75jfqbq!19sChIJL5pl-EEz34cRxEc5XImy_g4","Sentry Management, Inc.",4.3,140,Property management company,"9666 Olive Blvd Suite 116, St. Louis, MO 63132, United States","MJF6+4C St. Louis, Missouri, USA",https://www.sentrymgt.com/offices/st-louis/,+1 314-994-7440,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM--pHvH3m4eZS3BhQp-hBLzYT7z6Lt0FLgBO_R=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:16.710Z,,,
https://www.google.com/maps/place/First+Rate+Field+Services/data=!4m7!3m6!1s0x87df33d9655ab239:0xdae8f020a38b66e3!8m2!3d38.646653!4d-90.3376525!16s%2Fg%2F11cjx56z6n!19sChIJObJaZdkz34cR42aLoyDw6No,First Rate Field Services,4.9,1921,Property management company,"231 S Bemiston Ave #800, Clayton, MO 63105, United States","JMW6+MW Clayton, Missouri, USA",http://www.firstratefieldservices.com/,+1 314-266-9757,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKR6CudD7BNzGhDC54X_X0Ncuv0-xPU3Nd1karkRKDKWhvuyhlANUYfyXQlqM-YLuZEYF9Z-vy8-a_jSpbS9XhOjr8hgGIT2K6amnMte_h_1Pd-lAaxGxj4XZN4FoHvMJY3BULcXibRSi0=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:21.379Z,,,
https://www.google.com/maps/place/Iron+Gate+Realty+%26+Management/data=!4m7!3m6!1s0x87df3562a73c88db:0x473be236c68af9b1!8m2!3d38.6486101!4d-90.3349405!16s%2Fg%2F11f77806gv!19sChIJ24g8p2I134cRsfmKxjbiO0c,Iron Gate Realty & Management,1.0,5,Property management company,"P O B 16192, Clayton, MO 63105, United States","JMX8+C2 Clayton, Missouri, USA",http://www.igmstl.com/,+1 314-462-2735,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOZyqGu8m-FcWZ0s9-MuxmZYzv4Snl-sGWr9-V2=w408-h612-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:26.814Z,,,
https://www.google.com/maps/place/The+Agency/data=!4m7!3m6!1s0x87d8cb2bbdb76e1b:0xcb874cd640f5b53f!8m2!3d38.6379436!4d-90.3419295!16s%2Fg%2F1pp2twzlm!19sChIJG263vSvL2IcRP7X1QNZMh8s,The Agency,4.8,49,Real estate agency,"8007 Clayton Rd, Clayton, MO 63117, United States","JMQ5+56 Clayton, Missouri, USA",http://www.theagencystl.com/,+1 314-677-1477,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipM8sqxVz26v59CJptT9T4Eehnu8lyHw3vl-QmbQ=w683-h240-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:31.620Z,,,
https://www.google.com/maps/place/Brookview+Management/data=!4m7!3m6!1s0x87d8cb29679f9421:0xd96fc35ee3f08c46!8m2!3d38.6467169!4d-90.3406778!16s%2Fg%2F1tgcyltk!19sChIJIZSfZynL2IcRRozw417Db9k,Brookview Management,1.0,2,Property management company,"225 S Meramec Ave, St. Louis, MO 63105, United States","JMW5+MP St. Louis, Missouri, USA",,+1 314-721-3410,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YzGDtyu6dSYpx3b1WplutA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.1325&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:34.280Z,,,
https://www.google.com/maps/place/Rafco+Properties/data=!4m7!3m6!1s0x87d8cad5b0f7accb:0xc2f8c1517045046!8m2!3d38.6497969!4d-90.3346239!16s%2Fg%2F1tf1c8vb!19sChIJy6z3sNXK2IcRRlAEFxWMLww,Rafco Properties,2.1,18,Property management company,"7700 Forsyth Blvd #100, St. Louis, MO 63105, United States","JMX8+W5 St. Louis, Missouri, USA",http://rafcoprop.com/,+1 314-721-8427,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO-w2JQv0ogTOrEq6yz19CU3jL8GlKR0oEMy0Qs=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-09-25T18:15:38.877Z,,,
