placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Hydralive+Therapy+Tuscaloosa/data=!4m7!3m6!1s0x888602e969d0c17b:0x65f3032c3422e580!8m2!3d33.2082814!4d-87.5648558!16s%2Fg%2F11dylqxcc3!19sChIJe8HQaekChogRgOUiNCwD82U,Hydralive Therapy Tuscaloosa,4.6,72,Wellness center,"710 22nd Ave, Tuscaloosa, AL 35401, United States","6C5P+83 Tuscaloosa, Alabama, USA",https://hydralivetherapy.com/tuscaloosa/?utm_source=2060digital&utm_medium=localseo&utm_campaign=gbp,+1 205-632-5551,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipMaYf2gKDOwcsKqoEbXrJwio0qiCaJKTLqvtNWi=w408-h313-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-28T23:00:55.123Z,,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x888603cb9d22466d:0x183e4b47e740f17e!8m2!3d33.2341216!4d-87.5412906!16s%2Fg%2F11w9t5pr33!19sChIJbUYincsDhogRfvFA50dLPhg,Metro Infusion Center,,,Medical Center,"1647 McFarland N Blvd Suite A1, Tuscaloosa, AL 35406, United States","6FM5+JF Tuscaloosa, Alabama, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f8hmkwNMRtRaIiV0cNk2TA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.25127&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-28T23:00:59.879Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/FlexCare+Infusion+Centers/data=!4m7!3m6!1s0x88860390f24e0d95:0xdda3e2b43e2d2206!8m2!3d33.2316344!4d-87.5686874!16s%2Fg%2F11kqt9ps_n!19sChIJlQ1O8pADhogRBiItPrTio90,FlexCare Infusion Centers,5.0,2,Medical clinic,"952 Rose Dr B, Northport, AL 35476, United States","6CJJ+MG Northport, Alabama, USA",https://flexcareinfusion.com/,+1 205-409-0288,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3R6qEKDgxyzfUvHlbxYxCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.91289&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-28T23:01:02.072Z,,,,
https://www.google.com/maps/place/HydraMed+Infusion+and+Wellness+-+Has+Become+Chateau+de+la+Bella+Aesthetics+%26+Wellness/data=!4m7!3m6!1s0x888cf31c34b24b2b:0xb13001a568bf8fa7!8m2!3d32.6065406!4d-85.4390945!16s%2Fg%2F11g9mg7d4m!19sChIJK0uyNBzzjIgRp4-_aKUBMLE,HydraMed Infusion and Wellness - Has Become Chateau de la Bella Aesthetics & Wellness,4.8,45,Wellness center,"1925 E Glenn Ave Suite 201, Auburn, AL 36830, United States","JH46+J9 Auburn, Alabama, USA",https://www.chateau-bella.com/home,+1 334-746-5676,"Closed ⋅ Opens 8 am Mon

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPjtONxLOOVvw1ZXAAoV1HxYT6nVm50wwJfywg1=w533-h240-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8–11 am,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+AL/@32.6082403,-85.4799167,14z",2025-09-28T23:01:14.137Z,,,,
https://www.google.com/maps/place/Infusion+Center+-+East+Alabama+Medical+Center/data=!4m7!3m6!1s0x888c9342fc6a8f3f:0x5c21ece5f826a0b0!8m2!3d32.6386458!4d-85.4053903!16s%2Fg%2F11rq8n0kl8!19sChIJP49q_EKTjIgRsKAm-OXsIVw,Infusion Center - East Alabama Medical Center,4.9,68,Medical clinic,"2000 Pepperell Pkwy, Opelika, AL 36801, United States","JHQV+FR Opelika, Alabama, USA",https://www.eastalabamahealth.org/location/infusion-center-east-alabama-medical-center,+1 334-528-1024,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_6goQyw1BDR8wHXZ7SqRkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.71475&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+AL/@32.6082403,-85.4799167,14z",2025-09-28T23:01:18.478Z,,,,
"https://www.google.com/maps/place/InfusionCare+of+East+Alabama/@32.6067191,-85.4390228,17z/data=!3m1!4b1!4m6!3m5!1s0x888cf32b8df37f87:0xc2e354e3978b6504!8m2!3d32.6067191!4d-85.4390228!16s%2Fg%2F11v0rz8r7d",InfusionCare of East Alabama,5.0,3,Medical Center,"1925 E Glenn Ave Ste 203, Auburn, AL 36830, United States","JH46+M9 Auburn, Alabama, USA",https://infusioncare.org/,+1 334-521-0073,Closed ⋅ Opens 8 am Mon,,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+AL/@32.6082403,-85.4799167,14z",2025-09-28T23:01:24.810Z,,,,
https://www.google.com/maps/place/Mills+Urgent+Care/data=!4m7!3m6!1s0x888cf37b9802cf43:0x298886b5e8878dfd!8m2!3d32.6082907!4d-85.465698!16s%2Fg%2F11x7dc27q0!19sChIJQ88CmHvzjIgR_Y2H6LWGiCk,Mills Urgent Care,5.0,22,Urgent care center,"764 E Glenn Ave, Auburn, AL 36830, United States","JG5M+8P Auburn, Alabama, USA",https://millsurgentcare.com/,+1 334-329-6268,"Closes soon ⋅ 7 pm ⋅ Opens 8 am Mon

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNeIf8b8kV7aam3PT7v1vKJWPSb7TlzRog7wpc2=w426-h240-k-no,true,12–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,8 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+AL/@32.6082403,-85.4799167,14z",2025-09-28T23:01:29.196Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/East+Alabama+Home+Infusion/data=!4m7!3m6!1s0x888cf35443a4f547:0xbb502059b57b64fd!8m2!3d32.6252653!4d-85.4561516!16s%2Fg%2F11pf60ndm5!19sChIJR_WkQ1TzjIgR_WR7tVkgULs,East Alabama Home Infusion,,,Medical clinic,"1171 Gatewood Dr Suite #1200, Auburn, AL 36830, United States","JGGV+4G Auburn, Alabama, USA",https://www.eastalabamahealth.org/location/east-alabama-home-infusion,+1 334-528-3950,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9wsmSbQNaxub8rtyRoo7qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.34845&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+AL/@32.6082403,-85.4799167,14z",2025-09-28T23:01:31.479Z,,,,
https://www.google.com/maps/place/Vital+Force+Therapy+and+Wellness/data=!4m7!3m6!1s0x888919d50c6f52f1:0x5d1c7bf0d93afa0d!8m2!3d33.4043564!4d-86.8068921!16s%2Fg%2F11g2w6y2sr!19sChIJ8VJvDNUZiYgRDfo62fB7HF0,Vital Force Therapy and Wellness,5.0,633,Medical clinic,"1580 Montgomery Hwy SUITE 14, Hoover, AL 35216, United States","C53V+P6 Hoover, Alabama, USA",https://vitalforceal.com/,+1 205-341-9747,"Closed ⋅ Opens 9:30 am Mon

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNaoU_WmnGH8u_WMIlwNLFl5-6NpRhfZeFjCbnk=w408-h306-k-no,true,Closed,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-09-28T23:01:43.306Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/FlexCare+Infusion+Centers/data=!4m7!3m6!1s0x88891945e67bf577:0xa309bd664e48aec9!8m2!3d33.4097551!4d-86.7638304!16s%2Fg%2F11nxyybj1m!19sChIJd_V75kUZiYgRya5ITma9CaM,FlexCare Infusion Centers,5.0,42,Medical Center,"2409 Acton Rd Suite 153, Vestavia Hills, AL 35243, United States","C65P+WF Vestavia Hills, Alabama, USA",https://www.flexcareinfusion.com/,+1 205-379-0174,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPeaF9fF3GSba_7-pwAuH9MqPP1BQ6rOk7SEyM7=w408-h271-k-no,true,Closed,8 am–4 pm,8 am–4 pm,11 am–7 pm,11 am–7 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-09-28T23:01:47.807Z,,,,
