placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,info,attributes,error
https://www.google.com/maps/place/Lavender+Home+Care+Solutions/data=!4m7!3m6!1s0x88408f2fffffffff:0x38fdbe78d3662ca9!8m2!3d39.7585852!4d-84.1920037!16s%2Fg%2F11b7jvfytb!19sChIJ_____y-PQIgRqSxm03i-_Tg,Lavender Home Care Solutions,4.5,31,Home health care service,"31 S Main St STE 384, Dayton, OH 45402, United States","QR55+C5 Dayton, Ohio, USA",https://www.lavenderhomecare.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 937-660-6901,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOj7HbhtoXeJ9vMrHI9wKZe_oErZ8zvL4jG9MWt=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:50:42.191Z,,,,
https://www.google.com/maps/place/Village+Caregiving/data=!4m7!3m6!1s0x884085b99c86eec1:0x502096099198f2c8!8m2!3d39.7602516!4d-84.1950546!16s%2Fg%2F11s7qcjs8n!19sChIJwe6GnLmFQIgRyPKYkQmWIFA,Village Caregiving,5.0,77,Home health care service,"130 W 2nd St Suite 1700-128, Dayton, OH 45402, United States","QR63+4X Dayton, Ohio, USA",https://villagecaregiving.com/village-caregiving-of-dayton/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=dayton,+1 937-939-2486,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNWh667gKC3i8evIbzUri7PiEnnR1ZRwOHJwyzl=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:50:47.019Z,,,,
https://www.google.com/maps/place/Serenity+Home+Healthcare+Services/data=!4m7!3m6!1s0x8840815bbce47717:0xe3350301d30942a6!8m2!3d39.7872371!4d-84.1727358!16s%2Fg%2F1tdn4sfn!19sChIJF3fkvFuBQIgRpkIJ0wEDNeM,Serenity Home Healthcare Services,5.0,5,Home health care service,"2315 Stanley Ave, Dayton, OH 45404, United States","QRPG+VW Dayton, Ohio, USA",https://serenityhhcare.com/,+1 937-222-0002,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rll8_k8OGQSUOSq3WsZ_ug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.30649&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:50:51.997Z,,,,
https://www.google.com/maps/place/Stress+Less+Home+Care/data=!4m7!3m6!1s0x8840819580473ad1:0xfdc061a9c0d9638c!8m2!3d39.7603703!4d-84.1945728!16s%2Fg%2F11swrvrpft!19sChIJ0TpHgJWBQIgRjGPZwKlhwP0,Stress Less Home Care,5.0,11,Home health care service,"120 W 2nd St Suite 1206, Dayton, OH 45402, United States","QR64+45 Dayton, Ohio, USA",,+1 937-607-4301,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K--bSHOdz84cjyxrVtoRIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.65546&pitch=0&thumbfov=100,false,1–4 pm,1–4 pm,1–4 pm,Closed,Closed,1–4 pm,1–4 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:50:56.347Z,,,,
https://www.google.com/maps/place/Caring+4+You+Homecare/data=!4m7!3m6!1s0x8840815bbba19e6b:0x157c5ac5fcafb978!8m2!3d39.7678794!4d-84.1927594!16s%2Fg%2F1261q2h3m!19sChIJa56hu1uBQIgReLmv_MVafBU,Caring 4 You Homecare,5.0,3,Home health care service,"35 White Allen Ave, Dayton, OH 45405, United States","QR94+5V Dayton, Ohio, USA",,+1 937-528-6900,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2DWjajkDubBbm8Figu7zmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=22.18288&pitch=0&thumbfov=100,false,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:00.952Z,,,,
https://www.google.com/maps/place/State+Health+Care+Ltd/data=!4m7!3m6!1s0x88408141ade04bb5:0x21c74691061ed282!8m2!3d39.7691162!4d-84.1913083!16s%2Fg%2F11h057ydw9!19sChIJtUvgrUGBQIgRgtIeBpFGxyE,State Health Care Ltd,4.7,3,Home health care service,"201 Riverside Dr #2e, Dayton, OH 45405, United States","QR95+JF Dayton, Ohio, USA",http://statehealthcareltd.com/,+1 937-222-2537,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNdl-QasJlaZqI3I_Xm7oozG8Aw5d3w64cJSWI4=w437-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:05.491Z,true,,,
https://www.google.com/maps/place/Miami+Valley+Homecare/data=!4m7!3m6!1s0x884085ab1d54d31b:0xb9dc5c886e96e471!8m2!3d39.7467342!4d-84.1534031!16s%2Fg%2F11ld89p0fn!19sChIJG9NUHauFQIgRceSWbohc3Lk,Miami Valley Homecare,5.0,1,Home health care service,"922 Creighton Ave, Dayton, OH 45410, United States","PRWW+MJ Dayton, Ohio, USA",http://www.miamivalleyhomecare.com/,+1 937-671-2273,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R5vGrATeWDscdQwR_J9nBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.90175&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:10.035Z,,,,
"https://www.google.com/maps/place/Stay+at+Home+Healthcare,+Co./data=!4m7!3m6!1s0x8840813e1918e8e5:0x9f4d187db906a5ad!8m2!3d39.7691162!4d-84.1913083!16s%2Fg%2F11p68n5pfk!19sChIJ5egYGT6BQIgRraUGuX0YTZ8","Stay at Home Healthcare, Co.",5.0,2,Home health care service,"201 Riverside Dr Suite 2F, Dayton, OH 45405, United States","QR95+JF Dayton, Ohio, USA",,+1 937-620-4337,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gg3kxIqMNm1jyyNmmlFZHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.00192&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:12.601Z,,,,
https://www.google.com/maps/place/Care+From+The+Heart+LLC/data=!4m7!3m6!1s0x884083e91ddd1a7b:0x81fdd6f0e03bc69a!8m2!3d39.77614!4d-84.1607338!16s%2Fg%2F11ht5m9prx!19sChIJexrdHemDQIgRmsY74PDW_YE,Care From The Heart LLC,5.0,3,Home health care service,"3335 Stanley Ave, Dayton, OH 45404, United States","QRGQ+FP Dayton, Ohio, USA",https://www.carefromthehearthomecare.com/,+1 937-701-0135,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JV9xpJNIh6dwNRnkz10dgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.01881&pitch=0&thumbfov=100,true,12–4 pm,12–4 pm,12–4 pm,Closed,Closed,12–4 pm,12–4 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:17.563Z,,,,
https://www.google.com/maps/place/INA+Home+Care/data=!4m7!3m6!1s0x884083fe261244f1:0x9c1c46413bd2ac50!8m2!3d39.756953!4d-84.18543!16s%2Fg%2F11cjtnn734!19sChIJ8UQSJv6DQIgRUKzSO0FGHJw,INA Home Care,5.0,1,Home health care service,"400 E 5th St, Dayton, OH 45402, United States","QR47+QR Dayton, Ohio, USA",https://www.inahomecare.com/,+1 888-570-1152,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hcEz7klW-Bs6c8YVmTswgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.591194&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:22.573Z,,,,
https://www.google.com/maps/place/Infinite+Health+Care/data=!4m7!3m6!1s0x884081fa145f917d:0x247851bf01e49616!8m2!3d39.7693044!4d-84.1918357!16s%2Fg%2F11nwbjs3rq!19sChIJfZFfFPqBQIgRFpbkAb9ReCQ,Infinite Health Care,1.0,1,Home health care service,"320 Linwood St Suite 2B, Dayton, OH 45405, United States","QR95+P7 Dayton, Ohio, USA",,+1 937-938-9357,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8p66E8T70Rd1S2EilP0o9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.83245&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:27.125Z,,,,
https://www.google.com/maps/place/A+New+Hope/data=!4m7!3m6!1s0x884087eee3c2cf4d:0x8a62049a733100d4!8m2!3d39.7538851!4d-84.2252958!16s%2Fg%2F11rsh936dm!19sChIJTc_C4-6HQIgR1AAxc5oEYoo,A New Hope,4.0,5,Home health care service,"1840 W Third St suit a, Dayton, OH 45417, United States","QQ3F+HV Dayton, Ohio, USA",,+1 937-522-0495,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NSD-PsGfaDrdVuJrJgC_Kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.50444&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:31.984Z,,,,
https://www.google.com/maps/place/Ohio+Home+Health+Care+Plus/data=!4m7!3m6!1s0x8840815be297d599:0x5e7657f238dba102!8m2!3d39.7686474!4d-84.1910443!16s%2Fg%2F11gg9f4j0t!19sChIJmdWX4luBQIgRAqHbOPJXdl4,Ohio Home Health Care Plus,4.5,2,Home health care service,"123 Riverside Dr, Dayton, OH 45405, United States","QR95+FH Dayton, Ohio, USA",https://weence.com/medical/doctors/dayton-2/ohio-home-health-care-plus/,+1 937-558-7381,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cItq5qL4UKHPc8uA3_TQRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.39735&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:34.417Z,,,,
https://www.google.com/maps/place/Abby+Home+Health+care/data=!4m7!3m6!1s0x8840816b65441bc7:0x5e0fefd82847d20b!8m2!3d39.786924!4d-84.1887701!16s%2Fg%2F11rn71zcjs!19sChIJxxtEZWuBQIgRC9JHKNjvD14,Abby Home Health care,5.0,2,Home health care service,"1614 N Keowee St, Dayton, OH 45404, United States","QRP6+QF Dayton, Ohio, USA",,+1 937-557-8131,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EWKS2Srx8tXG_3uxtmiKEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.281456&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:38.917Z,,,,
https://www.google.com/maps/place/BlueGreen+Home+Health+Care/data=!4m7!3m6!1s0x8840814e33edc47d:0xb60af9cf5bd01aba!8m2!3d39.7999271!4d-84.2189489!16s%2Fg%2F12cnrq_20!19sChIJfcTtM06BQIgRuhrQW8_5CrY,BlueGreen Home Health Care,1.6,21,Home health care service,"3721 N Main St, Dayton, OH 45405, United States","QQXJ+XC Dayton, Ohio, USA",,+1 937-535-2100,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ho3fbVKLkysk0MTyakyBHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.62425&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:43.474Z,,,,
"https://www.google.com/maps/place/Bay+Home+Health+Care+Plus,+LLC/data=!4m7!3m6!1s0x8840817a28a0acaf:0xd863d13d882fb1e7!8m2!3d39.7686474!4d-84.1910443!16s%2Fg%2F11j0q4s1j3!19sChIJr6ygKHqBQIgR57EviD3RY9g","Bay Home Health Care Plus, LLC",,,Home health care service,"123 Riverside Dr #100, Dayton, OH 45405, United States","QR95+FH Dayton, Ohio, USA",,+1 937-500-5332,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ANaLuZF-0ZpcNPqhWEByRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.60974&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:47.898Z,,,,
https://www.google.com/maps/place/Caring+Hands+Home+Care/data=!4m7!3m6!1s0x88408138b65eabc5:0x297e8d6e0799f6ea!8m2!3d39.7697871!4d-84.2080074!16s%2Fg%2F1wn34bpv!19sChIJxatetjiBQIgR6vaZB26Nfik,Caring Hands Home Care,1.0,2,Home health care service,"419 Grafton Ave, Dayton, OH 45406, United States","QQ9R+WQ Dayton, Ohio, USA",https://caringhandsoh.com/,+1 937-277-7514,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pajJ3_atJUFVbtA_nSVFiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.5711&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:52.239Z,,,,
https://www.google.com/maps/place/Tender+Loving+Care+Non+Medical+Provider+Services+%28LLC%29/data=!4m7!3m6!1s0x8840815e9bf09277:0xfb794452e56ff282!8m2!3d39.7583992!4d-84.2363748!16s%2Fg%2F11fmqxsxwm!19sChIJd5Lwm16BQIgRgvJv5VJEefs,Tender Loving Care Non Medical Provider Services (LLC),5.0,10,Nursing agency,"2001 Oakridge Dr, Dayton, OH 45417, United States","QQ57+9F Dayton, Ohio, USA",https://tender-loving-care-non-medical-provider-services-llc.ueniweb.com/?utm_campaign=gmb,+1 937-305-4030,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqDpYyIC5qarEaUFgalZ-v1vtF6pcr-wJtgo7YF5seITPfzSr9KLqMjkcBJPU3_OayhXsnZyE_f642NCakRZx1zX_buEzes5n1z7zTO5g-vp2bBecTfVm4R3HulGcSUxhbHzhm5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:51:56.924Z,,,,
https://www.google.com/maps/place/Greater+Ohio+Home+Health+Care/data=!4m7!3m6!1s0x884081255a403175:0x425c96f68fc6c739!8m2!3d39.7603703!4d-84.1945728!16s%2Fg%2F11v4j6x1f4!19sChIJdTFAWiWBQIgROcfGj_aWXEI,Greater Ohio Home Health Care,,,Home health care service,"120 W 2nd St #531, Dayton, OH 45402, United States","QR64+45 Dayton, Ohio, USA",https://www.greaterohiohomehealthcare.com/,+1 937-204-3809,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K--bSHOdz84cjyxrVtoRIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.65546&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:52:01.336Z,,,,
https://www.google.com/maps/place/Hopes+Haven+Healthcare+Llc/data=!4m7!3m6!1s0x8840818244442b0d:0xd7d1a2f90a5706fd!8m2!3d39.765915!4d-84.2318538!16s%2Fg%2F11p16dqvsh!19sChIJDStERIKBQIgR_QZXCvmi0dc,Hopes Haven Healthcare Llc,,,Home health care service,"2533 W Riverview Ave, Dayton, OH 45402, United States","QQ89+97 Dayton, Ohio, USA",,,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M7xNBXPzdudDnWFNloWlWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.188557&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:52:05.600Z,,,,
https://www.google.com/maps/place/Healing+Touch+Agenc+LLC/data=!4m7!3m6!1s0x883f805b741f1077:0x3ac2342d2e85d741!8m2!3d39.7691162!4d-84.1913083!16s%2Fg%2F1hc1kt462!19sChIJdxAfdFuAP4gRQdeFLi00wjo,Healing Touch Agenc LLC,4.0,4,Home health care service,"201 Riverside Dr suite 1D, Dayton, OH 45405, United States","QR95+JF Dayton, Ohio, USA",,+1 937-813-8333,Open ⋅ Closes 3 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gg3kxIqMNm1jyyNmmlFZHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.00192&pitch=0&thumbfov=100,false,8 am–3 pm,8 am–3 pm,8 am–3 pm,Closed,Closed,8 am–3 am,8 am–3 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-10T17:52:10.102Z,,,,
