placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Accurate+Spa+%26+Pool+Service+Inc/data=!4m7!3m6!1s0x88051909dc419b0d:0x7cf3546ef906bfdf!8m2!3d43.0396716!4d-87.9075142!16s%2Fg%2F11ckchp52j!19sChIJDZtB3AkZBYgR378G-W5U83w,Accurate Spa & Pool Service Inc,4.1,13,Swimming pool contractor,"740 N Broadway, Milwaukee, WI 53202, United States","23QR+VX Milwaukee, Wisconsin, USA",http://www.accuratespaandpool.com/,+1 414-454-0611,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoCbfrCe69ubpJ-KFvWAfGMsCALi5-AGbV9Y6-B3-YqvUimqWqMvqNQxdvIR5mrDp3AKz9WJe5LPMa1y5aUAijsh6_AmnCakOXXZj7OBnNu3Es3DDwnHJdPj9tRaStWPQRD3m9HQ=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-10-27T18:47:49.975Z,,,,,,,,,,,
https://www.google.com/maps/place/Sonoran+Pool+Services/data=!4m7!3m6!1s0x8805070ed9ef6f03:0x90e88927e96997df!8m2!3d43.0304742!4d-88.1133293!16s%2Fg%2F11fmvhw4pp!19sChIJA2_v2Q4HBYgR35dp6SeJ6JA,Sonoran Pool Services,5.0,36,Swimming pool repair service,"200 S Executive Dr Suite 101, Brookfield, WI 53005, United States","2VJP+5M Brookfield, Wisconsin, USA",http://sonoranps.com/,+1 414-858-7665,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNi5DFuwJuhXQ3Cdd8nN_Eg5HFp91TxyyR-AqEY=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-10-27T18:47:55.855Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,,,
https://www.google.com/maps/place/Power+Pool+Service/data=!4m7!3m6!1s0xa4385a3848b302d9:0x7c260f2b8fa328e3!8m2!3d42.9034326!4d-87.793088!16s%2Fg%2F11sj9f48bk!19sChIJ2QKzSDhaOKQR4yijjysPJnw,Power Pool Service,5.0,24,Pool cleaning service,,,https://powerpoolservice.com/,+1 414-206-5105,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQ4tdhLZUf71rfC_rkJuhFEzJh7kIBOJ6V8Z8ttlqxUL7XpMlYSAxlqlkpfjkTlEQ1wWbvIwxmytStvL8wnSZqNaHj4miplJlVvmZagGNHmaTtxZlglvDOGW_D8PiPByn8FabHeP8e4GQq=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-10-27T18:48:00.743Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
"https://www.google.com/maps/place/Cover+Care,+LLC/data=!4m7!3m6!1s0x880503edc2774997:0x5aee6b0c82f2e8b2!8m2!3d43.1526825!4d-88.0530416!16s%2Fg%2F11f9sln_85!19sChIJl0l3wu0DBYgRsujyggxr7lo","Cover Care, LLC",4.8,23,Swimming pool repair service,"11414 W Park Pl #202, Milwaukee, WI 53224, United States","5W3W+3Q Milwaukee, Wisconsin, USA",https://covercare.com/,+1 262-923-4015,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOxBN5YV4jf95ivyvVACZ4XG61EbQMMkA2MWv4y=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-10-27T18:48:06.313Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Horizon+Commercial+Pools-+Milwaukee/data=!4m7!3m6!1s0x880503ca8d9dfe8b:0xe0748184e84be671!8m2!3d43.1178375!4d-88.0713962!16s%2Fg%2F1tddbd_6!19sChIJi_6djcoDBYgRceZL6ISBdOA,Horizon Commercial Pools- Milwaukee,4.7,48,Swimming pool supply store,"12900 W Silver Spring Dr, Butler, WI 53007, United States","4W9H+4C Butler, Wisconsin, USA",http://www.horizonpoolsupply.com/,+1 262-783-6040,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1cb4trFt9me1vWr1bOLxSKUgupkTn7dVe0avzj1TIFruBYu27kCEZY6EPKbKPRvK_mX3eFKgYancNzjNZIxzVvP0c1BlU8DFv-qD1jTlE7_iTtE8o_9iNRUzme92rFKqQ6llv=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-10-27T18:48:11.560Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4 pm,Closed,Closed,· In-store pick-up · Delivery,,,
https://www.google.com/maps/place/Accurate+Spa+and+Pool+Service/data=!4m7!3m6!1s0x88050f3ca4f8c899:0x4ccf0816e453fae7!8m2!3d43.0771745!4d-87.793088!16s%2Fg%2F1hhj2t7yy!19sChIJmcj4pDwPBYgR5_pT5BYIz0w,Accurate Spa and Pool Service,4.5,30,Swimming pool contractor,,,https://accuratespaandpool.com/,+1 414-454-0611,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOHoFA63mxs0gqeZvWvFZAClFmvGSHzVnApx02X=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-10-27T18:48:16.610Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,,,,
"https://www.google.com/maps/place/Aqua+Tech+Pool+Professionals,+LLC/data=!4m7!3m6!1s0x6ae2e00cbde982a1:0x2257c9d2edf936ab!8m2!3d43.1134751!4d-88.0453806!16s%2Fg%2F11sdndcc_m!19sChIJoYLpvQzg4moRqzb57dLJVyI","Aqua Tech Pool Professionals, LLC",5.0,9,Swimming pool repair service,"5260 N 107th St, Milwaukee, WI 53225, United States","4X73+9R Milwaukee, Wisconsin, USA",http://www.goaquatech.net/,+1 414-704-5804,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO_-vo80jS4vmv5wUHghKnaoFINXDOsfiUdf1JB=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-10-27T18:48:21.451Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Leisure+Pools+and+Spas/data=!4m7!3m6!1s0x8805035e388256fd:0x16ab754f8593f93a!8m2!3d43.0905145!4d-88.0679928!16s%2Fg%2F11j5vvbt6s!19sChIJ_VaCOF4DBYgROvmThU91qxY,Leisure Pools and Spas,4.9,299,Swimming pool supply store,"12525 W Lisbon Rd, Brookfield, WI 53005, United States","3WRJ+6R Brookfield, Wisconsin, USA",http://www.leisurepoolandspas.com/,+1 262-781-9620,"Open ⋅ Closes 5 pm

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzEBToieelM8pYNNPxqgUqSThp6AMPtDQgnVj74RjxX0ta82toHGOMU9Bn7m2ibnqPVVY_ZS75JLrnOO27PnbgxHLIRJgXdHRcOjD3KKgjUyeclD3EUfhwRmJ1grjoib3BfN8Ue3Q=w408-h270-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:48:39.464Z,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–2 pm,Closed,· In-store shopping · Kerbside pickup · Delivery,,,
https://www.google.com/maps/place/Duck-Duck+Pools/data=!4m7!3m6!1s0x4348ce971b02c9f3:0x56f57bbd32bd8899!8m2!3d43.0176259!4d-87.8993699!16s%2Fg%2F11m6lx4ymk!19sChIJ88kCG5fOSEMRmYi9Mr179VY,Duck-Duck Pools,,,Pool cleaning service,,,https://duck-duckpools.com/,+1 262-400-3825,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOmb_5t19IjmXJK0tHQqHQbUQbTp9HLIBM4s-GP=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:48:44.206Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,,Identifies as Latino-owned,,
https://www.google.com/maps/place/Suburban+Pool+and+Spa+LLC/data=!4m7!3m6!1s0x8804fdd43ee07f9f:0xc0a599b635b25759!8m2!3d43.220961!4d-88.103177!16s%2Fg%2F11c2jg5yt5!19sChIJn3_gPtT9BIgRWVeyNbaZpcA,Suburban Pool and Spa LLC,4.5,22,Swimming pool contractor,"PO Box 633, Germantown, WI 53022, United States","6VCW+9P Germantown, Wisconsin, USA",http://suburbanpoolandspa.com/,+1 414-254-1045,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM7empXDEA6s_tGqzfM1o2pq38_lv6XwRq5plue=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:48:49.505Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,,,,
