placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info
https://www.google.com/maps/place/Innovative+Pain+%26+Spine+Specialists/data=!4m7!3m6!1s0x879696692bac4ff5:0xc9ff9155fda50818!8m2!3d40.7397361!4d-96.6475244!16s%2Fg%2F11c1nqqbrx!19sChIJ9U-sK2mWlocRGAil_VWR_8k,Innovative Pain & Spine Specialists,4.6,809,Pain management physician,"7121 Stephanie Ln #102, Lincoln, NE 68516, United States","P9Q2+VX Lincoln, Nebraska, USA",http://www.innovativepainnebraska.com/,+1 402-413-5010,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOot4-hZcQ5g2TsgJH6zkep54Jo_1PX5esdgu1X=w408-h272-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–1 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:04:39.741Z,
https://www.google.com/maps/place/MD+Pain/data=!4m7!3m6!1s0x8796bd8028f00001:0x10b3aa510f14ac7!8m2!3d40.771129!4d-96.6214176!16s%2Fg%2F11f5dmkxlg!19sChIJAQDwKIC9locRx0rxEKU6CwE,MD Pain,4.8,524,Pain control clinic,"4130 Pioneer Woods Dr #4, Lincoln, NE 68506, United States","Q9CH+FC Lincoln, Nebraska, USA",http://mdpain.clinic/,+1 402-858-0117,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOYhTr1y8sXGyFqMULviqbAmD2UiJ3-HiC8EzH6=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:04:45.311Z,
"https://www.google.com/maps/place/Nebraska+Pain+Institute:+C.+Weston+Whitten,+MD;+Douglas+Spurgeon,+MD/data=!4m7!3m6!1s0x879697f768437619:0x597ca1fa95cc717f!8m2!3d40.742085!4d-96.619408!16s%2Fg%2F11ghnxmg38!19sChIJGXZDaPeXlocRf3HMlfqhfFk","Nebraska Pain Institute: C. Weston Whitten, MD; Douglas Spurgeon, MD",4.8,2317,Pain management physician,"7350 Willowbrook Ln. Suite 200, Lincoln, NE 68526, United States","P9RJ+R6 Lincoln, Nebraska, USA",https://www.nebraskapaininstitute.com/?utm_source=gmb_auth,+1 402-488-7246,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNo663ZxfekxgQLlin0CsmVoo1esNEUnXlC_W0=w408-h532-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:04:50.696Z,
"https://www.google.com/maps/place/Liane+E.+Donovan,+M.D./data=!4m7!3m6!1s0x8796bd8028f00001:0xd077363541d77291!8m2!3d40.7709719!4d-96.6212697!16s%2Fg%2F11hd9fq_zy!19sChIJAQDwKIC9locRkXLXQTU2d9A","Liane E. Donovan, M.D.",4.9,153,Pain management physician,"4130 Pioneer Woods Dr #4, Lincoln, NE 68506, United States","Q9CH+9F Lincoln, Nebraska, USA",https://mdpain.clinic/,+1 402-858-0117,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsRuOm4c2aEoHsl3MY5Rnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.897&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–12 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:04:55.431Z,
"https://www.google.com/maps/place/John+R.+Massey,+M.D./data=!4m7!3m6!1s0x8796bd8028f00001:0x9e4b05b52a3926e7!8m2!3d40.7709719!4d-96.6212697!16s%2Fg%2F11hd9fwp16!19sChIJAQDwKIC9locR5yY5KrUFS54","John R. Massey, M.D.",4.6,139,Pain management physician,"4130 Pioneer Woods Dr #4, Lincoln, NE 68506, United States","Q9CH+9F Lincoln, Nebraska, USA",https://mdpain.clinic/dr-john-massey/,+1 402-858-0117,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsRuOm4c2aEoHsl3MY5Rnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.897&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–12 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:05:00.242Z,
https://www.google.com/maps/place/Anesthesia+%26+Pain+Services+LLC./data=!4m7!3m6!1s0xa6cf7919e17ee763:0x5acf1008aa5ad5e6!8m2!3d40.7301473!4d-96.7003731!16s%2Fg%2F11t6ykf5jx!19sChIJY-d-4Rl5z6YR5tVaqggQz1o,Anesthesia & Pain Services LLC.,5.0,17,Medical office,"8141 S 15th St suite a, Lincoln, NE 68512, United States","P7JX+3V Lincoln, Nebraska, USA",http://www.apslincoln.com/,+1 402-431-3333,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uP7dnl_llkfRmJdIONrcLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.986374&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:05:05.114Z,
"https://www.google.com/maps/place/Joseph+P.+Mulka,+M.D.,+PhD./data=!4m7!3m6!1s0x8796bdab9f228a9b:0x29630ee31ab31d78!8m2!3d40.8075583!4d-96.6272396!16s%2Fg%2F11b6hl5lq_!19sChIJm4oin6u9locReB2zGuMOYyk","Joseph P. Mulka, M.D., PhD.",4.9,452,Pain management physician,"575 S 70th St #200, Lincoln, NE 68510, United States","R95F+24 Lincoln, Nebraska, USA",https://bit.ly/JosephPMulkaMD,+1 402-436-2000,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNVYMwen3bGQ61N-2Qs5XB2IrjMCh-YzDuUgwqu=w408-h612-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:05:09.833Z,LGBTQ+ friendly
"https://www.google.com/maps/place/Dr.+Clayton+Damme,+MD/data=!4m7!3m6!1s0x879697a9dfa57e7b:0x1e8bacc623f6024!8m2!3d40.7397361!4d-96.6475244!16s%2Fg%2F11vdkkxj39!19sChIJe36l36mXlocRJGA_Ysy66AE","Dr. Clayton Damme, MD",5.0,1,Pain management physician,"7121 Stephanie Ln #102, Lincoln, NE 68516, United States","P9Q2+VX Lincoln, Nebraska, USA",https://www.innovativepainnebraska.com/,+1 402-413-5010,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zNgbozcKv-DfiFaclT3aPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.28134&pitch=0&thumbfov=100,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–12 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:05:14.683Z,
https://www.google.com/maps/place/Asuta+Health+-+Lincoln/data=!4m7!3m6!1s0x87969525fab6733f:0xf47bf37d10b0ff3d!8m2!3d40.7549214!4d-96.6692294!16s%2Fg%2F11h4tplqjl!19sChIJP3O2-iWVlocRPf-wEH3ze_Q,Asuta Health - Lincoln,4.9,198,Neurologist,"3540 Village Dr Ste 200, Lincoln, NE 68516, United States","Q83J+X8 Lincoln, Nebraska, USA",https://asutahealth.org/,+1 402-432-7702,"Closed · Opens 8 am Thu

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMSSjXckIv6_i2njQFe58lzdfU9iBpjTy6KOPbk=w408-h272-k-no,true,8 am–12 pm,"8–11:30 am, 2–5:30 pm",Closed,Closed,Closed,"8–11:30 am, 2–5:30 pm","8–11:30 am, 2–5:30 pm","https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:05:19.586Z,LGBTQ+ friendly
"https://www.google.com/maps/place/Phillip+E.+Essay,+M.D./data=!4m7!3m6!1s0x8796bd9eb0b0adfb:0x547ca210eab0af25!8m2!3d40.7398117!4d-96.6478394!16s%2Fg%2F1tdrxtnh!19sChIJ-62wsJ69locRJa-w6hCifFQ","Phillip E. Essay, M.D.",3.9,10,Pain management physician,"7121 Stephanie Ln #102, Lincoln, NE 68516, United States","P9Q2+WV Lincoln, Nebraska, USA",,+1 402-323-8484,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CnNZfJ0YmqbLAGjmz4RILQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.07977&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-01-28T19:05:22.278Z,
