placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info
https://www.google.com/maps/place/Pediatrics+Consultants+of+East+Tennessee/data=!4m7!3m6!1s0x885c22b6bceba52d:0x3bfac75dc893f801!8m2!3d35.9403177!4d-83.9443569!16s%2Fg%2F11gbffvlss!19sChIJLaXrvLYiXIgRAfiTyF3H-js,Pediatrics Consultants of East Tennessee,3.3,17,Pediatrician,"1930 Alcoa Hwy # 145, Knoxville, TN 37920, United States","W3R4+47 Knoxville, Tennessee, USA",http://www.pediatricconsultantseasttn.com/,+1 865-582-3100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EkQmGmP-Edu328G5twol3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.32241&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:19.028Z,,,,,,,,
"https://www.google.com/maps/place/Knoxville+Pediatrics+Associates,+P.C./data=!4m7!3m6!1s0x885c3d5d03acdafd:0xd8953a6dcf49b9e2!8m2!3d35.9558261!4d-83.940517!16s%2Fg%2F1tfvhy9n!19sChIJ_dqsA109XIgR4rlJz206ldg","Knoxville Pediatrics Associates, P.C.",3.4,44,Pediatrician,"2201 Clinch Ave, Knoxville, TN 37916, United States","X345+8Q Knoxville, Tennessee, USA",http://www.knoxpediatrics.com/,+1 865-525-0228,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHZ74VzE4UosPt3FlkMxbiMrKhSU0POH3ZErx5JRHrPXXqllnhNMU6GX15jK5LaDwU0vyu2h1HzOgptWRL86OG_rkaHLBFL6bPwXqwRPrnXr6IIoeBG_Sc4aXtL8nxhPh5k5x9Fg=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:25.395Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,
https://www.google.com/maps/place/East+Tennessee+Children%27s+Hospital/data=!4m7!3m6!1s0x885c3d5dc8028b3d:0x646e0d7052881c3b!8m2!3d35.9559694!4d-83.9381287!16s%2Fm%2F04lj0w9!19sChIJPYsCyF09XIgROxyIUnANbmQ,East Tennessee Children's Hospital,3.4,585,Children's hospital,"2018 Clinch Ave, Knoxville, TN 37916, United States","X346+9P Knoxville, Tennessee, USA",https://www.etch.com/,+1 865-541-8000,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep9_BF2Wcdl8AinAOwj2jP7pBxA1z-YAzs4wNmYVkGYStOhH4ClMsUNqA-3eQ5x8y3qbRsl5WRVDsIMZ9dXSW7gu4usHUak0dNxp00FEPulKAZJh5o--zm9-SFNQ4OmMk1TIWOxDQ=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:30.179Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly
https://www.google.com/maps/place/Dr.+Joseph+Peeden/data=!4m7!3m6!1s0x885c3d5dd05615b9:0xd576dc0b79beb4e1!8m2!3d35.9561615!4d-83.9378418!16s%2Fg%2F11b6hp1ldy!19sChIJuRVW0F09XIgR4bS-eQvcdtU,Dr. Joseph Peeden,5.0,11,Pediatrician,"2018 Clinch Ave, Knoxville, TN 37916, United States","X346+FV Knoxville, Tennessee, USA",http://www.etch.com/,+1 865-541-8000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mq5mxq8rG6W0Ja_JYvC7AA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.9876&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:32.920Z,,,,,,,,
https://www.google.com/maps/place/East+Tennesse+Children%27s+Hospital+Pediatric+Hospitalists/data=!4m7!3m6!1s0x885c3d5dd0f9273b:0x13297f466de1971e!8m2!3d35.9560507!4d-83.9379289!16s%2Fg%2F1wt3p44h!19sChIJOyf50F09XIgRHpfhbUZ_KRM,East Tennesse Children's Hospital Pediatric Hospitalists,3.0,2,Pediatrician,"2018 Clinch Ave, Knoxville, TN 37916, United States","X346+CR Knoxville, Tennessee, USA",https://www.etch.com/find-a-location/locations-profile/east-tennesse-childrens-hospital-pediatric-hospitalists/,+1 865-541-8105,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h91tSczmstUbEynR3aNLCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.34082&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:37.520Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly
https://www.google.com/maps/place/ETCH+Pediatric+Endocrinology/data=!4m7!3m6!1s0x885c3d5dc8028b3d:0x4ae6e19684f5fd5a!8m2!3d35.9559893!4d-83.9379132!16s%2Fg%2F1tdjxr9n!19sChIJPYsCyF09XIgRWv31hJbh5ko,ETCH Pediatric Endocrinology,4.1,19,Pediatric clinic,"South Tower, 2018 Clinch Ave 2nd Floor, Knoxville, TN 37916, United States","X346+9R Knoxville, Tennessee, USA",https://www.etchendocrinology.com/,+1 865-971-7400,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOZBEbuDu8NZSjJmTzsMTXMp83bG2vUUfh-MYY0=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:42.392Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,LGBTQ+ friendly
https://www.google.com/maps/place/ETCH+Pediatric+Pulmonology/data=!4m7!3m6!1s0x885c3d5dc8028b3d:0x535a4a9ab825c575!8m2!3d35.9559893!4d-83.9379132!16s%2Fg%2F1v2ky4dz!19sChIJPYsCyF09XIgRdcUluJpKWlM,ETCH Pediatric Pulmonology,4.4,23,Pediatric clinic,"2018 Clinch Ave Tower, 1st, Knoxville, TN 37916, United States","X346+9R Knoxville, Tennessee, USA",https://www.etchpulmonology.com/,+1 865-637-8481,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPEqmNn6yoTEA5E7ljm8lTDA3CgLSYjMjKjUl64=w509-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:47.565Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8:30 am–12 pm,Closed,Closed,8 am–5 pm,LGBTQ+ friendly
https://www.google.com/maps/place/Knox+County+Health+Department+Pediatric+Clinic/data=!4m7!3m6!1s0x885c17d49057a471:0x8aef4b784cdffbbc!8m2!3d35.9781283!4d-83.9277468!16s%2Fg%2F1tgnmt33!19sChIJcaRXkNQXXIgRvPvfTHhL74o,Knox County Health Department Pediatric Clinic,3.8,4,Children's hospital,"140 Dameron Ave, Knoxville, TN 37917, United States","X3HC+7W Knoxville, Tennessee, USA",,+1 865-934-6100,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7kxxwZhi25iAz9i-AVd1vA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.60564&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:52.311Z,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,
"https://www.google.com/maps/place/Katelyn+Dantzler,+FNP/data=!4m7!3m6!1s0x885c3d5dca37ca0f:0x5ab89a699cd465d6!8m2!3d35.9554842!4d-83.9393691!16s%2Fg%2F11rwxfplyw!19sChIJD8o3yl09XIgR1mXUnGmauFo","Katelyn Dantzler, FNP",4.7,10,Pediatric endocrinologist,"South Tower, 2018 Clinch Ave 2nd Floor, Knoxville, TN 37916, United States","X346+57 Knoxville, Tennessee, USA",https://www.etch.com/find-a-doctor/profile/?id=237,+1 865-971-7400,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNrQOkSTRJDKwL_V48ER-gmHL4WfFEd0OFVd5Rs=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:43:56.920Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,LGBTQ+ friendly
https://www.google.com/maps/place/Boys+%26+Girls+Pediatrics/data=!4m7!3m6!1s0x885c16bba4b57c5d:0x82cf8472e04f0355!8m2!3d36.0099787!4d-83.9432913!16s%2Fg%2F1tl0y1p7!19sChIJXXy1pLsWXIgRVQNP4HKEz4I,Boys & Girls Pediatrics,3.2,41,Pediatric clinic,"1400 Dutch Valley Dr, Knoxville, TN 37918, United States","2354+XM Knoxville, Tennessee, USA",https://bgpediatricsknoxville.com/,+1 865-689-1122,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerOCHW1sU6nYPMtAKG8fU7NKJg5lVoRjPlc5b6co0eNG0qpFbrUKTeST9VThrbe0mec0TOnB3x0xA7oYbCA9iprg1D1cFjMvA8C9stNizAndDEqS7p0d5p6ry-ymafmqonMgTyO=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:01.754Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,LGBTQ+ friendly
