placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,isBlackOwned
https://www.google.com/maps/place/Madison+Square+Psychiatry/data=!4m7!3m6!1s0x865c5f50f71d0345:0xaf1cdbfa220a29c9!8m2!3d29.434732!4d-98.492256!16s%2Fg%2F11b7q9t953!19sChIJRQMd91BfXIYRySkKIvrbHK8,Madison Square Psychiatry,5.0,2,Women's health clinic,"311 Camden St Suite 404, San Antonio, TX 78215, United States","CGM5+V3 San Antonio, Texas, USA",,+1 210-224-1811,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YO9L13MZdJM7yNtCFv8-_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.5702&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:54:58.781Z,,,,,,,,,
https://www.google.com/maps/place/Succor+Urgent+Psychiatric+Care+-+San+Antonio/data=!4m7!3m6!1s0x865c5f8fb0c5efb1:0x587ddfa136f4ed12!8m2!3d29.4383802!4d-98.4937035!16s%2Fg%2F11wg7wzh_r!19sChIJse_FsI9fXIYREu30NqHffVg,Succor Urgent Psychiatric Care - San Antonio,4.9,70,Psychiatrist,"818 Lexington Ave, San Antonio, TX 78212, United States","CGQ4+9G San Antonio, Texas, USA",https://www.succorupc.com/mental-health-care-contact-us,+1 210-761-7700,"Closed · Opens 8 am Tue

Updated by phone call 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMngGUe9AjbiEGBJwwOp1OP3o1Wf08zgthegbN2=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:04.601Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,,
https://www.google.com/maps/place/Alamo+Psychiatric+Care/data=!4m7!3m6!1s0x865c5f4d3c2bbeb1:0xc5339bbea27600f2!8m2!3d29.4262959!4d-98.4969155!16s%2Fg%2F11cs5mn93v!19sChIJsb4rPE1fXIYR8gB2or6bM8U,Alamo Psychiatric Care,2.8,6,Mental health clinic,"328 W Houston St, San Antonio, TX 78205, United States","CGG3+G6 San Antonio, Texas, USA",,+1 210-225-3764,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IquXUo7UaRBmOJoh_sUs8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.30061&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:07.328Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Damaso+A.+Oliva+Jr,+MD/data=!4m7!3m6!1s0x865c5f4d17554dbd:0x7898be193ca06722!8m2!3d29.4262959!4d-98.4969155!16s%2Fg%2F1tjmf219!19sChIJvU1VF01fXIYRImegPBm-mHg","Dr. Damaso A. Oliva Jr, MD",4.3,18,Psychiatrist,"328 W Houston St, San Antonio, TX 78205, United States","CGG3+G6 San Antonio, Texas, USA",https://rymap.org/business/dr-damaso-a-oliva-jr-md-gbno6s,+1 210-225-3764,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IquXUo7UaRBmOJoh_sUs8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.30061&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:10.052Z,,,,,,,,,
https://www.google.com/maps/place/PsychPlus+San+Antonio+Central+Clinic+-+Psychiatrist+and+Therapist/data=!4m7!3m6!1s0x865c5ff3fc71f483:0xe4deb796afa7779c!8m2!3d29.434691!4d-98.49235!16s%2Fg%2F11y521t1vh!19sChIJg_Rx_PNfXIYRnHenr5a33uQ,PsychPlus San Antonio Central Clinic - Psychiatrist and Therapist,,,Mental health clinic,"311 Camden St, San Antonio, TX 78215, United States","CGM5+V3 San Antonio, Texas, USA",https://www.psychplus.com/,+1 832-869-4818,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-ctdhsoejOQNSNju2OoSMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.70264&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:12.814Z,,,,,,,,,
https://www.google.com/maps/place/Baptist+Behavioral+Health+Center/data=!4m7!3m6!1s0x865c5f51abad256f:0xdade27547d0c4d76!8m2!3d29.4335153!4d-98.4930538!16s%2Fg%2F1hc30tnf8!19sChIJbyWtq1FfXIYRdk0MfVQn3to,Baptist Behavioral Health Center,2.0,4,Mental health service,"111 Dallas St, San Antonio, TX 78205, United States","CGM4+CQ San Antonio, Texas, USA",http://www.baptisthealthsystem.com/,+1 210-297-7540,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QxqL_qXeODPtxJxoFqmAZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.612375&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:15.541Z,,,,,,,,,
https://www.google.com/maps/place/Paul+Elizondo+Clinic/data=!4m7!3m6!1s0x865c5f27ceb813fb:0x1328a23baf2426bb!8m2!3d29.4257821!4d-98.5047151!16s%2Fg%2F1tz71tr8!19sChIJ-xO4zidfXIYRuyYkrzuiKBM,Paul Elizondo Clinic,2.4,16,Mental health clinic,"928 W Commerce St, San Antonio, TX 78207, United States","CFGW+84 San Antonio, Texas, USA",,+1 210-261-2427,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X6Y4Sg8ZcFCDXJkcA1iawA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.24614&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:20.297Z,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,,
https://www.google.com/maps/place/Deer+Oaks+Mental+Health+Associates/data=!4m7!3m6!1s0x865c58ad23a1c9fb:0x516426724bb3d608!8m2!3d29.4241007!4d-98.4930863!16s%2Fg%2F1tdrfsnw!19sChIJ-8mhI61YXIYRCNazS3ImZFE,Deer Oaks Mental Health Associates,2.4,14,Mental health service,"126 Main Plaza, San Antonio, TX 78205, United States","CGF4+JQ San Antonio, Texas, USA",https://www.deeroaks.com/,+1 888-365-6271,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k5ENVii1lcCWTfiV9_7FnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.9597&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:25.381Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Crisis+Care+Center/data=!4m7!3m6!1s0x865c5f49c6d351ff:0xf5f5795e306688d2!8m2!3d29.4315871!4d-98.5052375!16s%2Fg%2F11b6ym7wqm!19sChIJ_1HTxklfXIYR0ohmMF559fU,Crisis Care Center,1.9,21,Mental health service,"601 N Frio St, San Antonio, TX 78207, United States","CFJV+JW San Antonio, Texas, USA",,+1 210-246-1300,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxqxgA7stoPn8ZBwhozmrTr2PzXj9LMEQrq-V4B4KxZsuUvc5zpCeGXACPn9UmyfeqmIHZzyptIT31LN45JCK6obq5X6FWR4NmRPbIfk-mS6CrdaU8bZlFEgMFTlS7IYyBYECF=w408-h306-k-no,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:30.105Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/San+Antonio+Mood+Disorder/data=!4m7!3m6!1s0x865c5fa8b7b636a3:0x8ce14be943a7f4ba!8m2!3d29.4494285!4d-98.4982495!16s%2Fg%2F11k2fhqw3m!19sChIJoza2t6hfXIYRuvSnQ-lL4Yw,San Antonio Mood Disorder,5.0,2,Psychiatrist,"415 W Ashby Pl, San Antonio, TX 78212, United States","CGX2+QP San Antonio, Texas, USA",,+1 210-996-4331,Closed · Opens 10 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-6r6TyIwo-Un8taCo8z0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.36948&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-12-16T02:55:34.948Z,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed,Closed,,
