placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Tires+And+More/data=!4m7!3m6!1s0x88f9cbedbc26c667:0x90e0718d7310a478!8m2!3d33.4639459!4d-81.9408766!16s%2Fg%2F1vd7256m!19sChIJZ8YmvO3L-YgReKQQc41x4JA,Tires And More,4.4,58,Tire shop,· In-store pick-up,"331 Sandbar Ferry Road, 311 Sand Bar Ferry Rd, Augusta, GA 30901, United States","F375+HJ Augusta, Georgia, USA",,+1 706-955-9486,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqAWt344IrkalgByeMkC6IOJ3JotNWoDT_a1wNo1-Q5f38c1Rg8pEMno0UjP2ptqMeoSiiXAxrBo3Bj1yH6ZbsDUTQyLNgiQ_N6XRE2LELvMe0oIvohVq1K0R3h2Q4rW36_K0t1=w426-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T16:59:48.224Z,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x88f9cc685095b87f:0x8b6fc7aaceaa215e!8m2!3d33.4783164!4d-81.9730417!16s%2Fg%2F1v3gsrw5!19sChIJf7iVUGjM-YgRXiGqzqrHb4s,Firestone Complete Auto Care,4.7,1256,Tire shop,· In-store shopping · Kerbside pickup,"1213 Broad St, Augusta, GA 30901, United States","F2HG+8Q Augusta, Georgia, USA",https://www.firestonecompleteautocare.com/georgia/augusta/1213-broad-st/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 706-828-1202,"Open · Closes 7 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZSsGsQfcdjZQjd3ubCXHlW-cDrNVW85LJ1pGwjwsnnH1ku-Ga_ERUScZYG4pSiR5EQWv4haAZNgHJQ_O2QxMIShugb3m-CNV7vCyn8g65bg5l1lF2ZEcqMgW-5UlYcK6FkeSqYGarkMfY=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T16:59:54.404Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Smith+Tire+Co./data=!4m7!3m6!1s0x88f9ce84627e1901:0x8737d00402ddf772!8m2!3d33.4413926!4d-81.9893731!16s%2Fg%2F1tp0fj89!19sChIJARl-YoTO-YgRcvfdAgTQN4c,Smith Tire Co.,4.7,200,Auto repair shop,,"1417 Gordon Hwy, Augusta, GA 30901, United States","C2R6+H7 Augusta, Georgia, USA",https://www.smithtireaugusta.net/,+1 706-724-8277,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLFy7-_JV_2UsN9YJIQ58CPQL1J-2DwIwFfMl6NmhshwP8nD_WpEqKi6DHyrDcLnDPVjgKIbjyk5wYYdRTyZ1l1kt4ILQxPyc-DQ7TDYLfqB_KP9TDljoPkxG17CgCT58dyY6D=w408-h929-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T16:59:59.211Z,,
https://www.google.com/maps/place/Reese+Tire+Automotive/data=!4m7!3m6!1s0x88f9cb8b56b1f30f:0xdfb8ae7f371f955f!8m2!3d33.4679504!4d-81.9481832!16s%2Fg%2F1thvz3py!19sChIJD_OxVovL-YgRX5UfN3-uuN8,Reese Tire Automotive,4.5,135,Auto repair shop,,"302 E Boundary, Augusta, GA 30901, United States","F392+5P Augusta, Georgia, USA",,+1 706-724-1236,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKledxd1rzctMhCXCPbnhYMhCBLdqF1Fds3EfERD2mRKBGRhLOc3FK3CjB049pu6OU457iZbCbQ_IaVUCS9ikiHkKBwqtCb6anFj92GKpO0PsZIxaN5jctn1xvVVugPbWUEz88=w408-h544-k-no,false,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T17:00:04.111Z,,
https://www.google.com/maps/place/Tire+Care+%26+Brakes+Downtown+Augusta/data=!4m7!3m6!1s0x88f9cc6acf864915:0x12a89419ff9730c3!8m2!3d33.4701077!4d-81.9734064!16s%2Fg%2F11c2r6yqg3!19sChIJFUmGz2rM-YgRwzCX_xmUqBI,Tire Care & Brakes Downtown Augusta,3.9,71,Tire shop,· In-store shopping · Kerbside pickup,"1009 Walton Wy, Augusta, GA 30901, United States","F2CG+2J Augusta, Georgia, USA",https://www.facebook.com/profile.php?id=61587841528947,+1 706-284-6155,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEuYmlijXVuN0uI643WZKxmGRX_2doYuJPjMxrsHHw3zsqc_HiqGXjPUCq34GzrC09My7q5tVfVoY5WbMC9L6xczRj2Qjv6NlSia8JQUiPj7qPK-JXb4nm7ImdgfFwe6C3oZA_loQWvQ0=w533-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T17:00:08.979Z,,
https://www.google.com/maps/place/C%26C+Automotive/data=!4m7!3m6!1s0x88f9cc6b941ab72f:0xc5e89523ef191054!8m2!3d33.4731459!4d-81.9709194!16s%2Fg%2F1tfpw3gp!19sChIJL7calGvM-YgRVBAZ7yOV6MU,C&C Automotive,4.8,706,Auto repair shop,,"990 Telfair St, Augusta, GA 30901, United States","F2FH+7J Augusta, Georgia, USA",https://ccautomotive.com/,+1 706-724-0900,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKX-JxGM1ioRGEOJ9vM6Nl28LDNs2-ma2sAET8jRn0oBcmg9QEV2fJFZAIJs6DcdPchhJRYi3uBt7_Xn4mo7DUn8gE7zZHD_2dOOXiS9S0sgwriutid0IRb4K8sHp375z9MDHHDpDdO8z-=w408-h272-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T17:00:13.981Z,,
https://www.google.com/maps/place/Steel+Tires+%2F+Aiken%27s+Tires/data=!4m7!3m6!1s0x88f9cdac6cf70807:0xa7d8983ab23049fe!8m2!3d33.4868452!4d-82.0011756!16s%2Fg%2F1260ss_rn!19sChIJBwj3bKzN-YgR_kkwsjqY2Kc,Steel Tires / Aiken's Tires,4.2,73,Tire shop,· In-store pick-up,"2040 Broad St, Augusta, GA 30904, United States","FXPX+PG Augusta, Georgia, USA",,+1 706-619-4142,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCgN8CbYnFrs111nAWuDa9VEAX1Cgqb6lVareFKm84ImwMMU2PZ607rI3lZKbwXnDJAcbD33zs06Q5gYzCBYGxIgatcvGHQNl9krziormRIGbUutPfGxuakWzMdkymOaLrPH1L=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,10:30 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T17:00:18.947Z,,
https://www.google.com/maps/place/Butler+Automotive/data=!4m7!3m6!1s0x88f9cc5d2bd37905:0x357de8e270aebc0d!8m2!3d33.4814309!4d-81.9780594!16s%2Fg%2F1tx_76f8!19sChIJBXnTK13M-YgRDbyucOLofTU,Butler Automotive,4.2,324,Auto repair shop,,"1401 Reynolds St, Augusta, GA 30901, United States","F2JC+HQ Augusta, Georgia, USA",https://butlerautomotive.com/locations/auto-repair-augusta-ga/,+1 706-724-7281,"Open · Closes 6 pm

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwep26h2V7BSrmycWN_LM25JEAzhG32vWRXWUM6hsYWou-nIDX0wWDhhqHKYtJiukYbqc7OYVFZVQBfkhYsoUFIcoX1hEAQ9lrI91e6_BPSTbd9EPjr54QrkNKhnxGzTvmDV7X9NQI2SfMns=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T17:00:23.834Z,,
https://www.google.com/maps/place/Cooper+Truck+%26+Trailer+Repair+Plus+Tires+and+Towing/data=!4m7!3m6!1s0x88f9cf0653e6813f:0x4b41984025562f2!8m2!3d33.4532415!4d-81.9995144!16s%2Fg%2F11bwh5xwcl!19sChIJP4HmUwbP-YgR8mJVAoQZtAQ,Cooper Truck & Trailer Repair Plus Tires and Towing,3.9,95,Truck repair shop,,"1784 15th St, Augusta, GA 30906, United States","F232+75 Augusta, Georgia, USA",https://coopertruckrepair.com/,+1 706-723-2794,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4-w8wT4SeaDR3j7IcY8v5NosCXNPlOOWynmpDcGpWapTVqrIOqGpxCRa1A-P6LSu1nMPnEkyInonAAyeLkeotDPddZxoT3F9yMWgv3JiC2TaMj6yjMNrhySx_1OaJljjlFg6YcOpFa1ye=w408-h342-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T17:00:28.717Z,,
https://www.google.com/maps/place/Bodie%27s+Auto+%26+Lawn+Equipment/data=!4m7!3m6!1s0x88f9cc4264ce4b25:0xf1f5aa7da0b2a73f!8m2!3d33.4772905!4d-81.9754423!16s%2Fg%2F1tg2fbgq!19sChIJJUvOZELM-YgRP6eyoH2q9fE,Bodie's Auto & Lawn Equipment,4.9,30,Brake shop,,"304 13th St, Augusta, GA 30901, United States","F2GF+WR Augusta, Georgia, USA",,+1 706-724-4011,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2jjF1FsD7oR5iOTAYEXLzVp4fVmQKCF3be5ktfJ6gGLE9Q6yQNba_iQBZeryp4D924AMG5URbI0o9q-INN7aUPV52OZZYZOnRyncZo59mJDbKW5OrsFaz3JVIPJ7nuDHdXd8=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-03-23T17:00:33.590Z,,
