placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes
https://www.google.com/maps/place/Annapolis+Pediatrics/data=!4m7!3m6!1s0x89b7f7002ad83eeb:0xdd9b4150faef8c61!8m2!3d38.9898346!4d-76.5059429!16s%2Fg%2F1tfcv3dv!19sChIJ6z7YKgD3t4kRYYzv-lBBm90,Annapolis Pediatrics,4.5,369,Pediatrician,"200 Forbes St STE 200, Annapolis, MD 21401, United States","XFQV+WJ Annapolis, Maryland, USA",http://www.annapolispediatrics.com/,+1 410-263-6363,Closes soon · 7:30 pm · Opens 8:30 am Wed,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/p/AF1QipPTZEsBFqhZJOPW3tWClxCRJUpIWcI9AKNyhSBL=w425-h240-k-no,true,8:30 am–7:30 pm,8:30 am–7:30 pm,8:30 am–7:30 pm,8:30 am–5 pm,8–11:45 am,8–11:45 am,8:30 am–7:30 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:09.417Z,
https://www.google.com/maps/place/Bayside+Pediatrics/data=!4m7!3m6!1s0x89b7f1345d0ae267:0xc76e172ae9567f1d!8m2!3d38.983392!4d-76.5354101!16s%2Fg%2F1tj85r43!19sChIJZ-IKXTTxt4kRHX9W6SoXbsc,Bayside Pediatrics,4.7,372,Pediatrician,"2024 West St Suite 400, Annapolis, MD 21401, United States","XFM7+9R Annapolis, Maryland, USA",http://www.mybaysidepeds.com/?utm_source=GMBSocialClimb&utm_medium=BaysidePediatrics,+1 410-224-7667,Closes soon · 6:45 pm · Opens 7:15 am Wed,,,https://lh3.googleusercontent.com/p/AF1QipPJaQ5UV7QVsCC2DIYjrPNNlbcWwyaKaI7FTxxq=w408-h253-k-no,true,7:15 am–6:45 pm,7:15 am–6:45 pm,7:15 am–6:45 pm,7:15 am–4:45 pm,8 am–2 pm,Closed,7:15 am–6:45 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:15.544Z,
https://www.google.com/maps/place/PM+Pediatric+Urgent+Care/data=!4m7!3m6!1s0x89b7f6cc2eb10ba9:0x7d45518b70dbbbf1!8m2!3d38.9802093!4d-76.5434494!16s%2Fg%2F11f24x56fl!19sChIJqQuxLsz2t4kR8bvbcItRRX0,PM Pediatric Urgent Care,4.3,598,Pediatric clinic,"Festival at Riva Shopping Center, 2301A Forest Dr, Annapolis, MD 21401, United States","XFJ4+3J Annapolis, Maryland, USA",https://pmpediatriccare.com/location/annapolis/,+1 410-266-6767,Open · Closes 11 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSLv-2rf9PWx7wn1gukGOdfyX1uMxyjCQ01-lHx6NkDjpWP86qHn4DaThzvEKLiEM5ztUu0_4vl86ucO25-ZPRedFTU65NDqS1HcfUCz9RxywpK_MVVhdsLF2qhKO87UM349Cc=w408-h306-k-no,true,7 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,7–11 am,7 am–11 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:20.618Z,
"https://www.google.com/maps/place/Chesapeake+Pediatrics,+LLC/data=!4m7!3m6!1s0x89b7f6cf327ba1c1:0x45574df0622d7deb!8m2!3d38.9750191!4d-76.5393762!16s%2Fg%2F1tf7t0l1!19sChIJwaF7Ms_2t4kR630tYvBNV0U","Chesapeake Pediatrics, LLC",3.9,27,Pediatrician,"121 Old Solomons Island Rd, Annapolis, MD 21401, United States","XFG6+26 Annapolis, Maryland, USA",http://chesapeakepediatrics.com/,+1 410-224-3663,Closed · Opens 8 am Wed,Identifies as veteran-owned,,https://lh3.googleusercontent.com/p/AF1QipNIQECa46vQnrOc8RjF3P9Ly4iK0DRuTrSKNT2u=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:25.276Z,
"https://www.google.com/maps/place/Jeffrey+Nold,+DO,+FAAP/data=!4m7!3m6!1s0x89b7f7acebd2b731:0xfa43f8877ed6bb1a!8m2!3d38.9834109!4d-76.5353662!16s%2Fg%2F11wj5ld_7h!19sChIJMbfS66z3t4kRGrvWfof4Q_o","Jeffrey Nold, DO, FAAP",5.0,66,Pediatrician,"2024 West St Suite 400, Annapolis, MD 21401, United States","XFM7+9V Annapolis, Maryland, USA",https://www.myprivia.com/mybaysidepeds/providers/dr-jeffrey-nold?utm_source=GMBSocialClimb&utm_medium=JeffreyNold%2CDO%2CFAAP,+1 410-224-7667,Closed · Opens 7:30 am Wed,,,https://lh3.googleusercontent.com/p/AF1QipPMg5IlGwUiZwxrr0PBkqadqC9W8AwOkmwSjeTg=w426-h240-k-no,true,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,Closed,Closed,7:30 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:30.224Z,
"https://www.google.com/maps/place/Nalini+Casey,+MD/data=!4m7!3m6!1s0x89b7f78ed764407f:0xc7c773bdd23bca11!8m2!3d38.9834109!4d-76.5353662!16s%2Fg%2F11wj5l47jz!19sChIJf0Bk1473t4kREco70r1zx8c","Nalini Casey, MD",4.8,65,Pediatrician,"2024 West St Suite 400, Annapolis, MD 21401, United States","XFM7+9V Annapolis, Maryland, USA",https://www.myprivia.com/mybaysidepeds/providers/nalini-casey-md?utm_source=GMBSocialClimb&utm_medium=NaliniCasey%2CMD,+1 410-224-7667,Closed · Opens 7:30 am Wed,,,https://lh3.googleusercontent.com/p/AF1QipP3WfvWhqFVkMYn3fkRQFveTIoZIvs7Koffjyb-=w426-h240-k-no,true,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,Closed,Closed,7:30 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:35.543Z,
"https://www.google.com/maps/place/Parker+Place,+A+Children%27s+Health+%26+Wellness+Center:+Pediatric+Endocrinology+%26+Lifestyle+Medicine/data=!4m7!3m6!1s0x89b7f72a1bbd67f3:0x2cd72c09c4a3ff0!8m2!3d38.9864035!4d-76.5506987!16s%2Fg%2F1hc3d3mbn!19sChIJ82e9Gyr3t4kR8D9KnMByzQI","Parker Place, A Children's Health & Wellness Center: Pediatric Endocrinology & Lifestyle Medicine",4.9,68,Pediatrician,"116 Defense Hwy UNIT 403, Annapolis, MD 21401, United States","XCPX+HP Annapolis, Maryland, USA",http://www.parkerplaceannapolis.com/,+1 410-844-8998,Closed · Opens 8 am Wed,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipOIm-qzVMrejDR1Jm7tqAKwEMtudSLAqTVS49Gt=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4:30 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:40.423Z,
https://www.google.com/maps/place/Annapolis+Pediatrics+Edgewater/data=!4m7!3m6!1s0x89b7f3949a0857a1:0xa81ec1a76e23073d!8m2!3d38.9329111!4d-76.5664244!16s%2Fg%2F11bzq3757g!19sChIJoVcImpTzt4kRPQcjbqfBHqg,Annapolis Pediatrics Edgewater,4.9,112,Pediatrician,"3158 Braverton St #110, Edgewater, MD 21037, United States","WCMM+5C Edgewater, Maryland, USA",http://www.annapolispediatrics.com/,+1 410-263-6363,Closed · Opens 8:30 am Wed,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/p/AF1QipMH9EggDv6f8p3Y-sMZzYXAZARIxlHN9t9kkTv0=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:45.152Z,
https://www.google.com/maps/place/RISE+Pediatrics:+A+Children%27s+Medical+Weight+Management+Clinic/data=!4m7!3m6!1s0x89b7f78306053b37:0xd16ded3525d9948c!8m2!3d38.9789799!4d-76.5356818!16s%2Fg%2F11xft6wxzs!19sChIJNzsFBoP3t4kRjJTZJTXtbdE,RISE Pediatrics: A Children's Medical Weight Management Clinic,5.0,24,Pediatric clinic,"49 Old Solomons Island Rd 3rd Floor, Annapolis, MD 21401, United States","XFH7+HP Annapolis, Maryland, USA",https://www.risepediatricsmd.com/,+1 443-909-2785,Closed · Opens 9 am Wed,LGBTQ+ friendly,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pyprp_PF3wTx0SZBmAtc3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.70578&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:50.022Z,
https://www.google.com/maps/place/Annapolis+Pediatric+Gastroenterology+and+Nutrition:+Dr.+Ahmet+Aybar/data=!4m7!3m6!1s0x89b7f193573b5269:0xb8426bd1df7db236!8m2!3d38.9871597!4d-76.552536!16s%2Fg%2F11b7w103n0!19sChIJaVI7V5Pxt4kRNrJ939FrQrg,Annapolis Pediatric Gastroenterology and Nutrition: Dr. Ahmet Aybar,4.7,146,Pediatrician,"130 Lubrano Dr #212, Annapolis, MD 21401, United States","XCPW+VX Annapolis, Maryland, USA",http://www.annapoliskidsgi.com/,+1 443-837-7600,Closed · Opens 8 am Wed,,,https://lh3.googleusercontent.com/p/AF1QipPl9GLe-6ekqFTjixWJe_B276GlhJO54kwvkfiU=w486-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-02-10T23:36:55.128Z,
