placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Electrical+Services/data=!4m7!3m6!1s0x871850b926259e43:0x50a18523aad02bfa!8m2!3d35.639571!4d-105.949659!16s%2Fg%2F1tf1p8z1!19sChIJQ54lJrlQGIcR-ivQqiOFoVA,Electrical Services,4.8,212,Electrician,"339 Rodeo Rd, Santa Fe, NM 87505, United States","J3Q2+R4 Santa Fe, New Mexico, USA",http://www.electricalservicesonline.com/,+1 505-982-8447,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUu4z-qIulHMwItJ-uzCazCqJY6azJBfriPbEw8fswOronMQPAoI2LHTaHlD7oUdjqHI4v_-vlhTtHeHpmihKCA9b8ILM0cSQqZwt1CZhPENWPGF4azSILikbp3ggJ_r2iGmPAYA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:13:45.200Z,,,
https://www.google.com/maps/place/Gorman+Lightning+Protection+%26+Electric/data=!4m7!3m6!1s0x871850780553d3bd:0x32f342d26cc6fe1a!8m2!3d35.6744289!4d-105.9689711!16s%2Fg%2F1tgdtlnb!19sChIJvdNTBXhQGIcRGv7GbNJC8zI,Gorman Lightning Protection & Electric,4.4,32,Electrician,"325 Palomino St, Santa Fe, NM 87505, United States","M2FJ+QC Santa Fe, New Mexico, USA",https://www.gormanlightning.com/,+1 505-560-2696,"Closed · Opens 7:30 am Mon

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN7ciRhMSTb2Bbb_Q5_27QG5V2feb-CRWujKa0=w704-h240-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:13:51.149Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/City+Different+Electric+LLC/data=!4m7!3m6!1s0x87185a8e3d2f05c7:0xc5ac49ba7532577e!8m2!3d35.6594742!4d-105.9894052!16s%2Fg%2F11cs2b7gky!19sChIJxwUvPY5aGIcRflcydbpJrMU,City Different Electric LLC,3.8,11,Electrical installation service,"1274 Calle de Comercio, Santa Fe, NM 87507, United States","M256+Q6 Santa Fe, New Mexico, USA",https://citydifferentelectric.com/,+1 505-366-4406,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipOcvbsDoJF4_cPzz7CCOg7EQJgqwq4OSyyvP88a=w408-h306-k-no,true,8 am–12 am,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:13:56.029Z,,,
https://www.google.com/maps/place/The+Firebird/data=!4m7!3m6!1s0x8718508197d7cd0b:0x6557544cb8e0a0f0!8m2!3d35.6605798!4d-105.9676919!16s%2Fg%2F1vr3dmhh!19sChIJC83Xl4FQGIcR8KDguExUV2U,The Firebird,4.2,112,Home improvement store,"1808 Espinacitas St, Santa Fe, NM 87505, United States","M26J+6W Santa Fe, New Mexico, USA",https://thefirebird.com/,+1 505-983-5264,"Open · Closes 5 pm

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNAqnq14ZVsVvJHZ27YAqsbpdr1hvRuW6OsfOJR=w408-h543-k-no,true,8 am–5 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:14:01.121Z,LGBTQ+ friendly,· In-store shopping · Kerbside pickup · Delivery,
https://www.google.com/maps/place/Enchanted+Electric/data=!4m7!3m6!1s0x87185038f4a7e917:0x7602fc10ddcba5af!8m2!3d35.906031!4d-105.7583085!16s%2Fg%2F1tr7jvkn!19sChIJF-mn9DhQGIcRr6XL3RD8AnY,Enchanted Electric,4.9,240,Electrician,,,http://www.enchantedelectric.com/,+1 505-988-3532,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNd-o8tvrwjv-t7QSUCtBm1k8mT6-L-HW1vNS4=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:14:06.018Z,,,
https://www.google.com/maps/place/Santa+Fe+Power+Equipment+Sales/data=!4m7!3m6!1s0x87185a6166d869cd:0xee15be3bea44a51a!8m2!3d35.6579524!4d-105.9881763!16s%2Fg%2F1tltmv4b!19sChIJzWnYZmFaGIcRGqVE6ju-Fe4,Santa Fe Power Equipment Sales,3.5,90,Small engine repair service,"1364 Jorgensen Ln, Santa Fe, NM 87507, United States","M256+5P Santa Fe, New Mexico, USA",http://www.stihldealer.net/default-dealer-_rye4aa-uid-05b0c14e_1ee7_47b8_9455_672655ba7db7-vid-e73f1e26_5672_4a23_a424_704fa776d649-cmp-DEF-vcd-_ydar4ereceea.aspx,+1 505-471-8620,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPpzrLo67jOVX9yC2iYSLJGwm_xUohV8tf90oeK=w408-h302-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:14:11.226Z,,,
https://www.google.com/maps/place/RICHARDS+ELECTRICAL+SOLUTIONS+LLC/data=!4m7!3m6!1s0x871856e51c361255:0x981b90e43de41c59!8m2!3d35.5988346!4d-105.9140856!16s%2Fg%2F11c5fzf4vy!19sChIJVRI2HOVWGIcRWRzkPeSQG5g,RICHARDS ELECTRICAL SOLUTIONS LLC,5.0,84,Electrician,"19 Camino Brisa, Santa Fe, NM 87508, United States","H3XP+G9 Santa Fe, New Mexico, USA",http://www.electrician-santafe.com/,+1 505-660-2520,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOQkFNnctWGZr-M60vUxa3wNMsEJ3iaAmYaZZaC=w408-h329-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:14:15.978Z,,,
https://www.google.com/maps/place/Summit+Electric+Supply/data=!4m7!3m6!1s0x87185af52744b145:0x2b1018691b07db13!8m2!3d35.6629273!4d-105.9955694!16s%2Fg%2F1thvhd38!19sChIJRbFEJ_VaGIcRE9sHG2kYECs,Summit Electric Supply,4.4,38,Electrical supply store,"1143 Siler Park Ln, Santa Fe, NM 87507, United States","M273+5Q Santa Fe, New Mexico, USA",https://www.summit.com/locations/service-centers/Santa-Fe-New-Mexico,+1 505-438-8400,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMS2dzWlfFb0tCvRdAKSdltQhS7Y710Z-qdQaQe=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:14:21.023Z,,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Hubbell+Electro-Mechanical/data=!4m7!3m6!1s0x87185a8a674777cf:0x22506ae5c08bc541!8m2!3d35.6626053!4d-105.990099!16s%2Fg%2F1thlnjjq!19sChIJz3dHZ4paGIcRQcWLwOVqUCI,Hubbell Electro-Mechanical,4.5,65,HVAC contractor,"2818 Industrial Rd, Santa Fe, NM 87507, United States","M275+2X Santa Fe, New Mexico, USA",http://www.hubbellmech.com/,+1 505-340-3285,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMm7qa4iYXzHWhauSUQpmAbmutNY-O4QsHS8l1Q=w408-h271-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:14:26.064Z,,,
https://www.google.com/maps/place/Constellation+Home+Electronics/data=!4m7!3m6!1s0x8718503f9a963a13:0x906bd8317e7dd8b8!8m2!3d35.6734564!4d-105.9625419!16s%2Fg%2F1tgdn_zw!19sChIJEzqWmj9QGIcRuNh9fjHYa5A,Constellation Home Electronics,4.2,25,Electronics store,"933 Baca St Suite B, Santa Fe, NM 87505, United States","M2FP+9X Santa Fe, New Mexico, USA",http://constellationsantafe.com/,+1 505-983-9988,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMceYIqmkDaPApPeafK5FQfcpfvvwY3_W0OoWkT=w408-h272-k-no,true,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-01-10T22:14:30.902Z,,· In-store pick-up,
