placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned
"https://www.google.com/maps/place/Poolside+of+the+Carolinas,+Inc/data=!4m7!3m6!1s0x89ace3e097b4db21:0x2e98746a762d02e!8m2!3d36.030011!4d-78.9248483!16s%2Fg%2F1tjcq9nn!19sChIJIdu0l-DjrIkRLtBip0aH6QI","Poolside of the Carolinas, Inc",4.1,39,Swimming pool supply store,· In-store shopping · Kerbside pickup,"2005 N Pointe Dr, Durham, NC 27705, United States","23JG+23 Durham, North Carolina, USA",http://poolsideofthecarolinas.com/,+1 919-477-8114,"Open ⋅ Closes 5:30 pm

Confirmed by phone call 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMTHrb5Z8VymmF4HePOAQoVPK62gjXvpY1wSKsK=w533-h240-k-no,true,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:39:50.760Z,
https://www.google.com/maps/place/Edison+Johnson+Aquatics+Center/data=!4m7!3m6!1s0x89ace3bdf2282c4b:0xdfd1256943505fdf!8m2!3d36.0294564!4d-78.9015367!16s%2Fg%2F1hc231jkc!19sChIJSywo8r3jrIkR319QQ2kl0d8,Edison Johnson Aquatics Center,4.5,220,Swimming pool,,"500 W Murray Ave, Durham, NC 27704, United States","23HX+Q9 Durham, North Carolina, USA",https://www.dprplaymore.org/Facilities/Facility/Details/Edison-Johnson-Aquatics-Center-82,+1 919-560-4265,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGZRU33FPanRoosfyvTT2mLb5511-fjotv5oUDDNQPDsOIjXan6jRpJfhYwvIM5ZanuHtp2-YenuVgJqvqK-ICKvw7aObpPrm_d5-H6YC4lM1BVd8c1fe6FtCzk2j7w65FpOU=w408-h306-k-no,true,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,8:30 am–5 pm,1–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:39:57.926Z,
https://www.google.com/maps/place/Backyard+Retreat+Inc/data=!4m7!3m6!1s0x89ace4d389a94001:0xd04f8fde4c8cc05a!8m2!3d35.8395545!4d-78.64488!16s%2Fg%2F1hm5s0rw5!19sChIJAUCpidPkrIkRWsCMTN6PT9A,Backyard Retreat Inc,5.0,5,Swimming pool contractor,,,,https://backyardretreatnc.com/,+1 919-286-4660,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPWg_hsBKx7sjRFRv5IDYP2rf-X52zpBqnGzZRg=w408-h249-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:40:03.134Z,
https://www.google.com/maps/place/Sauna+House+Durham/data=!4m7!3m6!1s0x89ace50027bb9a25:0xf9c0aec230af290e!8m2!3d36.004012!4d-78.8995918!16s%2Fg%2F11w9hc6c1n!19sChIJJZq7JwDlrIkRDimvMMKuwPk,Sauna House Durham,4.9,381,Sauna,,"326 W Geer St, Durham, NC 27701, United States","2432+J5 Durham, North Carolina, USA",https://www.saunahouse.com/pages/durham,+1 919-695-9838,Open ⋅ Closes 10 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMuJxZtv4_GGKkrWwuxJOlPxzVb-db93mPr91an=w426-h240-k-no,true,1–10 pm,1–10 pm,Closed,1–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:40:08.617Z,
https://www.google.com/maps/place/Spotlight+Pools+LLC/data=!4m7!3m6!1s0x89acefc4103ce177:0xf9715b3f4599e2b1!8m2!3d36.0017056!4d-78.883559!16s%2Fg%2F11jl1b9nc2!19sChIJd-E8EMTvrIkRseKZRT9bcfk,Spotlight Pools LLC,3.0,16,Swimming pool contractor,,,,,+1 919-399-1010,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxotMLYCFDW4qvwuiHrnN2dwyvHut_F58Tw1fl1klXVK9nlxx_xsoEAOnKv8uaxrMd_ZAfEjLA_rwSNGk3FSOB6onUq7K7dRn7TAPrWjqyd4kAU9BCwhp2CmdEyx3tXtQNV3BC_=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:40:14.243Z,
https://www.google.com/maps/place/Premier+Pools+%26+Spas+%7C+Durham/data=!4m7!3m6!1s0x89acfb1a6f44c523:0x56a23423444d610a!8m2!3d35.9288933!4d-78.8137028!16s%2Fg%2F11ykscv17x!19sChIJI8VEbxr7rIkRCmFNRCM0olY,Premier Pools & Spas | Durham,5.0,2,Swimming pool contractor,,"2140 Page Rd, Durham, NC 27703, United States","W5HP+HG Durham, North Carolina, USA",https://premierpoolsandspas.com/pool-builders/north-carolina/durham/,+1 984-273-6999,"Open ⋅ Closes 5 pm

Confirmed by this business 1 week ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhpjImLo4oCLkpZi36VFWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.57266&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:40:19.399Z,
"https://www.google.com/maps/place/Progressive+Pools/@36.0512649,-78.8578105,11z/data=!3m1!4b1!4m6!3m5!1s0x89ace646300f7e15:0xb017cddda08bb29a!8m2!3d36.0512649!4d-78.8578105!16s%2Fg%2F1thw7lsw",Progressive Pools,5.0,6,Swimming pool contractor,,,,http://progressivepoolsnc.com/,+1 919-606-5437,Open ⋅ Closes 5 pm,,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:40:26.305Z,
https://www.google.com/maps/place/Pool+Specialists/data=!4m7!3m6!1s0x89acf135131065db:0x8d5cfcca917a4eb3!8m2!3d35.9076879!4d-78.7597468!16s%2Fg%2F11j6cdqjr0!19sChIJ22UQEzXxrIkRs056kcr8XI0,Pool Specialists,4.8,42,Swimming pool contractor,,"6308 J Richard Dr, Raleigh, NC 27617, United States","W65R+34 Raleigh, North Carolina, USA",https://www.poolspecialists.com/,+1 919-847-4117,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNLx61CtUFBMnAyumhOmaasMdhAYlXaBsMNvGM=w640-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:40:31.697Z,
"https://www.google.com/maps/place/Utopia+Pools+LLC/@35.9249795,-79.0461008,10z/data=!3m1!4b1!4m6!3m5!1s0x68f5bea3d142e6cd:0x35436e1259c3c8e0!8m2!3d35.9249795!4d-79.0461008!16s%2Fg%2F11ss50hf40",Utopia Pools LLC,5.0,11,Pool cleaning service,,,,,+1 336-675-3674,Open ⋅ Closes 6 pm,,,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,10 am–6 pm,12 am–6 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:40:38.791Z,
https://www.google.com/maps/place/Hillside+Swimming+Pool/data=!4m7!3m6!1s0x89ace440cad052fb:0x975514bd3853570c!8m2!3d35.9810897!4d-78.9027703!16s%2Fg%2F1tdb9q59!19sChIJ-1LQykDkrIkRDFdTOL0UVZc,Hillside Swimming Pool,4.1,85,Public swimming pool,,"1221 Sawyer St, Durham, NC 27707, United States","X3JW+CV Durham, North Carolina, USA",https://www.dprplaymore.org/257/Outdoor-Pools,+1 919-560-4783,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFfMErIFb4rZ7uRvbAlq_k2MuMPYwSXgkVNjLenk-KzC99ohztYsoqUQ4AzzG1GGLpgz2mXP2IAYyFsWhs9dntm6yFkbaIYH0UsL2axiKUGRNnYyQ8hkUa5HPhGNtbSGOJKuKT7w=w408-h306-k-no,true,1–5 pm,1–5 pm,1–5 pm,1–5 pm,1–5 pm,1–5 pm,1–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-27T17:40:45.125Z,
