placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Acadiana+Vascular+Clinic:+Vein+Center+of+Louisiana/data=!4m7!3m6!1s0x86249cf0f989316f:0xa109b3faacce738d!8m2!3d30.1710305!4d-92.0269215!16s%2Fg%2F1tlgy9d8!19sChIJbzGJ-fCcJIYRjXPOrPqzCaE,Acadiana Vascular Clinic: Vein Center of Louisiana,4.9,388,Vascular surgeon,"129 Rue Louis XIV, Lafayette, LA 70508, United States","5XCF+C6 Lafayette, Louisiana, USA",https://acadianavascular.com/,+1 337-289-9700,Closes soon · 4:30 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOigCvl9w-LHCc4jhF2_rdW-rXGj7PNtW8oBPN0=w427-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4 pm,7:30 am–4:30 pm,7:30 am–2 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:20.926Z,,,
"https://www.google.com/maps/place/Christopher+LaGraize,+MD,+RVT,+FACS/data=!4m7!3m6!1s0x86249cf0f989316f:0xcd61796b0239d8d3!8m2!3d30.1710625!4d-92.0269223!16s%2Fg%2F1263qm839!19sChIJbzGJ-fCcJIYR09g5Amt5Yc0","Christopher LaGraize, MD, RVT, FACS",4.9,72,Vascular surgeon,"129 Rue Louis XIV, Lafayette, LA 70508, United States","5XCF+C6 Lafayette, Louisiana, USA",https://www.acadianavascularla.com/,+1 337-289-9700,Closes soon · 4:30 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMMkm4mJ60O-vnLClGqVANnQskQIuIrZ-RDl7KZ=w408-h305-k-no,true,7:30 am–4:30 pm,7:30 am–4 pm,7:30 am–4:30 pm,7:30 am–2 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:26.334Z,,,
https://www.google.com/maps/place/Louisiana+Cardiovascular+and+Limb+Salvage+Center/data=!4m7!3m6!1s0x86249e855b06d9f3:0xb4fbca9fa1b4c04c!8m2!3d30.2068764!4d-92.0179068!16s%2Fg%2F1tdfnmpj!19sChIJ89kGW4WeJIYRTMC0oZ_K-7Q,Louisiana Cardiovascular and Limb Salvage Center,4.8,545,Medical clinic,"901 Wilson St STE A, Lafayette, LA 70503, United States","6X4J+QR Lafayette, Louisiana, USA",http://www.cardiolimbsalvage.com/,+1 337-456-6523,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOg0xEOke9WYTZLm_m3V-QJGJwpbhrd4qXZvVnJ=w408-h565-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:31.804Z,,,
"https://www.google.com/maps/place/Jay+Luke,+III,+MD,+RPVI,+FACS/data=!4m7!3m6!1s0x86249cf0f989316f:0xa83c3ce2e20645cb!8m2!3d30.1710306!4d-92.0270497!16s%2Fg%2F11b771hcf0!19sChIJbzGJ-fCcJIYRy0UG4uI8PKg","Jay Luke, III, MD, RPVI, FACS",4.9,64,Vascular surgeon,"129 Rue Louis XIV, Lafayette, LA 70508, United States","5XCF+C5 Lafayette, Louisiana, USA",,+1 337-289-9700,Closes soon · 4:30 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPcc46TQPcaSDZst_Dh-U5qUqytBicxkPQ9uhj4=w408-h305-k-no,true,7:30 am–4:30 pm,7:30 am–4 pm,7:30 am–4:30 pm,7:30 am–2 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:36.690Z,,,
https://www.google.com/maps/place/Cardiovascular+Institute+of+the+South/data=!4m7!3m6!1s0x86249e855ba3b19b:0x84173ac170411b7!8m2!3d30.1993082!4d-92.0759434!16s%2Fg%2F11cn0t2cm5!19sChIJm7GjW4WeJIYRtxEEF6xzQQg,Cardiovascular Institute of the South,4.9,246,Cardiologist,"2730 Ambassador Caffery Pkwy, Lafayette, LA 70506, United States","5WXF+PJ Lafayette, Louisiana, USA",https://www.cardio.com/,+1 337-988-1585,Closes soon · 5 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNhTET1p6-KXce916s6JeXGw5fP2fybK9DsRMih=w408-h326-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:41.795Z,,,
https://www.google.com/maps/place/Lafayette+Cardiovascular+Center+of+Excellence/data=!4m7!3m6!1s0x86249c29c5125a61:0xe466ff7cd828cf7b!8m2!3d30.2068764!4d-92.0179068!16s%2Fg%2F1q6jz59dz!19sChIJYVoSxSmcJIYRe88o2Hz_ZuQ,Lafayette Cardiovascular Center of Excellence,5.0,6,Medical clinic,"901 Wilson St Suite B, Lafayette, LA 70503, United States","6X4J+QR Lafayette, Louisiana, USA",,+1 337-534-4614,Closed · Opens 5 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaFEoWB8q7Ue-vM1aXRo-Wb3knKoyaxyFm4hc44bckncISQy4IbKuZYRqJPWDe5HYkCCHi9Cw5XMQQR9mNcEJ8BOgGXPvf448bHha73IfuOzMXTzLOrZxcHAsZ6wM54INBscdQJA=w408-h470-k-no,true,5 am–3 pm,5 am–3 pm,5 am–3 pm,Closed,Closed,Closed,5 am–3 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:46.675Z,,,
https://www.google.com/maps/place/Renouvele+Vein+Center:+Salem+Aram+MD/data=!4m7!3m6!1s0x86249d87ce08aa3d:0xb18a4f7b9c55c601!8m2!3d30.147022!4d-92.035928!16s%2Fg%2F1tdnlh0m!19sChIJPaoIzoedJIYRAcZVnHtPirE,Renouvele Vein Center: Salem Aram MD,,,Doctor,"5000 Ambassador Caffery Pkwy #1, Lafayette, LA 70508, United States","4XW7+RJ Lafayette, Louisiana, USA",,+1 337-456-5338,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dL_PeS83YdfPzvfDICYzBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.66003&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:49.388Z,,,
"https://www.google.com/maps/place/Steven+Pike,+MD,+RPVI/data=!4m7!3m6!1s0x86249d9e30ab494b:0xb6cfb06a7b1c3fb8!8m2!3d30.1710306!4d-92.0270497!16s%2Fg%2F11h31xc7qw!19sChIJS0mrMJ6dJIYRuD8ce2qwz7Y","Steven Pike, MD, RPVI",4.9,27,Vascular surgeon,"129 Rue Louis XIV, Lafayette, LA 70508, United States","5XCF+C5 Lafayette, Louisiana, USA",https://www.acadianavascularla.com/,+1 337-289-9700,Closes soon · 4:30 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPfVoWPtUfjyxK7vJYOqRMGd1KuSqeB5skKVqD6=w408-h295-k-no,true,7:30 am–4:30 pm,7:30 am–4 pm,7:30 am–4:30 pm,7:30 am–2 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:54.416Z,,,
https://www.google.com/maps/place/Cardiovascular+Institute+of+the+South/data=!4m7!3m6!1s0x86249cef9528e2cd:0x4f2ea88fd32a269b!8m2!3d30.2021652!4d-92.0151855!16s%2Fg%2F113flsfs9!19sChIJzeIole-cJIYRmyYq04-oLk8,Cardiovascular Institute of the South,4.9,821,Cardiologist,"441 Heymann Blvd, Lafayette, LA 70503, United States","6X2M+VW Lafayette, Louisiana, USA",https://www.cardio.com/,+1 337-289-8429,Closes soon · 5 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPsoESu_4Cg5Mt5VMtBaikQg1xY5NwoEhKtNEe1=w408-h272-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:09:59.394Z,,,
https://www.google.com/maps/place/Ochsner+Southern+Vascular/data=!4m7!3m6!1s0x86249d863883ff25:0x8693e87292c15c2f!8m2!3d30.1470282!4d-92.0359099!16s%2Fg%2F11ckschf11!19sChIJJf-DOIadJIYRL1zBknLok4Y,Ochsner Southern Vascular,4.5,8,Vascular surgeon,"5000 Ambassador Caffery Pkwy #100, Lafayette, LA 70508, United States","4XW7+RJ Lafayette, Louisiana, USA",http://www.southernvascular.org/,+1 337-534-4444,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNzk_nJiK5Dd8-WWiy8GRnH98RpVF9TmxRaOLwnJeOy5h86bbH849r1t6wtZB8cYpeKIhTPI_zV70eOU1l0efq9cL8jGlnVVrV8yQBRbLqov2M7I8EN0A-tqAaNlOegKrf0R9y=w408-h725-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T22:10:04.208Z,,,
