placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Jeany+Byth+Maxwell+CPA/data=!4m7!3m6!1s0x887ea0e74cd5b98f:0x5273dfca55f63e6!8m2!3d35.6255245!4d-88.8217593!16s%2Fg%2F1ty7507z!19sChIJj7nVTOegfogR5mNfpfw9JwU,Jeany Byth Maxwell CPA,5.0,3,Accountant,"135 Hawthorne Pl, Jackson, TN 38301, United States","J5GH+67 Jackson, Tennessee, USA",,+1 731-988-9996,Closed ⋅ Opens 9 am Mon,Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v3NHrOa8b3ioLVKWY3n1TQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.54572&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,Closed,9 am–4 pm,9 am–3:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:23.048Z,,
https://www.google.com/maps/place/A1+Tax+Services/data=!4m7!3m6!1s0x887ea0e42db9ffa7:0x867e1ff8f871bed7!8m2!3d35.6369657!4d-88.8213201!16s%2Fg%2F1v5fsnsl!19sChIJp_-5LeSgfogR175x-PgffoY,A1 Tax Services,5.0,19,Tax preparation service,"14 Locust Ln, Jackson, TN 38301, United States","J5PH+QF Jackson, Tennessee, USA",,+1 731-426-0700,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xcLdZWESscGdx7EWah9bmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.083824&pitch=0&thumbfov=100,false,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–7 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:27.976Z,,
https://www.google.com/maps/place/Piercey+Tax+Services/data=!4m7!3m6!1s0x887ea0d713b78577:0x9e8b53987b41bde2!8m2!3d35.6382775!4d-88.823107!16s%2Fg%2F1tdf23dg!19sChIJd4W3E9egfogR4r1Be5hTi54,Piercey Tax Services,4.3,7,Tax preparation service,"Excutive plaza BLDG., 1029 Campbell St Ste 104, Jackson, TN 38301, United States","J5QG+8Q Jackson, Tennessee, USA",,+1 731-427-2646,Open ⋅ Closes 3 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LAjAyNWqqC5qRgMdgRLhSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.43713&pitch=0&thumbfov=100,false,9 am–3 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:33.048Z,,
https://www.google.com/maps/place/Steele+Martin+Jones+%26+Company+PLC/data=!4m7!3m6!1s0x887ea6912e464a35:0x2ad3c970a0499138!8m2!3d35.6757225!4d-88.8524453!16s%2Fg%2F1td0tnf8!19sChIJNUpGLpGmfogROJFJoHDJ0yo,Steele Martin Jones & Company PLC,4.9,27,Accounting firm,"100 Stonebridge Blvd, Jackson, TN 38305, United States","M4GX+72 Jackson, Tennessee, USA",http://www.steelemartin.com/,+1 731-668-9183,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPj79RDTxHEGTSretk5DOcU1fa8-l08R9K_JuZY=w408-h273-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:37.617Z,,
https://www.google.com/maps/place/Lewis+Tax+Firm/data=!4m7!3m6!1s0x887ea1bc069634d5:0x2471a8683e2ca798!8m2!3d35.6672931!4d-88.8375789!16s%2Fg%2F11fv4fdfw_!19sChIJ1TSWBryhfogRmKcsPmiocSQ,Lewis Tax Firm,4.7,41,Accountant,"127 Devonshire Square, Jackson, TN 38305, United States","M586+WX Jackson, Tennessee, USA",https://www.lewistaxfirm.com/,+1 731-257-2735,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8GFBIX7b95plqNQlfP1OQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.35573&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:42.172Z,,
https://www.google.com/maps/place/CRS+CPAs/data=!4m7!3m6!1s0x1526b74dfefdbb51:0x6aa7eceb025977d7!8m2!3d35.6473129!4d-88.8460549!16s%2Fg%2F11b75kyxfm!19sChIJUbv9_k23JhUR13dZAuvsp2o,CRS CPAs,4.3,3,Accounting firm,"64 Lynoak Cove, Jackson, TN 38305, United States","J5W3+WH Jackson, Tennessee, USA",https://www.crscpa.com/,+1 731-668-1806,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNwRiI0c9YTApMMxdeWH3yTcvHlgrFLoRRMl1Ys=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:46.779Z,,
https://www.google.com/maps/place/PRECISION+TAX+SERVICE/data=!4m7!3m6!1s0x887ea0e998cbaa67:0xef33148d31f8e2e4!8m2!3d35.6177048!4d-88.8135846!16s%2Fg%2F11h2cwc0y4!19sChIJZ6rLmOmgfogR5OL4MY0UM-8,PRECISION TAX SERVICE,5.0,3,Tax preparation service,"357 N Royal St, Jackson, TN 38301, United States","J59P+3H Jackson, Tennessee, USA",http://yourmaxrefund.com/,+1 731-506-5642,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sz4Zxy2oIximUGEsHPVO8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.2442&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:49.262Z,,
https://www.google.com/maps/place/Partners+Tax+-+Jackson/data=!4m7!3m6!1s0x887ea1928b508fd1:0xaca21bcad5899808!8m2!3d35.6158208!4d-88.8184793!16s%2Fg%2F11wv_hyxkr!19sChIJ0Y9Qi5KhfogRCJiJ1coboqw,Partners Tax - Jackson,5.0,4,Tax consultant,"217 1/2 N Liberty St, Jackson, TN 38301, United States","J58J+8J Jackson, Tennessee, USA",https://partnerstg.com/tax-attorney-jackson-tn/,+1 731-206-2447,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOFo3YZFazsAAiPbiVNBMSRJBfLIUoTNnPcH-4V=w408-h300-k-no,true,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:53.979Z,,
https://www.google.com/maps/place/Golden+Tax+Services/data=!4m7!3m6!1s0x887ea11d19098821:0x9d23a527292c01bf!8m2!3d35.6163197!4d-88.8282968!16s%2Fg%2F1tcx7s88!19sChIJIYgJGR2hfogRvwEsKSelI50,Golden Tax Services,5.0,1,Tax preparation service,"201 Airways Blvd # B, Jackson, TN 38301, United States","J58C+GM Jackson, Tennessee, USA",,+1 731-423-4669,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dlcOLRqQ5AKmun53vcIdrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.2907188&pitch=0&thumbfov=100,false,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:21:58.549Z,,
https://www.google.com/maps/place/ATA/data=!4m7!3m6!1s0x887ea689b5bd1a13:0xd5ec68da82b437b9!8m2!3d35.6899819!4d-88.8525297!16s%2Fg%2F1td33td4!19sChIJExq9tYmmfogRuTe0gtpo7NU,ATA,4.7,21,Certified public accountant,"227 Oil Well Rd, Jackson, TN 38305, United States","M4QW+XX Jackson, Tennessee, USA",https://ata.net/jackson-tn,+1 731-427-8571,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=idABH2IZeRrdSlw0XvRdFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.244206&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-10-19T17:22:02.990Z,,
