placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Sidonian+Tree+Service/data=!4m7!3m6!1s0x883c77758df494d1:0xdeee973d13400ef9!8m2!3d41.5882603!4d-83.6816772!16s%2Fg%2F11tjw5q4j6!19sChIJ0ZT0jXV3PIgR-Q5AEz2X7t4,Sidonian Tree Service,4.9,116,Tree service,"1715 Indian Wood Cir Suite 200, Maumee, OH 43537, United States","H8Q9+88 Maumee, Ohio, USA",https://www.sidoniantree.com/,+1 419-216-3355,"Closed · Opens 8 am

Confirmed by this business 2 weeks ago",Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrAN9JGleo_3srduOygg5ijc-Yy2MNZACi2FfGRpbsd8tuske8ZMB86m_UudmucrmMTpwQ3RBfeIth4vRetCfjUoU_6pPI7zUwmc6B7jepu_7Z9c2l13ixt0Cf_J9py0dM4KcU-92W7YSk=w408-h724-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,12:30–4 pm,Closed,8 am–6:30 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:01:38.833Z,,,
"https://www.google.com/maps/place/Arbor+Tech+of+Toledo,+LLC+Tree+Service/data=!4m7!3m6!1s0x883c4f2143d782f7:0x905384b2b3136e8f!8m2!3d41.6058386!4d-83.7560161!16s%2Fg%2F11g9m9q21z!19sChIJ94LXQyFPPIgRj24Ts7KEU5A","Arbor Tech of Toledo, LLC Tree Service",4.9,147,Tree service,"8959 Airport Hwy, Holland, OH 43528, United States","J64V+8H Holland, Ohio, USA",,+1 419-307-4627,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwvCxeCwcBLTjh5KxhxPvXY5NN8ZFRf5-Wt25IhcoDtzqF2_MBn_gklf2sUlg8OzXQULkXADn0jjv9GgbLe6q47oHAm05xRZEMmEHsgq2QmW3cyPG-FWPD8X-XFIaB4C9VJk3F=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,7 am–7 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:01:43.639Z,,,
"https://www.google.com/maps/place/Steve%27s+Tree+Services,+Landscape,+Hauling+%26+Excavating/data=!4m7!3m6!1s0x883c7b97ab640037:0x764f405c3554cb0d!8m2!3d41.6398406!4d-83.7540699!16s%2Fg%2F1pztc03n_!19sChIJNwBkq5d7PIgRDctUNVxAT3Y","Steve's Tree Services, Landscape, Hauling & Excavating",4.8,217,Tree service,"8856 Hill Ave, Holland, OH 43528, United States","J6QW+W9 Holland, Ohio, USA",https://www.stevestoledotree.com/?utm_source=googlelocal&utm_medium=organic,+1 419-324-5226,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsZJaQ37ULW26k-3ap1n2fLu4EU-cwr5eDmtolJE_O71AHqgb_VAVBp6AFb3_yOsIes5qj6nMbzRy2EJSiCjnonSbPHME5A-TzU2udUgsD2TK8xrPDCJZqE6o1Wg-WYjm57Khy8FuvgGqW=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:01:47.981Z,,,
https://www.google.com/maps/place/Crandalls+Quality+Landscaping+LLC/data=!4m7!3m6!1s0x883c736bd6a3e0bb:0x9042c26c81d11144!8m2!3d41.5678083!4d-83.6736763!16s%2Fg%2F1tfkw_2t!19sChIJu-Cj1mtzPIgRRBHRgWzCQpA,Crandalls Quality Landscaping LLC,4.5,74,Landscaper,"720 Illinois Ave, Maumee, OH 43537, United States","H89G+4G Maumee, Ohio, USA",,+1 419-704-5471,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeMIffd7xDkRMwfAGQz8OkJjaxRfywrkpT99vyVuiYD4xLb_QaHpCpQmyDxPia0oZPi8MZjcBOYeph0Y9A4mGaVITKQeyHiyxj5MBtP4Nymvz34tEG1wuN656yy9Mo-BpeiU-9=w408-h309-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:01:52.634Z,,,
https://www.google.com/maps/place/Joey+Tree+LLC/data=!4m7!3m6!1s0x883c6fc4c88ad6ed:0x6d0e4d18737bbcb2!8m2!3d42.1491895!4d-83.7234765!16s%2Fg%2F11v0rf9hnn!19sChIJ7daKyMRvPIgRsrx7cxhNDm0,Joey Tree LLC,4.9,59,Tree service,,,https://www.joeytree.com/,+1 419-329-8900,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAECvEw1mi1VDXUAFVAS-l_gsq8pQMgPwjIsIsOeyycw7qylh_yp4VUIBdZe-FPuuMi6bzWYnwzcbUApd1seZ9fHsXcpi60znFfvPMRxng0Dv9sum2lGnG8oncynImNmukhDYh_9jdb6A_Hs=w408-h259-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:01:57.038Z,,,
https://www.google.com/maps/place/RiverFront+Lawncare+Landscaping/data=!4m7!3m6!1s0x81de12e3c59caab1:0x22b8825d87d4a2a2!8m2!3d41.5636072!4d-83.664418!16s%2Fg%2F11smljtjfm!19sChIJsaqcxeMS3oERoqLUh12CuCI,RiverFront Lawncare Landscaping,4.9,43,Landscaper,"527 W Sophia St, Maumee, OH 43537, United States","H87P+C6 Maumee, Ohio, USA",https://riverfrontlawncarelandscaping.godaddysites.com/,+1 419-276-5916,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9g-tDyCl54DcLSAJQ0mzInZ4kZ5GubKTXY16hoT0BGGxpPc1L6vJ60zVvN0T4Q-gv5knhC1MatDG2-E3xhw5KP-POPy3sDN2beYVox6bcz50_amNahrDdgWrBIYSXQJlvuEg=w408-h329-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:02:01.354Z,,,
https://www.google.com/maps/place/White%27s+Tree+Service+LLC/data=!4m7!3m6!1s0x883b81f5ca44c8df:0xdf27829471ff60c1!8m2!3d41.7132128!4d-83.6026493!16s%2Fg%2F11wfmh4yy1!19sChIJ38hEyvWBO4gRwWD_cZSCJ98,White's Tree Service LLC,5.0,70,Tree service,"2410 Newport Ave, Toledo, OH 43613, United States","P97W+7W Toledo, Ohio, USA",,+1 419-346-9263,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEgbCFUXxMQWZrDjO4ej2rIyIPEnFG5UXXHQVlJFKjd_oqUgvDkXNiu5oTKrYHT00wIaQRFA8cAp-ZR5EajuXcncU9zLaY-MBgojmNg24fYR9DaMmKLkaPlcQn9plgMXfuUJxn=w408-h874-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:02:05.677Z,,,
https://www.google.com/maps/place/Big+Swing+Tree+Service+LLC/data=!4m7!3m6!1s0x883c788dc7f43ed5:0x4926768ea17253f5!8m2!3d41.686728!4d-83.4401136!16s%2Fg%2F11cnxzbb24!19sChIJ1T70x414PIgR9VNyoY52Jkk,Big Swing Tree Service LLC,4.8,74,Tree service,,,https://www.toledooharborist.com/,+1 567-245-0215,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrsYKQEB-uJdEItkwaYupQs_SSKGHFmQzLDHCF8p5YL2UYxnSYEUkahnydx3sXeF1-zanqGvqGB1inBqtxjAZLYnFTVWxmlQXJ5KlVqZUFF73D2qJPmTDMxLbSpJQmaP4z3c43oOSGhbM9=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:02:10.001Z,,,
https://www.google.com/maps/place/Climbing-Spur+Tree+Service/data=!4m7!3m6!1s0x883c7fb6c0d1b403:0xa238c6c634d4944!8m2!3d41.6799844!4d-83.597229!16s%2Fg%2F11x8r6jh4w!19sChIJA7TRwLZ_PIgRRElNY2yMIwo,Climbing-Spur Tree Service,4.8,88,Tree service,"3209 St Bernard Dr, Toledo, OH 43606, United States","MCH3+X4 Toledo, Ohio, USA",,+1 419-377-6252,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAytLKOmCxixaTLcINYdmE4MWi8iANm0qYMW2Tr3uyihP5uMDDVyqVBdNpsKzYCNzht3JjXkJHvSaQOcucTa9xBto8y8cx20SFp82ob_SNuKEJzipOHLVfnq0_CF7JpCFkEXvvxXYmc9Q=w408-h886-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:02:14.506Z,,,
https://www.google.com/maps/place/JT+Tree+Service+and+Removal+LLC/data=!4m7!3m6!1s0x883c79fd49eca1f5:0x9325111d837b79e4!8m2!3d41.6291838!4d-83.5942026!16s%2Fg%2F11j75l5yvr!19sChIJ9aHsSf15PIgR5Hl7gx0RJZM,JT Tree Service and Removal LLC,3.9,39,Tree service,"553 Myers St, Toledo, OH 43609, United States","JCH4+M8 Toledo, Ohio, USA",,+1 419-261-4643,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF8De3da9nqOuxbTOKjyNnpK_qWBUIdg6eIzB7nLFQGKIKaShom9uFdYBpRzrRldN9KzFs0_Xf42RMdlDg8GNwLRvWNO5UGM_R0jZ25Zay9qOOQK27aJv_hRcCp26na5W9Oe83=w426-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2026-04-29T05:02:18.882Z,,,
