placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Cherry+Creek+Pediatrics/data=!4m7!3m6!1s0x876c7dd19197e567:0x77ac17972677a65d!8m2!3d39.6999538!4d-104.9292982!16s%2Fg%2F1tf2sqc6!19sChIJZ-WXkdF9bIcRXaZ3JpcXrHc,Cherry Creek Pediatrics,4.5,182,Medical clinic,"4900 E Kentucky Ave STE 100, Denver, CO 80246, United States","M3XC+X7 Denver, Colorado, USA",http://www.cherrycreekpeds.com/,+1 303-756-0101,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFWAsrJM2osU2uVwx_8fXmXA5vX-NIHRAMlc1bdeEUp6ULAMxkf1trBS4IdLyF63jujkVd4r3iYeH7EiGXGMjX3_hwE6QjPVdsgtEm3GNPalX-IcYAj0s_zwumWHqhC1UbdMrU=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2026-02-10T21:54:45.390Z,,,
https://www.google.com/maps/place/Pediatrics+At+Cherry+Creek/data=!4m7!3m6!1s0x876c7e83089d2b83:0xfd15ea7e012a4109!8m2!3d39.7110271!4d-104.9423077!16s%2Fg%2F11csb04ywk!19sChIJgyudCIN-bIcRCUEqAX7qFf0,Pediatrics At Cherry Creek,4.4,21,Medical clinic,"300 S Jackson St, Denver, CO 80209, United States","P365+C3 Denver, Colorado, USA",https://www.pediatricsatcherrycreek.com/,+1 303-377-9663,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepONLEQK9PKIoa4n0OxvH97yO397qa39r1G4BR1OVK_gdrqIICZdpj8Prulby4H8a3GcfG32k3BDIoHXIAyKBRk8wC41C6tH3flPc91ZqjFzEBnTJBJo9wGS7pJYs1Ukyv9yeJY=w408-h544-k-no,true,11 am–7 pm,9 am–5 pm,8 am–5 pm,9 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2026-02-10T21:54:50.850Z,,,
https://www.google.com/maps/place/Sapphire+Pediatrics/data=!4m7!3m6!1s0x876c7c1c3d82e591:0xa687cd3cbd256f6b!8m2!3d39.7307544!4d-104.9342768!16s%2Fg%2F1tksnvzn!19sChIJkeWCPRx8bIcRa28lvTzNh6Y,Sapphire Pediatrics,4.2,158,Pediatrician,"4500 E 9th Ave #300, Denver, CO 80220, United States","P3J8+87 Denver, Colorado, USA",http://www.sapphirepediatrics.com/,+1 720-941-1778,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMRmN5D2eyq4wTt-dld91G837gSKSwEErOpX-rW=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2026-02-10T21:55:11.420Z,,,
https://www.google.com/maps/place/Highlands+Integrative+Pediatrics/data=!4m7!3m6!1s0x876c78ecb3edc829:0xdbc9e8c4f28ac6e2!8m2!3d39.7612318!4d-105.0090116!16s%2Fg%2F12hplkgbb!19sChIJKcjts-x4bIcR4saK8sToyds,Highlands Integrative Pediatrics,4.5,61,Pediatrician,"2650 18th St UNIT 100, Denver, CO 80211, United States","QX6R+F9 Denver, Colorado, USA",http://www.hipediatrics.com/,+1 720-583-4470,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4TtxvAzG7gXbxbhhR1TSKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.09225&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2026-02-10T21:55:16.408Z,,,
"https://www.google.com/maps/place/Children%27s+Colorado+Outpatient+Care,+Uptown+Denver/data=!4m7!3m6!1s0x876c79340090e505:0x94f833a2b31b022c!8m2!3d39.7455295!4d-104.9680366!16s%2Fg%2F11kk82mg6l!19sChIJBeWQADR5bIcRLAIbs6Iz-JQ","Children's Colorado Outpatient Care, Uptown Denver",4.8,39,Pediatric clinic,"1830 Franklin St, Denver, CO 80218, United States","P2WJ+6Q Denver, Colorado, USA",https://www.childrenscolorado.org/locations/uptown-denver-outpatient-urgent-care/?slid=org_soc&utm_source=google&utm_medium=extlist&utm_campaign=locations&utm_id=ocud,+1 720-777-1360,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMQiDJCrKhFB5OOnDbgrEndXA2QX5Y5TkwpIqAq=w408-h259-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2026-02-10T21:55:21.225Z,,,
https://www.google.com/maps/place/Children%27s+Medical+Center/data=!4m7!3m6!1s0x876c7932f3844c1d:0x2163c5e815e423b4!8m2!3d39.7453819!4d-104.9740056!16s%2Fg%2F1tj1m_wf!19sChIJHUyE8zJ5bIcRtCPkFejFYyE,Children's Medical Center,4.4,79,Pediatrician,"1818 N Ogden St Unit 300, Denver, CO 80218, United States","P2WG+59 Denver, Colorado, USA",http://cmcpediatrics.com/,+1 303-830-7337,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNbv0MPdYYnGEgTupIoVG1z7Dlczc1mIO5eXZpK=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2026-02-10T21:55:25.959Z,,,
https://www.google.com/maps/place/Denver+Health+Pediatric+Primary+Care+at+Webb+Center+for+Primary+Care/data=!4m7!3m6!1s0x876c7f25e100a79f:0xcdfa0a1819394188!8m2!3d39.7263311!4d-104.9915235!16s%2Fg%2F11cjkvqxd1!19sChIJn6cA4SV_bIcRiEE5GRgK-s0,Denver Health Pediatric Primary Care at Webb Center for Primary Care,4.7,324,Medical clinic,"301 W 6th Ave #3, Denver, CO 80203, United States","P2G5+G9 Denver, Colorado, USA",https://www.denverhealth.org/locations/denver/webb-center-for-primary-care,+1 303-602-8340,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipODvjBAeDmwql-hHB0U7vJz2b3hAclVU4cRfGlv=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2026-02-10T21:55:30.778Z,,,
https://www.google.com/maps/place/Every+Child+Pediatrics-+Denver/data=!4m7!3m6!1s0x876c79369f5b8127:0x23bf6bbdb025d709!8m2!3d39.7461501!4d-104.9673028!16s%2Fg%2F1tdg_sqf!19sChIJJ4FbnzZ5bIcRCdclsL1rvyM,Every Child Pediatrics- Denver,4.2,46,Pediatric clinic,"Professional Plaza West, 1601 E 19th Ave #6600, Denver, CO 80218, United States","P2WM+F3 Denver, Colorado, USA",http://www.everychildpediatrics.org/,+1 303-869-2182,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMsBS2XzaB16ASs76kt4hn1IGQ2xv9B6Z3wfuF9=w408-h357-k-no,true,"7:30 am–12 pm, 12:30–5 pm","7:30 am–12 pm, 12:30–5 pm","7:30 am–12 pm, 12:30–5 pm","7:30 am–12 pm, 12:30–5 pm",Closed,Closed,"7:30 am–12 pm, 12:30–5 pm","https://www.google.com/maps/search/pediatrician+in+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2026-02-10T21:55:35.520Z,,,
https://www.google.com/maps/place/Pinnacle+Pediatrics+and+Internal+Medicine/data=!4m7!3m6!1s0x876c79bd8ea84691:0x60bf59c7feb3f2e5!8m2!3d39.7485352!4d-104.9927497!16s%2Fg%2F11lymrg5_t!19sChIJkUaojr15bIcR5fKz_sdZv2A,Pinnacle Pediatrics and Internal Medicine,3.3,12,Medical clinic,"1776 Curtis Street #130, Denver, CO 80202, United States","P2X4+CW Denver, Colorado, USA",https://www.pinnaclepedim.com/,+1 303-301-6213,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNQxUwEHUUXmkHgHHqAGbzZCuDE0vfsYLsqiaF0=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2026-02-10T21:55:40.359Z,,,
https://www.google.com/maps/place/Partners+in+Pediatrics/data=!4m7!3m6!1s0x876c7c146173c469:0xfad3636d149a68e7!8m2!3d39.6898109!4d-104.9423758!16s%2Fg%2F1tj220q8!19sChIJacRzYRR8bIcR52iaFG1j0_o,Partners in Pediatrics,4.9,480,Pediatrician,"3801 E Florida Ave Suite 300, Denver, CO 80210, United States","M3Q5+W2 Denver, Colorado, USA",http://www.partnersinpediatrics.com/,+1 303-388-4256,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMqvIxqPPd44TZq_T7e1jw36CADsiEfeLVbNDjB=w408-h306-k-no,true,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",8 am–12 pm,Closed,"8 am–12 pm, 1–5 pm","https://www.google.com/maps/search/pediatrician+in+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2026-02-10T21:55:45.085Z,LGBTQ+ friendly,,
