placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Greenscape+Landscapes+Of+Key+West+LLC/data=!4m7!3m6!1s0x88d1b7e2b9057d0b:0x16a9071fb0425cf2!8m2!3d24.5551392!4d-81.7985696!16s%2Fg%2F11fkl1yc10!19sChIJC30FueK30YgR8lxCsB8HqRY,Greenscape Landscapes Of Key West LLC,4.9,31,Landscape designer,"711 Elizabeth St, Key West, FL 33040, United States","H642+3H Key West, Florida, USA",http://glkeywest.com/,+1 305-315-5967,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCrb3TNJ0CdycjFbFm9CqkSysPkJE1U7-SFolvEc0d1WIJWfXVVNp6Idlj1YMycxDBW73op4CCQ0g3EOUj6psiDKxqjPE4mQ9Y5gO9JBuPD25ap2vdGhgfK3-crUGLMsaswojZZg=w408-h534-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,9 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:28:32.779Z,,,
https://www.google.com/maps/place/Fabi%27s+Fabulous+gardens+inc./data=!4m7!3m6!1s0x88d1b14b8f69340b:0x88dbc07f0d92d4d1!8m2!3d24.6294633!4d-81.6271554!16s%2Fg%2F11l3l7pyb2!19sChIJCzRpj0ux0YgR0dSSDX_A24g,Fabi's Fabulous gardens inc.,5.0,102,Landscaper,,,http://www.fabisgardens.com/,+1 305-923-7327,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFvV-pwPhfQaAM6oL16lArUbxJ3byI5BpViPUfa8URbTFFX7KEKHkmR5lQku7uUIJe8PX4vYrXvU2ovouoHFhtmNwbhG4GDg6oZH3I5CLLQ0hD6dEiQtP01zzWPa_TJU-C3HWzLc-HJWcd=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:28:38.116Z,,,
https://www.google.com/maps/place/Blue+scape+corp/data=!4m7!3m6!1s0x73ae5af38c09fd7:0xe396c9884409aaac!8m2!3d24.5584816!4d-81.7824907!16s%2Fg%2F11sk1m48x6!19sChIJ15_AOK_lOgcRrKoJRIjJluM,Blue scape corp,4.9,37,Pool cleaning service,"1223 First St, Key West, FL 33040, United States","H659+92 Key West, Florida, USA",https://bluescapecorp.com/,+1 305-849-1563,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoQzFD7cK5ct2mypF2w3NwLu-A-rWLppK1_4GT_tfLo-q14fcBGeeM1LNhY9U4lIb5K6RwbNA5J0FBtzLUFDU39tHzfdTukBSMAMyUyfYUkwT3ZEVkOXaawsZu5iBI8V0kJBTzZA=w427-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:28:43.497Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/Gardens+of+Eden+Landscaping/data=!4m7!3m6!1s0x88d1b1e2844cc83b:0x1f11ee5fce837872!8m2!3d24.5734716!4d-81.7367796!16s%2Fg%2F11vwx3yfpm!19sChIJO8hMhOKx0YgRcniDzl_uER8,Gardens of Eden Landscaping,5.0,4,Landscaper,"5650 Laurel Ave Unit 9B, Key West, FL 33040, United States","H7F7+97 Key West, Florida, USA",http://www.gardensofedenkw.com/,+1 305-239-3035,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5J20buwWknZq30v1uL3Na-NUUbzs6AZQ9aupw1aICk7G0P8t-wohCtpmAvNVWFAAiDOsoqFZc-H4Tw6p3W7Ov5w4N0DS9FUBB-6AH_ZjKpV6caWs_aGO0VJRdk5SxqGriGaKrR_OAE3rY=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:28:48.376Z,,,
https://www.google.com/maps/place/Craig+Reynolds+Landscape+Architects/data=!4m7!3m6!1s0x88d1b6e9918be08f:0xb258a9d25b54619d!8m2!3d24.555554!4d-81.802297!16s%2Fg%2F11cmbfxmy1!19sChIJj-CLkem20YgRnWFUW9KpWLI,Craig Reynolds Landscape Architects,5.0,3,Landscape architect,"517 Duval St #204, Key West, FL 33040, United States","H54X+63 Key West, Florida, USA",http://www.craigreynolds.net/,+1 305-292-7243,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5Y1WVs9TPxlmiZK0ou21_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.11616&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:28:53.096Z,,,
"https://www.google.com/maps/place/Green+World+of+Key+West+-+Landscape+Designer,+Landscaping+Maintenance+Contractor,+Lawn+Care+and+Lawn+Mowing/data=!4m7!3m6!1s0x88d1b1332eceaaab:0x78bfb508bad04c99!8m2!3d24.5525193!4d-81.7782599!16s%2Fg%2F11g03l2svn!19sChIJq6rOLjOx0YgRmUzQugi1v3g","Green World of Key West - Landscape Designer, Landscaping Maintenance Contractor, Lawn Care and Lawn Mowing",5.0,4,Landscaper,"1716 Bertha St Apt 2, Key West, FL 33040, United States","H63C+2M Key West, Florida, USA",http://greenworldofkeywest.com/,+1 305-998-9510,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmDZic7dGL9Rd8V9uDy3pmJXLQXgaCa-wB10TGNV53BHG0UWOmUzu9cyh0PJCJNCjfYeVgMvWN8I0PCcOSlgmYv9JC_Aks-p1GUrrRa_2EYbsaTO6a0fy8kKKt6JGBLNnz5jg=w408-h307-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:28:58.076Z,,,
https://www.google.com/maps/place/Ecoscapes/data=!4m7!3m6!1s0x88d1b6cf8464985d:0x77750d2b54fac5d!8m2!3d24.552303!4d-81.7891629!16s%2Fg%2F1tj9csv3!19sChIJXZhkhM-20YgRXaxPtdJQdwc,Ecoscapes,4.4,7,Landscape designer,"1021 Washington St, Key West, FL 33040, United States","H626+W8 Key West, Florida, USA",http://www.keysecoscapes.com/,+1 305-797-0633,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IGlqgP1i8drcolMV2F5Nxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.52893&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–5 pm,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:29:03.020Z,,,
https://www.google.com/maps/place/Blue+Island+Lighting+%26+Irrigation+Inc./data=!4m7!3m6!1s0x88d1b1472db71e91:0x5f8816bd70ac9f1!8m2!3d24.5625635!4d-81.7627077!16s%2Fg%2F1tk_q1qh!19sChIJkR63LUex0YgR8ckK12uB-AU,Blue Island Lighting & Irrigation Inc.,5.0,13,Landscape lighting designer,"3255 Flagler Ave STE 307, Key West, FL 33040, United States","H67P+2W Key West, Florida, USA",http://www.blueislandinc.net/,+1 305-293-8444,Closes soon · 4 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8zEu2kogBeqVqykCnGGU5Ak6DmcYBZQLdmO6ineFv4FPPXCQ41k1BJbNHo6wEY0MufqZt__HNpwMDoX5kPDE5ToQbSQcTb1k-qL07nDcQh8pC2GxB02JvIQ3W_Llnbir0tg62=w408-h271-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:29:08.307Z,,,
https://www.google.com/maps/place/Cayo+Hueso+Landscape+Corp/data=!4m7!3m6!1s0x68655f4089b761d7:0xec086f995c0c1c3a!8m2!3d24.6171315!4d-81.6616654!16s%2Fg%2F11sryy8h1w!19sChIJ12G3iUBfZWgROhwMXJlvCOw,Cayo Hueso Landscape Corp,5.0,56,Landscaper,,,,+1 305-747-4373,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvrvsZnneUNWuT-NZ_sbYIem3PrcGqtCrO53FCtq367c0UKKAIkvCoEUBiyToX9Dfbh2_J9kUOy-fLKMyPQuz8XR7wJuP3pTYUtawicAk_SJGloYe5YcFJb8-HJ4d-JqjECpa2=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:29:13.247Z,,,
"https://www.google.com/maps/place/GPS+Landscaping,Inc/data=!4m7!3m6!1s0x2e4b2bc293fad55d:0xbf1fe4fe4fac996f!8m2!3d24.5614727!4d-81.7531004!16s%2Fg%2F11tcs83l75!19sChIJXdX6k8IrSy4Rb5msT_7kH78","GPS Landscaping,Inc",5.0,3,Landscaper,"3675 Seaside Dr #342, Key West, FL 33040, United States","H66W+HQ Key West, Florida, USA",,+1 305-896-6094,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6RhUl_TOyoQ08CkQJoz9ByRLpgFaedON8cDMmIQV9ZV7NX2j_2y44AIdX91JW8UQio-EtRmaYgiWYivj1tEX4Kq2yYGzaIpndmuaVi7TSksvyqtHh-uUas300Sw8Qboki2OM=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8:30 am–6 pm,8 am–4 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-04-29T19:29:18.005Z,,,
