placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/El+Paso+West+Garage+Door+Repair/data=!4m7!3m6!1s0x86ddf8cf4e6cce69:0x6a0559cb0514ce93!8m2!3d31.8165017!4d-106.5371855!16s%2Fg%2F11gbltflqr!19sChIJac5sTs_43YYRk84UBctZBWo,El Paso West Garage Door Repair,4.9,287,Garage door supplier,"661 S Mesa Hills Dr Suite 104, El Paso, TX 79912, United States","RF87+J4 El Paso, Texas, USA",https://elpasowestgaragedoorrepair.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,+1 915-503-2520,Open ⋅ Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPiDUK_YVYRvG9s4Q9dAA-Br3UJCFaX9tJynslE=w408-h306-k-no,true,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:45:53.560Z,,,
https://www.google.com/maps/place/El+Paso+Garage+Door+Repair/data=!4m7!3m6!1s0x86e743617846c879:0x45df3f560e9f10!8m2!3d31.7389958!4d-106.3148327!16s%2Fg%2F11ggrqhj6l!19sChIJechGeGFD54YREJ8OVj_fRQA,El Paso Garage Door Repair,4.9,997,Garage door supplier,"11501 Rojas Dr suite q, El Paso, TX 79936, United States","PMQP+H3 El Paso, Texas, USA",https://elpasogaragedoorepair.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,+1 915-201-3339,Open ⋅ Closes 10 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipPQvVN2GNczaNPoeRXzCIomywdUQ0BGByg0oTcn=w408-h306-k-no,true,7 am–10 pm,7 am–5 pm,Closed,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:45:58.967Z,,,
https://www.google.com/maps/place/El+Paso+Style+Doors+and+Garage/data=!4m7!3m6!1s0x86e7598866b3aa8d:0xcf2d6af15c159025!8m2!3d31.7849398!4d-106.4431515!16s%2Fg%2F1tf6bhbn!19sChIJjaqzZohZ54YRJZAVXPFqLc8,El Paso Style Doors and Garage,4.1,58,Garage door supplier,"4107 La Luz Ave, El Paso, TX 79903, United States","QHM4+XP El Paso, Texas, USA",,+1 915-564-0274,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPhSGp56K0r_-Xa0wSFfpyzioLzO8tLNLrVw2uw=w601-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:46:03.951Z,,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x86e759348967c907:0x92019cb90cc451a4!8m2!3d31.7936645!4d-106.514389!16s%2Fg%2F11vpst2xw8!19sChIJB8lniTRZ54YRpFHEDLmcAZI,OGD Overhead Garage Door,4.7,179,Garage door supplier,"4120 Rio Bravo St # 319, El Paso, TX 79902, United States","QFVP+F6 El Paso, Texas, USA",https://ogd.com/tx/el-paso/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-elp-01&ogd_src=ogd-elp-01-google_business_profile,+1 915-850-0578,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMvBKCM27Wf-iiui2i8EHq4aHZwxw6m8gl0r3p0=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:46:08.505Z,,,
https://www.google.com/maps/place/All+About+Doors/data=!4m7!3m6!1s0x86e75bd55d595555:0xaca03cf46700d138!8m2!3d32.0100066!4d-106.5387965!16s%2Fg%2F11c310pjw9!19sChIJVVVZXdVb54YRONEAZ_Q8oKw,All About Doors,5.0,16,Garage door supplier,,,,+1 915-321-0858,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMA6QOMIg5kc_XISYuuDu29lkSD6riweyWnye4V=w408-h838-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:46:12.932Z,,,
https://www.google.com/maps/place/Veteran+Garage+Door+Service/data=!4m7!3m6!1s0x45f663a72f5e0e43:0x4df92eb053e2bb5f!8m2!3d29.8903289!4d-102.268454!16s%2Fg%2F11vd74ws54!19sChIJQw5eL6dj9kURX7viU7Au-U0,Veteran Garage Door Service,5.0,39,Garage door supplier,,,,+1 915-875-5309,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBSCct3m-Y2C9OSW6_PUVkPOcNJfC9YFG-BTcq-RnMsTjZzzkTYX0sPKeFcILECZsWU3Q4fWjlGumFjXWKCBN0hdfM8V4hQACWMf_oZXDZhWtRO4IfKqktfczV4NH2AEyQyEnr4naGfpZN=w408-h539-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:46:17.382Z,,,
https://www.google.com/maps/place/El+Paso+Door+Co./data=!4m7!3m6!1s0x4bdefb7d9e39ee89:0x21a2276e2ef95830!8m2!3d31.8167851!4d-106.5265984!16s%2Fg%2F11tgddngc9!19sChIJie45nn373ksRMFj5Lm4noiE,El Paso Door Co.,4.6,10,Garage door supplier,"5400 Suncrest Dr Suite A5, El Paso, TX 79912, United States","RF8F+P9 El Paso, Texas, USA",https://elpasodoor.com/,+1 915-599-8888,Closed ⋅ Opens 7:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=knoaU1PF3Hfz5VpuMg2ffw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.004684&pitch=0&thumbfov=100,true,8 am–2:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:46:21.732Z,,,
https://www.google.com/maps/place/Eagle+Garage+Doors+at+El+Paso+INC/data=!4m7!3m6!1s0x86e7445fa63b837b:0xc9ff4ad220c79b77!8m2!3d31.7723452!4d-106.2971566!16s%2Fg%2F11byzbg5vd!19sChIJe4M7pl9E54YRd5vHINJK_8k,Eagle Garage Doors at El Paso INC,4.9,65,Garage door supplier,"11384 Crater Lake Ave, El Paso, TX 79936, United States","QPC3+W4 El Paso, Texas, USA",,+1 915-778-4141,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMWmvy1Z_zSXl_tJUZGMcWXlueRV_nANzLNJIg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:46:26.247Z,,,
https://www.google.com/maps/place/Pacheco+Garage+Doors/data=!4m7!3m6!1s0x86e7403b001bb385:0x7229717c69b52441!8m2!3d31.7510294!4d-106.3243715!16s%2Fg%2F11bc6z8cyv!19sChIJhbMbADtA54YRQSS1aXxxKXI,Pacheco Garage Doors,5.0,57,Garage door supplier,,,http://pachecogaragedoor.com/,+1 915-422-1322,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOpwNu0Vi9qEb0imja4YI1M7lfdh9Ja4mUl6WBw=w426-h240-k-no,true,8 am–5 pm,8 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:46:30.638Z,,,
https://www.google.com/maps/place/Solo+Garage+Door+Repair/data=!4m7!3m6!1s0x4b7409b8f518e23b:0xf4ab812216220f86!8m2!3d31.8120519!4d-106.417568!16s%2Fg%2F11v3_4nxpz!19sChIJO-IY9bgJdEsRhg8iFiKBq_Q,Solo Garage Door Repair,5.0,127,Garage door supplier,,,https://www.sologaragedoorrepair.com/,+1 915-229-0110,Open 24 hours,Identifies as Latino-owned,https://lh3.googleusercontent.com/p/AF1QipMtgHcAVojEqDZFitn-uwwRwkZbsYspWRQe5p5s=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-11-07T22:46:35.121Z,,,
