placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,isBlackOwned,error
"https://www.google.com/maps/place/SERVPRO+of+Rocky+Hill,+Sequoyah+Hills,+South+Knoxville/data=!4m7!3m6!1s0x885c17cbf292a0c1:0x5fa55b588acaa070!8m2!3d35.9551708!4d-83.9550888!16s%2Fg%2F1v2gfgy4!19sChIJwaCS8ssXXIgRcKDKilhbpV8","SERVPRO of Rocky Hill, Sequoyah Hills, South Knoxville",4.9,685,Water damage restoration service,"2444 Sutherland Ave, Knoxville, TN 37919, United States","X24V+3X Knoxville, Tennessee, USA",https://www.servpro.com/locations/tn/servpro-of-rocky-hill-sequoyah-hills-south-knoxville?utm_medium=organic&utm_source=gbp,+1 865-862-8907,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepcrSgfvl42nGCdVShHHUyYSR4rzfnXm35AqAiteA8Ui42ij8q-2QD_HvfZfMRa1E0G4S47TdU126GqnAt5EQ4otxA_5TeNP-NsekBEMRwAi9qcD6Z1Dyxtjzx1zdwdeFpKHTtzlPkBbYvS=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:50:35.281Z,,,,
https://www.google.com/maps/place/Patriot+Restoration/data=!4m7!3m6!1s0x885dd3bb22f37e25:0xa9a4d65d50c8da01!8m2!3d35.9534122!4d-83.9624781!16s%2Fg%2F11fthsjfy2!19sChIJJX7zIrvTXYgRAdrIUF3WpKk,Patriot Restoration,5.0,279,Water damage restoration service,"2804 Sutherland Ave, Knoxville, TN 37919, United States","X23Q+92 Knoxville, Tennessee, USA",https://patriotrestorationtn.com/,+1 865-813-8072,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRSun7OiBxOQTWluWQoLKfhEShUGdGmRIpg8udUouALAQv348--eVYqTgotE_JreJqj1eZzHSkYgPfQN6iFJM_gD-sr-rGBjWlSliq6dnGlFjNDtTsBhS43wQ5AHnYk9W_QiY=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:50:40.695Z,,,,
https://www.google.com/maps/place/Restoration+101/data=!4m7!3m6!1s0x885c15c6730952e3:0x315fb6c0213e8054!8m2!3d35.962742!4d-83.9609069!16s%2Fg%2F11b6_nqfnn!19sChIJ41IJc8YVXIgRVIA-IcC2XzE,Restoration 101,4.6,45,Water damage restoration service,"2944 Middlebrook Pike, Knoxville, TN 37921, United States","X27Q+3J Knoxville, Tennessee, USA",http://www.restoration101.com/,+1 865-755-2411,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepptQjxu9C674iLx9ZbrPQ-9x_ujj6bbk1LV_k4nRRXo4DT8QDy06fHbMvtwQPqrTRVN66PQogHE4vU18OhkS2xTeyF0YZ4RrMw4jzRfeDhEhtQJ4vaU9cxXBW6yv-0DFgWjqQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:50:45.095Z,,,,
https://www.google.com/maps/place/APEX+RESTORATION+DKI/data=!4m7!3m6!1s0x885c3be843bc6fdd:0xab8e7fe125a714d0!8m2!3d36.0054647!4d-83.9534958!16s%2Fg%2F11b6hmxgwq!19sChIJ3W-8Q-g7XIgR0BSnJeF_jqs,APEX RESTORATION DKI,4.5,106,Water damage restoration service,"505 Dutch Valley Dr, Knoxville, TN 37918, United States","224W+5J Knoxville, Tennessee, USA",https://www.apexdki.com/location/knoxville/,+1 931-434-0877,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6vffQwILgg8svSXLT-6jPhYMaXrtcww5vdoapb4PkxE2moC0Zji27c98Inn_8jS26-S8uo9rvz6dxtkY6jqwTG2iRggAQLYrh-LUqNHSx224sNHGGHGSAJjZokZ-hqWzy51wifEkRX1kd=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:50:49.392Z,,,,
https://www.google.com/maps/place/58+Foundations+%26+Waterproofing/data=!4m7!3m6!1s0x885c237aaaaaaaab:0xa106133db38a3b99!8m2!3d35.9814758!4d-83.9321258!16s%2Fg%2F1tdb9kc7!19sChIJq6qqqnojXIgRmTuKsz0TBqE,58 Foundations & Waterproofing,4.8,672,Waterproofing service,"205 W Oklahoma Ave, Knoxville, TN 37917, United States","X3J9+H4 Knoxville, Tennessee, USA",https://58foundations.com/service-areas/knoxville-tennessee/?utm_campaign=gmb,+1 865-432-0039,"Closed · Opens 8 am

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqqHFWz6yWx0QxvVAPhFKiJP5231KyQOcSzyK-IrABO-Mw1J7BltJQM2x-HF3bmu5FS0unIvKpxo5vvWp8PAwtZkWKHD9hmkugLr6cHueVideMwFgh_D_EBuzcP2GwX77R1q0w=w408-h314-k-no,true,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,9 am–12 am,9 am–12 am,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:50:53.787Z,,,,
https://www.google.com/maps/place/DT%27s+Refurbishing/data=!4m7!3m6!1s0x885c3d24ef4970c1:0xe5d5b52358f574c9!8m2!3d35.952355!4d-83.9655464!16s%2Fg%2F1tdblqn1!19sChIJwXBJ7yQ9XIgRyXT1WCO11eU,DT's Refurbishing,4.4,62,Carpet cleaning service,"3018 Sutherland Ave, Knoxville, TN 37919, United States","X22M+WQ Knoxville, Tennessee, USA",https://www.dtsrefurbishing.com/,+1 865-524-5910,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLi1rF_B7csGg9tjzRDiYTgnXbsyd2V0hw7ngNzRWHupyE_WU_7cKn7x5FdOUsufeCbgBbcBcxu84BrydXeL-lgzRD0r0JJc4kWYKtjb5LF2gPzij8g7HALNf67FIyfMOGnyA=w408-h724-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:50:58.144Z,,,,
https://www.google.com/maps/place/RestorePro+Reconstruction+and+Restoration+-+Knoxville+TN/data=!4m7!3m6!1s0x885c235393acb0cf:0x129706fef62b5fa9!8m2!3d35.9583228!4d-84.0021168!16s%2Fg%2F11mhbr9_z3!19sChIJz7Csk1MjXIgRqV8r9v4GlxI,RestorePro Reconstruction and Restoration - Knoxville TN,4.8,42,Water damage restoration service,"5227 N Middlebrook Pike, Knoxville, TN 37921, United States","XX5X+85 Knoxville, Tennessee, USA",https://www.restoreprorestoration.com/,+1 865-345-8091,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerC2WPE1M5GRD9PxfVqSx09RjSpP7A-BAVCJGtahgNx0z2ZlBfeufcHcJFI8bROiWiVlWO1jY2IiJTlVskB2e9kp8ZFfO458MUUs6n2oihadk8XnMsT77jsfZViVFed8-zpjtuJlwbo2rRM=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:02.549Z,,,,
https://www.google.com/maps/place/Tennessee+Fine+Line+Painting+restoration+and+handyman+duties/data=!4m7!3m6!1s0x885c174623145003:0x328119436dfd52ee!8m2!3d35.967009!4d-83.9400591!16s%2Fg%2F11lpz9wwjl!19sChIJA1AUI0YXXIgR7lL9bUMZgTI,Tennessee Fine Line Painting restoration and handyman duties,4.9,104,Painter,"1801 Western Ave, Knoxville, TN 37921, United States","X385+RX Knoxville, Tennessee, USA",http://www.tnfinelinepainting.com/,+1 865-415-9572,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepASHpVMnXsVN3s3LuRj71nilg1CJTr0Ck0d4hPxecJHh_rapYxI5tbmEH9XUlxzY9rgKiLqy1MwyVPOjXFPknrB5-LN_ZYNSlns4MRBKvPduyvKovrwtHGHNQgeOhB8sE_Nt9l=w408-h544-k-no,true,8 am–8 pm,7:30 am–8 pm,7:30 am–8:30 pm,7 am–8 pm,7:30 am–7 pm,9 am–5 pm,8 am–7 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:06.987Z,,,,
https://www.google.com/maps/place/AdvantaClean+of+Knoxville+%26+The+Smokies/data=!4m7!3m6!1s0x885c253aac8cafe1:0x495d2f12639c9564!8m2!3d35.9423614!4d-83.815376!16s%2Fg%2F1tmgd49n!19sChIJ4a-MrDolXIgRZJWcYxIvXUk,AdvantaClean of Knoxville & The Smokies,5.0,216,Water damage restoration service,,,http://advantaclean.com/knoxville-tn,+1 865-985-0684,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMXUWfakMBNeschwqDmO8_WS02RJG9X4_jw_lqtpJIGrAd_qNmD9JwnJdt7RcwyM9r-NpIAy6NnSduQGxYIN2QeIc1dnUz6Edn8UlQnJ-S5WrUBQ8vyjg9-imV4dnDLmjJxP4=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:11.268Z,,,,
https://www.google.com/maps/place/American+Standard+Foundation+Repair/data=!4m7!3m6!1s0x885c2e4608256563:0x69a443921230d690!8m2!3d35.9524978!4d-83.9666333!16s%2Fg%2F1tht250y!19sChIJY2UlCEYuXIgRkNYwEpJDpGk,American Standard Foundation Repair,4.8,80,Waterproofing service,"3039 Sutherland Ave, Knoxville, TN 37919, United States","X22M+X8 Knoxville, Tennessee, USA",https://www.asfoundationrepair.com/,+1 865-888-0939,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwephn_p3GLQcgJdlyCF6XuiPYgqHr3HDnKu6O2fLyZOiSNHcDt_xt33hBmeANz3MU9c9YI0ugPAAaJRgOwSjuAFCBVgFD_AuWlfBr_QyTwkqI53Y_oqyjcVx1RUs2mCr2C99Ai_T=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:15.624Z,,,,
https://www.google.com/maps/place/Rocky+Top+Restoration/data=!4m7!3m6!1s0x885c2f0a3fd3ffff:0x862ec30c2dd0e508!8m2!3d36.0099453!4d-84.0235515!16s%2Fg%2F11fk0b9544!19sChIJ___TPwovXIgRCOXQLQzDLoY,Rocky Top Restoration,4.6,93,Water damage restoration service,"2339 Old Callahan Dr, Knoxville, TN 37912, United States","2X5G+XH Knoxville, Tennessee, USA",https://rockytoprestoration.com/,+1 865-440-7449,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerVKH8C8FnrBTZon43X80alitG8N_d81SW1w5qN-4xlj7Ay_U6G667EdBSzKNlsmJ85YPrMKxJPNHSRw8Y3jb9DPkNSVoZ1Bq-s8PEY7PLK_qn3Q6JMD8hjgYnsJUDWRTcU79M=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:20.018Z,,,,
https://www.google.com/maps/place/Jake%27s+Affordable+Painting/data=!4m7!3m6!1s0x885c3b1837af5f1b:0x72c44b397ff77b5!8m2!3d35.961694!4d-83.923221!16s%2Fg%2F11g9fkzs2v!19sChIJG1-vNxg7XIgRtXf_l7NELAc,Jake's Affordable Painting,5.0,1577,Painting,"810 Clinch Ave 7th Floor, Knoxville, TN 37902, United States","X36G+MP Knoxville, Tennessee, USA",https://www.jakesaffordablepainting.com/,+1 865-973-3393,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoryRMSNxz6v4QBLuB0Dk-wA6NDWlHChpunyyWPDNHMl3oTWhX3kIYH4X2wmH5rRpsP33FD_P0dUJdZ4cYHncQDfWL7kJrN4gcSG6Tcz_7_nct_vTMLWoOsY37Z2OkzMTog3NSjaFatvtYq=w425-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:24.468Z,,,,
https://www.google.com/maps/place/Litespeed+Construction+-+Knoxville+Roofing+Contractor/data=!4m7!3m6!1s0x885c17cf1aa47cb7:0x6adbdad7499840e4!8m2!3d35.9840992!4d-83.9112503!16s%2Fg%2F11r97_ch8!19sChIJt3ykGs8XXIgR5ECYSdfa22o,Litespeed Construction - Knoxville Roofing Contractor,4.9,331,Roofing contractor,"1532 Washington Ave, Knoxville, TN 37917, United States","X3MQ+JF Knoxville, Tennessee, USA",https://litespeedconstruction.com/,+1 865-297-3286,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoWIhItTPMjeETuskFtKgTEg1RKN9US_fAWDJxFar7Lxa_EKk37D1sNF5fgHSbkqh23xilegJRALrgpliVNHgwE_ASq7zNK50uhxtlXp-h9yFsyP-WworY9Hvau9gWHXH2LTSwE=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:28.745Z,,,,
https://www.google.com/maps/place/ServiceMaster+24%2F7+Restoration/data=!4m7!3m6!1s0x885c3b92f60ec0bd:0xb3001f6e5bf72812!8m2!3d36.0035143!4d-84.0289975!16s%2Fg%2F11bzzw_rn_!19sChIJvcAO9pI7XIgREij3W24fALM,ServiceMaster 24/7 Restoration,4.7,58,Fire damage restoration service,"2929 NW Park Dr, Knoxville, TN 37912, United States","2X3C+CC Knoxville, Tennessee, USA",https://www.servicemasterrestore.com/locations/tn/knoxville/servicemaster-24-7-restoration-9650,+1 865-407-2982,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj7jbL6VagN5TUCLffGfhAbM-R356SioQ5UL4lYKc1rei3Lzj4EOZJy5t29w4LSogvhgpywFipeKF_8642QLQe9nhk_zmNjeMDGCoHu6j1xzcq1RzbE65z-CiH9MeHe4KpIAAt=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:33.236Z,,,,
https://www.google.com/maps/place/Drying+Tech+Knoxville/data=!4m7!3m6!1s0x885c3b39f94b3097:0xfb8e8d9c063a0183!8m2!3d35.9951418!4d-84.0347733!16s%2Fg%2F11ym7s62hd!19sChIJlzBL-Tk7XIgRgwE6BpyNjvs,Drying Tech Knoxville,5.0,26,Water damage restoration service,"3520 Schaad Rd, Knoxville, TN 37921, United States","XXW8+33 Knoxville, Tennessee, USA",https://dryingtechknoxville.com/,+1 865-867-7074,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzBKZbaHdkEj5llcqNEN9QTnSEV5zXCHGM_1Gsnq8stXyM2JZcsVl7GgNnoiKaEfZMiyUR1okHZYP9BRdgtJtOMIIY2zi9B5YSM-gU7RJJ5v2D6O7CXDJXT6bqdYHMcmvu8aIkymECyOxc=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:37.484Z,,,,
https://www.google.com/maps/place/SERVPRO+of+North+Knoxville/data=!4m7!3m6!1s0x885c3f554c5ecdab:0xfd84de86bcc13c8d!8m2!3d36.0183179!4d-83.8968625!16s%2Fg%2F1262t5jnz!19sChIJq81eTFU_XIgRjTzBvIbehP0,SERVPRO of North Knoxville,4.8,61,Water damage restoration service,,,https://www.servpro.com/locations/tn/servpro-of-north-knoxville?utm_medium=organic&utm_source=gbp,+1 865-947-9992,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3ccDMEmUY47NsW_L8Jru7WfPoCG8lvSSCHvNKKF-uZBjB7UCXxhhJNHF-E3AR4uzeTQ8ePC8RlE9Q-4yf_WFxZr7hKfdVLC7UMvTFr_eCK6cVGLTsdFTklrA2F2Aj9YQ2gDYdH9IroC4=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:41.840Z,,,,
https://www.google.com/maps/place/Daniel+Hood+Roofing/data=!4m7!3m6!1s0x885c17a560936581:0x3c9567cb69349514!8m2!3d35.9669111!4d-83.8986874!16s%2Fg%2F11byyjycr6!19sChIJgWWTYKUXXIgRFJU0actnlTw,Daniel Hood Roofing,4.8,432,Roofing contractor,"1924 Laurans Ave, Knoxville, TN 37915, United States","X482+QG Knoxville, Tennessee, USA",https://danielhoodroofingsystems.com/?utm_campaign=gmb&utm_medium=local&utm_source=gmb,+1 865-851-5002,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweokTjEZrw0HxXsx-mO_jWp1r7EDRUxl5y3pEHnsNpuRWSrHGn8DhN8S6KnTc4-u4bvVhxbyAMENVx83rIrMZr7fR9oTNCpCegMZ5NP220KyUqhHi35CiHmFZV-A2xlXxqlnQ2o-gWfAF7SL=w408-h271-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:46.417Z,,,,
https://www.google.com/maps/place/Ram+Jack+Eastern+Tennessee/data=!4m7!3m6!1s0x88608c6de490c923:0xd67101f2830080a6!8m2!3d35.9728959!4d-83.932531!16s%2Fg%2F1v6p9l0t!19sChIJI8mQ5G2MYIgRpoAAg_IBcdY,Ram Jack Eastern Tennessee,4.9,123,Concrete contractor,"1201 W 4th Ave, Knoxville, TN 37921, United States","X3F8+5X Knoxville, Tennessee, USA",https://www.ramjack.com/knoxville/,+1 423-842-2888,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjEXLRiDdaGslMzQk3CBEn1BT6z2YOeiw3RlD-xGkRyAGn9YtNM6T2uTU2rHScdWRA6DQnZCiaSizkGsl_UixjXNKhU-UgIybE6GmyXQ9QZ-3PAwkyRxiNJyOC2BuucE0ddi3J1zmJGPU=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:50.739Z,,,,
https://www.google.com/maps/place/Cover+Pro+Roofing/data=!4m7!3m6!1s0x885c170da85637f3:0x2640e6d670672d98!8m2!3d35.9582228!4d-83.8812381!16s%2Fg%2F11f55kftyj!19sChIJ8zdWqA0XXIgRmC1ncNbmQCY,Cover Pro Roofing,4.9,54,Roofing contractor,"2247 Maplewood Dr, Knoxville, TN 37920, United States","X459+7G Knoxville, Tennessee, USA",https://coverproroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 865-999-7663,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerFgJKsS9LCrTF2O2_4GuqjHw9mDkR6xp11yQggvrzXb5Am8KVpMzgKqeAVWigearVnEDGZkTAwoBsJZ4iXQeXadZtNXuHeV8sk31EUtulT3SIbDZZPWZy2PR_68YOK8RJO-B57QOjoHaU=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:55.102Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Duncan+%26+Sons%27+Building+Maintenance,+LLC/data=!4m7!3m6!1s0x885c162a74217a95:0x45ef3f5d165d9967!8m2!3d35.9833081!4d-83.931791!16s%2Fg%2F1tfjrf5p!19sChIJlXohdCoWXIgRZ5ldFl0_70U","Duncan & Sons' Building Maintenance, LLC",4.4,100,Janitorial service,"1401 N Central St, Knoxville, TN 37917, United States","X3M9+87 Knoxville, Tennessee, USA",https://www.duncanandsons.com/?utm_source=googlelocal&utm_medium=organic,+1 865-524-3225,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoGCYLzjzmS5iONrAdj-eN_nkR3OP938e6ZCY7EOtI4Pm7EOS-lqnlEmQsnMVCqEG3TKA53vQ8Q2f51f_3KGnKcoWlcnhMZPCRhXfo6U64f9eQUpLIpjg6a2sYMq7Tsoz-M5iFUr8_qwtxc=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:51:59.559Z,,,,
https://www.google.com/maps/place/Hearthside+Helpers+LLC/data=!4m7!3m6!1s0x885c1763895f8da3:0x766541be9fa4a707!8m2!3d35.9937385!4d-83.9098378!16s%2Fg%2F11vzhtng8f!19sChIJo41fiWMXXIgRB6ekn75BZXY,Hearthside Helpers LLC,5.0,88,Chimney sweep,"2309 Hoitt Ave, Knoxville, TN 37917, United States","X3VR+F3 Knoxville, Tennessee, USA",http://www.hearthsidehelpers.com/,+1 865-338-9111,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7vrx7tlB3HhyWYJ3EY69D3T8jpnXSKNQwNhevrUIVaLVBvzP1akZkPVBY4MCfaDsz5_jLFucHwHkz-piSztlc-YQP4YHn9lHZjC08fmXDzkMW9cgS9DLygqwW9gs59U6UMHqmo8DR27Yk=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–4:30 pm,9 am–5 pm,9 am–5 pm,10 am–3 am,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:52:03.822Z,,,,
https://www.google.com/maps/place/Perfect+Ideas+LLC/data=!4m7!3m6!1s0x885c3d3b687290bf:0x72394a7b7c729c1c!8m2!3d35.960669!4d-83.9206609!16s%2Fg%2F1260jdffs!19sChIJv5ByaDs9XIgRHJxyfHtKOXI,Perfect Ideas LLC,4.5,15,General contractor,"1237 Weisgarber Rd Ste 51962, Knoxville, TN 37950, United States","X36H+7P Knoxville, Tennessee, USA",http://www.perfectideasllc.com/,+1 865-249-6321,Closed · Opens 9:30 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h7o-Taf5MM-CZXderjPv1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.950123&pitch=0&thumbfov=100,false,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:52:08.224Z,,,,
https://www.google.com/maps/place/RestoPros+of+Knoxville/data=!4m7!3m6!1s0x4c8b58ae75a0e565:0xc7ac76f1551744c7!8m2!3d35.8678469!4d-84.1184064!16s%2Fg%2F11l1l0z5h5!19sChIJZeWgda5Yi0wRx0QXVfF2rMc,RestoPros of Knoxville,5.0,123,Water damage restoration service,"1201 Osprey Ln, Knoxville, TN 37922, United States","VV9J+4J Knoxville, Tennessee, USA",https://www.restopros.co/tn-knoxville,+1 865-432-1337,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqlfCyJZLdIMiEdxlD6SH1wqJdPPKqZfIEFQORoyU34z6KLS50epFuc56TQyQZ9d31UDtlKsr6Api2Ni4mcAHj55bAR2grs0bgz6RQXkF2fz3HtojzZlvv7vYGSZ1F8TrJhA8Wd=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:52:12.670Z,,,,
https://www.google.com/maps/place/PuroClean+of+North+Knoxville/data=!4m7!3m6!1s0x885c3d31f521e2cf:0x64bcd462a9e36f1f!8m2!3d35.9593147!4d-84.0112646!16s%2Fg%2F11yjxlrl5_!19sChIJz-Ih9TE9XIgRH2_jqWLUvGQ,PuroClean of North Knoxville,4.8,11,Water damage restoration service,"3500 Workman Rd #102, Knoxville, TN 37921, United States","XX5Q+PF Knoxville, Tennessee, USA",https://www.puroclean.com/north-knoxville-tn/?utm_campaign=gmb,+1 865-895-9110,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweralVnTJeZePIFcun26z6bIGGqSEH--x7331aJXHR57iK8fBNbrIryJIrHPJxuppRa88cR94EAUPdIXtSHJHw8TRlxSOyBVOi8YicY5KTx5JdfPP2GsDroubBTuy3mb8p4G6enbPMlbxuGX=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T04:52:16.971Z,,,,
