placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/DOC+Vein+Management+-+Dayton/data=!4m7!3m6!1s0x8840835f6d61ab71:0x15b1474af7a07f40!8m2!3d39.7515431!4d-84.1190566!16s%2Fg%2F11d_w4xgb1!19sChIJcathbV-DQIgRQH-g90pHsRU,DOC Vein Management - Dayton,4.9,153,Doctor,"1010 Woodman Dr, Dayton, OH 45432, United States","QV2J+J9 Dayton, Ohio, USA",https://docveinmanagement.com/,+1 937-424-2217,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNKRmTQ8S-pZZZaB1f68AuC3pr2jsdvyyQliBr5=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:58:28.430Z,,,,
https://www.google.com/maps/place/Midwest+Vein+and+Laser/data=!4m7!3m6!1s0x88408ed927ad48fd:0xb0fb09b8fd239cc!8m2!3d39.6266343!4d-84.1708297!16s%2Fg%2F1tdcmn7_!19sChIJ_UitJ9mOQIgRzDnSj5uwDws,Midwest Vein and Laser,4.7,18,Skin care clinic,"8101 Miller Farm Ln A, Dayton, OH 45458, United States","JRGH+MM Dayton, Ohio, USA",https://www.midwestveinandlaser.com/,+1 937-281-0200,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMNPOS3wkRYQGtoIvzl16bIvLhbBU0fhA3xuTPT=w580-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:58:33.622Z,,,,
https://www.google.com/maps/place/Dayton+Outpatient+Center+-+Main+Campus/data=!4m7!3m6!1s0x8840835f6cf1ecdd:0xf69c33c596373fbe!8m2!3d39.7514461!4d-84.1191579!16s%2Fg%2F11f5d3n032!19sChIJ3ezxbF-DQIgRvj83lsUznPY,Dayton Outpatient Center - Main Campus,3.9,216,Medical clinic,"1010 Woodman Dr, Dayton, OH 45432, United States","QV2J+H8 Dayton, Ohio, USA",,+1 937-252-2000,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNFTG-6M9PgKzvkaaTv5rp0X2x_eJxMJnYjDYY4=w408-h270-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:58:39.229Z,,,,
"https://www.google.com/maps/place/Dr.+Priyesh+Mehta,+DO/data=!4m7!3m6!1s0x884083a8a1d942cf:0x50e6a2c2decca9f!8m2!3d39.7515431!4d-84.1190547!16s%2Fg%2F11fmsggd3x!19sChIJz0LZoaiDQIgRn8rsLSxqDgU","Dr. Priyesh Mehta, DO",4.9,123,Pain management physician,"1010 Woodman Dr, Dayton, OH 45432, United States","QV2J+J9 Dayton, Ohio, USA",https://www.daytondoc.com/doc/about/providers/,+1 937-252-2000,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOCS6g4_2NQFolyJNYktzLgyyxXEELAGcajDK6i=w408-h485-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:58:43.990Z,,,,
https://www.google.com/maps/place/DOC+Pain+Management+-+Dayton/data=!4m7!3m6!1s0x8840835f6cf1ecdd:0xd881d465ba992e97!8m2!3d39.7515372!4d-84.1191095!16s%2Fg%2F1td4qcxc!19sChIJ3ezxbF-DQIgRly6ZumXUgdg,DOC Pain Management - Dayton,4.6,576,Pain management physician,"1010 Woodman Dr, Dayton, OH 45432, United States","QV2J+J9 Dayton, Ohio, USA",https://www.daytondoc.com/dayton/,+1 937-252-2000,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOIiCXcn_fPExDgKhEtg6J7VlaohLjuSMZz4SEi=w408-h270-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:58:48.852Z,,,,
"https://www.google.com/maps/place/Jordan+Sasson,+MD/data=!4m7!3m6!1s0x8840858bf3f5880b:0x32b75614acfc9d84!8m2!3d39.7453793!4d-84.1848722!16s%2Fg%2F11s93x08y8!19sChIJC4j184uFQIgRhJ38rBRWtzI","Jordan Sasson, MD",5.0,2,Vascular surgeon,"1 Wyoming St # 4130, Dayton, OH 45409, United States","PRW8+53 Dayton, Ohio, USA",https://doctors.premierhealth.com/provider/Jordan+Sasson/2297175?utm_source=gmb&utm_medium=website&utm_campaign=kyruussoci,+1 937-438-8640,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyixMAPCKhtqOjV3_sOwP5gR7O_60zdbwpCL2agaumhF12lZjNkiiT4YoUMFMJIaDCCYSaza4ag1dg_tcUsayGXwUdTHCrdjwfBzNlUx7ArBrWHExF5BpnrZKd2HZNuyxfcZ7rKFF5QUkNP=w408-h907-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:58:53.799Z,,,,
https://www.google.com/maps/place/Azura+Vascular+Care+Greater+Dayton/data=!4m7!3m6!1s0x88408655a37d2043:0x9ad63409a50dab8f!8m2!3d39.7128351!4d-84.2247615!16s%2Fg%2F1trprgwp!19sChIJQyB9o1WGQIgRj6sNpQk01po,Azura Vascular Care Greater Dayton,4.7,14,Medical clinic,"2016 Springboro West Rd, Dayton, OH 45439, United States","PQ7G+43 Dayton, Ohio, USA",https://centers.azuravascularcare.com/oh/dayton/azura-vascular-care-greater-dayton?y_source=1_MjY5MDM2ODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 937-298-6777,"Closed · Opens 8 am Wed

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOCxmYucZ62muv3r9OnO2O8SNuqDkV9bvgi5-S1=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:58:58.579Z,,,,
https://www.google.com/maps/place/Vascular+Center+of+the+Midwest/data=!4m7!3m6!1s0x8840856924697ba5:0x7467bb6fa756e373!8m2!3d39.6996331!4d-84.124517!16s%2Fg%2F11kjyqptcg!19sChIJpXtpJGmFQIgRc-NWp2-7Z3Q,Vascular Center of the Midwest,1.0,1,Medical clinic,"3085 Woodman Dr #320, Kettering, OH 45420, United States","MVXG+V5 Kettering, Ohio, USA",http://www.vcmsurgery.com/,+1 937-795-1090,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M0igoNnNL9nECD_cbR9VNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.49463&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:59:03.524Z,,,,
https://www.google.com/maps/place/Pecchioni+Louisa+L+MD/data=!4m7!3m6!1s0x884086b0e5626777:0x960e1a1d00cb3b4e!8m2!3d39.7471802!4d-84.1992938!16s%2Fg%2F1th5d7c3!19sChIJd2di5bCGQIgRTjvLAB0aDpY,Pecchioni Louisa L MD,,,Vascular surgeon,"1 Elizabeth Pl, Dayton, OH 45417, United States","PRW2+V7 Dayton, Ohio, USA",,+1 937-228-4126,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fYTFj_S5h0WP9kxQIyeDnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.848946&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:59:06.193Z,,,,
https://www.google.com/maps/place/Midwest+Vein+and+Laser/data=!4m7!3m6!1s0x883f7e88dec1443f:0x7d9cd5df237ec963!8m2!3d39.8815657!4d-84.1986718!16s%2Fg%2F11f5d4px50!19sChIJP0TB3oh-P4gRY8l-I9_VnH0,Midwest Vein and Laser,5.0,4,Doctor,"900 S Dixie Dr Suite 50, Vandalia, OH 45377, United States","VRJ2+JG Vandalia, Ohio, USA",http://www.midwestveinandlaser.com/,+1 937-281-0200,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMnANHmEY5N1dsh2gRTP9rW3i6cjSvciEB9Vv6l=w408-h340-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T21:59:11.095Z,,,,
