placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes
"https://www.google.com/maps/place/Scott+Cornelius,+CPA,+PC/data=!4m7!3m6!1s0x8853090b06a1d353:0xb23e29219c3cb840!8m2!3d35.9726334!4d-80.0211729!16s%2Fg%2F11cn92wsj7!19sChIJU9OhBgsJU4gRQLg8nCEpPrI","Scott Cornelius, CPA, PC",5.0,41,Tax consultant,"211 W Lexington Ave Suite 106, High Point, NC 27262, United States","XXFH+3G High Point, North Carolina, USA",https://scottcorneliuscpa.com/,+1 336-885-5100,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipP8Upp88V_Gy3zgO7JH9cjcGqOHxMzo0LVrxDVQ=w426-h240-k-no,true,Closed,"8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm",Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:01.170Z,,,
https://www.google.com/maps/place/B+%26+B+Accounting+Service/data=!4m7!3m6!1s0x88530f299a357425:0x4e006f5218574fb1!8m2!3d35.9773866!4d-80.0024048!16s%2Fg%2F1v9gkq29!19sChIJJXQ1mikPU4gRsU9XGFJvAE4,B & B Accounting Service,5.0,29,Accountant,"1007 E Lexington Ave, High Point, NC 27262, United States","XXGX+X2 High Point, North Carolina, USA",http://www.bbaccountingservice.com/,+1 336-841-4411,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3ee5FJSkStoivQHRDkHHIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.77567&pitch=0&thumbfov=100,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:07.638Z,,,
https://www.google.com/maps/place/ATD+Accounting+%26+Tax+Associates/data=!4m7!3m6!1s0x88530866ef701f17:0xc9c9a67cd69e648!8m2!3d35.9769151!4d-80.0201561!16s%2Fg%2F1tqnmbbc!19sChIJFx9w72YIU4gRSOZpzWeanAw,ATD Accounting & Tax Associates,4.5,10,Accountant,"1701 N Main St, High Point, NC 27262, United States","XXGH+QW High Point, North Carolina, USA",,+1 336-254-5677,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipOwfu8te3-PgqqlmynFFpqCvKzLl5ZfyrmuNwfD=w426-h240-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:12.506Z,,,
https://www.google.com/maps/place/Solutions+Acct+Tax+%26+Cons+LLC-High+Point/data=!4m7!3m6!1s0x88530fccf8cbde4d:0x4e0d96282e6e152d!8m2!3d35.9565746!4d-79.9993609!16s%2Fg%2F11trx3592l!19sChIJTd7L-MwPU4gRLRVuLiiWDU4,Solutions Acct Tax & Cons LLC-High Point,5.0,29,Accounting firm,"505 E Commerce Ave, High Point, NC 27260, United States","X242+J7 High Point, North Carolina, USA",http://www.yourtaxguys.com/,+1 336-307-3963,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipMXp95EVer4TFiGCMUEOykne31FsfwPT3OQIkUg=w408-h306-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:17.648Z,,,
"https://www.google.com/maps/place/Sledge+and+Company,+PLLC/data=!4m7!3m6!1s0x88530927fd43dd95:0x1eeb57cb679ee80c!8m2!3d35.9761898!4d-80.0199877!16s%2Fg%2F1v42ghr9!19sChIJld1D_ScJU4gRDOieZ8tX6x4","Sledge and Company, PLLC",5.0,1,Accountant,"115 W State Ave, High Point, NC 27262, United States","XXGJ+F2 High Point, North Carolina, USA",http://www.sledgeandco.com/,+1 336-889-3013,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noow7WOQ3Vt3TilWE_gXxAkY5t37RLtsgsAASKsyppgti_jgcvl6pte6OHNQ3hm1G4ryReSS3aluSAq_i2xqlEUW6yf0vR9iiIZDtmolbEX0L4KzPOivDgEtDKlQrEIBEnFbSmI=w408-h393-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–2 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:22.497Z,,,
"https://www.google.com/maps/place/Karen+Elaine+Odom,+CPA,+CDFA/data=!4m7!3m6!1s0x8853092d0e35992d:0x78c1cb03468cb982!8m2!3d35.9671559!4d-80.0110305!16s%2Fg%2F1tfccwpn!19sChIJLZk1Di0JU4gRgrmMRgPLwXg","Karen Elaine Odom, CPA, CDFA",4.3,4,Accountant,"712 N Hamilton St, High Point, NC 27262, United States","XX8Q+VH High Point, North Carolina, USA",http://www.odomcpas.com/,+1 336-889-3422,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=muWKEbJZJ-U-a3RpBxovXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.540943&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:25.733Z,,,
"https://www.google.com/maps/place/A.+M.+Payne+%26+Associates,+Inc./data=!4m7!3m6!1s0x8853096aeceb8bbf:0x500ebe859c212068!8m2!3d35.9544083!4d-80.0330433!16s%2Fg%2F1tf6brgr!19sChIJv4vr7GoJU4gRaCAhnIW-DlA","A. M. Payne & Associates, Inc.",5.0,1,Accounting firm,"1610 Westchester Dr, High Point, NC 27262, United States","XX38+QQ High Point, North Carolina, USA",https://ampayne.com/,+1 336-885-4177,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Kmb8kGS53nhWJIJnhcUNfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.86627&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:30.675Z,,,
https://www.google.com/maps/place/Five+Point+Tax+Service/data=!4m7!3m6!1s0x88530f1b06f43321:0xb3382dd88d0adcd8!8m2!3d35.9804346!4d-79.9801971!16s%2Fg%2F1262gm_vw!19sChIJITP0BhsPU4gR2NwKjdgtOLM,Five Point Tax Service,4.8,30,Tax preparation service,"2766 E Lexington Ave #101, High Point, NC 27260, United States","X2J9+5W High Point, North Carolina, USA",,+1 336-885-4244,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0mBt1o8eSXexrkSRCFLOoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.09547&pitch=0&thumbfov=100,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–4 pm,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:35.556Z,LGBTQ+ friendly,true,
https://www.google.com/maps/place/Hendrix+%26+Barney+LLC/data=!4m7!3m6!1s0x8853094219804a8b:0xb8b6cda5db010fb0!8m2!3d35.9501931!4d-80.0300545!16s%2Fg%2F1tfrsmhb!19sChIJi0qAGUIJU4gRsA8B26XNtrg,Hendrix & Barney LLC,4.5,6,Certified public accountant,"1015 Hutton Ln STE 103, High Point, NC 27262, United States","XX29+3X High Point, North Carolina, USA",https://hendrixbarneycpas.com/,+1 336-887-2272,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq448vs2Gtd6OfK6Dzj5m540ETS6SqK3LJh0WcIV87A3c9fHq1G4c22IjWQLzWov9STzNYQ8n5Ua0K-KcKe2xJrCjBlaCag-i6BMykt7pTevjsGlS-K-r37NiVkIN2Wu46bkprawT_fx_W2=w408-h544-k-no,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:40.594Z,,,
https://www.google.com/maps/place/Accounting+%26+Tax+Consultants/data=!4m7!3m6!1s0x885308d2d10bb919:0xe28e01ec059aa350!8m2!3d35.9847682!4d-80.0091264!16s%2Fg%2F1wyc50m3!19sChIJGbkL0dIIU4gRUKOaBewBjuI,Accounting & Tax Consultants,5.0,9,Accountant,"603 Eastchester Dr STE D, High Point, NC 27262, United States","XXMR+W8 High Point, North Carolina, USA",https://acctg-tax.com/,+1 336-885-1040,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPRatDaIoP4YDgVmIkTQaj1nsTHLTUGCf2wiCJ0=w408-h303-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:45.541Z,,,
https://www.google.com/maps/place/Barksdale+Karen+S+CPA/data=!4m7!3m6!1s0x8853092d0e35992d:0x9737059e9173d763!8m2!3d35.9671063!4d-80.0111363!16s%2Fg%2F1tfpqd4h!19sChIJLZk1Di0JU4gRY9dzkZ4FN5c,Barksdale Karen S CPA,5.0,2,Accountant,"712 N Hamilton St, High Point, NC 27262, United States","XX8Q+RG High Point, North Carolina, USA",,+1 336-889-3422,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=muWKEbJZJ-U-a3RpBxovXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.525215&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-19T16:27:48.644Z,,,
